"","Wt_name","Wt_index","Species","Yr","Sex","1","2","3","4","5","6","7","8","9","10"
"236","Pcod_ll_survey",2,1,2000,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"246","Pcod_ll_survey",2,1,2001,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"256","Pcod_ll_survey",2,1,2002,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"266","Pcod_ll_survey",2,1,2003,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"276","Pcod_ll_survey",2,1,2004,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"286","Pcod_ll_survey",2,1,2005,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"296","Pcod_ll_survey",2,1,2006,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"306","Pcod_ll_survey",2,1,2007,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"316","Pcod_ll_survey",2,1,2008,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"326","Pcod_ll_survey",2,1,2009,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"336","Pcod_ll_survey",2,1,2010,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"346","Pcod_ll_survey",2,1,2011,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"356","Pcod_ll_survey",2,1,2012,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"366","Pcod_ll_survey",2,1,2013,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"376","Pcod_ll_survey",2,1,2014,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"386","Pcod_ll_survey",2,1,2015,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"396","Pcod_ll_survey",2,1,2016,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"406","Pcod_ll_survey",2,1,2017,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"416","Pcod_ll_survey",2,1,2018,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"426","Pcod_ll_survey",2,1,2019,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"436","Pcod_ll_survey",2,1,2020,0,0.329754,0.834342,1.42759,2.01152,2.56528,3.10657,3.65118,4.21527,4.80444,6.62407
"2","Pcod_trawl_fishery",3,1,1977,0,0.255368,0.643321,1.10532,1.66536,2.35649,3.11138,3.8732,4.61012,5.30332,7.2011
"12","Pcod_trawl_fishery",3,1,1978,0,0.237658,0.635043,1.13508,1.70082,2.37169,3.1158,3.87441,4.61047,5.30344,7.20114
"22","Pcod_trawl_fishery",3,1,1979,0,0.243789,0.653562,1.17051,1.73792,2.39134,3.12284,3.87664,4.61121,5.3037,7.20124
"32","Pcod_trawl_fishery",3,1,1980,0,0.230888,0.651224,1.21794,1.84567,2.49681,3.18645,3.90717,4.62489,5.30996,7.2034
"42","Pcod_trawl_fishery",3,1,1981,0,0.262234,0.655945,1.11943,1.67319,2.35881,3.11192,3.87333,4.61015,5.30333,7.2011
"52","Pcod_trawl_fishery",3,1,1982,0,0.228276,0.616627,1.1125,1.6845,2.36506,3.11384,3.87386,4.61031,5.30338,7.20112
"62","Pcod_trawl_fishery",3,1,1983,0,0.26718,0.692336,1.2065,1.75821,2.39916,3.12524,3.87735,4.61143,5.30378,7.20127
"72","Pcod_trawl_fishery",3,1,1984,0,0.315012,0.724088,1.16437,1.69026,2.36307,3.11282,3.87353,4.6102,5.30335,7.20111
"82","Pcod_trawl_fishery",3,1,1985,0,0.225278,0.640357,1.20569,1.83752,2.49429,3.18666,3.90785,4.62539,5.31026,7.20351
"92","Pcod_trawl_fishery",3,1,1986,0,0.198715,0.569867,1.08066,1.6785,2.36619,3.11471,3.87419,4.61043,5.30343,7.20114
"102","Pcod_trawl_fishery",3,1,1987,0,0.243535,0.650273,1.16098,1.72574,2.3841,3.12004,3.87571,4.61089,5.30359,7.2012
"112","Pcod_trawl_fishery",3,1,1988,0,0.251902,0.67075,1.1946,1.76072,2.40425,3.12791,3.87838,4.61181,5.30393,7.20132
"122","Pcod_trawl_fishery",3,1,1989,0,0.20246,0.590084,1.13545,1.76465,2.43736,3.15267,3.89081,4.61739,5.30646,7.20219
"132","Pcod_trawl_fishery",3,1,1990,0,0.211698,0.627923,1.22877,1.93722,2.68338,3.41932,4.12472,4.79759,5.43644,7.26682
"142","Pcod_trawl_fishery",3,1,1991,0,0.211698,0.627923,1.22877,1.93722,2.68338,3.41932,4.12472,4.79759,5.43644,7.26682
"152","Pcod_trawl_fishery",3,1,1992,0,0.211698,0.627923,1.22877,1.93722,2.68338,3.41932,4.12472,4.79759,5.43644,7.26682
"162","Pcod_trawl_fishery",3,1,1993,0,0.211698,0.627923,1.22877,1.93722,2.68338,3.41932,4.12472,4.79759,5.43644,7.26682
"172","Pcod_trawl_fishery",3,1,1994,0,0.211698,0.627923,1.22877,1.93722,2.68338,3.41932,4.12472,4.79759,5.43644,7.26682
"182","Pcod_trawl_fishery",3,1,1995,0,0.211698,0.627923,1.22877,1.93722,2.68338,3.41932,4.12472,4.79759,5.43644,7.26682
"192","Pcod_trawl_fishery",3,1,1996,0,0.211698,0.627923,1.22877,1.93722,2.68338,3.41932,4.12472,4.79759,5.43644,7.26682
"202","Pcod_trawl_fishery",3,1,1997,0,0.211698,0.627923,1.22877,1.93722,2.68338,3.41932,4.12472,4.79759,5.43644,7.26682
"212","Pcod_trawl_fishery",3,1,1998,0,0.211698,0.627923,1.22877,1.93722,2.68338,3.41932,4.12472,4.79759,5.43644,7.26682
"222","Pcod_trawl_fishery",3,1,1999,0,0.211698,0.627923,1.22877,1.93722,2.68338,3.41932,4.12472,4.79759,5.43644,7.26682
"232","Pcod_trawl_fishery",3,1,2000,0,0.211698,0.627923,1.22877,1.93722,2.68338,3.41932,4.12472,4.79759,5.43644,7.26682
"242","Pcod_trawl_fishery",3,1,2001,0,0.211698,0.627923,1.22877,1.93722,2.68338,3.41932,4.12472,4.79759,5.43644,7.26682
"252","Pcod_trawl_fishery",3,1,2002,0,0.211698,0.627923,1.22877,1.93722,2.68338,3.41932,4.12472,4.79759,5.43644,7.26682
"262","Pcod_trawl_fishery",3,1,2003,0,0.211698,0.627923,1.22877,1.93722,2.68338,3.41932,4.12472,4.79759,5.43644,7.26682
"272","Pcod_trawl_fishery",3,1,2004,0,0.211698,0.627923,1.22877,1.93722,2.68338,3.41932,4.12472,4.79759,5.43644,7.26682
"282","Pcod_trawl_fishery",3,1,2005,0,0.217572,0.653346,1.29382,2.06213,2.88417,3.70377,4.48423,5.2053,5.85949,7.66856
"292","Pcod_trawl_fishery",3,1,2006,0,0.217572,0.653346,1.29382,2.06213,2.88417,3.70377,4.48423,5.2053,5.85949,7.66856
"302","Pcod_trawl_fishery",3,1,2007,0,0.200481,0.602444,1.19289,1.90127,2.65972,3.41723,4.14409,4.82988,5.47235,7.29545
"312","Pcod_trawl_fishery",3,1,2008,0,0.200481,0.602444,1.19289,1.90127,2.65972,3.41723,4.14409,4.82988,5.47235,7.29545
"322","Pcod_trawl_fishery",3,1,2009,0,0.200481,0.602444,1.19289,1.90127,2.65972,3.41723,4.14409,4.82988,5.47235,7.29545
"332","Pcod_trawl_fishery",3,1,2010,0,0.200481,0.602444,1.19289,1.90127,2.65972,3.41723,4.14409,4.82988,5.47235,7.29545
"342","Pcod_trawl_fishery",3,1,2011,0,0.200481,0.602444,1.19289,1.90127,2.65972,3.41723,4.14409,4.82988,5.47235,7.29545
"352","Pcod_trawl_fishery",3,1,2012,0,0.200481,0.602444,1.19289,1.90127,2.65972,3.41723,4.14409,4.82988,5.47235,7.29545
"362","Pcod_trawl_fishery",3,1,2013,0,0.200481,0.602444,1.19289,1.90127,2.65972,3.41723,4.14409,4.82988,5.47235,7.29545
"372","Pcod_trawl_fishery",3,1,2014,0,0.200481,0.602444,1.19289,1.90127,2.65972,3.41723,4.14409,4.82988,5.47235,7.29545
"382","Pcod_trawl_fishery",3,1,2015,0,0.200481,0.602444,1.19289,1.90127,2.65972,3.41723,4.14409,4.82988,5.47235,7.29545
"392","Pcod_trawl_fishery",3,1,2016,0,0.200481,0.602444,1.19289,1.90127,2.65972,3.41723,4.14409,4.82988,5.47235,7.29545
"402","Pcod_trawl_fishery",3,1,2017,0,0.20501,0.608654,1.19173,1.87982,2.60565,3.32681,4.03078,4.71492,5.3703,7.23011
"412","Pcod_trawl_fishery",3,1,2018,0,0.20501,0.608654,1.19173,1.87982,2.60565,3.32681,4.03078,4.71492,5.3703,7.23011
"422","Pcod_trawl_fishery",3,1,2019,0,0.20501,0.608654,1.19173,1.87982,2.60565,3.32681,4.03078,4.71492,5.3703,7.23011
"432","Pcod_trawl_fishery",3,1,2020,0,0.20501,0.608654,1.19173,1.87982,2.60565,3.32681,4.03078,4.71492,5.3703,7.23011
"3","Pcod_longline_fishery",4,1,1977,0,0.260009,0.712063,1.2992,1.92737,2.56091,3.22636,3.92827,4.63527,5.31507,7.20519
"13","Pcod_longline_fishery",4,1,1978,0,0.271552,0.716166,1.26586,1.84041,2.45943,3.15413,3.88881,4.61585,5.30558,7.20187
"23","Pcod_longline_fishery",4,1,1979,0,0.250908,0.693195,1.27401,1.90178,2.54035,3.21317,3.92109,4.63166,5.31326,7.20455
"33","Pcod_longline_fishery",4,1,1980,0,0.212366,0.622477,1.20472,1.88028,2.58355,3.28506,3.98438,4.67535,5.34072,7.2157
"43","Pcod_longline_fishery",4,1,1981,0,0.308549,0.748617,1.24097,1.7636,2.3963,3.12326,3.87654,4.61112,5.30366,7.20121
"53","Pcod_longline_fishery",4,1,1982,0,0.294214,0.728041,1.22476,1.75576,2.39363,3.12252,3.87634,4.61107,5.30364,7.20121
"63","Pcod_longline_fishery",4,1,1983,0,0.318101,0.774116,1.28518,1.80918,2.42237,3.13342,3.87997,4.6123,5.3041,7.20137
"73","Pcod_longline_fishery",4,1,1984,0,0.253622,0.699703,1.28453,1.91541,2.55395,3.22315,3.92696,4.63475,5.31486,7.20512
"83","Pcod_longline_fishery",4,1,1985,0,0.209422,0.628017,1.24161,1.97601,2.7603,3.54116,4.28506,4.97682,5.6138,7.408
"93","Pcod_longline_fishery",4,1,1986,0,0.21794,0.646623,1.26608,1.997,2.76717,3.52513,4.24334,4.91513,5.5422,7.33839
"103","Pcod_longline_fishery",4,1,1987,0,0.257508,0.706577,1.29122,1.9182,2.55255,3.22052,3.92492,4.63353,5.31417,7.20487
"113","Pcod_longline_fishery",4,1,1988,0,0.27139,0.725402,1.29675,1.89493,2.51232,3.18694,3.90481,4.62304,5.30885,7.203
"123","Pcod_longline_fishery",4,1,1989,0,0.255929,0.702213,1.2831,1.9063,2.53985,3.21099,3.91932,4.63059,5.31267,7.20433
"133","Pcod_longline_fishery",4,1,1990,0,0.252264,0.710373,1.32794,2.00983,2.69074,3.35799,4.02812,4.70002,5.35448,7.22088
"143","Pcod_longline_fishery",4,1,1991,0,0.252264,0.710373,1.32794,2.00983,2.69074,3.35799,4.02812,4.70002,5.35448,7.22088
"153","Pcod_longline_fishery",4,1,1992,0,0.252264,0.710373,1.32794,2.00983,2.69074,3.35799,4.02812,4.70002,5.35448,7.22088
"163","Pcod_longline_fishery",4,1,1993,0,0.252264,0.710373,1.32794,2.00983,2.69074,3.35799,4.02812,4.70002,5.35448,7.22088
"173","Pcod_longline_fishery",4,1,1994,0,0.252264,0.710373,1.32794,2.00983,2.69074,3.35799,4.02812,4.70002,5.35448,7.22088
"183","Pcod_longline_fishery",4,1,1995,0,0.252264,0.710373,1.32794,2.00983,2.69074,3.35799,4.02812,4.70002,5.35448,7.22088
"193","Pcod_longline_fishery",4,1,1996,0,0.252264,0.710373,1.32794,2.00983,2.69074,3.35799,4.02812,4.70002,5.35448,7.22088
"203","Pcod_longline_fishery",4,1,1997,0,0.252264,0.710373,1.32794,2.00983,2.69074,3.35799,4.02812,4.70002,5.35448,7.22088
"213","Pcod_longline_fishery",4,1,1998,0,0.252264,0.710373,1.32794,2.00983,2.69074,3.35799,4.02812,4.70002,5.35448,7.22088
"223","Pcod_longline_fishery",4,1,1999,0,0.252264,0.710373,1.32794,2.00983,2.69074,3.35799,4.02812,4.70002,5.35448,7.22088
"233","Pcod_longline_fishery",4,1,2000,0,0.252264,0.710373,1.32794,2.00983,2.69074,3.35799,4.02812,4.70002,5.35448,7.22088
"243","Pcod_longline_fishery",4,1,2001,0,0.252264,0.710373,1.32794,2.00983,2.69074,3.35799,4.02812,4.70002,5.35448,7.22088
"253","Pcod_longline_fishery",4,1,2002,0,0.252264,0.710373,1.32794,2.00983,2.69074,3.35799,4.02812,4.70002,5.35448,7.22088
"263","Pcod_longline_fishery",4,1,2003,0,0.252264,0.710373,1.32794,2.00983,2.69074,3.35799,4.02812,4.70002,5.35448,7.22088
"273","Pcod_longline_fishery",4,1,2004,0,0.252264,0.710373,1.32794,2.00983,2.69074,3.35799,4.02812,4.70002,5.35448,7.22088
"283","Pcod_longline_fishery",4,1,2005,0,0.259216,0.715217,1.31347,1.95839,2.60247,3.26258,3.95212,4.64891,5.32254,7.20793
"293","Pcod_longline_fishery",4,1,2006,0,0.259216,0.715217,1.31347,1.95839,2.60247,3.26258,3.95212,4.64891,5.32254,7.20793
"303","Pcod_longline_fishery",4,1,2007,0,0.24729,0.701377,1.31931,2.00758,2.69869,3.37296,4.04361,4.71236,5.36319,7.2248
"313","Pcod_longline_fishery",4,1,2008,0,0.24729,0.701377,1.31931,2.00758,2.69869,3.37296,4.04361,4.71236,5.36319,7.2248
"323","Pcod_longline_fishery",4,1,2009,0,0.24729,0.701377,1.31931,2.00758,2.69869,3.37296,4.04361,4.71236,5.36319,7.2248
"333","Pcod_longline_fishery",4,1,2010,0,0.24729,0.701377,1.31931,2.00758,2.69869,3.37296,4.04361,4.71236,5.36319,7.2248
"343","Pcod_longline_fishery",4,1,2011,0,0.24729,0.701377,1.31931,2.00758,2.69869,3.37296,4.04361,4.71236,5.36319,7.2248
"353","Pcod_longline_fishery",4,1,2012,0,0.24729,0.701377,1.31931,2.00758,2.69869,3.37296,4.04361,4.71236,5.36319,7.2248
"363","Pcod_longline_fishery",4,1,2013,0,0.24729,0.701377,1.31931,2.00758,2.69869,3.37296,4.04361,4.71236,5.36319,7.2248
"373","Pcod_longline_fishery",4,1,2014,0,0.24729,0.701377,1.31931,2.00758,2.69869,3.37296,4.04361,4.71236,5.36319,7.2248
"383","Pcod_longline_fishery",4,1,2015,0,0.24729,0.701377,1.31931,2.00758,2.69869,3.37296,4.04361,4.71236,5.36319,7.2248
"393","Pcod_longline_fishery",4,1,2016,0,0.24729,0.701377,1.31931,2.00758,2.69869,3.37296,4.04361,4.71236,5.36319,7.2248
"403","Pcod_longline_fishery",4,1,2017,0,0.252041,0.710364,1.32895,2.0127,2.69573,3.36389,4.03332,4.70385,5.35706,7.222
"413","Pcod_longline_fishery",4,1,2018,0,0.252041,0.710364,1.32895,2.0127,2.69573,3.36389,4.03332,4.70385,5.35706,7.222
"423","Pcod_longline_fishery",4,1,2019,0,0.252041,0.710364,1.32895,2.0127,2.69573,3.36389,4.03332,4.70385,5.35706,7.222
"433","Pcod_longline_fishery",4,1,2020,0,0.252041,0.710364,1.32895,2.0127,2.69573,3.36389,4.03332,4.70385,5.35706,7.222
"4","Pcod_pot_fishery",5,1,1977,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"14","Pcod_pot_fishery",5,1,1978,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"24","Pcod_pot_fishery",5,1,1979,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"34","Pcod_pot_fishery",5,1,1980,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"44","Pcod_pot_fishery",5,1,1981,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"54","Pcod_pot_fishery",5,1,1982,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"64","Pcod_pot_fishery",5,1,1983,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"74","Pcod_pot_fishery",5,1,1984,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"84","Pcod_pot_fishery",5,1,1985,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"94","Pcod_pot_fishery",5,1,1986,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"104","Pcod_pot_fishery",5,1,1987,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"114","Pcod_pot_fishery",5,1,1988,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
