"","Wt_name","Wt_index","Species","Yr","Sex","1","2","3","4","5","6","7","8","9","10"
"124","Pcod_pot_fishery",5,1,1989,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"134","Pcod_pot_fishery",5,1,1990,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"144","Pcod_pot_fishery",5,1,1991,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"154","Pcod_pot_fishery",5,1,1992,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"164","Pcod_pot_fishery",5,1,1993,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"174","Pcod_pot_fishery",5,1,1994,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"184","Pcod_pot_fishery",5,1,1995,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"194","Pcod_pot_fishery",5,1,1996,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"204","Pcod_pot_fishery",5,1,1997,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"214","Pcod_pot_fishery",5,1,1998,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"224","Pcod_pot_fishery",5,1,1999,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"234","Pcod_pot_fishery",5,1,2000,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"244","Pcod_pot_fishery",5,1,2001,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"254","Pcod_pot_fishery",5,1,2002,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"264","Pcod_pot_fishery",5,1,2003,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"274","Pcod_pot_fishery",5,1,2004,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"284","Pcod_pot_fishery",5,1,2005,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"294","Pcod_pot_fishery",5,1,2006,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"304","Pcod_pot_fishery",5,1,2007,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"314","Pcod_pot_fishery",5,1,2008,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"324","Pcod_pot_fishery",5,1,2009,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"334","Pcod_pot_fishery",5,1,2010,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"344","Pcod_pot_fishery",5,1,2011,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"354","Pcod_pot_fishery",5,1,2012,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"364","Pcod_pot_fishery",5,1,2013,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"374","Pcod_pot_fishery",5,1,2014,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"384","Pcod_pot_fishery",5,1,2015,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"394","Pcod_pot_fishery",5,1,2016,0,0.296014,0.795175,1.42872,2.09097,2.72248,3.31483,3.89115,4.47836,5.08276,6.93733
"404","Pcod_pot_fishery",5,1,2017,0,0.280751,0.76185,1.38017,2.03414,2.67381,3.31734,3.98743,4.66938,5.33339,7.16916
"414","Pcod_pot_fishery",5,1,2018,0,0.280751,0.76185,1.38017,2.03414,2.67381,3.31734,3.98743,4.66938,5.33339,7.16916
"424","Pcod_pot_fishery",5,1,2019,0,0.280751,0.76185,1.38017,2.03414,2.67381,3.31734,3.98743,4.66938,5.33339,7.16916
"434","Pcod_pot_fishery",5,1,2020,0,0.280751,0.76185,1.38017,2.03414,2.67381,3.31734,3.98743,4.66938,5.33339,7.16916
"10","Pcod_biomass_begin",6,1,1977,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"20","Pcod_biomass_begin",6,1,1978,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"30","Pcod_biomass_begin",6,1,1979,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"40","Pcod_biomass_begin",6,1,1980,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"50","Pcod_biomass_begin",6,1,1981,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"60","Pcod_biomass_begin",6,1,1982,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"70","Pcod_biomass_begin",6,1,1983,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"80","Pcod_biomass_begin",6,1,1984,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"90","Pcod_biomass_begin",6,1,1985,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"100","Pcod_biomass_begin",6,1,1986,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"110","Pcod_biomass_begin",6,1,1987,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"120","Pcod_biomass_begin",6,1,1988,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"130","Pcod_biomass_begin",6,1,1989,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"140","Pcod_biomass_begin",6,1,1990,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"150","Pcod_biomass_begin",6,1,1991,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"160","Pcod_biomass_begin",6,1,1992,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"170","Pcod_biomass_begin",6,1,1993,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"180","Pcod_biomass_begin",6,1,1994,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"190","Pcod_biomass_begin",6,1,1995,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"200","Pcod_biomass_begin",6,1,1996,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"210","Pcod_biomass_begin",6,1,1997,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"220","Pcod_biomass_begin",6,1,1998,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"230","Pcod_biomass_begin",6,1,1999,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"240","Pcod_biomass_begin",6,1,2000,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"250","Pcod_biomass_begin",6,1,2001,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"260","Pcod_biomass_begin",6,1,2002,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"270","Pcod_biomass_begin",6,1,2003,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"280","Pcod_biomass_begin",6,1,2004,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"290","Pcod_biomass_begin",6,1,2005,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"300","Pcod_biomass_begin",6,1,2006,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"310","Pcod_biomass_begin",6,1,2007,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"320","Pcod_biomass_begin",6,1,2008,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"330","Pcod_biomass_begin",6,1,2009,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"340","Pcod_biomass_begin",6,1,2010,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"350","Pcod_biomass_begin",6,1,2011,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"360","Pcod_biomass_begin",6,1,2012,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"370","Pcod_biomass_begin",6,1,2013,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"380","Pcod_biomass_begin",6,1,2014,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"390","Pcod_biomass_begin",6,1,2015,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"400","Pcod_biomass_begin",6,1,2016,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"410","Pcod_biomass_begin",6,1,2017,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"420","Pcod_biomass_begin",6,1,2018,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"430","Pcod_biomass_begin",6,1,2019,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"440","Pcod_biomass_begin",6,1,2020,0,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985
"9","Pcod_spawn_wt",7,1,1977,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"19","Pcod_spawn_wt",7,1,1978,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"29","Pcod_spawn_wt",7,1,1979,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"39","Pcod_spawn_wt",7,1,1980,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"49","Pcod_spawn_wt",7,1,1981,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"59","Pcod_spawn_wt",7,1,1982,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"69","Pcod_spawn_wt",7,1,1983,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"79","Pcod_spawn_wt",7,1,1984,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"89","Pcod_spawn_wt",7,1,1985,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"99","Pcod_spawn_wt",7,1,1986,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"109","Pcod_spawn_wt",7,1,1987,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"119","Pcod_spawn_wt",7,1,1988,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"129","Pcod_spawn_wt",7,1,1989,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"139","Pcod_spawn_wt",7,1,1990,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"149","Pcod_spawn_wt",7,1,1991,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"159","Pcod_spawn_wt",7,1,1992,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"169","Pcod_spawn_wt",7,1,1993,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"179","Pcod_spawn_wt",7,1,1994,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"189","Pcod_spawn_wt",7,1,1995,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"199","Pcod_spawn_wt",7,1,1996,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"209","Pcod_spawn_wt",7,1,1997,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"219","Pcod_spawn_wt",7,1,1998,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"229","Pcod_spawn_wt",7,1,1999,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"239","Pcod_spawn_wt",7,1,2000,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"249","Pcod_spawn_wt",7,1,2001,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"259","Pcod_spawn_wt",7,1,2002,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"269","Pcod_spawn_wt",7,1,2003,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"279","Pcod_spawn_wt",7,1,2004,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"289","Pcod_spawn_wt",7,1,2005,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"299","Pcod_spawn_wt",7,1,2006,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"309","Pcod_spawn_wt",7,1,2007,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"319","Pcod_spawn_wt",7,1,2008,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"329","Pcod_spawn_wt",7,1,2009,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"339","Pcod_spawn_wt",7,1,2010,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"349","Pcod_spawn_wt",7,1,2011,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"359","Pcod_spawn_wt",7,1,2012,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"369","Pcod_spawn_wt",7,1,2013,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"379","Pcod_spawn_wt",7,1,2014,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"389","Pcod_spawn_wt",7,1,2015,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"399","Pcod_spawn_wt",7,1,2016,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"409","Pcod_spawn_wt",7,1,2017,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"419","Pcod_spawn_wt",7,1,2018,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"429","Pcod_spawn_wt",7,1,2019,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
"439","Pcod_spawn_wt",7,1,2020,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437
