Alternative,SpNo,Spp,Yr,ABC,OFL,Catch,SSB,R,F,Tot_biom,SPR_Implied,Ntot,SexRatio,FABC,FOFL,B0,B40,B35
5,1,goa_wp,2031,0,94397.7,0,184245,906.209,0,1.20083e+06,1,459.785,0.5,0.264574,0.310862,476575,190630,166801
5,1,goa_wp,2032,0,78768.3,0,168890,74.4924,0,871278,1,421.381,0.5,0.241268,0.283465,476575,190630,166801
5,1,goa_wp,2033,0,87680.2,0,149286,1342.88,0,806384,1,381.849,0.5,0.212416,0.249727,476575,190630,166801
5,1,goa_wp,2034,0,90955.1,0,153393,361.608,0,803967,1,418.996,0.5,0.220087,0.259034,476575,190630,166801
5,1,goa_wp,2035,0,92467.7,0,163395,96.005,0,634470,1,457.829,0.5,0.233198,0.274029,476575,190630,166801
5,1,goa_wp,2022,0,169199,129754,248140,948.168,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2023,0,195840,0,234306,72.3699,0,1.35413e+06,1,668.54,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2024,0,221884,0,254417,111.983,0,1.12597e+06,1,739.674,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2025,0,206577,0,270961,5959.05,0,916223,1,763.746,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2026,0,176789,0,274564,1997.04,0,1.27866e+06,1,686.545,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2027,0,132640,0,231852,186.199,0,1.05091e+06,1,578.629,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2028,0,129852,0,204482,217.683,0,916819,1,487.626,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2029,0,129849,0,190081,474.277,0,796995,1,476.418,0.5,0.272546,0.320053,476575,190630,166801
5,1,goa_wp,2030,0,95243.9,0,189476,216.591,0,667374,1,492.638,0.5,0.274529,0.322963,476575,190630,166801
5,1,goa_wp,2031,0,85539.9,0,183200,137089,0,546247,1,457.025,0.5,0.262952,0.308948,476575,190630,166801
5,1,goa_wp,2032,0,69859.6,0,156607,71.0843,0,1.24458e+07,1,380.071,0.5,0.223381,0.26259,476575,190630,166801
5,1,goa_wp,2033,0,127120,0,154495,264.992,0,6.68493e+06,1,823.267,0.5,0.220696,0.259537,476575,190630,166801
5,1,goa_wp,2034,0,941314,0,232585,231.311,0,7.86655e+06,1,1292.61,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2035,0,1.40555e+06,0,740519,125.773,0,6.94311e+06,1,3161.4,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2022,0,169199,129754,248140,18459.2,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2023,0,196712,0,234306,1723.41,0,2.88776e+06,1,668.54,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2024,0,233969,0,257072,277.722,0,2.07831e+06,1,805.795,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2025,0,321455,0,286507,365.766,0,1.97294e+06,1,903.843,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2026,0,363868,0,358841,4936.23,0,1.7426e+06,1,1078.87,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2027,0,323014,0,396820,11437.3,0,1.81191e+06,1,1169.42,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2028,0,278854,0,417491,4450.09,0,2.38154e+06,1,1087.77,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2029,0,262031,0,360289,119.891,0,2.11193e+06,1,944.014,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2030,0,271545,0,339103,73.8629,0,1.82361e+06,1,881.414,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2031,0,293728,0,350248,374.187,0,1.57222e+06,1,953.353,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2032,0,232754,0,375340,160.99,0,1.29112e+06,1,1020.08,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2033,0,207883,0,367788,693.284,0,1.04708e+06,1,945.246,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2034,0,177861,0,319919,8124.11,0,906447,1,775.062,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2035,0,141216,0,270351,1776.04,0,1.42015e+06,1,607.919,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2022,0,169199,129754,248140,882.565,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2023,0,195837,0,234306,60.2705,0,1.34838e+06,1,668.54,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2024,0,221838,0,254407,251.237,0,1.12189e+06,1,739.426,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2025,0,206149,0,270902,67.0962,0,924242,1,763.198,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2026,0,175851,0,274265,200.568,0,765188,1,685.558,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2027,0,128634,0,230432,1736.43,0,626367,1,555.029,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2028,0,90966.3,0,198857,481.719,0,648840,1,436.269,0.5,0.283367,0.334289,476575,190630,166801
5,1,goa_wp,2029,0,54659.2,0,161356,60.3591,0,507975,1,343.428,0.5,0.230471,0.270897,476575,190630,166801
5,1,goa_wp,2030,0,21572.6,0,130154,125.729,0,417877,1,276.065,0.5,0.187058,0.220681,476575,190630,166801
5,1,goa_wp,2031,0,20152.1,0,107375,384.031,0,347457,1,241.352,0.5,0.151742,0.179018,476575,190630,166801
5,1,goa_wp,2032,0,15897.8,0,93696.8,260.61,0,300942,1,219.997,0.5,0,0.15385,476575,190630,166801
5,1,goa_wp,2033,0,12811.7,0,82012.6,162.838,0,252994,1,190.397,0.5,0,0.13224,476575,190630,166801
5,1,goa_wp,2034,0,9493.35,0,67387.1,3204.55,0,214148,1,155.871,0.5,0,0.105715,476575,190630,166801
5,1,goa_wp,2035,0,7241.92,0,56816.5,5178.64,0,451380,1,129.224,0.5,0,0.0864807,476575,190630,166801
5,1,goa_wp,2022,0,169199,129754,248140,399.685,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2023,0,195813,0,234306,197.233,0,1.30609e+06,1,668.54,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2024,0,221514,0,254334,230.391,0,1.11161e+06,1,737.603,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2025,0,203106,0,270501,983.212,0,902095,1,760.024,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2026,0,171904,0,272097,508.371,0,828437,1,676.073,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2027,0,125660,0,226847,3376.7,0,682595,1,545.441,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2028,0,92412.4,0,195276,9176.56,0,845452,1,432.65,0.5,0.279796,0.32846,476575,190630,166801
5,1,goa_wp,2029,0,63442.7,0,162856,349.497,0,1.3975e+06,1,362.812,0.5,0.232778,0.273614,476575,190630,166801
5,1,goa_wp,2030,0,42465.3,0,139378,55,0,977145,1,351.261,0.5,0.200997,0.237049,476575,190630,166801
5,1,goa_wp,2031,0,82615.2,0,133498,568.929,0,950705,1,379.34,0.5,0.191133,0.225259,476575,190630,166801
5,1,goa_wp,2032,0,122782,0,160336,142.146,0,847991,1,494.417,0.5,0.229815,0.270304,476575,190630,166801
5,1,goa_wp,2033,0,137299,0,190397,102.57,0,674931,1,559.954,0.5,0.271176,0.318088,476575,190630,166801
5,1,goa_wp,2034,0,127252,0,194622,1833.8,0,574476,1,511.52,0.5,0.275694,0.323043,476575,190630,166801
5,1,goa_wp,2035,0,93035.4,0,167319,307.541,0,626019,1,417.056,0.5,0.236702,0.277671,476575,190630,166801
5,1,goa_wp,2022,0,169199,129754,248140,141131,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2023,0,202821,0,234306,442.531,0,1.36315e+07,1,668.54,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2024,0,317987,0,275666,3448.48,0,7.62462e+06,1,1269,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2025,0,1.11752e+06,0,393469,81.3639,0,8.95906e+06,1,1836.77,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2026,0,1.5943e+06,0,938314,2486.16,0,7.78342e+06,1,3736.61,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2027,0,1.56573e+06,0,1.49939e+06,5193.68,0,6.40293e+06,1,5192.26,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2028,0,1.44619e+06,0,1.83387e+06,162829,0,5.88111e+06,1,5124.15,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2029,0,1.24063e+06,0,1.57367e+06,19317,0,1.89535e+07,1,4209.3,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2030,0,1.0981e+06,0,1.4713e+06,661.609,0,1.31529e+07,1,3944.42,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2031,0,1.77131e+06,0,1.37862e+06,165.016,0,1.302e+07,1,3964.47,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2032,0,1.93821e+06,0,1.80652e+06,103.24,0,1.14155e+07,1,5787.81,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2033,0,1.97571e+06,0,2.35353e+06,818.29,0,9.03575e+06,1,7398.82,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2034,0,1.83037e+06,0,2.65918e+06,1914.21,0,7.61924e+06,1,7219.11,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2035,0,1.55767e+06,0,2.29129e+06,4893.41,0,6.33232e+06,1,5903.33,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2022,0,169199,129754,248140,38.6774,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2023,0,195795,0,234306,236.437,0,1.27447e+06,1,668.54,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2024,0,221269,0,254279,2259.98,0,1.09839e+06,1,736.24,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2025,0,200889,0,270191,2776.43,0,1.06174e+06,1,757.412,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2026,0,170000,0,270732,4423.93,0,1.06364e+06,1,676.222,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2027,0,137026,0,225823,482.485,0,1.20827e+06,1,556.724,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2028,0,125622,0,203227,873.627,0,960148,1,494.533,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2029,0,129296,0,189524,25428.6,0,909761,1,478.984,0.5,0.271597,0.318919,476575,190630,166801
5,1,goa_wp,2030,0,107377,0,190797,56934.8,0,2.95124e+06,1,501.617,0.5,0.276549,0.325341,476575,190630,166801
5,1,goa_wp,2031,0,122970,0,189881,65.8895,0,6.74914e+06,1,584.268,0.5,0.273005,0.320749,476575,190630,166801
5,1,goa_wp,2032,0,301623,0,204626,206.142,0,4.51466e+06,1,839.857,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2033,0,705263,0,318848,82.9982,0,4.78384e+06,1,1337.36,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2034,0,885729,0,625007,649.041,0,4.07662e+06,1,2343.13,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2035,0,846847,0,907700,215.611,0,3.33377e+06,1,2914.69,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2022,0,169199,129754,248140,108.854,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2023,0,195799,0,234306,3111.65,0,1.28062e+06,1,668.54,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2024,0,221460,0,254290,814.578,0,1.35344e+06,1,736.505,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2025,0,203243,0,270689,193.398,0,1.07165e+06,1,768.806,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2026,0,188263,0,273356,91785.5,0,932791,1,694.263,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2027,0,159908,0,238398,198.608,0,8.80369e+06,1,600.467,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2028,0,183753,0,234107,449.064,0,4.86457e+06,1,870.068,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2029,0,689260,0,274367,337.686,0,5.5947e+06,1,1138.49,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2030,0,971108,0,592523,10164.9,0,4.91696e+06,1,2334.48,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2031,0,964897,0,954384,2161.91,0,4.75069e+06,1,3285.08,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2032,0,902471,0,1.1614e+06,146.401,0,3.97136e+06,1,3263.92,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2033,0,815851,0,993390,1419.63,0,3.36995e+06,1,2696.26,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2034,0,703819,0,942915,268.769,0,2.95965e+06,1,2254.12,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2035,0,518096,0,845067,475.516,0,2.30303e+06,1,1915.37,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2022,0,169199,129754,248140,754.017,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2023,0,195831,0,234306,3696.2,0,1.33712e+06,1,668.54,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2024,0,221931,0,254388,6453.25,0,1.4344e+06,1,738.941,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2025,0,208115,0,271341,680.863,0,1.62804e+06,1,775.945,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2026,0,202453,0,277773,283.436,0,1.29933e+06,1,733.989,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2027,0,204700,0,251978,192.009,0,1.1767e+06,1,679.247,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2028,0,192987,0,260031,564.311,0,989336,1,690.688,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2029,0,167243,0,260643,138.982,0,833580,1,670.912,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2030,0,115282,0,240737,414.059,0,672479,1,583.569,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2031,0,99169.7,0,200596,187.74,0,576488,1,468.346,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2032,0,67595.5,0,169633,116.55,0,465737,1,373.065,0.5,0.242425,0.28483,476575,190630,166801
5,1,goa_wp,2033,0,36853.6,0,139698,2884.74,0,372638,1,297.677,0.5,0.199294,0.234593,476575,190630,166801
5,1,goa_wp,2034,0,15251.8,0,113361,611.505,0,541092,1,239.349,0.5,0.160921,0.189825,476575,190630,166801
5,1,goa_wp,2035,0,10655.4,0,90501.4,549.371,0,409591,1,202.958,0.5,0,0.148343,476575,190630,166801
5,1,goa_wp,2022,0,169199,129754,248140,2534.84,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2023,0,195919,0,234306,97.3742,0,1.49309e+06,1,668.54,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2024,0,222973,0,254658,638.079,0,1.20135e+06,1,745.665,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2025,0,216926,0,272351,3685.25,0,1.05099e+06,1,775.969,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2026,0,193193,0,282169,209.24,0,1.18264e+06,1,723.071,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2027,0,150640,0,246389,174.278,0,880565,1,626.697,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2028,0,134314,0,223222,370.604,0,787153,1,527.714,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2029,0,118311,0,198368,10484.6,0,664244,1,473.633,0.5,0.283367,0.333259,476575,190630,166801
5,1,goa_wp,2030,0,67863.8,0,181120,233.639,0,1.42961e+06,1,430.082,0.5,0.26207,0.308365,476575,190630,166801
5,1,goa_wp,2031,0,58533.7,0,159795,9844.88,0,915634,1,401.47,0.5,0.229256,0.269702,476575,190630,166801
5,1,goa_wp,2032,0,82240.3,0,137465,23201.1,0,1.77358e+06,1,370.433,0.5,0.196353,0.231229,476575,190630,166801
5,1,goa_wp,2033,0,122955,0,157002,724.227,0,3.26203e+06,1,492.771,0.5,0.224657,0.264221,476575,190630,166801
5,1,goa_wp,2034,0,205983,0,192299,632.47,0,2.2829e+06,1,686.111,0.5,0.274782,0.322464,476575,190630,166801
5,1,goa_wp,2035,0,360785,0,255328,137.793,0,2.35202e+06,1,876.224,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2022,0,169199,129754,248140,62299.8,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2023,0,198896,0,234306,236.4,0,6.72736e+06,1,668.54,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2024,0,263944,0,263717,142.831,0,3.97031e+06,1,971.336,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2025,0,605183,0,324577,278.214,0,4.3111e+06,1,1233.37,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2026,0,796046,0,564841,2118.79,0,3.78742e+06,1,2016.03,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2027,0,748436,0,784882,980.433,0,3.16301e+06,1,2575.18,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2028,0,671239,0,908119,565.372,0,2.72162e+06,1,2461.83,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2029,0,568206,0,767760,15191.5,0,2.26467e+06,1,1989.99,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2030,0,432951,0,693605,952.741,0,3.18349e+06,1,1574.37,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2031,0,315746,0,588226,4218.46,0,2.23072e+06,1,1302.1,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2032,0,173361,0,492511,2228.44,0,2.35702e+06,1,1104.76,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2033,0,222135,0,442765,523.143,0,2.02235e+06,1,1111.01,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2034,0,238350,0,429573,317.74,0,1.64728e+06,1,1135.82,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2035,0,243638,0,422253,1464.4,0,1.40231e+06,1,1072.52,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2022,0,169199,129754,248140,679.737,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2023,0,195827,0,234306,1722.42,0,1.33062e+06,1,668.54,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2024,0,221782,0,254377,600.971,0,1.25811e+06,1,738.66,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2025,0,205989,0,270977,19788.8,0,1.02035e+06,1,767.924,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2026,0,185824,0,274810,714.057,0,2.59036e+06,1,695.194,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2027,0,159161,0,239759,589.048,0,1.67372e+06,1,661.494,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2028,0,237845,0,230463,445.384,0,1.73415e+06,1,644.461,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2029,0,284863,0,275209,19299.7,0,1.50627e+06,1,830.541,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2030,0,244401,0,327885,235.452,0,2.87176e+06,1,977.129,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2031,0,240232,0,353580,18725.1,0,1.90361e+06,1,992.302,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2032,0,316963,0,313916,326.292,0,3.51403e+06,1,899.061,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2033,0,355445,0,356486,291.005,0,2.49217e+06,1,1077.63,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2034,0,417885,0,407467,144.116,0,2.32373e+06,1,1231.22,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2035,0,397084,0,484081,1865.43,0,1.98523e+06,1,1389.24,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2022,0,169199,129754,248140,154.212,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2023,0,195801,0,234306,880.835,0,1.28459e+06,1,668.54,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2024,0,221380,0,254297,24366,0,1.16016e+06,1,736.676,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2025,0,203182,0,270390,380.259,0,3.0339e+06,1,760.729,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2026,0,190383,0,275192,10194.5,0,1.91466e+06,1,767.121,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2027,0,286914,0,248858,701.726,0,2.85857e+06,1,734.408,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2028,0,344438,0,313688,178.838,0,2.22134e+06,1,1001.49,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2029,0,378102,0,391113,1761.86,0,1.93298e+06,1,1221.99,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2030,0,357429,0,458663,601.678,0,1.80178e+06,1,1291,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2031,0,322059,0,434766,10704,0,1.45426e+06,1,1206.15,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2032,0,280879,0,421533,82.761,0,2.15083e+06,1,1026.76,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2033,0,226028,0,361265,4280.37,0,1.47622e+06,1,873.012,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2034,0,180661,0,318077,482.732,0,1.73321e+06,1,756.939,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2035,0,193195,0,303577,156.842,0,1.35525e+06,1,780.448,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2022,0,169199,129754,248140,17731.2,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2023,0,196676,0,234306,523.152,0,2.824e+06,1,668.54,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2024,0,233410,0,256961,161.82,0,1.9396e+06,1,803.046,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2025,0,315898,0,285690,344.982,0,1.86726e+06,1,893.745,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2026,0,348652,0,354332,357.689,0,1.63366e+06,1,1053.49,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2027,0,302588,0,384476,118.464,0,1.31702e+06,1,1118.57,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2028,0,254924,0,397020,45.6062,0,1.10203e+06,1,1004.55,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2029,0,205885,0,332454,480.074,0,886460,1,803.375,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2030,0,133502,0,287043,9136.88,0,750476,1,627.977,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2031,0,93986.1,0,234001,124.198,0,1.36792e+06,1,486.19,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2032,0,32617.1,0,186775,22702.7,0,872488,1,410.029,0.5,0.274241,0.323405,476575,190630,166801
5,1,goa_wp,2033,0,64771.6,0,150803,8640.25,0,2.8334e+06,1,361.712,0.5,0.218939,0.258262,476575,190630,166801
5,1,goa_wp,2034,0,103125,0,157520,3405.07,0,2.51013e+06,1,511.395,0.5,0.227754,0.268332,476575,190630,166801
5,1,goa_wp,2035,0,250252,0,189925,537.064,0,2.49801e+06,1,682.857,0.5,0.273489,0.321396,476575,190630,166801
5,1,goa_wp,2022,0,169199,129754,248140,86.3892,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2023,0,195798,0,234306,10594.3,0,1.27865e+06,1,668.54,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2024,0,221817,0,254287,240.083,0,2.00774e+06,1,736.42,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2025,0,208198,0,271803,92.8254,0,1.36524e+06,1,796.888,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2026,0,236239,0,279699,5721.79,0,1.30918e+06,1,748.808,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2027,0,227024,0,273063,8595.58,0,1.59433e+06,1,756.939,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2028,0,193878,0,285454,214.328,0,1.88285e+06,1,776.811,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2029,0,199298,0,280809,466.936,0,1.43421e+06,1,735.928,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2030,0,210784,0,258542,268.174,0,1.35776e+06,1,710.453,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2031,0,222023,0,278401,340.964,0,1.13334e+06,1,773.957,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2032,0,196981,0,292864,682.195,0,931891,1,777.872,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2033,0,145394,0,274463,242.675,0,812935,1,679.4,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2034,0,123135,0,230281,564.348,0,659081,1,546.807,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2035,0,98022.1,0,196961,110.53,0,578808,1,433.525,0.5,0.28127,0.329982,476575,190630,166801
5,1,goa_wp,2022,0,169199,129754,248140,1699.26,0.249586,1.46093e+06,0.438871,735.525,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2023,0,195878,0,234306,616.839,0,1.41991e+06,1,668.54,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2024,0,222426,0,254531,593.142,0,1.20831e+06,1,742.51,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2025,0,211852,0,271700,73.0729,0,1.02491e+06,1,771.543,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2026,0,187933,0,278665,8033.09,0,852066,1,708.783,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2027,0,145084,0,240726,86.1061,0,1.39e+06,1,596.527,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2028,0,113141,0,216094,6050.89,0,931063,1,518.335,0.5,0.283367,0.334834,476575,190630,166801
5,1,goa_wp,2029,0,123018,0,185487,3193.77,0,1.40574e+06,1,448.319,0.5,0.265523,0.31179,476575,190630,166801
