"","Area","Bio_Pattern","Sex","BirthSeas","Settlement","Platoon","Morph","Yr","Seas","Time","Beg/Mid","Era","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"20116",1,1,2,1,1,1,2,2001,1,2001.5,"M","TIME",35889.1,40218.7,43617.3,27126.3,13624.6,12098.9,16529.3,14239.5,4503.43,5314.06,4332.25,4220.37,4278.16,3187.89,9527.73,1766.29,1476.08,1316.58,1739.91,663.021,407.252,662.717,471.546,179.802,280.573,123.968,88.7364,51.8102,50.3584,31.0233,57.6177
"20118",1,1,2,1,1,1,2,2002,1,2002.5,"M","TIME",47561.1,29071.4,32571.2,35283,21882.9,10961.5,9723.34,13274.1,11418.9,3603.72,4242.28,3450.68,3353.09,3387.54,2512.92,7468.56,1376.08,1143.35,1015.09,1337.89,509.421,313.002,509.515,362.626,138.295,215.83,95.3698,68.2696,39.8617,38.7455,68.2011
"20120",1,1,2,1,1,1,2,2003,1,2003.5,"M","TIME",37286.5,38526,23543.3,26346.1,28459,17602.3,8806.89,7804.67,10635.3,9124.31,2870.91,3369.91,2732.24,2643.83,2656.63,1958.12,5781.27,1059.1,876.442,776.803,1023.7,390.008,239.727,390.35,277.874,105.988,165.427,73.1028,52.3321,30.5568,81.9835
"20122",1,1,2,1,1,1,2,2004,1,2004.5,"M","TIME",51267.6,30203.2,31199.8,19042.5,21246.7,22884.4,14135.8,7064.1,6245.84,8482.23,7249.43,2272.77,2657.35,2143.91,2061.86,2057.32,1506.02,4422.61,807.733,667.974,592.384,781.232,297.785,183.108,298.236,212.341,81.0026,126.44,55.877,40.0019,86.0262
"20124",1,1,2,1,1,1,2,2005,1,2005.5,"M","TIME",68760.2,41528.4,24459,25231.5,15350.5,17074.9,18365.9,11330.2,5647.91,4975.08,6727.93,5726.88,1787.48,2078.18,1664.94,1588.6,1573.28,1145.52,3356.53,613.121,507.603,450.538,594.518,226.712,139.448,227.174,161.77,61.7167,96.3414,42.5772,96.0337
"20126",1,1,2,1,1,1,2,2006,1,2006.5,"M","TIME",25471.1,55698,33630.7,19781,20340.2,12334.7,13700.3,14717.5,9056.83,4497.82,3945.21,5313.59,4502.59,1396.9,1611.48,1279.49,1210.55,1191.98,866.299,2540.02,464.561,384.943,341.877,451.332,172.165,105.921,172.581,122.906,46.8928,73.2037,105.325
"20128",1,1,2,1,1,1,2,2007,1,2007.5,"M","TIME",22837.7,20632.4,45105,27196.9,15944.4,16342.8,9896.29,10977.2,11761.5,7209.94,3565.43,3115.04,4176.78,3517.53,1082.29,1236.34,972.586,914.669,899.368,654.383,1921.35,351.739,291.648,259.141,342.222,130.575,80.346,130.925,93.2459,35.5778,135.454
"20130",1,1,2,1,1,1,2,2008,1,2008.5,"M","TIME",26684.3,18499.3,16708.3,36474,21917.9,12806.7,13107,7926.04,8768.35,9357.86,5711.83,2813.64,2447.68,3261.65,2722.97,828.933,937.433,732.914,688.632,678.227,494.219,1452.55,266.1,220.75,196.216,259.189,98.91,60.8686,99.1929,70.6492,129.589
"20132",1,1,2,1,1,1,2,2009,1,2009.5,"M","TIME",11510.8,21615.2,14980.7,13510.2,29388.7,17599.5,10267.9,10494.9,6330.08,6975.91,7413.3,4507.53,2211.19,1912.04,2526.02,2086.43,628.807,706.952,552.378,520.006,512.925,374.133,1100.34,201.673,167.36,148.795,196.58,75.0256,46.1734,75.2482,151.906
"20134",1,1,2,1,1,1,2,2010,1,2010.5,"M","TIME",17383.1,9324.1,17504,12113.6,10886.1,23597.7,14109.8,8221.35,8381.99,5036.84,5528,5853.19,3545.16,1729.16,1482.43,1936.97,1583.2,474.343,533.338,417.649,393.777,388.787,283.764,834.926,153.076,127.059,112.981,149.279,56.9765,35.0666,172.519
"20136",1,1,2,1,1,1,2,2011,1,2011.5,"M","TIME",34847.5,14080.9,7550.86,14155.7,9763.94,8745.16,18928.8,11304.8,6571.74,6677.29,3997.63,4373.58,4616.13,2782.86,1347.39,1143.58,1478.89,1200.9,359.531,405.076,317.687,299.807,296.186,216.267,636.518,116.724,96.8986,86.1704,113.862,43.4599,158.344
"20138",1,1,2,1,1,1,2,2012,1,2012.5,"M","TIME",56844,28227.6,11402.6,6105.51,11406.1,7841.58,7013.91,15165.6,9038.86,5238.96,5306.6,3169.11,3458.79,3637.51,2180.26,1047.12,881.105,1132.79,918.939,275.565,310.868,244.003,230.397,227.702,166.308,489.572,89.7886,74.5448,66.2951,87.6021,155.266
"20140",1,1,2,1,1,1,2,2013,1,2013.5,"M","TIME",22078.2,46045.5,22858.5,9219.61,4918.66,9156.13,6285.46,5616.17,12119.2,7202.79,4163.2,4208.67,2509,2730.84,2858.62,1701.68,810.944,678.336,870.666,707.189,212.305,239.688,188.234,177.806,175.776,128.408,378.052,69.3416,57.5723,51.2026,187.583
"20142",1,1,2,1,1,1,2,2014,1,2014.5,"M","TIME",30935.2,17884.1,37286.4,18480,7425.03,3946.75,7336.05,5030.73,4485.97,9652.7,5720.95,3300.52,3331.7,1981.95,2149.52,2238.07,1323.89,627.564,523.742,672.666,546.968,164.333,185.631,145.841,137.802,136.257,99.5517,293.122,53.767,44.6427,185.164
"20144",1,1,2,1,1,1,2,2015,1,2015.5,"M","TIME",32497.6,25058.5,14482.7,30150.4,14889.7,5960.35,3163.16,5872.97,4018.81,3572.88,7665.51,4534.14,2611.65,2630.59,1559.75,1683.98,1744.75,1028.18,486.743,406.525,522.706,425.369,127.872,144.505,113.565,107.328,106.139,77.5546,228.367,41.8905,179.05
"20146",1,1,2,1,1,1,2,2016,1,2016.5,"M","TIME",38404.7,26324.1,20293,11712.4,24303.6,11962.7,4781.7,2534.66,4695.4,3202.77,2838.5,6076.85,3588.24,2062.06,2070.1,1221.99,1313.16,1355.83,798.098,378.192,316.241,406.964,331.383,99.6634,112.664,88.5611,83.7103,82.7915,60.4985,178.15,172.362
"20148",1,1,2,1,1,1,2,2017,1,2017.5,"M","TIME",43008.9,31109.1,21318.6,16414.4,9446.06,19541,9604.72,3834.31,2027.55,3743.2,2544.74,2250.05,4807.69,2831.71,1621.76,1621.07,952.728,1020.55,1052.63,620.103,294.211,246.237,317.085,258.32,77.7168,87.8758,69.0875,65.3102,64.5977,47.2056,273.504
"20150",1,1,2,1,1,1,2,2018,1,2018.5,"M","TIME",42888.8,34838.6,25193.8,17245,13241.3,7599,15699.6,7707.04,3069.37,1617.53,2976.13,2018.41,1781.09,3795.63,2227.68,1270.22,1264.08,740.578,792.531,818.207,482.598,229.179,191.937,247.284,201.528,60.646,68.5852,53.9272,50.9824,50.4283,250.371
"20152",1,1,2,1,1,1,2,2019,1,2019.5,"M","TIME",42318.1,34741.3,28214,20379.2,13910.6,10651.8,6105.16,12598,6170,2449.03,1286.28,2360.83,1597.66,1405.81,2984.65,1743.8,989.933,982.139,574.896,615.674,636.368,375.669,178.514,149.576,192.775,157.143,47.2968,53.494,42.0641,39.7687,234.645
"20154",1,1,2,1,1,1,2,2020,1,2020.5,"M","TIME",42121.6,34279,28136.9,22829.2,16451.5,11201,8566.51,4904.83,10100.4,4931.82,1951.3,1022.21,1871.61,1262.6,1106.52,2338.26,1360.09,769.833,763.244,447.138,479.368,495.867,292.895,139.24,116.705,150.442,122.653,36.9195,41.7595,32.8381,214.232
"20156",1,1,2,1,1,1,2,2021,1,2021.5,"M","FORE",29324.2,34119.9,27767.1,22788,18476.3,13296.4,9046.56,6916.81,3957.58,8139.9,3968.45,1568.02,820.567,1500.32,1010.27,883.376,1862.23,1081.14,611.411,606.374,355.425,381.192,394.425,233.025,110.796,92.8743,119.732,97.6201,29.3854,33.2384,196.658
