-1888 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 2.43 3.52 4.62 5.58 6.23 7.08 7.64 8.75 9.21 9.89 11.64 12.55 13.48 15.43 16.22 19.11 22.43 25.01 15.36 18.93 22.5 26.07 29.65 33.22 36.79
1935 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 2.43 3.52 4.62 5.58 6.23 7.08 7.64 8.75 9.21 9.89 11.64 12.55 13.48 15.43 16.22 19.11 22.43 25.01 15.36 18.93 22.5 26.07 29.65 33.22 36.79
1936 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 2.56 3.71 4.87 5.88 6.57 7.46 8.05 9.22 9.71 10.42 12.27 13.23 14.21 16.27 17.1 20.15 23.65 26.37 16.19 19.96 23.72 27.49 31.26 35.02 38.79
1937 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 2.69 3.9 5.12 6.18 6.9 7.84 8.47 9.69 10.2 10.95 12.89 13.9 14.94 17.1 17.97 21.17 24.85 27.71 17.01 20.97 24.93 28.89 32.85 36.8 40.76
1938 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 2.81 4.08 5.35 6.47 7.22 8.21 8.86 10.14 10.68 11.46 13.49 14.55 15.63 17.89 18.8 22.15 26 28.99 17.8 21.95 26.08 30.22 34.37 38.5 42.65
1939 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 2.92 4.24 5.56 6.72 7.5 8.52 9.2 10.53 11.08 11.9 14.01 15.1 16.23 18.57 19.52 23 26.99 30.1 18.48 22.78 27.08 31.38 35.68 39.98 44.28
1940 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 3.01 4.36 5.72 6.91 7.72 8.77 9.47 10.84 11.41 12.25 14.42 15.55 16.71 19.12 20.1 23.68 27.79 30.99 19.03 23.46 27.88 32.31 36.74 41.16 45.59
1941 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 3.1 4.49 5.89 7.12 7.95 9.04 9.75 11.16 11.75 12.62 14.85 16.02 17.21 19.7 20.7 24.39 28.62 31.92 19.6 24.16 28.71 33.28 37.84 42.39 46.95
1942 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 3.15 4.57 6 7.24 8.09 9.19 9.92 11.35 11.96 12.84 15.11 16.29 17.5 20.03 21.06 24.81 29.12 32.47 19.94 24.58 29.21 33.85 38.49 43.12 47.76
1943 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 3.22 4.67 6.13 7.4 8.26 9.39 10.13 11.6 12.21 13.11 15.43 16.64 17.88 20.47 21.51 25.35 29.75 33.17 20.37 25.11 29.84 34.58 39.32 44.05 48.79
1944 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 3.28 4.75 6.23 7.53 8.41 9.56 10.31 11.81 12.43 13.35 15.71 16.94 18.2 20.83 21.89 25.8 30.28 33.76 20.73 25.55 30.37 35.19 40.02 44.84 49.66
1945 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 3.35 4.86 6.38 7.7 8.6 9.77 10.55 12.07 12.71 13.65 16.06 17.32 18.61 21.3 22.39 26.38 30.96 34.52 21.2 26.13 31.06 35.99 40.93 45.85 50.78
1946 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 3.4 4.92 6.46 7.81 8.72 9.91 10.69 12.24 12.89 13.83 16.28 17.56 18.86 21.59 22.69 26.74 31.38 34.99 21.49 26.49 31.48 36.48 41.48 46.47 51.47
1947 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 3.45 5 6.57 7.93 8.86 10.06 10.86 12.43 13.09 14.05 16.54 17.84 19.17 21.94 23.06 27.17 31.88 35.55 21.83 26.91 31.98 37.06 42.14 47.22 52.3
1948 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 3.51 5.09 6.68 8.07 9.01 10.24 11.05 12.65 13.32 14.3 16.83 18.15 19.5 22.32 23.46 27.64 32.44 36.17 22.21 27.38 32.54 37.71 42.88 48.04 53.21
1949 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 3.54 5.13 6.73 8.14 9.08 10.32 11.14 12.75 13.43 14.42 16.97 18.3 19.66 22.5 23.65 27.86 32.7 36.46 22.39 27.6 32.8 38.02 43.23 48.43 53.64
1950 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 3.56 5.17 6.78 8.19 9.14 10.39 11.21 12.84 13.52 14.51 17.08 18.42 19.79 22.65 23.81 28.05 32.92 36.71 22.54 27.79 33.02 38.27 43.52 48.75 54
1951 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 3.58 5.19 6.82 8.23 9.19 10.45 11.27 12.91 13.59 14.59 17.17 18.52 19.89 22.77 23.93 28.2 33.1 36.9 22.66 27.93 33.2 38.47 43.75 49.01 54.29
1952 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 3.62 5.25 6.89 8.33 9.3 10.57 11.4 13.05 13.75 14.76 17.37 18.73 20.12 23.03 24.21 28.52 33.48 37.33 22.92 28.26 33.58 38.92 44.25 49.58 54.91
1953 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 3.78 5.49 7.2 8.7 9.71 11.04 11.91 13.64 14.36 15.41 18.14 19.56 21.02 24.06 25.29 29.79 34.97 38.99 23.94 29.51 35.07 40.65 46.22 51.78 57.35
1954 1 2 1 1 6 0 0.13 0.26 0.7 1.39 2.21 3.97 5.76 7.56 9.13 10.2 11.59 12.51 14.32 15.08 16.19 19.05 20.54 22.07 25.26 26.55 31.28 36.72 40.94 25.14 30.99 36.83 42.68 48.53 54.37 60.22
