-1888 1 1 1 1 6 0 0.11 0.21 0.76 1.53 2.55 2.66 5 6.97 8.8 11.03 14.62 17.24 20.57 23.35 27.27 31.12 33.27 38.31 49.09 59.83 40.42 38.61 58.68 71.67 73.11 74.55 75.98 77.42 78.86 80.3
1935 1 1 1 1 6 0 0.11 0.21 0.76 1.53 2.55 2.66 5 6.97 8.8 11.03 14.62 17.24 20.57 23.35 27.27 31.12 33.27 38.31 49.09 59.83 40.42 38.61 58.68 71.67 73.11 74.55 75.98 77.42 78.86 80.3
1936 1 1 1 1 6 0 0.11 0.21 0.76 1.53 2.55 2.81 5.27 7.35 9.27 11.63 15.42 18.18 21.69 24.62 28.75 32.81 35.07 40.39 51.75 63.08 42.61 40.7 61.86 75.56 77.07 78.59 80.11 81.62 83.14 84.65
1937 1 1 1 1 6 0 0.11 0.21 0.76 1.53 2.55 2.95 5.54 7.72 9.74 12.22 16.2 19.11 22.79 25.87 30.21 34.48 36.86 42.45 54.38 66.29 44.78 42.78 65.01 79.4 81 82.59 84.18 85.78 87.37 88.96
1938 1 1 1 1 6 0 0.11 0.21 0.76 1.53 2.55 3.09 5.79 8.08 10.2 12.78 16.95 19.99 23.84 27.07 31.61 36.08 38.56 44.41 56.9 69.35 46.86 44.76 68.02 83.08 84.74 86.41 88.08 89.74 91.41 93.08
1939 1 1 1 1 6 0 0.11 0.21 0.76 1.53 2.55 3.2 6.02 8.39 10.58 13.27 17.6 20.75 24.76 28.1 32.82 37.46 40.03 46.11 59.07 72.01 48.65 46.47 70.62 86.25 87.98 89.71 91.45 93.18 94.91 96.64
1940 1 1 1 1 6 0 0.11 0.21 0.76 1.53 2.55 3.3 6.19 8.64 10.9 13.66 18.12 21.37 25.49 28.93 33.79 38.56 41.22 47.47 60.82 74.13 50.08 47.84 72.7 88.8 90.58 92.36 94.15 95.93 97.71 99.49
1941 1 1 1 1 6 0 0.11 0.21 0.76 1.53 2.55 3.4 6.38 8.89 11.22 14.07 18.66 22.01 26.25 29.8 34.8 39.72 42.45 48.89 62.64 76.35 51.58 49.27 74.88 91.46 93.3 95.13 96.97 98.8 100.64 102.47
1942 1 1 1 1 6 0 0.11 0.21 0.76 1.53 2.55 3.46 6.49 9.05 11.42 14.32 18.98 22.39 26.7 30.31 35.4 40.4 43.18 49.73 63.72 77.67 52.47 50.12 76.17 93.03 94.9 96.77 98.63 100.5 102.37 104.24
1943 1 1 1 1 6 0 0.11 0.21 0.76 1.53 2.55 3.53 6.63 9.24 11.66 14.63 19.4 22.87 27.28 30.97 36.17 41.28 44.12 50.81 65.1 79.35 53.61 51.21 77.82 95.05 96.96 98.86 100.77 102.68 104.59 106.49
