
Initial statistics: 59 variables; iteration 0; function evaluation 0; phase 1
Function value 1.9189503e+06; maximum gradient component mag -1.4290e+06
169 -0.06199  4.64057e+02 |170 -0.04780  3.96292e+02 |171 -0.01570  2.31579e+02
172  0.01185  9.86106e+01 |173  0.01591  4.01974e+01 |174  0.01429  6.42682e+00
175  0.01392  2.86625e+00 |176  0.01203 -1.83128e+01 |177  0.00895 -4.84887e+01
178  0.00808 -7.01765e+01 |179  0.00805 -9.16960e+01 |180  0.00831 -1.10686e+02
181  0.01053 -1.25120e+02 |182  0.01197 -1.38457e+02 |183  0.01283 -1.46325e+02
184  0.01298 -1.51214e+02 |185  0.01437 -1.68353e+02 |186  0.04968 -4.92094e+02
186 variables; iteration 60; function evaluation 70; phase 4
Function value 1.8967174e+04; maximum gradient component mag 9.9598e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.49132 -6.23897e-07 |  2  0.51844  4.75578e-07 |  3  0.27970  7.57174e-07
  4 -0.41361 -9.94481e-08 |  5 -0.89705  4.53958e+03 |  6  0.66682 -1.16664e+03
  7  0.99972  4.09458e-02 |  8  0.29534 -5.42611e+02 |  9 -0.50526 -6.51817e-07
 10 -0.21611 -1.23269e-07 | 11 -0.63737 -9.83042e-07 | 12  0.17570  8.08853e-08
 13 21.73342  5.27365e+04 | 14 -0.05327 -1.37293e+04 | 15  0.00789 -1.39800e+04
 16 -0.01210 -1.45493e+04 | 17 -0.02712 -1.46813e+04 | 18 -0.03625 -1.47364e+04
 19 -0.04424 -1.47924e+04 | 20 -0.05271 -1.48513e+04 | 21 -0.05847 -1.48538e+04
 22 -0.05894 -1.46989e+04 | 23 -0.04983 -1.41636e+04 | 24 -0.07160 -1.47158e+04
 25 -0.07266 -1.45820e+04 | 26 -0.05144 -1.33929e+04 | 27 -0.08517 -1.46760e+04
 28  0.05046  1.77261e+04 | 29  0.00844 -2.81242e+03 | 30 -0.03006 -1.06284e+04
 31  0.03538  8.96419e+03 | 32  0.05447  2.17196e+04 | 33  0.08200  5.35474e+04
 34  0.05171  1.88970e+04 | 35  0.04275  7.12120e+03 | 36  0.04917  7.33904e+03
 37  0.00518 -8.35369e+03 | 38  0.01618 -7.93912e+03 | 39  0.00769 -1.00292e+04
 40  0.01883 -9.62003e+03 | 41  0.03200 -8.78467e+03 | 42  0.06351 -3.96679e+03
 43  0.09083  2.57046e+03 | 44  0.05714 -1.02359e+04 | 45  0.03654 -1.28066e+04
 46  0.11049 -2.72502e+03 | 47  0.13001  1.32558e+02 | 48  0.20568  9.95979e+04
 49  0.11036 -4.53949e+03 | 50  0.09638 -6.93237e+03 | 51  0.12521  3.33317e+03
 52  0.12610  5.75791e+03 | 53  0.11999  5.10957e+03 | 54  0.12157  7.29426e+03
 55  0.14501  2.84795e+04 | 56  0.09530 -7.62648e+02 | 57  0.15445  5.06502e+04
 58  0.07296 -5.28886e+03 | 59  0.08821  1.16682e+03 | 60  0.08569  2.00449e+03
 61  0.05583 -6.11328e+03 | 62  0.07169  2.92466e+02 | 63  0.08497  8.83959e+03
 64  0.05639 -1.94574e+03 | 65  0.09889  2.65300e+04 | 66  0.01327 -9.99671e+03
 67  0.03619 -4.50469e+03 | 68  0.03498 -3.70615e+03 | 69  0.04610  1.73138e+03
 70  0.10239  5.76182e+04 | 71  0.05034  7.51652e+03 | 72  0.06226  1.90140e+04
 73  0.08195  4.65722e+04 | 74  0.01390 -2.83229e+03 | 75  0.02036  3.98571e+02
 76 -0.00938 -7.55089e+03 | 77  0.01918  1.82991e+03 | 78  0.01420  3.98099e+02
 79 -0.02403 -9.53094e+03 | 80 -0.22813 -1.52192e+04 | 81 -0.27989 -1.47645e+04
 82 -0.10468 -1.51009e+04 | 83 -0.03904 -1.16743e+04 | 84 -0.43813 -1.27159e+04
 85 -0.00114 -6.93554e+03 | 86 -0.02271 -1.14154e+04 | 87 -0.04704 -1.39556e+04
 88 -0.44110 -1.26686e+04 | 89 -0.61809 -9.37040e+03 | 90 -1.42906  1.03389e+04
 91 -8.03234  4.47550e+04 | 92 -0.03728  8.91455e+03 | 93 -0.06736  2.77893e+03
 94 -0.09727 -6.11379e+02 | 95 -0.09950  5.44146e+03 | 96 -0.12395 -1.90023e+03
 97  0.11350  3.25061e+03 | 98  0.09271  1.62358e+03 | 99  0.04571  2.49114e+03
100 -0.00134  1.58103e+03 |101  0.04281  5.43271e+03 |102 -0.03967 -1.97053e+03
103  0.16409  1.14191e+03 |104  0.25557 -4.28544e+02 |105  0.09319 -7.90979e+03
106 -0.08514  1.11551e+04 |107 -0.09009 -3.74593e+03 |108  0.06147 -4.21293e+03
109  0.01202 -5.37703e+03 |110 -0.03087 -6.57654e+03 |111 -0.03682 -4.18661e+03
112 -0.06656 -1.08856e+04 |113 -0.13511 -1.46898e+03 |114 -0.10056 -7.86218e+03
115 -0.18347  2.85245e+03 |116 -0.31380  7.58490e+02 |117 -0.35260  2.89439e+01
118 -0.12999 -3.83012e+03 |119 -0.11939 -3.09696e+03 |120 -0.22236 -3.57523e+03
121 -0.05482 -6.88483e+03 |122 -0.00639 -6.84168e+03 |123  0.07998 -9.68179e+02
124  0.09218 -3.43260e+03 |125  0.16752 -3.24220e+03 |126  0.14442 -8.01070e+02
127  0.19168  2.97710e+02 |128  0.15838  5.43906e+03 |129  0.12966  8.69286e+02
130  0.17043 -2.11064e+03 |131  0.25277  2.56150e+03 |132  0.22508 -2.59084e+03
133  0.24171 -6.77582e+03 |134  0.31631 -4.09458e+03 |135  0.21498 -5.10527e+03
136  0.27473 -2.15960e+03 |137  0.35250  1.28503e+01 |138  0.36080  2.02250e+03
139  0.41044  3.24721e+03 |140  0.40412  3.92017e+03 |141  0.41910  2.68635e+03
142  0.49508  2.21672e+03 |143  0.43083  1.28564e+03 |144  0.46762  2.16867e+03
145  0.62270  3.09435e+03 |146  0.50838  4.06536e+03 |147  0.55177  5.26065e+03
148  0.60036  7.60567e+03 |149  0.89339 -4.10971e+04 |150 -0.15265  8.96595e+02
151 -0.47012  9.28629e+02 |152 -0.35008  1.21915e+03 |153 -0.14857  1.47561e+03
154 -0.04038  1.83330e+03 |155  0.02562  1.87573e+03 |156  0.07232  2.22843e+03
157  0.12301  2.16266e+03 |158  0.07836  2.52351e+03 |159  0.05816  2.43412e+03
160 -0.00074  2.24411e+03 |161 -0.02395  1.98416e+03 |162 -0.02933  1.96896e+03
163 -0.03063  1.79690e+03 |164  0.01269  1.78968e+03 |165  0.06428  1.87669e+03
166  0.09620  2.23109e+03 |167 -0.17765  9.62786e+03 |168 -0.17988  2.93673e+02
169 -0.07705  3.99286e+02 |170 -0.02258  5.11669e+02 |171  0.02664  4.30659e+02
172  0.07549  3.17348e+02 |173  0.07851  2.73842e+02 |174  0.06293  1.30810e+02
175  0.04037  9.47053e+01 |176  0.02767 -1.39387e+01 |177  0.00579 -1.06344e+01
178 -0.00202 -7.23110e+01 |179 -0.00715 -1.22876e+02 |180 -0.00749 -1.76104e+02
181 -0.00616 -2.03212e+02 |182 -0.00476 -2.34387e+02 |183 -0.00280 -2.52822e+02
184 -0.00310 -2.68568e+02 |185  0.00479 -2.63586e+02 |186 -0.00920 -8.33549e+02
186 variables; iteration 80; function evaluation 93; phase 4
Function value 1.8225524e+04; maximum gradient component mag 4.5106e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.49132 -6.23897e-07 |  2  0.51844  4.75578e-07 |  3  0.27970  7.57174e-07
  4 -0.41361 -9.94481e-08 |  5 -0.84111  5.54897e+03 |  6  1.24511  1.04102e+03
  7  0.99969  8.80055e-02 |  8  0.90665 -4.36971e+01 |  9 -0.50526 -6.51817e-07
 10 -0.21611 -1.23269e-07 | 11 -0.63737 -9.83042e-07 | 12  0.17570  8.08853e-08
 13 21.76238  1.91422e+04 | 14 -0.02067 -3.53625e+03 | 15  0.05598 -2.96151e+03
 16 -0.00584 -4.74866e+03 | 17 -0.02887 -4.74350e+03 | 18 -0.01119 -4.05488e+03
 19  0.00673 -3.10303e+03 | 20  0.01307 -2.28777e+03 | 21  0.00288 -2.61139e+03
 22 -0.01259 -3.15632e+03 | 23  0.01848  3.79026e+01 | 24 -0.01522 -2.44397e+03
 25 -0.08123 -4.68221e+03 | 26 -0.04161 -3.12845e+03 | 27 -0.11600 -4.99359e+03
 28  0.06602  2.52194e+04 | 29  0.01461  4.18284e+03 | 30 -0.03062 -2.30503e+03
 31  0.04498  1.15916e+04 | 32  0.06533  1.94869e+04 | 33  0.09752  4.51060e+04
 34  0.06608  1.77673e+04 | 35  0.05477  7.46965e+03 | 36  0.06338  6.26797e+03
 37  0.01123 -2.52019e+03 | 38  0.00677 -3.62723e+03 | 39  0.03853 -2.80927e+03
 40  0.04726 -2.97324e+03 | 41  0.05692 -2.98328e+03 | 42  0.08315 -2.23753e+03
 43  0.09566 -4.26842e+03 | 44  0.06100 -5.96593e+03 | 45  0.03428 -5.53576e+03
 46  0.11023 -6.29790e+03 | 47  0.13271 -8.64896e+03 | 48  0.20728  1.26379e+03
 49  0.11078 -5.18438e+03 | 50  0.10002 -4.75911e+03 | 51  0.12678 -3.26725e+03
 52  0.12753 -1.75666e+03 | 53  0.12205 -9.76397e+02 | 54  0.11402 -1.42666e+03
 55  0.14071  4.06735e+03 | 56  0.11253  2.66801e+02 | 57  0.15644  1.46223e+04
 58  0.06914 -2.90903e+03 | 59  0.08558 -1.18762e+03 | 60  0.08859  2.98479e+00
 61  0.05151 -2.67455e+03 | 62  0.06528 -6.19728e+02 | 63  0.08228  2.98976e+03
 64  0.05562 -3.41078e+02 | 65  0.09941  1.11602e+04 | 66 -0.03422 -4.89758e+03
 67  0.04112 -1.10181e+03 | 68  0.03180 -1.43264e+03 | 69  0.06383  5.05062e+03
 70  0.06783  8.23882e+03 | 71  0.04997  5.53065e+03 | 72  0.03029  3.24559e+03
 73  0.07188  2.35352e+04 | 74 -0.04233 -3.69827e+03 | 75  0.00332  7.24433e+02
 76  0.00539  1.33155e+03 | 77 -0.01014 -6.37552e+02 | 78  0.00285  1.49133e+03
 79 -0.08711 -4.88879e+03 | 80 -0.08045 -4.59381e+03 | 81 -0.57183 -3.69136e+03
 82  0.00797  4.13626e+03 | 83 -0.07102 -4.24778e+03 | 84 -0.58127 -3.62617e+03
 85 -0.10274 -5.09206e+03 | 86 -0.04866 -4.07089e+03 | 87 -0.00630 -2.10238e+03
 88 -0.24869 -5.20732e+03 | 89 -1.20342  1.89830e+03 | 90 -1.29703  2.70057e+03
 91 -8.31142  1.14648e+04 | 92 -0.04938  1.46897e+04 | 93 -0.07382  8.93041e+03
 94 -0.11156  1.58739e+03 | 95 -0.11225  9.06381e+03 | 96 -0.13696  1.03908e+03
 97  0.09171  3.39699e+03 | 98  0.06842  2.17843e+03 | 99  0.02209  4.80296e+03
100 -0.01508  7.11270e+03 |101  0.02928  6.20960e+03 |102 -0.05625 -3.05595e+03
103  0.14581 -3.13266e+03 |104  0.26423  2.33875e+03 |105  0.10285 -7.29520e+03
106 -0.05426  7.88490e+03 |107 -0.06552 -8.64991e+02 |108  0.09703  1.52159e+01
109  0.04703 -3.01601e+03 |110 -0.00107 -3.93567e+03 |111 -0.00933 -1.05549e+02
112 -0.05096 -1.37414e+04 |113 -0.11455 -1.76490e+03 |114 -0.08977 -8.38536e+03
115 -0.16427  2.04268e+02 |116 -0.28437  2.29409e+03 |117 -0.31801  1.61722e+03
118 -0.09997 -3.17718e+03 |119 -0.08891 -2.20910e+03 |120 -0.18694 -1.05474e+03
121 -0.03010 -8.43362e+03 |122  0.01909 -7.75253e+03 |123  0.11490  2.63705e+03
124  0.13864 -1.38901e+03 |125  0.21521 -2.66114e+03 |126  0.19565  4.26237e+02
127  0.24793  2.48708e+03 |128  0.21301  4.01347e+03 |129  0.18646  1.08280e+03
130  0.23447  8.68017e+01 |131  0.31562  6.12652e+02 |132  0.29570 -3.18100e+03
133  0.32715 -5.68270e+03 |134  0.40451 -4.79611e+03 |135  0.30084 -4.38736e+03
136  0.37387  1.30382e+03 |137  0.45966  2.15039e+03 |138  0.47044  3.65620e+03
139  0.52312  2.74225e+03 |140  0.52171  3.69043e+03 |141  0.54485  1.39594e+03
142  0.63356 -2.68717e+02 |143  0.56686  7.54980e+02 |144  0.60863  6.50555e+02
145  0.84217 -1.14700e+02 |146  0.67114  2.16390e+03 |147  0.73942  2.04869e+03
148  0.80820  1.99241e+03 |149  0.65108 -1.01019e+04 |150 -0.07702  5.61274e+02
151 -0.72591  7.95304e+01 |152 -0.57530  2.73849e+02 |153 -0.15888  2.95923e+02
154  0.07550  5.07746e+02 |155  0.18597  2.23808e+02 |156  0.26312  6.10146e+02
157  0.43503  5.35080e+02 |158  0.25383  7.37455e+02 |159  0.19306  8.00297e+02
160  0.07065  5.28171e+02 |161 -0.00035  3.38863e+02 |162 -0.04320  5.14660e+02
163 -0.08529  4.31671e+02 |164  0.00606  4.15314e+02 |165  0.11563  3.91208e+02
166  0.12697  1.09330e+03 |167 -0.71113  1.76374e+03 |168 -0.28138  1.56043e+02
169 -0.04365  2.74472e+02 |170  0.06418  3.27773e+02 |171  0.13637  1.21371e+02
172  0.20977  2.02561e+01 |173  0.20230  5.36144e+01 |174  0.14394 -8.60671e+01
175  0.07968 -2.91977e+01 |176  0.05102 -5.11778e+01 |177 -0.01026 -3.49670e+01
178 -0.03299 -3.03411e+01 |179 -0.04668 -5.74684e+01 |180 -0.05109 -7.44947e+01
181 -0.05276 -6.54297e+01 |182 -0.05354 -7.29962e+01 |183 -0.04991 -7.84311e+01
184 -0.04869 -9.54640e+01 |185 -0.04255 -1.79929e+01 |186 -0.17376 -2.59487e+02
186 variables; iteration 100; function evaluation 118; phase 4
Function value 1.7959401e+04; maximum gradient component mag 3.5394e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.49132 -6.23897e-07 |  2  0.51844  4.75578e-07 |  3  0.27970  7.57174e-07
  4 -0.41361 -9.94481e-08 |  5 -0.82765  5.33874e+03 |  6  1.23724  1.04654e+03
  7  0.99962  8.81915e-02 |  8  1.31675  1.73261e+02 |  9 -0.50526 -6.51817e-07
 10 -0.21611 -1.23269e-07 | 11 -0.63737 -9.83042e-07 | 12  0.17570  8.08853e-08
 13 21.70063  8.70216e+03 | 14 -0.03513 -5.99261e+02 | 15  0.04317 -4.79552e+01
 16 -0.01626 -1.58132e+03 | 17 -0.03096 -1.44742e+03 | 18 -0.01797 -7.93949e+02
 19 -0.00125  8.09852e+01 | 20  0.00696  7.72979e+02 | 21 -0.00358  3.92758e+02
 22 -0.02535 -3.95038e+02 | 23  0.00843  2.54930e+03 | 24 -0.02673  3.22592e+02
 25 -0.09358 -1.60206e+03 | 26 -0.05112 -8.00691e+01 | 27 -0.11752 -1.78358e+03
 28  0.05634  2.42731e+04 | 29  0.00845  6.83285e+03 | 30 -0.03836  5.01803e+02
 31  0.03660  1.14613e+04 | 32  0.05735  1.75818e+04 | 33  0.08869  3.53941e+04
 34  0.05743  1.44818e+04 | 35  0.04741  6.43765e+03 | 36  0.05704  4.62835e+03
 37  0.00385 -5.93337e+02 | 38  0.00104 -1.33204e+03 | 39  0.02585 -1.36033e+03
 40  0.04878 -1.33396e+03 | 41  0.05275 -1.58778e+03 | 42  0.08003 -2.01644e+03
 43  0.09276 -3.73496e+03 | 44  0.05519 -3.57353e+03 | 45  0.03590 -2.90133e+03
 46  0.10867 -6.10313e+03 | 47  0.13189 -1.02523e+04 | 48  0.20626 -2.58245e+04
 49  0.11123 -5.67030e+03 | 50  0.10013 -4.29742e+03 | 51  0.12787 -5.84362e+03
 52  0.12930 -5.17004e+03 | 53  0.12375 -4.23729e+03 | 54  0.11876 -3.97229e+03
 55  0.14372 -4.72579e+03 | 56  0.11177 -3.40701e+03 | 57  0.15897 -2.76265e+03
 58  0.07288 -2.79077e+03 | 59  0.08236 -2.73548e+03 | 60  0.08761 -2.02111e+03
 61  0.05556 -1.78637e+03 | 62  0.07034 -8.07334e+02 | 63  0.09205  1.16813e+03
 64  0.06170 -2.34712e+02 | 65  0.09917  3.98097e+03 | 66 -0.03559 -2.15385e+03
 67  0.04691 -5.59760e+02 | 68  0.04450 -9.24961e+01 | 69  0.07251  3.68734e+03
 70  0.07769  6.94660e+03 | 71  0.05294  4.46859e+03 | 72  0.04005  4.48768e+03
 73  0.07733  1.96298e+04 | 74 -0.03006 -6.29991e+02 | 75  0.00986  2.79809e+03
 76  0.00275  2.18753e+03 | 77 -0.00328  1.89850e+03 | 78  0.00724  3.49668e+03
 79 -0.07668 -1.71896e+03 | 80 -0.07641 -1.56046e+03 | 81 -0.53274 -1.78756e+03
 82  0.00729  5.30880e+03 | 83 -0.07487 -1.42445e+03 | 84 -0.55301 -1.73312e+03
 85 -0.10564 -2.04588e+03 | 86 -0.04714 -1.17327e+03 | 87 -0.00561  3.50358e+02
 88 -0.16651 -2.20207e+03 | 89 -1.22540  9.73130e+02 | 90 -1.29410  1.23755e+03
 91 -8.39388  1.04663e+03 | 92 -0.00831  1.59734e+04 | 93 -0.03635  9.46578e+03
 94 -0.07701  1.76717e+03 | 95 -0.08001  9.10415e+03 | 96 -0.10748  3.04431e+02
 97  0.12372  3.78990e+03 | 98  0.09808  2.68782e+03 | 99  0.04756  3.89581e+03
100  0.00987  5.38761e+03 |101  0.05625  5.78496e+03 |102 -0.02978 -2.79627e+03
103  0.17388 -1.94425e+03 |104  0.29147  2.59516e+03 |105  0.12777 -5.35505e+03
106 -0.03257  7.94401e+03 |107 -0.04758 -1.20330e+03 |108  0.11192  1.24824e+03
109  0.06086 -1.99261e+03 |110  0.00955 -2.30546e+03 |111 -0.00823 -1.24989e+03
112 -0.04347 -1.25322e+04 |113 -0.11096 -1.10713e+03 |114 -0.08999 -7.92911e+03
115 -0.16476 -1.31804e+02 |116 -0.28402  1.68953e+03 |117 -0.31886  1.40491e+03
118 -0.09822 -2.49607e+03 |119 -0.08956 -2.73028e+03 |120 -0.18925 -1.12677e+03
121 -0.03432 -8.55725e+03 |122  0.01353 -7.99622e+03 |123  0.11004  1.76366e+03
124  0.13133 -2.65890e+03 |125  0.20771 -3.99235e+03 |126  0.18785 -6.01623e+02
127  0.24061  1.75975e+03 |128  0.20243  2.59054e+03 |129  0.17778  1.26662e+03
130  0.22255 -2.19675e+02 |131  0.30152  4.74881e+02 |132  0.28143 -3.54484e+03
133  0.30980 -5.94147e+03 |134  0.38766 -3.97479e+03 |135  0.28248 -4.06748e+03
136  0.34881  7.00562e+02 |137  0.43202  1.24451e+03 |138  0.43966  2.20337e+03
139  0.49353  2.36937e+03 |140  0.49628  3.43533e+03 |141  0.52122  2.28811e+03
142  0.60400  2.29373e+02 |143  0.54173  1.74650e+03 |144  0.58176  1.34049e+03
145  0.79841  6.23483e+02 |146  0.63899  2.22748e+03 |147  0.69951  2.37399e+03
148  0.76744  2.67283e+03 |149  0.53989  9.38239e+02 |150 -0.22632  2.10873e+02
151 -0.85125 -7.80674e+01 |152 -0.86169  2.11320e+01 |153 -0.24060 -3.90256e+01
154  0.14927 -9.68237e+01 |155  0.21312 -3.99600e+02 |156  0.33804 -1.49880e+02
157  0.55591 -1.40934e+03 |158  0.35662 -9.23972e+01 |159  0.24480  3.57916e+00
160  0.12564 -3.20869e+01 |161  0.00099 -1.31677e+02 |162 -0.06792  2.29460e+01
163 -0.12286  4.11779e+01 |164  0.07826 -1.58417e+01 |165  0.22474  1.84617e+01
166  0.14431  5.77153e+02 |167 -0.60133  6.11323e+02 |168 -0.35922  1.44639e+02
169 -0.01957  2.24824e+02 |170  0.14581  2.60022e+02 |171  0.29401  5.05868e+01
172  0.37919 -5.91911e+01 |173  0.32991 -6.12245e+01 |174  0.19536 -1.63199e+02
175  0.09198 -7.59721e+01 |176  0.03793 -6.59798e+01 |177 -0.04295 -4.75833e+01
178 -0.07673 -2.81395e+01 |179 -0.08698 -2.42942e+01 |180 -0.09635 -3.17979e+01
181 -0.09997 -1.90019e+01 |182 -0.10108 -1.80976e+01 |183 -0.09146 -2.06761e+01
184 -0.09221 -1.66229e+01 |185 -0.12833  3.95979e+01 |186 -0.27937 -8.78517e+01
186 variables; iteration 120; function evaluation 142; phase 4
Function value 1.7796194e+04; maximum gradient component mag 3.3889e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.49132 -6.23897e-07 |  2  0.51844  4.75578e-07 |  3  0.27970  7.57174e-07
  4 -0.41361 -9.94481e-08 |  5 -0.83138  5.22334e+03 |  6  1.23938  1.04138e+03
  7  0.99945  1.12016e-01 |  8  1.37111  2.12722e+02 |  9 -0.50526 -6.51817e-07
 10 -0.21611 -1.23269e-07 | 11 -0.63737 -9.83042e-07 | 12  0.17570  8.08853e-08
 13 21.67164  7.14299e+03 | 14 -0.03915  3.02784e+01 | 15  0.03530  3.97194e+02
 16 -0.01079 -7.85608e+02 | 17 -0.02730 -6.29013e+02 | 18 -0.03353 -5.79744e+02
 19 -0.01260  3.60859e+02 | 20  0.01113  1.92481e+03 | 21 -0.00719  8.87716e+02
 22 -0.02523  3.15228e+02 | 23  0.00212  2.36707e+03 | 24 -0.02689  1.13281e+03
 25 -0.11347 -1.14143e+03 | 26 -0.05460  5.08280e+02 | 27 -0.11288 -1.04778e+03
 28  0.05001  2.32517e+04 | 29  0.00460  7.03851e+03 | 30 -0.03767  1.32742e+03
 31  0.03426  1.21274e+04 | 32  0.05398  1.75346e+04 | 33  0.08392  3.38892e+04
 34  0.05311  1.37837e+04 | 35  0.04363  6.07793e+03 | 36  0.05391  4.66160e+03
 37  0.00164 -1.03220e+02 | 38 -0.00049 -6.78637e+02 | 39  0.03433 -4.68268e+02
 40  0.05035 -5.62917e+02 | 41  0.02813 -9.43668e+02 | 42  0.07498 -8.05862e+02
 43  0.09176 -1.47074e+03 | 44  0.05475 -2.64354e+03 | 45  0.03961 -2.13574e+03
 46  0.10923 -4.45903e+03 | 47  0.13296 -9.52223e+03 | 48  0.20705 -2.32841e+04
 49  0.11296 -4.85719e+03 | 50  0.10185 -3.28381e+03 | 51  0.13007 -5.25763e+03
 52  0.13180 -4.87881e+03 | 53  0.12623 -4.27047e+03 | 54  0.12706 -4.52467e+03
 55  0.14387 -4.56443e+03 | 56  0.11167 -2.74678e+03 | 57  0.16203 -3.99954e+03
 58  0.07748 -2.46451e+03 | 59  0.07293 -2.08345e+03 | 60  0.08057 -1.52525e+03
 61  0.06117 -1.06179e+03 | 62  0.08306  4.02460e+01 | 63  0.09338  1.11898e+03
 64  0.06390 -2.06439e+02 | 65  0.09898  1.94106e+03 | 66 -0.02846 -1.62278e+03
 67  0.04331 -8.25524e+02 | 68  0.04780 -2.79436e+02 | 69  0.07470  2.40049e+03
 70  0.08394  4.95703e+03 | 71  0.05595  2.92814e+03 | 72  0.04555  3.70135e+03
 73  0.07893  1.49171e+04 | 74 -0.02220 -2.62398e+02 | 75  0.00909  1.92833e+03
 76 -0.00089  1.12612e+03 | 77  0.00282  1.56851e+03 | 78  0.01256  2.57765e+03
 79 -0.06790 -1.21693e+03 | 80 -0.08553 -1.28836e+03 | 81 -0.50262 -1.40043e+03
 82  0.00726  3.90534e+03 | 83 -0.06643 -8.60315e+02 | 84 -0.52813 -1.35590e+03
 85 -0.10521 -1.49798e+03 | 86 -0.04968 -8.75701e+02 | 87 -0.00473  5.93543e+02
 88 -0.08718 -1.30425e+03 | 89 -1.21699  7.19685e+02 | 90 -1.31644  1.00519e+03
 91 -8.36582 -4.56518e+02 | 92  0.00545  1.46345e+04 | 93 -0.02279  9.91152e+03
 94 -0.06276  1.61776e+03 | 95 -0.06938  8.09573e+03 | 96 -0.09106  3.33472e+03
 97  0.13639  3.29036e+03 | 98  0.10750  1.88320e+03 | 99  0.05744  3.09578e+03
100  0.01536  3.58271e+03 |101  0.06525  6.34757e+03 |102 -0.01727 -2.75106e+03
103  0.18384 -2.07825e+03 |104  0.30518  3.71311e+03 |105  0.13935 -4.51550e+03
106 -0.02790  7.50540e+03 |107 -0.04551 -1.03497e+03 |108  0.11229  2.49108e+03
109  0.06410  2.34184e+03 |110  0.00938 -3.35558e+03 |111 -0.01217 -2.44166e+03
112 -0.04839 -1.36176e+04 |113 -0.12031 -1.85793e+03 |114 -0.09371 -7.65763e+03
115 -0.17977  2.80334e+02 |116 -0.29409  3.00861e+03 |117 -0.32012  1.59853e+03
118 -0.10295 -2.49360e+03 |119 -0.09825 -3.28933e+03 |120 -0.19745 -1.40651e+03
121 -0.04702 -9.73821e+03 |122  0.00999 -6.52490e+03 |123  0.10249  2.66075e+03
124  0.11937 -2.76078e+03 |125  0.19972 -3.49185e+03 |126  0.18360 -7.69387e+02
127  0.23761  3.46629e+03 |128  0.19132  2.18423e+03 |129  0.17039  9.61175e+02
130  0.20780 -2.55520e+02 |131  0.29397 -1.58516e+02 |132  0.26834 -3.46881e+03
133  0.29785 -6.96252e+03 |134  0.38180 -2.59479e+03 |135  0.27361 -2.63220e+03
136  0.33345  9.65623e+02 |137  0.41434  1.07450e+03 |138  0.41665  5.90709e+02
139  0.47793  6.80553e+02 |140  0.47878  4.15963e+03 |141  0.50346  1.70426e+03
142  0.59233  9.10748e+02 |143  0.52166  1.08590e+03 |144  0.55931  2.79470e+02
145  0.75649  3.56708e+02 |146  0.61005  1.70564e+03 |147  0.68219  2.42943e+03
148  0.73108  2.67446e+03 |149  0.55718  9.56224e+02 |150 -0.24104  2.20654e+02
151 -0.99003 -8.91014e+01 |152 -1.11847  3.70542e+01 |153 -0.44500 -2.50477e+01
154  0.07468 -1.19667e+02 |155  0.18666 -5.30666e+02 |156  0.43877 -2.15086e+02
157  0.57398 -5.69368e+02 |158  0.58365 -7.18049e+01 |159  0.40613  7.29811e+01
160  0.03643 -1.79952e+02 |161 -0.05429 -1.30081e+02 |162 -0.02054  3.24530e+01
163 -0.16059 -5.45808e+01 |164  0.27755 -6.07351e+00 |165  0.11200 -1.75047e+02
166  0.29603  6.42790e+02 |167 -0.51402  2.04517e+02 |168 -0.45757  1.01103e+02
169  0.04727  1.85669e+02 |170  0.31457  2.83314e+02 |171  0.54593  2.75202e+02
172  0.54086 -1.71594e+02 |173  0.54825  3.36151e+02 |174  0.38457 -2.53884e+02
175  0.15053 -1.32343e+02 |176 -0.00957 -1.41749e+02 |177 -0.08266 -6.08866e+01
178 -0.13438 -4.68489e+01 |179 -0.17270 -5.83708e+01 |180 -0.17855 -4.75454e+01
181 -0.17961 -4.07266e+01 |182 -0.18139 -4.62052e+01 |183 -0.16237 -2.10293e+01
184 -0.21403 -4.72513e+01 |185 -0.28386  2.89970e+01 |186 -0.47549 -1.41896e+02
186 variables; iteration 140; function evaluation 167; phase 4
Function value 1.7424274e+04; maximum gradient component mag 3.5436e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.49132 -6.23897e-07 |  2  0.51844  4.75578e-07 |  3  0.27970  7.57174e-07
  4 -0.41361 -9.94481e-08 |  5 -0.84418  4.98472e+03 |  6  1.21038  8.84632e+02
  7  0.99885  2.05740e-01 |  8  1.43708  2.61010e+02 |  9 -0.50526 -6.51817e-07
 10 -0.21611 -1.23269e-07 | 11 -0.63737 -9.83042e-07 | 12  0.17570  8.08853e-08
 13 21.65212  9.71628e+03 | 14 -0.03484 -4.63850e+02 | 15  0.03913 -8.61838e+01
 16 -0.01385 -1.54154e+03 | 17 -0.03662 -1.53161e+03 | 18  0.00188 -1.12195e+02
 19 -0.00594 -1.63584e+02 | 20  0.01361  1.27868e+03 | 21 -0.01692 -4.20794e+02
 22 -0.01615 -1.79943e+02 | 23  0.00603  1.83770e+03 | 24 -0.03487 -4.21060e+01
