"","Pred_species","Prey_species","Pred","Prey","PredSex","PreySex","PredAge","PreyAge","Year","Sample_size","propPreyAge"
"9638","Arrowtooth","P_Halibut",2,4,2,2,"4",18,0,20,0
"6889","Arrowtooth","P_Halibut",2,4,2,1,"4",19,0,20,0
"7275","Arrowtooth","P_Halibut",2,4,1,2,"4",19,0,20,0
"8098","Arrowtooth","P_Halibut",2,4,1,1,"4",19,0,20,0
"9639","Arrowtooth","P_Halibut",2,4,2,2,"4",19,0,20,0
"6850","Arrowtooth","P_Halibut",2,4,2,1,"4",20,0,20,0
"7276","Arrowtooth","P_Halibut",2,4,1,2,"4",20,0,20,0
"8099","Arrowtooth","P_Halibut",2,4,1,1,"4",20,0,20,0
"9640","Arrowtooth","P_Halibut",2,4,2,2,"4",20,0,20,0
"6891","Arrowtooth","P_Halibut",2,4,2,1,"4",21,0,20,0
"7277","Arrowtooth","P_Halibut",2,4,1,2,"4",21,0,20,0
"8100","Arrowtooth","P_Halibut",2,4,1,1,"4",21,0,20,0
"9641","Arrowtooth","P_Halibut",2,4,2,2,"4",21,0,20,0
"6852","Arrowtooth","P_Halibut",2,4,2,1,"4",22,0,20,0
"7278","Arrowtooth","P_Halibut",2,4,1,2,"4",22,0,20,0
"8101","Arrowtooth","P_Halibut",2,4,1,1,"4",22,0,20,0
"9642","Arrowtooth","P_Halibut",2,4,2,2,"4",22,0,20,0
"6813","Arrowtooth","P_Halibut",2,4,2,1,"4",23,0,20,0
"7239","Arrowtooth","P_Halibut",2,4,1,2,"4",23,0,20,0
"8102","Arrowtooth","P_Halibut",2,4,1,1,"4",23,0,20,0
"9643","Arrowtooth","P_Halibut",2,4,2,2,"4",23,0,20,0
"6814","Arrowtooth","P_Halibut",2,4,2,1,"4",24,0,20,0
"7280","Arrowtooth","P_Halibut",2,4,1,2,"4",24,0,20,0
"7374","Arrowtooth","P_Halibut",2,4,1,1,"4",24,0,20,0
"9644","Arrowtooth","P_Halibut",2,4,2,2,"4",24,0,20,0
"6788","Arrowtooth","P_Halibut",2,4,2,1,"4",25,0,20,0
"7170","Arrowtooth","P_Halibut",2,4,1,1,"4",25,0,20,0
"7321","Arrowtooth","P_Halibut",2,4,1,2,"4",25,0,20,0
"9645","Arrowtooth","P_Halibut",2,4,2,2,"4",25,0,20,0
"6762","Arrowtooth","P_Halibut",2,4,2,1,"4",26,0,20,0
"7129","Arrowtooth","P_Halibut",2,4,1,1,"4",26,0,20,0
"7282","Arrowtooth","P_Halibut",2,4,1,2,"4",26,0,20,0
"9646","Arrowtooth","P_Halibut",2,4,2,2,"4",26,0,20,0
"7323","Arrowtooth","P_Halibut",2,4,1,2,"4",27,0,20,0
"7377","Arrowtooth","P_Halibut",2,4,1,1,"4",27,0,20,0
"9617","Arrowtooth","P_Halibut",2,4,2,1,"4",27,0,20,0
"9647","Arrowtooth","P_Halibut",2,4,2,2,"4",27,0,20,0
"7244","Arrowtooth","P_Halibut",2,4,1,2,"4",28,0,20,0
"7418","Arrowtooth","P_Halibut",2,4,1,1,"4",28,0,20,0
"9618","Arrowtooth","P_Halibut",2,4,2,1,"4",28,0,20,0
"9648","Arrowtooth","P_Halibut",2,4,2,2,"4",28,0,20,0
"7245","Arrowtooth","P_Halibut",2,4,1,2,"4",29,0,20,0
"7459","Arrowtooth","P_Halibut",2,4,1,1,"4",29,0,20,0
"9619","Arrowtooth","P_Halibut",2,4,2,1,"4",29,0,20,0
"9649","Arrowtooth","P_Halibut",2,4,2,2,"4",29,0,20,0
"7246","Arrowtooth","P_Halibut",2,4,1,2,"4",30,0,20,0
"7420","Arrowtooth","P_Halibut",2,4,1,1,"4",30,0,20,0
"9620","Arrowtooth","P_Halibut",2,4,2,1,"4",30,0,20,0
"9650","Arrowtooth","P_Halibut",2,4,2,2,"4",30,0,20,0
"14824","Arrowtooth","W_Pollock",2,1,1,0,"5",1,0,20,0.0259926996718886
"15241","Arrowtooth","W_Pollock",2,1,2,0,"5",1,0,20,0.0275285165208471
"14825","Arrowtooth","W_Pollock",2,1,1,0,"5",2,0,20,0.00786735093685865
"15242","Arrowtooth","W_Pollock",2,1,2,0,"5",2,0,20,0.00631294582777954
"14230","Arrowtooth","W_Pollock",2,1,2,0,"5",3,0,20,0.000286768129667879
"14826","Arrowtooth","W_Pollock",2,1,1,0,"5",3,0,20,0.000462718882089369
"14231","Arrowtooth","W_Pollock",2,1,2,0,"5",4,0,20,1.71172653755166e-05
"14827","Arrowtooth","W_Pollock",2,1,1,0,"5",4,0,20,3.74849180861421e-05
"14232","Arrowtooth","W_Pollock",2,1,2,0,"5",5,0,20,3.59918653805381e-05
"14828","Arrowtooth","W_Pollock",2,1,1,0,"5",5,0,20,4.29178910759338e-05
"14246","Arrowtooth","W_Pollock",2,1,2,0,"5",6,0,20,0
"14829","Arrowtooth","W_Pollock",2,1,1,0,"5",6,0,20,2.69351152325347e-07
"14274","Arrowtooth","W_Pollock",2,1,2,0,"5",7,0,20,0
"14830","Arrowtooth","W_Pollock",2,1,1,0,"5",7,0,20,0
"14519","Arrowtooth","W_Pollock",2,1,2,0,"5",8,0,20,0
"15195","Arrowtooth","W_Pollock",2,1,1,0,"5",8,0,20,0
"14236","Arrowtooth","W_Pollock",2,1,2,0,"5",9,0,20,0
"14832","Arrowtooth","W_Pollock",2,1,1,0,"5",9,0,20,0
"14277","Arrowtooth","W_Pollock",2,1,2,0,"5",10,0,20,0
"14833","Arrowtooth","W_Pollock",2,1,1,0,"5",10,0,20,0
"497","Arrowtooth","Arrowtooth",2,2,1,1,"5",1,0,20,0.000103926211194798
"518","Arrowtooth","Arrowtooth",2,2,1,2,"5",1,0,20,9.88476779768525e-05
"2029","Arrowtooth","Arrowtooth",2,2,2,2,"5",1,0,20,3.74032541465516e-05
"3101","Arrowtooth","Arrowtooth",2,2,2,1,"5",1,0,20,3.87590610945897e-05
"498","Arrowtooth","Arrowtooth",2,2,1,1,"5",2,0,20,0.000390369405419826
"519","Arrowtooth","Arrowtooth",2,2,1,2,"5",2,0,20,0.000420920867476965
"3102","Arrowtooth","Arrowtooth",2,2,2,1,"5",2,0,20,0.000106343814598071
"3123","Arrowtooth","Arrowtooth",2,2,2,2,"5",2,0,20,0.000114513273718987
"499","Arrowtooth","Arrowtooth",2,2,1,1,"5",3,0,20,5.79806338194874e-05
"520","Arrowtooth","Arrowtooth",2,2,1,2,"5",3,0,20,5.45599786889468e-05
"3103","Arrowtooth","Arrowtooth",2,2,2,1,"5",3,0,20,1.53603880300597e-05
"3124","Arrowtooth","Arrowtooth",2,2,2,2,"5",3,0,20,1.44472857113728e-05
"500","Arrowtooth","Arrowtooth",2,2,1,1,"5",4,0,20,5.21119107497946e-06
"521","Arrowtooth","Arrowtooth",2,2,1,2,"5",4,0,20,4.15951677980188e-07
"3104","Arrowtooth","Arrowtooth",2,2,2,1,"5",4,0,20,1.3787813272612e-06
"3125","Arrowtooth","Arrowtooth",2,2,2,2,"5",4,0,20,1.02410195781139e-07
"501","Arrowtooth","Arrowtooth",2,2,1,1,"5",5,0,20,2.83637119385773e-06
"522","Arrowtooth","Arrowtooth",2,2,1,2,"5",5,0,20,8.15357155150123e-08
"3105","Arrowtooth","Arrowtooth",2,2,2,1,"5",5,0,20,7.53763282516814e-07
"3126","Arrowtooth","Arrowtooth",2,2,2,2,"5",5,0,20,2.00746601855165e-08
"502","Arrowtooth","Arrowtooth",2,2,1,1,"5",6,0,20,0
"523","Arrowtooth","Arrowtooth",2,2,1,2,"5",6,0,20,0
"3106","Arrowtooth","Arrowtooth",2,2,2,1,"5",6,0,20,0
"3127","Arrowtooth","Arrowtooth",2,2,2,2,"5",6,0,20,0
"503","Arrowtooth","Arrowtooth",2,2,1,1,"5",7,0,20,0
"524","Arrowtooth","Arrowtooth",2,2,1,2,"5",7,0,20,0
"3107","Arrowtooth","Arrowtooth",2,2,2,1,"5",7,0,20,0
"3128","Arrowtooth","Arrowtooth",2,2,2,2,"5",7,0,20,0
"504","Arrowtooth","Arrowtooth",2,2,1,1,"5",8,0,20,0
"525","Arrowtooth","Arrowtooth",2,2,1,2,"5",8,0,20,0
"3108","Arrowtooth","Arrowtooth",2,2,2,1,"5",8,0,20,0
"3129","Arrowtooth","Arrowtooth",2,2,2,2,"5",8,0,20,0
"505","Arrowtooth","Arrowtooth",2,2,1,1,"5",9,0,20,0
"526","Arrowtooth","Arrowtooth",2,2,1,2,"5",9,0,20,0
"3109","Arrowtooth","Arrowtooth",2,2,2,1,"5",9,0,20,0
"3130","Arrowtooth","Arrowtooth",2,2,2,2,"5",9,0,20,0
"506","Arrowtooth","Arrowtooth",2,2,1,1,"5",10,0,20,0
"527","Arrowtooth","Arrowtooth",2,2,1,2,"5",10,0,20,0
"3110","Arrowtooth","Arrowtooth",2,2,2,1,"5",10,0,20,0
"3131","Arrowtooth","Arrowtooth",2,2,2,2,"5",10,0,20,0
"507","Arrowtooth","Arrowtooth",2,2,1,1,"5",11,0,20,0
"528","Arrowtooth","Arrowtooth",2,2,1,2,"5",11,0,20,0
"3111","Arrowtooth","Arrowtooth",2,2,2,1,"5",11,0,20,0
"3132","Arrowtooth","Arrowtooth",2,2,2,2,"5",11,0,20,0
"508","Arrowtooth","Arrowtooth",2,2,1,1,"5",12,0,20,0
"529","Arrowtooth","Arrowtooth",2,2,1,2,"5",12,0,20,0
"3112","Arrowtooth","Arrowtooth",2,2,2,1,"5",12,0,20,0
"3133","Arrowtooth","Arrowtooth",2,2,2,2,"5",12,0,20,0
"509","Arrowtooth","Arrowtooth",2,2,1,1,"5",13,0,20,0
"530","Arrowtooth","Arrowtooth",2,2,1,2,"5",13,0,20,0
"3113","Arrowtooth","Arrowtooth",2,2,2,1,"5",13,0,20,0
"3134","Arrowtooth","Arrowtooth",2,2,2,2,"5",13,0,20,0
"510","Arrowtooth","Arrowtooth",2,2,1,1,"5",14,0,20,0
"531","Arrowtooth","Arrowtooth",2,2,1,2,"5",14,0,20,0
"3114","Arrowtooth","Arrowtooth",2,2,2,1,"5",14,0,20,0
"3135","Arrowtooth","Arrowtooth",2,2,2,2,"5",14,0,20,0
"511","Arrowtooth","Arrowtooth",2,2,1,1,"5",15,0,20,0
"532","Arrowtooth","Arrowtooth",2,2,1,2,"5",15,0,20,0
"3115","Arrowtooth","Arrowtooth",2,2,2,1,"5",15,0,20,0
"3136","Arrowtooth","Arrowtooth",2,2,2,2,"5",15,0,20,0
"512","Arrowtooth","Arrowtooth",2,2,1,1,"5",16,0,20,0
"533","Arrowtooth","Arrowtooth",2,2,1,2,"5",16,0,20,0
"3116","Arrowtooth","Arrowtooth",2,2,2,1,"5",16,0,20,0
"3137","Arrowtooth","Arrowtooth",2,2,2,2,"5",16,0,20,0
"513","Arrowtooth","Arrowtooth",2,2,1,1,"5",17,0,20,0
"534","Arrowtooth","Arrowtooth",2,2,1,2,"5",17,0,20,0
"3117","Arrowtooth","Arrowtooth",2,2,2,1,"5",17,0,20,0
"3138","Arrowtooth","Arrowtooth",2,2,2,2,"5",17,0,20,0
"514","Arrowtooth","Arrowtooth",2,2,1,1,"5",18,0,20,0
"535","Arrowtooth","Arrowtooth",2,2,1,2,"5",18,0,20,0
"3118","Arrowtooth","Arrowtooth",2,2,2,1,"5",18,0,20,0
"3139","Arrowtooth","Arrowtooth",2,2,2,2,"5",18,0,20,0
"515","Arrowtooth","Arrowtooth",2,2,1,1,"5",19,0,20,0
"536","Arrowtooth","Arrowtooth",2,2,1,2,"5",19,0,20,0
"3119","Arrowtooth","Arrowtooth",2,2,2,1,"5",19,0,20,0
"3140","Arrowtooth","Arrowtooth",2,2,2,2,"5",19,0,20,0
"516","Arrowtooth","Arrowtooth",2,2,1,1,"5",20,0,20,0
"537","Arrowtooth","Arrowtooth",2,2,1,2,"5",20,0,20,0
"3120","Arrowtooth","Arrowtooth",2,2,2,1,"5",20,0,20,0
"3141","Arrowtooth","Arrowtooth",2,2,2,2,"5",20,0,20,0
"517","Arrowtooth","Arrowtooth",2,2,1,1,"5",21,0,20,0
"538","Arrowtooth","Arrowtooth",2,2,1,2,"5",21,0,20,0
"2028","Arrowtooth","Arrowtooth",2,2,2,1,"5",21,0,20,0
"3142","Arrowtooth","Arrowtooth",2,2,2,2,"5",21,0,20,0
"5978","Arrowtooth","P_Cod",2,3,2,0,"5",1,0,20,0.000560542830031683
"6459","Arrowtooth","P_Cod",2,3,1,0,"5",1,0,20,0.00085981762432865
"5571","Arrowtooth","P_Cod",2,3,2,0,"5",2,0,20,6.14633827893771e-05
"6291","Arrowtooth","P_Cod",2,3,1,0,"5",2,0,20,0.000195756968223684
"5572","Arrowtooth","P_Cod",2,3,2,0,"5",3,0,20,2.01921228690903e-06
"6252","Arrowtooth","P_Cod",2,3,1,0,"5",3,0,20,6.43106281409621e-06
"5819","Arrowtooth","P_Cod",2,3,2,0,"5",4,0,20,0
"6422","Arrowtooth","P_Cod",2,3,1,0,"5",4,0,20,0
"5615","Arrowtooth","P_Cod",2,3,2,0,"5",5,0,20,0
"6383","Arrowtooth","P_Cod",2,3,1,0,"5",5,0,20,0
"5576","Arrowtooth","P_Cod",2,3,2,0,"5",6,0,20,0
"6429","Arrowtooth","P_Cod",2,3,1,0,"5",6,0,20,0
"5617","Arrowtooth","P_Cod",2,3,2,0,"5",7,0,20,0
"6552","Arrowtooth","P_Cod",2,3,1,0,"5",7,0,20,0
"5658","Arrowtooth","P_Cod",2,3,2,0,"5",8,0,20,0
"6664","Arrowtooth","P_Cod",2,3,1,0,"5",8,0,20,0
"5702","Arrowtooth","P_Cod",2,3,2,0,"5",9,0,20,0
"6512","Arrowtooth","P_Cod",2,3,1,0,"5",9,0,20,0
"5662","Arrowtooth","P_Cod",2,3,2,0,"5",10,0,20,0
"6472","Arrowtooth","P_Cod",2,3,1,0,"5",10,0,20,0
"5703","Arrowtooth","P_Cod",2,3,2,0,"5",11,0,20,0
"6625","Arrowtooth","P_Cod",2,3,1,0,"5",11,0,20,0
"5663","Arrowtooth","P_Cod",2,3,2,0,"5",12,0,20,0
"6598","Arrowtooth","P_Cod",2,3,1,0,"5",12,0,20,0
"7035","Arrowtooth","P_Halibut",2,4,2,1,"5",1,0,20,1.77428747858839e-08
"7545","Arrowtooth","P_Halibut",2,4,1,2,"5",1,0,20,1.70164728927661e-07
"8204","Arrowtooth","P_Halibut",2,4,1,1,"5",1,0,20,1.70164728927661e-07
"9745","Arrowtooth","P_Halibut",2,4,2,2,"5",1,0,20,1.77428747858839e-08
"6996","Arrowtooth","P_Halibut",2,4,2,1,"5",2,0,20,1.77428747858839e-08
"7302","Arrowtooth","P_Halibut",2,4,1,2,"5",2,0,20,1.70164728927661e-07
"8569","Arrowtooth","P_Halibut",2,4,1,1,"5",2,0,20,1.70164728927661e-07
"9746","Arrowtooth","P_Halibut",2,4,2,2,"5",2,0,20,1.77428747858839e-08
"6997","Arrowtooth","P_Halibut",2,4,2,1,"5",3,0,20,0
"7343","Arrowtooth","P_Halibut",2,4,1,2,"5",3,0,20,0
"8570","Arrowtooth","P_Halibut",2,4,1,1,"5",3,0,20,0
"9747","Arrowtooth","P_Halibut",2,4,2,2,"5",3,0,20,0
"7038","Arrowtooth","P_Halibut",2,4,2,1,"5",4,0,20,0
"7304","Arrowtooth","P_Halibut",2,4,1,2,"5",4,0,20,0
"8571","Arrowtooth","P_Halibut",2,4,1,1,"5",4,0,20,0
"9748","Arrowtooth","P_Halibut",2,4,2,2,"5",4,0,20,0
"7039","Arrowtooth","P_Halibut",2,4,2,1,"5",5,0,20,0
"7305","Arrowtooth","P_Halibut",2,4,1,2,"5",5,0,20,0
"8572","Arrowtooth","P_Halibut",2,4,1,1,"5",5,0,20,0
"9749","Arrowtooth","P_Halibut",2,4,2,2,"5",5,0,20,0
"7040","Arrowtooth","P_Halibut",2,4,2,1,"5",6,0,20,0
"7346","Arrowtooth","P_Halibut",2,4,1,2,"5",6,0,20,0
"8573","Arrowtooth","P_Halibut",2,4,1,1,"5",6,0,20,0
"9750","Arrowtooth","P_Halibut",2,4,2,2,"5",6,0,20,0
"7081","Arrowtooth","P_Halibut",2,4,2,1,"5",7,0,20,0
"7347","Arrowtooth","P_Halibut",2,4,1,2,"5",7,0,20,0
"8574","Arrowtooth","P_Halibut",2,4,1,1,"5",7,0,20,0
"9751","Arrowtooth","P_Halibut",2,4,2,2,"5",7,0,20,0
"7082","Arrowtooth","P_Halibut",2,4,2,1,"5",8,0,20,0
"7308","Arrowtooth","P_Halibut",2,4,1,2,"5",8,0,20,0
"8575","Arrowtooth","P_Halibut",2,4,1,1,"5",8,0,20,0
"9752","Arrowtooth","P_Halibut",2,4,2,2,"5",8,0,20,0
"7123","Arrowtooth","P_Halibut",2,4,2,1,"5",9,0,20,0
"7349","Arrowtooth","P_Halibut",2,4,1,2,"5",9,0,20,0
"8212","Arrowtooth","P_Halibut",2,4,1,1,"5",9,0,20,0
"9753","Arrowtooth","P_Halibut",2,4,2,2,"5",9,0,20,0
"7044","Arrowtooth","P_Halibut",2,4,2,1,"5",10,0,20,0
"7390","Arrowtooth","P_Halibut",2,4,1,2,"5",10,0,20,0
"8213","Arrowtooth","P_Halibut",2,4,1,1,"5",10,0,20,0
"9754","Arrowtooth","P_Halibut",2,4,2,2,"5",10,0,20,0
"7045","Arrowtooth","P_Halibut",2,4,2,1,"5",11,0,20,0
"7351","Arrowtooth","P_Halibut",2,4,1,2,"5",11,0,20,0
"8214","Arrowtooth","P_Halibut",2,4,1,1,"5",11,0,20,0
"9755","Arrowtooth","P_Halibut",2,4,2,2,"5",11,0,20,0
"7046","Arrowtooth","P_Halibut",2,4,2,1,"5",12,0,20,0
"7352","Arrowtooth","P_Halibut",2,4,1,2,"5",12,0,20,0
"8215","Arrowtooth","P_Halibut",2,4,1,1,"5",12,0,20,0
"9756","Arrowtooth","P_Halibut",2,4,2,2,"5",12,0,20,0
"6757","Arrowtooth","P_Halibut",2,4,2,1,"5",13,0,20,0
"7353","Arrowtooth","P_Halibut",2,4,1,2,"5",13,0,20,0
"7728","Arrowtooth","P_Halibut",2,4,1,1,"5",13,0,20,0
"9757","Arrowtooth","P_Halibut",2,4,2,2,"5",13,0,20,0
"6811","Arrowtooth","P_Halibut",2,4,2,1,"5",14,0,20,0
"7354","Arrowtooth","P_Halibut",2,4,1,2,"5",14,0,20,0
"7608","Arrowtooth","P_Halibut",2,4,1,1,"5",14,0,20,0
"9758","Arrowtooth","P_Halibut",2,4,2,2,"5",14,0,20,0
"6929","Arrowtooth","P_Halibut",2,4,2,1,"5",15,0,20,0
"7355","Arrowtooth","P_Halibut",2,4,1,2,"5",15,0,20,0
"8218","Arrowtooth","P_Halibut",2,4,1,1,"5",15,0,20,0
"9759","Arrowtooth","P_Halibut",2,4,2,2,"5",15,0,20,0
"6890","Arrowtooth","P_Halibut",2,4,2,1,"5",16,0,20,0
"7356","Arrowtooth","P_Halibut",2,4,1,2,"5",16,0,20,0
"8219","Arrowtooth","P_Halibut",2,4,1,1,"5",16,0,20,0
"9760","Arrowtooth","P_Halibut",2,4,2,2,"5",16,0,20,0
"6931","Arrowtooth","P_Halibut",2,4,2,1,"5",17,0,20,0
"7357","Arrowtooth","P_Halibut",2,4,1,2,"5",17,0,20,0
"8220","Arrowtooth","P_Halibut",2,4,1,1,"5",17,0,20,0
"9761","Arrowtooth","P_Halibut",2,4,2,2,"5",17,0,20,0
"6892","Arrowtooth","P_Halibut",2,4,2,1,"5",18,0,20,0
"7358","Arrowtooth","P_Halibut",2,4,1,2,"5",18,0,20,0
"8221","Arrowtooth","P_Halibut",2,4,1,1,"5",18,0,20,0
"9762","Arrowtooth","P_Halibut",2,4,2,2,"5",18,0,20,0
"6853","Arrowtooth","P_Halibut",2,4,2,1,"5",19,0,20,0
"7319","Arrowtooth","P_Halibut",2,4,1,2,"5",19,0,20,0
"8222","Arrowtooth","P_Halibut",2,4,1,1,"5",19,0,20,0
"9763","Arrowtooth","P_Halibut",2,4,2,2,"5",19,0,20,0
"6854","Arrowtooth","P_Halibut",2,4,2,1,"5",20,0,20,0
"7360","Arrowtooth","P_Halibut",2,4,1,2,"5",20,0,20,0
"8223","Arrowtooth","P_Halibut",2,4,1,1,"5",20,0,20,0
"9764","Arrowtooth","P_Halibut",2,4,2,2,"5",20,0,20,0
"6815","Arrowtooth","P_Halibut",2,4,2,1,"5",21,0,20,0
"7401","Arrowtooth","P_Halibut",2,4,1,2,"5",21,0,20,0
"8224","Arrowtooth","P_Halibut",2,4,1,1,"5",21,0,20,0
"9765","Arrowtooth","P_Halibut",2,4,2,2,"5",21,0,20,0
"6829","Arrowtooth","P_Halibut",2,4,2,1,"5",22,0,20,0
"7362","Arrowtooth","P_Halibut",2,4,1,2,"5",22,0,20,0
"8225","Arrowtooth","P_Halibut",2,4,1,1,"5",22,0,20,0
"9766","Arrowtooth","P_Halibut",2,4,2,2,"5",22,0,20,0
"6803","Arrowtooth","P_Halibut",2,4,2,1,"5",23,0,20,0
"7363","Arrowtooth","P_Halibut",2,4,1,2,"5",23,0,20,0
"8226","Arrowtooth","P_Halibut",2,4,1,1,"5",23,0,20,0
"9767","Arrowtooth","P_Halibut",2,4,2,2,"5",23,0,20,0
"6831","Arrowtooth","P_Halibut",2,4,2,1,"5",24,0,20,0
"7324","Arrowtooth","P_Halibut",2,4,1,2,"5",24,0,20,0
"7498","Arrowtooth","P_Halibut",2,4,1,1,"5",24,0,20,0
"9768","Arrowtooth","P_Halibut",2,4,2,2,"5",24,0,20,0
"6859","Arrowtooth","P_Halibut",2,4,2,1,"5",25,0,20,0
"7173","Arrowtooth","P_Halibut",2,4,1,1,"5",25,0,20,0
"7325","Arrowtooth","P_Halibut",2,4,1,2,"5",25,0,20,0
"9769","Arrowtooth","P_Halibut",2,4,2,2,"5",25,0,20,0
"6833","Arrowtooth","P_Halibut",2,4,2,1,"5",26,0,20,0
"7091","Arrowtooth","P_Halibut",2,4,1,1,"5",26,0,20,0
"7286","Arrowtooth","P_Halibut",2,4,1,2,"5",26,0,20,0
"9770","Arrowtooth","P_Halibut",2,4,2,2,"5",26,0,20,0
"7247","Arrowtooth","P_Halibut",2,4,1,2,"5",27,0,20,0
"7501","Arrowtooth","P_Halibut",2,4,1,1,"5",27,0,20,0
"9741","Arrowtooth","P_Halibut",2,4,2,1,"5",27,0,20,0
"9771","Arrowtooth","P_Halibut",2,4,2,2,"5",27,0,20,0
"7168","Arrowtooth","P_Halibut",2,4,1,2,"5",28,0,20,0
"7542","Arrowtooth","P_Halibut",2,4,1,1,"5",28,0,20,0
"9742","Arrowtooth","P_Halibut",2,4,2,1,"5",28,0,20,0
"9772","Arrowtooth","P_Halibut",2,4,2,2,"5",28,0,20,0
"7209","Arrowtooth","P_Halibut",2,4,1,2,"5",29,0,20,0
"7583","Arrowtooth","P_Halibut",2,4,1,1,"5",29,0,20,0
"9743","Arrowtooth","P_Halibut",2,4,2,1,"5",29,0,20,0
"9773","Arrowtooth","P_Halibut",2,4,2,2,"5",29,0,20,0
"7210","Arrowtooth","P_Halibut",2,4,1,2,"5",30,0,20,0
"7544","Arrowtooth","P_Halibut",2,4,1,1,"5",30,0,20,0
"9744","Arrowtooth","P_Halibut",2,4,2,1,"5",30,0,20,0
"9774","Arrowtooth","P_Halibut",2,4,2,2,"5",30,0,20,0
"14948","Arrowtooth","W_Pollock",2,1,1,0,"6",1,0,20,0.0251575289628233
"15365","Arrowtooth","W_Pollock",2,1,2,0,"6",1,0,20,0.0267727691202499
"14949","Arrowtooth","W_Pollock",2,1,1,0,"6",2,0,20,0.0125530285319763
"15366","Arrowtooth","W_Pollock",2,1,2,0,"6",2,0,20,0.00989030438145466
"14354","Arrowtooth","W_Pollock",2,1,2,0,"6",3,0,20,0.000642192103360796
"14950","Arrowtooth","W_Pollock",2,1,1,0,"6",3,0,20,0.00130865722689363
"14275","Arrowtooth","W_Pollock",2,1,2,0,"6",4,0,20,5.31453015198841e-05
"14951","Arrowtooth","W_Pollock",2,1,1,0,"6",4,0,20,0.000186263398029723
"14316","Arrowtooth","W_Pollock",2,1,2,0,"6",5,0,20,5.54145882800449e-05
"14952","Arrowtooth","W_Pollock",2,1,1,0,"6",5,0,20,7.57909538467657e-05
"14357","Arrowtooth","W_Pollock",2,1,2,0,"6",6,0,20,3.71944939946618e-07
"14953","Arrowtooth","W_Pollock",2,1,1,0,"6",6,0,20,3.5310282762801e-06
"14278","Arrowtooth","W_Pollock",2,1,2,0,"6",7,0,20,0
"14954","Arrowtooth","W_Pollock",2,1,1,0,"6",7,0,20,0
"14643","Arrowtooth","W_Pollock",2,1,2,0,"6",8,0,20,0
"15319","Arrowtooth","W_Pollock",2,1,1,0,"6",8,0,20,0
"14320","Arrowtooth","W_Pollock",2,1,2,0,"6",9,0,20,0
"14956","Arrowtooth","W_Pollock",2,1,1,0,"6",9,0,20,0
"14321","Arrowtooth","W_Pollock",2,1,2,0,"6",10,0,20,0
"14957","Arrowtooth","W_Pollock",2,1,1,0,"6",10,0,20,0
"621","Arrowtooth","Arrowtooth",2,2,1,1,"6",1,0,20,0.000251634325716753
"642","Arrowtooth","Arrowtooth",2,2,1,2,"6",1,0,20,0.000242589978472082
"2153","Arrowtooth","Arrowtooth",2,2,2,2,"6",1,0,20,0.000130245795505776
"3225","Arrowtooth","Arrowtooth",2,2,2,1,"6",1,0,20,0.000135048428590968
"622","Arrowtooth","Arrowtooth",2,2,1,1,"6",2,0,20,0.000849003844005648
"643","Arrowtooth","Arrowtooth",2,2,1,2,"6",2,0,20,0.00090949773874916
"3226","Arrowtooth","Arrowtooth",2,2,2,1,"6",2,0,20,0.000413970209296393
"3247","Arrowtooth","Arrowtooth",2,2,2,2,"6",2,0,20,0.000445303820237359
"623","Arrowtooth","Arrowtooth",2,2,1,1,"6",3,0,20,0.000148249863261141
"644","Arrowtooth","Arrowtooth",2,2,1,2,"6",3,0,20,0.00014293273558758
"3227","Arrowtooth","Arrowtooth",2,2,2,1,"6",3,0,20,5.85581631827358e-05
"3248","Arrowtooth","Arrowtooth",2,2,2,2,"6",3,0,20,5.50666021211028e-05
"624","Arrowtooth","Arrowtooth",2,2,1,1,"6",4,0,20,1.93941605488839e-05
"645","Arrowtooth","Arrowtooth",2,2,1,2,"6",4,0,20,9.51802411613062e-06
"3228","Arrowtooth","Arrowtooth",2,2,2,1,"6",4,0,20,5.25357779988131e-06
"3249","Arrowtooth","Arrowtooth",2,2,2,2,"6",4,0,20,3.78495424605384e-07
"625","Arrowtooth","Arrowtooth",2,2,1,1,"6",5,0,20,7.19591291535571e-06
"646","Arrowtooth","Arrowtooth",2,2,1,2,"6",5,0,20,2.34477023074719e-06
"3229","Arrowtooth","Arrowtooth",2,2,2,1,"6",5,0,20,2.87714937433766e-06
"3250","Arrowtooth","Arrowtooth",2,2,2,2,"6",5,0,20,7.41934626017504e-08
"626","Arrowtooth","Arrowtooth",2,2,1,1,"6",6,0,20,1.20133628590721e-07
"647","Arrowtooth","Arrowtooth",2,2,1,2,"6",6,0,20,4.89491225951627e-07
"3230","Arrowtooth","Arrowtooth",2,2,2,1,"6",6,0,20,0
"3251","Arrowtooth","Arrowtooth",2,2,2,2,"6",6,0,20,0
"627","Arrowtooth","Arrowtooth",2,2,1,1,"6",7,0,20,0
"648","Arrowtooth","Arrowtooth",2,2,1,2,"6",7,0,20,2.19747840121701e-07
"3231","Arrowtooth","Arrowtooth",2,2,2,1,"6",7,0,20,0
"3252","Arrowtooth","Arrowtooth",2,2,2,2,"6",7,0,20,0
"628","Arrowtooth","Arrowtooth",2,2,1,1,"6",8,0,20,0
"649","Arrowtooth","Arrowtooth",2,2,1,2,"6",8,0,20,0
"3232","Arrowtooth","Arrowtooth",2,2,2,1,"6",8,0,20,0
