"","Wt_name","Wt_index","Species","Sex","year","1","2","3","4","5","6","7","8","9","10"
"521","Pcod_bt_survey",4,1,0,2020,0.048906,0.373796,0.99327,1.71707,2.57715,3.55474,4.56509,5.54523,6.45899,8.64699
"533","Pcod_bt_survey",4,1,0,2021,0.048906,0.373796,0.99327,1.71707,2.57715,3.55474,4.56509,5.54523,6.45899,8.64699
"545","Pcod_bt_survey",4,1,0,2022,0.048906,0.373796,0.99327,1.71707,2.57715,3.55474,4.56509,5.54523,6.45899,8.64699
"557","Pcod_bt_survey",4,1,0,2023,0.048906,0.373796,0.99327,1.71707,2.57715,3.55474,4.56509,5.54523,6.45899,8.64699
"569","Pcod_bt_survey",4,1,0,2024,0.048906,0.373796,0.99327,1.71707,2.57715,3.55474,4.56509,5.54523,6.45899,8.64699
"6","Pcod_ll_survey",5,1,0,1977,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"18","Pcod_ll_survey",5,1,0,1978,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"30","Pcod_ll_survey",5,1,0,1979,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"42","Pcod_ll_survey",5,1,0,1980,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"54","Pcod_ll_survey",5,1,0,1981,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"66","Pcod_ll_survey",5,1,0,1982,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"78","Pcod_ll_survey",5,1,0,1983,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"90","Pcod_ll_survey",5,1,0,1984,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"102","Pcod_ll_survey",5,1,0,1985,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"114","Pcod_ll_survey",5,1,0,1986,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"126","Pcod_ll_survey",5,1,0,1987,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"138","Pcod_ll_survey",5,1,0,1988,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"150","Pcod_ll_survey",5,1,0,1989,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"162","Pcod_ll_survey",5,1,0,1990,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"174","Pcod_ll_survey",5,1,0,1991,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"186","Pcod_ll_survey",5,1,0,1992,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"198","Pcod_ll_survey",5,1,0,1993,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"210","Pcod_ll_survey",5,1,0,1994,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"222","Pcod_ll_survey",5,1,0,1995,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"234","Pcod_ll_survey",5,1,0,1996,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"246","Pcod_ll_survey",5,1,0,1997,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"258","Pcod_ll_survey",5,1,0,1998,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"270","Pcod_ll_survey",5,1,0,1999,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"282","Pcod_ll_survey",5,1,0,2000,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"294","Pcod_ll_survey",5,1,0,2001,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"306","Pcod_ll_survey",5,1,0,2002,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"318","Pcod_ll_survey",5,1,0,2003,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"330","Pcod_ll_survey",5,1,0,2004,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"342","Pcod_ll_survey",5,1,0,2005,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"354","Pcod_ll_survey",5,1,0,2006,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"366","Pcod_ll_survey",5,1,0,2007,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"378","Pcod_ll_survey",5,1,0,2008,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"390","Pcod_ll_survey",5,1,0,2009,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"402","Pcod_ll_survey",5,1,0,2010,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"414","Pcod_ll_survey",5,1,0,2011,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"426","Pcod_ll_survey",5,1,0,2012,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"438","Pcod_ll_survey",5,1,0,2013,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"450","Pcod_ll_survey",5,1,0,2014,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"462","Pcod_ll_survey",5,1,0,2015,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"474","Pcod_ll_survey",5,1,0,2016,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"486","Pcod_ll_survey",5,1,0,2017,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"498","Pcod_ll_survey",5,1,0,2018,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"510","Pcod_ll_survey",5,1,0,2019,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"522","Pcod_ll_survey",5,1,0,2020,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"534","Pcod_ll_survey",5,1,0,2021,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"546","Pcod_ll_survey",5,1,0,2022,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"558","Pcod_ll_survey",5,1,0,2023,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"570","Pcod_ll_survey",5,1,0,2024,0.206503,0.727749,1.3958,2.07582,2.74307,3.4314,4.18355,5.02253,5.91498,8.23057
"12","Pcod_biomass_begin",6,1,0,1977,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"24","Pcod_biomass_begin",6,1,0,1978,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"36","Pcod_biomass_begin",6,1,0,1979,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"48","Pcod_biomass_begin",6,1,0,1980,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"60","Pcod_biomass_begin",6,1,0,1981,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"72","Pcod_biomass_begin",6,1,0,1982,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"84","Pcod_biomass_begin",6,1,0,1983,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"96","Pcod_biomass_begin",6,1,0,1984,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"108","Pcod_biomass_begin",6,1,0,1985,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"120","Pcod_biomass_begin",6,1,0,1986,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"132","Pcod_biomass_begin",6,1,0,1987,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"144","Pcod_biomass_begin",6,1,0,1988,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"156","Pcod_biomass_begin",6,1,0,1989,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"168","Pcod_biomass_begin",6,1,0,1990,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"180","Pcod_biomass_begin",6,1,0,1991,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"192","Pcod_biomass_begin",6,1,0,1992,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"204","Pcod_biomass_begin",6,1,0,1993,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"216","Pcod_biomass_begin",6,1,0,1994,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"228","Pcod_biomass_begin",6,1,0,1995,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"240","Pcod_biomass_begin",6,1,0,1996,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"252","Pcod_biomass_begin",6,1,0,1997,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"264","Pcod_biomass_begin",6,1,0,1998,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"276","Pcod_biomass_begin",6,1,0,1999,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"288","Pcod_biomass_begin",6,1,0,2000,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"300","Pcod_biomass_begin",6,1,0,2001,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"312","Pcod_biomass_begin",6,1,0,2002,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"324","Pcod_biomass_begin",6,1,0,2003,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"336","Pcod_biomass_begin",6,1,0,2004,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"348","Pcod_biomass_begin",6,1,0,2005,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"360","Pcod_biomass_begin",6,1,0,2006,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"372","Pcod_biomass_begin",6,1,0,2007,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"384","Pcod_biomass_begin",6,1,0,2008,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"396","Pcod_biomass_begin",6,1,0,2009,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"408","Pcod_biomass_begin",6,1,0,2010,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"420","Pcod_biomass_begin",6,1,0,2011,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"432","Pcod_biomass_begin",6,1,0,2012,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"444","Pcod_biomass_begin",6,1,0,2013,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"456","Pcod_biomass_begin",6,1,0,2014,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"468","Pcod_biomass_begin",6,1,0,2015,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"480","Pcod_biomass_begin",6,1,0,2016,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"492","Pcod_biomass_begin",6,1,0,2017,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"504","Pcod_biomass_begin",6,1,0,2018,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"516","Pcod_biomass_begin",6,1,0,2019,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"528","Pcod_biomass_begin",6,1,0,2020,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"540","Pcod_biomass_begin",6,1,0,2021,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"552","Pcod_biomass_begin",6,1,0,2022,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"564","Pcod_biomass_begin",6,1,0,2023,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"576","Pcod_biomass_begin",6,1,0,2024,0.00772432,0.143288,0.539677,1.2003,2.06,3.03649,4.05561,5.06043,6.01164,8.35246
"11","Pcod_spawn_wt",7,1,0,1977,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"23","Pcod_spawn_wt",7,1,0,1978,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"35","Pcod_spawn_wt",7,1,0,1979,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"47","Pcod_spawn_wt",7,1,0,1980,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"59","Pcod_spawn_wt",7,1,0,1981,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"71","Pcod_spawn_wt",7,1,0,1982,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"83","Pcod_spawn_wt",7,1,0,1983,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"95","Pcod_spawn_wt",7,1,0,1984,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"107","Pcod_spawn_wt",7,1,0,1985,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"119","Pcod_spawn_wt",7,1,0,1986,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"131","Pcod_spawn_wt",7,1,0,1987,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"143","Pcod_spawn_wt",7,1,0,1988,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"155","Pcod_spawn_wt",7,1,0,1989,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"167","Pcod_spawn_wt",7,1,0,1990,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"179","Pcod_spawn_wt",7,1,0,1991,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"191","Pcod_spawn_wt",7,1,0,1992,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"203","Pcod_spawn_wt",7,1,0,1993,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"215","Pcod_spawn_wt",7,1,0,1994,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"227","Pcod_spawn_wt",7,1,0,1995,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"239","Pcod_spawn_wt",7,1,0,1996,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"251","Pcod_spawn_wt",7,1,0,1997,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"263","Pcod_spawn_wt",7,1,0,1998,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"275","Pcod_spawn_wt",7,1,0,1999,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"287","Pcod_spawn_wt",7,1,0,2000,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"299","Pcod_spawn_wt",7,1,0,2001,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"311","Pcod_spawn_wt",7,1,0,2002,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"323","Pcod_spawn_wt",7,1,0,2003,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"335","Pcod_spawn_wt",7,1,0,2004,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"347","Pcod_spawn_wt",7,1,0,2005,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"359","Pcod_spawn_wt",7,1,0,2006,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"371","Pcod_spawn_wt",7,1,0,2007,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"383","Pcod_spawn_wt",7,1,0,2008,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"395","Pcod_spawn_wt",7,1,0,2009,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"407","Pcod_spawn_wt",7,1,0,2010,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"419","Pcod_spawn_wt",7,1,0,2011,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"431","Pcod_spawn_wt",7,1,0,2012,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"443","Pcod_spawn_wt",7,1,0,2013,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"455","Pcod_spawn_wt",7,1,0,2014,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"467","Pcod_spawn_wt",7,1,0,2015,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"479","Pcod_spawn_wt",7,1,0,2016,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"491","Pcod_spawn_wt",7,1,0,2017,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"503","Pcod_spawn_wt",7,1,0,2018,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"515","Pcod_spawn_wt",7,1,0,2019,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"527","Pcod_spawn_wt",7,1,0,2020,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"539","Pcod_spawn_wt",7,1,0,2021,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"551","Pcod_spawn_wt",7,1,0,2022,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"563","Pcod_spawn_wt",7,1,0,2023,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"575","Pcod_spawn_wt",7,1,0,2024,1.49003e-07,0.000210184,0.0275542,0.438882,1.54121,2.80022,3.95837,5.01865,5.99191,8.34747
"13","Pcod_generic_wt",8,1,0,1977,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"25","Pcod_generic_wt",8,1,0,1978,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"37","Pcod_generic_wt",8,1,0,1979,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"49","Pcod_generic_wt",8,1,0,1980,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"61","Pcod_generic_wt",8,1,0,1981,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"73","Pcod_generic_wt",8,1,0,1982,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"85","Pcod_generic_wt",8,1,0,1983,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"97","Pcod_generic_wt",8,1,0,1984,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"109","Pcod_generic_wt",8,1,0,1985,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"121","Pcod_generic_wt",8,1,0,1986,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"133","Pcod_generic_wt",8,1,0,1987,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"145","Pcod_generic_wt",8,1,0,1988,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"157","Pcod_generic_wt",8,1,0,1989,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"169","Pcod_generic_wt",8,1,0,1990,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"181","Pcod_generic_wt",8,1,0,1991,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"193","Pcod_generic_wt",8,1,0,1992,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"205","Pcod_generic_wt",8,1,0,1993,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"217","Pcod_generic_wt",8,1,0,1994,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"229","Pcod_generic_wt",8,1,0,1995,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"241","Pcod_generic_wt",8,1,0,1996,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"253","Pcod_generic_wt",8,1,0,1997,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"265","Pcod_generic_wt",8,1,0,1998,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"277","Pcod_generic_wt",8,1,0,1999,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"289","Pcod_generic_wt",8,1,0,2000,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"301","Pcod_generic_wt",8,1,0,2001,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"313","Pcod_generic_wt",8,1,0,2002,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"325","Pcod_generic_wt",8,1,0,2003,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"337","Pcod_generic_wt",8,1,0,2004,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"349","Pcod_generic_wt",8,1,0,2005,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"361","Pcod_generic_wt",8,1,0,2006,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"373","Pcod_generic_wt",8,1,0,2007,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"385","Pcod_generic_wt",8,1,0,2008,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"397","Pcod_generic_wt",8,1,0,2009,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"409","Pcod_generic_wt",8,1,0,2010,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"421","Pcod_generic_wt",8,1,0,2011,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"433","Pcod_generic_wt",8,1,0,2012,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"445","Pcod_generic_wt",8,1,0,2013,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
