"","Wt_name","Wt_index","Species","Sex","Yr","1","2","3","4","5","6","7","8","9","10"
"100","Pcod_pot_fishery",12,1,0,1985,0.325744,0.884894,1.44212,2.31573,2.89827,3.52654,4.14966,4.84926,5.57934,7.17348
"112","Pcod_pot_fishery",12,1,0,1986,0.31809,0.843961,1.53953,2.1212,2.97254,3.53142,4.17175,4.83477,5.5586,7.18805
"124","Pcod_pot_fishery",12,1,0,1987,0.332165,0.839831,1.50389,2.23841,2.8019,3.6342,4.21309,4.90626,5.6031,6.61831
"136","Pcod_pot_fishery",12,1,0,1988,0.369089,0.859974,1.49725,2.1992,2.91512,3.45747,4.31994,4.94518,5.66869,6.89419
"148","Pcod_pot_fishery",12,1,0,1989,0.319155,0.901619,1.50091,2.16524,2.84174,3.52677,4.07088,4.9757,5.60653,6.96579
"160","Pcod_pot_fishery",12,1,0,1990,0.288698,0.822955,1.5402,2.15757,2.79414,3.43524,4.11806,4.68169,5.59288,6.90039
"172","Pcod_pot_fishery",12,1,0,1991,0.293648,0.780007,1.45511,2.20515,2.79604,3.40022,4.03887,4.75196,5.32929,6.68469
"184","Pcod_pot_fishery",12,1,0,1992,0.309714,0.795004,1.41653,2.13467,2.8641,3.42895,4.03764,4.71575,5.45981,6.62802
"196","Pcod_pot_fishery",12,1,0,1993,0.335613,0.820344,1.4355,2.09623,2.79721,3.50013,4.07214,4.72003,5.43017,6.86179
"208","Pcod_pot_fishery",12,1,0,1994,0.313137,0.855561,1.45934,2.10769,2.7488,3.41948,4.12885,4.73266,5.40397,6.82795
"220","Pcod_pot_fishery",12,1,0,1995,0.306787,0.816826,1.49233,2.12161,2.74655,3.35459,4.02122,4.76162,5.37843,6.55936
"232","Pcod_pot_fishery",12,1,0,1996,0.291456,0.808155,1.44871,2.15726,2.76223,3.35491,3.9572,4.65273,5.41272,6.73876
"244","Pcod_pot_fishery",12,1,0,1997,0.312558,0.789279,1.44614,2.12291,2.81057,3.38721,3.9795,4.61421,5.34093,6.7068
"256","Pcod_pot_fishery",12,1,0,1998,0.326729,0.834487,1.44378,2.14784,2.81186,3.48012,4.07151,4.71454,5.39754,6.72835
"268","Pcod_pot_fishery",12,1,0,1999,0.41178,0.852859,1.49278,2.13912,2.82892,3.47184,4.15924,4.7994,5.48246,6.73129
"280","Pcod_pot_fishery",12,1,0,2000,0.308978,0.965338,1.49671,2.16606,2.78981,3.44965,4.09721,4.82266,5.48087,6.66316
"292","Pcod_pot_fishery",12,1,0,2001,0.31719,0.820635,1.63528,2.18235,2.83161,3.4301,4.09984,4.79165,5.54827,6.84921
"304","Pcod_pot_fishery",12,1,0,2002,0.338564,0.829142,1.46172,2.31551,2.837,3.45861,4.06167,4.77107,5.48753,6.87391
"316","Pcod_pot_fishery",12,1,0,2003,0.305119,0.866088,1.47895,2.14734,2.98005,3.47924,4.11175,4.75642,5.49969,6.93269
"328","Pcod_pot_fishery",12,1,0,2004,0.368755,0.817787,1.52654,2.17126,2.82255,3.63481,4.14792,4.82947,5.50857,6.85535
"340","Pcod_pot_fishery",12,1,0,2005,0.321479,0.910027,1.46472,2.21337,2.83703,3.46329,4.29853,4.84694,5.55615,6.67447
"352","Pcod_pot_fishery",12,1,0,2006,0.337695,0.839473,1.57185,2.14903,2.87802,3.47734,4.11435,5.00719,5.57301,6.8026
"364","Pcod_pot_fishery",12,1,0,2007,0.315694,0.855891,1.47745,2.24189,2.79333,3.49053,4.09253,4.76123,5.66876,6.73606
"376","Pcod_pot_fishery",12,1,0,2008,0.29372,0.820696,1.49264,2.14003,2.8768,3.39792,4.09442,4.72249,5.40561,6.75141
"388","Pcod_pot_fishery",12,1,0,2009,0.296649,0.782237,1.44349,2.14418,2.76355,3.46182,3.97498,4.69278,5.32772,6.31261
"400","Pcod_pot_fishery",12,1,0,2010,0.28403,0.796651,1.41421,2.11545,2.79488,3.38475,4.08638,4.62624,5.37248,6.32298
"412","Pcod_pot_fishery",12,1,0,2011,0.359917,0.78362,1.44239,2.10059,2.78706,3.44212,4.04015,4.79281,5.36296,6.48558
"424","Pcod_pot_fishery",12,1,0,2012,0.310446,0.886337,1.40877,2.10475,2.74038,3.39321,4.04607,4.67018,5.44069,6.50952
"436","Pcod_pot_fishery",12,1,0,2013,0.287251,0.810029,1.52301,2.06331,2.73575,3.33632,3.98057,4.65653,5.29313,6.41515
"448","Pcod_pot_fishery",12,1,0,2014,0.298952,0.781736,1.44655,2.19689,2.71516,3.35683,3.95461,4.63177,5.33527,6.24935
"460","Pcod_pot_fishery",12,1,0,2015,0.338037,0.816406,1.43949,2.15496,2.89413,3.39418,4.05292,4.70581,5.43989,6.37389
"472","Pcod_pot_fishery",12,1,0,2016,0.446037,0.885426,1.49488,2.1664,2.87696,3.6096,4.13516,4.87182,5.58886,6.52258
"484","Pcod_pot_fishery",12,1,0,2017,0.348042,0.951122,1.49882,2.19988,2.94447,3.74438,4.60169,5.2,5.95528,6.94595
"496","Pcod_pot_fishery",12,1,0,2018,0.272007,0.89624,1.66825,2.26002,2.96522,3.69881,4.50334,5.35762,5.93154,6.92722
"508","Pcod_pot_fishery",12,1,0,2019,0.303081,0.788569,1.62626,2.47216,3.06538,3.76964,4.52035,5.33994,6.17462,7.16543
"520","Pcod_pot_fishery",12,1,0,2020,0.373109,0.828575,1.47669,2.40192,3.24766,3.8324,4.5435,5.29544,6.0852,7.23197
"532","Pcod_pot_fishery",12,1,0,2021,0.242614,0.91827,1.4978,2.2038,3.12339,3.94701,4.52216,5.2148,5.92203,6.90994
"12","Pcod_biomass_begin",13,1,0,1977,0.0332447,0.239199,0.676572,1.31152,2.07823,2.91032,3.75352,4.56872,5.33065,7.22697
"24","Pcod_biomass_begin",13,1,0,1978,0.0332447,0.239199,0.676572,1.31152,2.07823,2.91032,3.75352,4.56872,5.33065,7.22697
"36","Pcod_biomass_begin",13,1,0,1979,0.0336239,0.239199,0.676572,1.31152,2.07823,2.91032,3.75352,4.56872,5.33065,6.97454
"48","Pcod_biomass_begin",13,1,0,1980,0.0398199,0.24384,0.68458,1.32557,2.09911,2.93832,3.78854,4.61036,5.37839,6.92575
"60","Pcod_biomass_begin",13,1,0,1981,0.0434089,0.265096,0.695408,1.34115,2.12269,2.97033,3.82892,4.65873,5.43414,6.93296
"72","Pcod_biomass_begin",13,1,0,1982,0.063469,0.284026,0.749071,1.38521,2.18468,3.05424,3.93454,4.78502,5.57953,7.05919
"84","Pcod_biomass_begin",13,1,0,1983,0.0267385,0.319157,0.735994,1.37969,2.12458,2.97145,3.83302,4.66605,5.44471,6.70875
"96","Pcod_biomass_begin",13,1,0,1984,0.0440147,0.221703,0.821848,1.41207,2.18989,3.00413,3.87061,4.71165,5.49779,6.92647
"108","Pcod_biomass_begin",13,1,0,1985,0.035793,0.274607,0.65008,1.50447,2.20187,3.03985,3.86247,4.69926,5.48472,7.10869
"120","Pcod_biomass_begin",13,1,0,1986,0.0333769,0.247486,0.735518,1.27664,2.29455,3.03863,3.88071,4.67157,5.4504,7.10671
"132","Pcod_biomass_begin",13,1,0,1987,0.0365966,0.241152,0.694248,1.39445,2.04768,3.14779,3.89599,4.70828,5.44713,6.48993
"144","Pcod_biomass_begin",13,1,0,1988,0.0492421,0.257734,0.697429,1.36563,2.21925,2.93874,4.06687,4.79649,5.56511,6.82063
"156","Pcod_biomass_begin",13,1,0,1989,0.0346339,0.289497,0.710812,1.34396,2.14743,3.0676,3.79458,4.88055,5.55817,6.95937
"168","Pcod_biomass_begin",13,1,0,1990,0.0262679,0.23842,0.745929,1.33334,2.08172,2.93742,3.85107,4.5416,5.53798,6.88718
"180","Pcod_biomass_begin",13,1,0,1991,0.0272241,0.210829,0.664391,1.38092,2.07424,2.87572,3.73217,4.60321,5.24068,6.64657
"192","Pcod_biomass_begin",13,1,0,1992,0.0308356,0.216667,0.62317,1.28755,2.14429,2.88999,3.69926,4.52446,5.33467,6.53962
"204","Pcod_biomass_begin",13,1,0,1993,0.0388098,0.234212,0.644968,1.25378,2.0705,3.00626,3.76649,4.55626,5.33479,6.80694
"216","Pcod_biomass_begin",13,1,0,1994,0.0323331,0.256491,0.666819,1.26783,2.00906,2.89781,3.84234,4.5744,5.31161,6.77873
"228","Pcod_biomass_begin",13,1,0,1995,0.0311503,0.235143,0.703128,1.29448,2.0221,2.82943,3.73045,4.63985,5.3212,6.55698
"240","Pcod_biomass_begin",13,1,0,1996,0.0265317,0.226956,0.657025,1.32315,2.02571,2.80753,3.61848,4.48039,5.3188,6.68839
"252","Pcod_biomass_begin",13,1,0,1997,0.0320489,0.215232,0.653763,1.28261,2.08645,2.84879,3.64362,4.43055,5.2379,6.64997
"264","Pcod_biomass_begin",13,1,0,1998,0.0344009,0.235098,0.634978,1.28113,2.04458,2.91796,3.6915,4.4628,5.2014,6.55453
"276","Pcod_biomass_begin",13,1,0,1999,0.0651723,0.255044,0.697443,1.30419,2.11556,2.9719,3.88349,4.6534,5.39661,6.68733
"288","Pcod_biomass_begin",13,1,0,2000,0.0311282,0.329116,0.69977,1.33267,2.06109,2.93728,3.79922,4.67371,5.38816,6.61193
"300","Pcod_biomass_begin",13,1,0,2001,0.0327772,0.231501,0.820805,1.33911,2.09839,2.88733,3.7737,4.60438,5.41844,6.74792
"312","Pcod_biomass_begin",13,1,0,2002,0.0402188,0.241699,0.672937,1.51487,2.13508,2.96538,3.77283,4.6383,5.42144,6.85195
"324","Pcod_biomass_begin",13,1,0,2003,0.0290821,0.257419,0.671933,1.29129,2.28091,2.938,3.76851,4.54069,5.34119,6.79603
"336","Pcod_biomass_begin",13,1,0,2004,0.0493069,0.232127,0.725529,1.33624,2.10066,3.18577,3.85824,4.67465,5.40919,6.79214
"348","Pcod_biomass_begin",13,1,0,2005,0.0340817,0.288572,0.665188,1.37627,2.10813,2.93619,4.02676,4.67159,5.43238,6.58361
"360","Pcod_biomass_begin",13,1,0,2006,0.0392818,0.245355,0.767069,1.31049,2.173,2.96972,3.8142,4.87028,5.47374,6.7381
"372","Pcod_biomass_begin",13,1,0,2007,0.033523,0.259059,0.688208,1.43036,2.08018,3.01325,3.81739,4.63252,5.61486,6.72308
"384","Pcod_biomass_begin",13,1,0,2008,0.0273051,0.235665,0.698927,1.30792,2.183,2.87518,3.80729,4.57329,5.32536,6.71792
"396","Pcod_biomass_begin",13,1,0,2009,0.0288865,0.216465,0.664724,1.33011,2.0588,2.99802,3.69323,4.58871,5.29967,6.34813
"408","Pcod_biomass_begin",13,1,0,2010,0.0239115,0.215734,0.616737,1.25815,2.04184,2.81394,3.74218,4.39869,5.21787,6.20859
"420","Pcod_biomass_begin",13,1,0,2011,0.0464575,0.211969,0.65065,1.25795,2.05615,2.9251,3.72343,4.63725,5.26217,6.43285
"432","Pcod_biomass_begin",13,1,0,2012,0.0322219,0.279755,0.628943,1.27647,2.01553,2.88515,3.76548,4.53704,5.39015,6.51147
"444","Pcod_biomass_begin",13,1,0,2013,0.025838,0.230105,0.729106,1.22564,2.00293,2.79738,3.66869,4.50811,5.21948,6.3998
"456","Pcod_biomass_begin",13,1,0,2014,0.0281767,0.209796,0.651691,1.3621,1.95601,2.79875,3.60092,4.43905,5.21813,6.1809
"468","Pcod_biomass_begin",13,1,0,2015,0.0374389,0.223347,0.629191,1.28531,2.14557,2.79459,3.65902,4.44243,5.23282,6.19553
"480","Pcod_biomass_begin",13,1,0,2016,0.0754027,0.26683,0.680061,1.3024,2.12984,3.09331,3.77318,4.64006,5.39833,6.35684
"492","Pcod_biomass_begin",13,1,0,2017,0.064665,0.372726,0.751891,1.36436,2.13902,3.06143,4.05799,4.73009,5.56112,6.62624
"504","Pcod_biomass_begin",13,1,0,2018,0.036844,0.332003,0.894704,1.4167,2.14945,2.9888,3.92134,4.87927,5.50501,6.57084
"516","Pcod_biomass_begin",13,1,0,2019,0.0456393,0.256445,0.842083,1.6138,2.2317,3.02988,3.88734,4.79546,5.69485,6.74317
"528","Pcod_biomass_begin",13,1,0,2020,0.0760978,0.293652,0.740209,1.58888,2.51387,3.19136,4.02029,4.87206,5.74345,6.9852
"540","Pcod_biomass_begin",13,1,0,2021,0.0291339,0.354369,0.759133,1.38166,2.36832,3.33165,3.99822,4.78454,5.5678,6.63706
"11","Pcod_spawn_wt",14,1,0,1977,3.25194e-06,0.00119432,0.0681602,0.615594,1.68072,2.74782,3.69116,4.54316,5.31898,7.22447
"23","Pcod_spawn_wt",14,1,0,1978,3.25194e-06,0.00119432,0.0681602,0.615594,1.68072,2.74782,3.69116,4.54316,5.31898,7.22447
"35","Pcod_spawn_wt",14,1,0,1979,3.33805e-06,0.00119432,0.0681602,0.615594,1.68072,2.74782,3.69116,4.54316,5.31898,6.97139
"47","Pcod_spawn_wt",14,1,0,1980,4.96356e-06,0.00127721,0.0711623,0.633151,1.70973,2.78111,3.72871,4.58599,5.3673,6.92246
"59","Pcod_spawn_wt",14,1,0,1981,6.10917e-06,0.00171516,0.0753631,0.652822,1.74239,2.81897,3.77189,4.63565,5.42369,6.92969
"71","Pcod_spawn_wt",14,1,0,1982,1.59449e-05,0.00219564,0.0986546,0.709475,1.82767,2.91726,3.88422,4.76499,5.57056,7.05628
"83","Pcod_spawn_wt",14,1,0,1983,1.99063e-06,0.00335784,0.0925917,0.702296,1.74499,2.82029,3.77627,4.64316,5.43437,6.70472
"95","Pcod_spawn_wt",14,1,0,1984,6.31852e-06,0.000918494,0.137134,0.74471,1.83479,2.85872,3.81633,4.68991,5.48801,6.92318
"107","Pcod_spawn_wt",14,1,0,1985,3.85927e-06,0.0019451,0.058848,0.869323,1.85116,2.9005,3.80766,4.67721,5.47481,7.1059
"119","Pcod_spawn_wt",14,1,0,1986,3.28179e-06,0.00134537,0.0923756,0.572763,1.97663,2.89907,3.82707,4.64882,5.44013,7.10392
"131","Pcod_spawn_wt",14,1,0,1987,4.06513e-06,0.00122869,0.0749053,0.721547,1.63815,3.02534,3.84331,4.68645,5.43682,6.48498
"143","Pcod_spawn_wt",14,1,0,1988,8.32989e-06,0.0015521,0.076165,0.684112,1.87485,2.7816,4.02382,4.77672,5.556,6.81701
"155","Pcod_spawn_wt",14,1,0,1989,3.57461e-06,0.00235223,0.0816231,0.656391,1.77652,2.93279,3.73518,4.86254,5.549,6.95618
"167","Pcod_spawn_wt",14,1,0,1990,1.91427e-06,0.00118084,0.097175,0.642941,1.68558,2.78004,3.79552,4.51525,5.52861,6.88377
"179","Pcod_spawn_wt",14,1,0,1991,2.07143e-06,0.000773657,0.0637617,0.703891,1.67518,2.70648,3.6682,4.57864,5.22783,6.6423
"191","Pcod_spawn_wt",14,1,0,1992,2.73843e-06,0.000849043,0.0503304,0.586038,1.7722,2.72356,3.63274,4.49759,5.32305,6.5349
"203","Pcod_spawn_wt",14,1,0,1993,4.66917e-06,0.00110996,0.0571581,0.545318,1.66996,2.86122,3.70508,4.53034,5.32317,6.80327
"215","Pcod_spawn_wt",14,1,0,1994,3.0509e-06,0.00152579,0.0646222,0.562125,1.58408,2.73291,3.78621,4.54902,5.29969,6.77496
"227","Pcod_spawn_wt",14,1,0,1995,2.8023e-06,0.00112535,0.0784584,0.59453,1.60236,2.65076,3.66634,4.61627,5.30941,6.55233
"239","Pcod_spawn_wt",14,1,0,1996,1.95684e-06,0.000995512,0.0611988,0.630117,1.60742,2.62424,3.54526,4.45214,5.30698,6.68428
"251","Pcod_spawn_wt",14,1,0,1997,2.9899e-06,0.000830016,0.0600866,0.580018,1.69216,2.67412,3.57255,4.40065,5.22501,6.64571
"263","Pcod_spawn_wt",14,1,0,1998,3.51908e-06,0.00112461,0.0539538,0.578213,1.63381,2.75692,3.62436,4.43398,5.188,6.54987
"275","Pcod_spawn_wt",14,1,0,1999,1.70971e-05,0.00149561,0.0761706,0.606503,1.73252,2.82082,3.83003,4.63018,5.38573,6.68322
"287","Pcod_spawn_wt",14,1,0,2000,2.79778e-06,0.00376099,0.0771017,0.642088,1.65686,2.77988,3.74014,4.65102,5.37718,6.60752
"299","Pcod_spawn_wt",14,1,0,2001,3.14779e-06,0.00106608,0.136525,0.650237,1.70874,2.72037,3.71281,4.57984,5.40781,6.74404
"311","Pcod_spawn_wt",14,1,0,2002,5.08311e-06,0.00123844,0.0668267,0.883641,1.7595,2.81313,3.71188,4.61468,5.41084,6.84843
"323","Pcod_spawn_wt",14,1,0,2003,2.39972e-06,0.00154539,0.0664613,0.590613,1.9583,2.78073,3.70724,4.51431,5.32965,6.79232
"335","Pcod_spawn_wt",14,1,0,2004,8.35722e-06,0.00107609,0.0879213,0.646596,1.71188,3.06878,3.80316,4.65198,5.39845,6.78842
"347","Pcod_spawn_wt",14,1,0,2005,3.44395e-06,0.00232518,0.0640434,0.69786,1.72223,2.77858,3.98163,4.64884,5.4219,6.57907
"359","Pcod_spawn_wt",14,1,0,2006,4.80525e-06,0.0013052,0.107417,0.614319,1.81166,2.81825,3.75616,4.85207,5.46371,6.73418
"371","Pcod_spawn_wt",14,1,0,2007,3.315e-06,0.00158052,0.0725516,0.768988,1.68343,2.86941,3.75958,4.60875,5.60622,6.71911
"383","Pcod_spawn_wt",14,1,0,2008,2.0851e-06,0.00113405,0.0767634,0.611121,1.82537,2.70583,3.74878,4.54787,5.31362,6.71393
"395","Pcod_spawn_wt",14,1,0,2009,2.3637e-06,0.000846341,0.0638793,0.638866,1.65366,2.85155,3.62624,4.56373,5.28761,6.34245
"407","Pcod_spawn_wt",14,1,0,2010,1.55964e-06,0.000836631,0.0484299,0.550519,1.62998,2.63201,3.67896,4.36768,5.2047,6.2021
"419","Pcod_spawn_wt",14,1,0,2011,7.21171e-06,0.000787957,0.0590386,0.550286,1.64997,2.76541,3.65879,4.61361,5.24961,6.42762
"431","Pcod_spawn_wt",14,1,0,2012,3.02693e-06,0.00207912,0.0520798,0.572552,1.59316,2.71778,3.70399,4.51055,5.3792,6.50662
"443","Pcod_spawn_wt",14,1,0,2013,1.84616e-06,0.001044,0.0894996,0.512242,1.57549,2.61192,3.59971,4.48073,5.20633,6.3944
"455","Pcod_spawn_wt",14,1,0,2014,2.2359e-06,0.000760875,0.0593878,0.679575,1.50947,2.61358,3.52615,4.40943,5.20496,6.17423
"467","Pcod_spawn_wt",14,1,0,2015,4.28852e-06,0.000942086,0.052156,0.583309,1.77396,2.60852,3.58924,4.41293,5.21986,6.18895
"479","Pcod_spawn_wt",14,1,0,2016,2.5285e-05,0.00175542,0.0694573,0.604285,1.75226,2.96258,3.71225,4.61649,5.38748,6.35122
"491","Pcod_spawn_wt",14,1,0,2017,1.6748e-05,0.00598695,0.0999956,0.682485,1.76492,2.92562,4.01448,4.70879,5.55198,6.62189
"503","Pcod_spawn_wt",14,1,0,2018,4.12991e-06,0.00388462,0.183946,0.750832,1.77929,2.84072,3.87022,4.86124,5.49531,6.56625
"515","Pcod_spawn_wt",14,1,0,2019,6.90366e-06,0.00152482,0.149294,1.02191,1.89177,2.88886,3.83413,4.77567,5.6869,6.73927
"527","Pcod_spawn_wt",14,1,0,2020,2.59261e-05,0.00247682,0.0945182,0.986753,2.26481,3.07516,3.97481,4.85389,5.73589,6.98208
"539","Pcod_spawn_wt",14,1,0,2021,2.40933e-06,0.00495219,0.103494,0.70486,2.07496,3.23356,3.95155,4.7645,5.55872,6.63275
"13","Pcod_generic_wt",15,1,0,1977,0.107874,0.429774,0.973202,1.68275,2.48984,3.33333,4.1665,4.95745,5.68687,7.47148
"25","Pcod_generic_wt",15,1,0,1978,0.107874,0.429774,0.973202,1.68275,2.48984,3.33333,4.1665,4.95745,5.68687,7.47148
"37","Pcod_generic_wt",15,1,0,1979,0.109637,0.432733,0.979035,1.69202,2.5028,3.35,4.18673,4.98101,5.71345,7.26879
"49","Pcod_generic_wt",15,1,0,1980,0.122722,0.440161,0.990526,1.71057,2.52904,3.38405,4.22834,5.02968,5.76856,7.23458
"61","Pcod_generic_wt",15,1,0,1981,0.132187,0.475666,1.01556,1.74696,2.58064,3.45111,4.31039,5.12575,5.87743,7.30854
"73","Pcod_generic_wt",15,1,0,1982,0.163248,0.484421,1.04665,1.74555,2.57615,3.44706,4.30704,5.12327,5.87587,7.25781
"85","Pcod_generic_wt",15,1,0,1983,0.0952681,0.541938,1.05219,1.77157,2.55862,3.42144,4.27707,5.0894,5.83856,7.0382
"97","Pcod_generic_wt",15,1,0,1984,0.130051,0.407038,1.14399,1.79548,2.61089,3.43487,4.29049,5.10614,5.85843,7.20619
"109","Pcod_generic_wt",15,1,0,1985,0.113139,0.477524,0.942104,1.88959,2.61684,3.46242,4.27279,5.08287,5.8332,7.36096
"121","Pcod_generic_wt",15,1,0,1986,0.108585,0.442415,1.04453,1.6491,2.71804,3.46908,4.30009,5.06722,5.81297,7.37435
"133","Pcod_generic_wt",15,1,0,1987,0.117004,0.438913,1.00674,1.7931,2.48616,3.60827,4.35086,5.14406,5.85634,6.84939
"145","Pcod_generic_wt",15,1,0,1988,0.139984,0.456065,0.999742,1.74461,2.63978,3.36793,4.47999,5.18548,5.91991,7.10403
"157","Pcod_generic_wt",15,1,0,1989,0.109215,0.492072,1.0036,1.70288,2.54009,3.46274,4.17436,5.21777,5.85968,7.16994
"169","Pcod_generic_wt",15,1,0,1990,0.0916741,0.424681,1.04525,1.69348,2.47567,3.33739,4.23351,4.89915,5.84639,7.10973
"181","Pcod_generic_wt",15,1,0,1991,0.0944555,0.389045,0.955609,1.75195,2.47824,3.28916,4.13392,4.97692,5.58595,6.91079
"193","Pcod_generic_wt",15,1,0,1992,0.103671,0.401391,0.915657,1.66549,2.57042,3.32873,4.13236,4.93698,5.71592,6.85838
"205","Pcod_generic_wt",15,1,0,1993,0.119096,0.42249,0.935238,1.61879,2.47982,3.42637,4.17596,4.94171,5.68659,7.07418
"217","Pcod_generic_wt",15,1,0,1994,0.10567,0.452292,0.960011,1.63267,2.41453,3.31571,4.24695,4.95566,5.66057,7.04301
"229","Pcod_generic_wt",15,1,0,1995,0.101971,0.419544,0.99457,1.64959,2.4115,3.22614,4.1115,4.98752,5.63513,6.79477
"241","Pcod_generic_wt",15,1,0,1996,0.0932204,0.412304,0.948944,1.69309,2.43262,3.22657,4.02951,4.86678,5.66927,6.96073
"253","Pcod_generic_wt",15,1,0,1997,0.105331,0.396665,0.94628,1.65117,2.49788,3.27122,4.05818,4.82344,5.59762,6.93122
"265","Pcod_generic_wt",15,1,0,1998,0.113729,0.434392,0.943833,1.68158,2.49963,3.399,4.17516,4.93564,5.65418,6.95113
"277","Pcod_generic_wt",15,1,0,1999,0.168017,0.449986,0.995036,1.67092,2.52273,3.38765,4.28465,5.02882,5.73826,6.95384
"289","Pcod_generic_wt",15,1,0,2000,0.103242,0.548523,0.999177,1.70387,2.46982,3.3572,4.20744,5.0541,5.7367,6.89089
"301","Pcod_generic_wt",15,1,0,2001,0.108053,0.422734,1.14775,1.72388,2.52636,3.33033,4.21074,5.02037,5.80287,7.0626
"313","Pcod_generic_wt",15,1,0,2002,0.120896,0.429884,0.9625,1.88931,2.53367,3.3695,4.16276,4.99788,5.74325,7.08535
"325","Pcod_generic_wt",15,1,0,2003,0.101007,0.461305,0.980519,1.68097,2.72828,3.39778,4.22564,4.98182,5.75522,7.13948
"337","Pcod_generic_wt",15,1,0,2004,0.139771,0.420347,1.03072,1.71025,2.51409,3.6091,4.27063,5.06148,5.76395,7.06825
"349","Pcod_generic_wt",15,1,0,2005,0.110594,0.499429,0.96563,1.7621,2.5337,3.37592,4.45435,5.08037,5.81057,6.90135
"361","Pcod_generic_wt",15,1,0,2006,0.120365,0.43861,1.0791,1.68303,2.58933,3.39519,4.22888,5.2509,5.82703,7.01964
"373","Pcod_generic_wt",15,1,0,2007,0.107172,0.452574,0.978946,1.79742,2.47458,3.41323,4.20158,4.98709,5.91998,6.95825
"385","Pcod_generic_wt",15,1,0,2008,0.0944959,0.422785,0.994889,1.67204,2.58767,3.286,4.20395,4.94443,5.66221,6.97242
"397","Pcod_generic_wt",15,1,0,2009,0.0961553,0.390874,0.943528,1.6771,2.4344,3.3739,4.05238,4.91149,5.58436,6.5649
"409","Pcod_generic_wt",15,1,0,2010,0.0890772,0.402754,0.913265,1.6421,2.47667,3.26782,4.19386,4.83701,5.62919,6.5746
"421","Pcod_generic_wt",15,1,0,2011,0.13416,0.39201,0.94239,1.62406,2.46611,3.34684,4.13554,5.02163,5.61967,6.72627
"433","Pcod_generic_wt",15,1,0,2012,0.104098,0.478775,0.907669,1.62911,2.4032,3.27949,4.14304,4.88631,5.69701,6.74851
"445","Pcod_generic_wt",15,1,0,2013,0.0908666,0.413866,1.02698,1.57903,2.39697,3.20085,4.05955,4.87104,5.54954,6.6607
"457","Pcod_generic_wt",15,1,0,2014,0.0974662,0.390463,0.946709,1.74176,2.36931,3.22923,4.02616,4.84324,5.59195,6.50556
"469","Pcod_generic_wt",15,1,0,2015,0.120574,0.419192,0.939382,1.69028,2.61121,3.28083,4.15171,4.92596,5.69622,6.6222
"481","Pcod_generic_wt",15,1,0,2016,0.191531,0.477985,0.997248,1.7043,2.58789,3.57512,4.2548,5.10716,5.84248,6.76064
"493","Pcod_generic_wt",15,1,0,2017,0.168437,0.607232,1.06399,1.74479,2.55944,3.49322,4.4748,5.12552,5.92054,6.92678
"505","Pcod_generic_wt",15,1,0,2018,0.116909,0.558704,1.23478,1.81143,2.58416,3.4386,4.3635,5.29506,5.89581,6.90761
"517","Pcod_generic_wt",15,1,0,2019,0.137432,0.466002,1.19199,2.05009,2.70382,3.52342,4.38282,5.27612,6.14793,7.15093
"529","Pcod_generic_wt",15,1,0,2020,0.18632,0.500038,1.04205,1.97048,2.9224,3.59829,4.40907,5.22839,6.05546,7.21873
"541","Pcod_generic_wt",15,1,0,2021,0.0982738,0.578086,1.06297,1.74911,2.77329,3.73421,4.38488,5.14152,5.8859,6.88992
