"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",0.824,0.175,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0.155,0.605,0.232,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.009,0.174,0.526,0.268,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0.019,0.188,0.463,0.285,0.043,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0.001,0.03,0.194,0.413,0.29,0.067,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0.004,0.042,0.196,0.372,0.286,0.089,0.011,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0.007,0.053,0.194,0.338,0.278,0.108,0.02,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0.001,0.011,0.062,0.191,0.31,0.268,0.123,0.03,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0.002,0.016,0.071,0.186,0.285,0.256,0.135,0.041,0.007,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0.004,0.021,0.077,0.18,0.265,0.245,0.142,0.052,0.012,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0,0,0,0,0,0.001,0.005,0.026,0.082,0.174,0.247,0.233,0.147,0.062,0.017,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0.001,0.008,0.031,0.086,0.169,0.231,0.222,0.15,0.071,0.024,0.005,0.001,0,0,0,0,0,0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0.002,0.01,0.036,0.089,0.163,0.217,0.212,0.151,0.079,0.03,0.008,0.002,0,0,0,0,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0.001,0.003,0.013,0.04,0.091,0.157,0.205,0.202,0.151,0.085,0.036,0.012,0.003,0.001,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0.001,0.005,0.016,0.044,0.092,0.152,0.194,0.193,0.149,0.09,0.042,0.015,0.004,0.001,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0,0.002,0.006,0.019,0.047,0.093,0.147,0.184,0.184,0.148,0.094,0.048,0.019,0.006,0.002,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0.001,0.002,0.008,0.022,0.05,0.093,0.142,0.175,0.177,0.145,0.097,0.053,0.024,0.009,0.003,0.001,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.01,0.025,0.053,0.093,0.137,0.167,0.169,0.142,0.099,0.058,0.028,0.011,0.004,0.001,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0.001,0.004,0.011,0.027,0.055,0.093,0.132,0.16,0.162,0.139,0.101,0.062,0.032,0.014,0.005,0.002,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.005,0.013,0.03,0.056,0.092,0.128,0.153,0.156,0.136,0.102,0.065,0.036,0.017,0.007,0.002,0.001,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.006,0.015,0.032,0.058,0.091,0.124,0.147,0.15,0.133,0.102,0.068,0.039,0.019,0.008,0.003,0.001
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.007,0.017,0.034,0.059,0.09,0.12,0.141,0.144,0.13,0.102,0.07,0.042,0.022,0.01,0.006
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.004,0.009,0.019,0.036,0.06,0.089,0.117,0.136,0.139,0.126,0.102,0.072,0.045,0.025,0.021
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.004,0.01,0.02,0.037,0.06,0.088,0.113,0.131,0.134,0.123,0.101,0.074,0.048,0.053
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.005,0.011,0.022,0.039,0.061,0.086,0.11,0.126,0.13,0.12,0.1,0.075,0.111
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.006,0.013,0.024,0.04,0.061,0.085,0.107,0.122,0.126,0.117,0.099,0.197
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.003,0.007,0.014,0.025,0.041,0.061,0.084,0.104,0.118,0.121,0.114,0.306
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.004,0.008,0.015,0.026,0.042,0.061,0.082,0.101,0.114,0.118,0.426
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.004,0.009,0.016,0.027,0.043,0.061,0.081,0.098,0.11,0.546
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.005,0.01,0.017,0.029,0.043,0.061,0.08,0.096,0.655
