ATM1_M,ATM1_F,ATM1_U,ATM2_M,ATM2_F,ATM3
0.00019872,0.0452201,0.04987006,0.0011418,0.07514423,0
4.94E-05,0.03279738,0.03792183,0.00034289,0.06187908,0
1.07E-05,0.02246337,0.027387,9.01E-05,0.04811955,0
2.04E-06,0.01452909,0.0187847,2.07E-05,0.03533688,0
3.40E-07,0.00887421,0.01223681,4.18E-06,0.02450545,0
5.00E-08,0.00511856,0.00757071,7.40E-07,0.01604811,0
1.00E-08,0.002788,0.00444846,1.10E-07,0.00992457,0
0,0.0027,0.005,0,0.0121,0
1.14E-05,4.81E-05,8.31E-05,1.05E-06,4.71E-06,0
4.27E-05,7.62E-05,0.00011547,4.90E-06,9.00E-06,0
0.00017276,0.0001803,0.0002541,2.38E-05,2.41E-05,0
0.00061219,0.00040359,0.00053205,0.00010119,6.11E-05,0
0.0019018,0.00085463,0.0010599,0.00037764,0.00014664,0
0.00517942,0.00171197,0.00200889,0.00123558,0.00033275,0
0.01236639,0.00324414,0.00362263,0.00354422,0.00071429,0
0.02588548,0.00581548,0.00621531,0.00891295,0.00145049,0
0.04750366,0.0098618,0.01014551,0.01965046,0.00278642,0
0.07642943,0.0158202,0.01575634,0.03798196,0.00506367,0.002
0.10781042,0.02400785,0.0232813,0.06436362,0.00870503,0.006
0.13333078,0.03446514,0.03272877,0.09562452,0.01415664,0.019
0.14456774,0.04680504,0.04377473,0.12455699,0.0217788,0.047
0.1374309,0.06013001,0.05570445,0.14224468,0.0316951,0.093
0.11454311,0.07307621,0.0674418,0.14242182,0.04363503,0.147
0.08369964,0.08401311,0.07768564,0.12502288,0.05682832,0.184
0.05362232,0.09137018,0.08513794,0.09622139,0.07001346,0.184
0.03011836,0.09400442,0.08877258,0.06492677,0.08159898,0.148
0.01483118,0.09149104,0.08806546,0.03840978,0.08996484,0.094
0.00640285,0.08423552,0.08312015,0.01992134,0.09383146,0.048
0.00242336,0.07336658,0.07464119,0.00905833,0.0925783,0.019
0.00080408,0.06044879,0.06377082,0.00361101,0.08640887,0.006
0.00023389,0.04711542,0.05183678,0.00126201,0.0762944,0.002
5.96E-05,0.03473958,0.04008917,0.00038667,0.06372541,0
1.33E-05,0.02423103,0.0294977,0.00010387,0.05035233,0
2.61E-06,0.01598839,0.02065002,2.45E-05,0.03763686,0
4.50E-07,0.00997983,0.01375382,5.05E-06,0.02661295,0
7.00E-08,0.00589286,0.00871558,9.10E-07,0.01780153,0
1.00E-08,0.00329165,0.00525461,1.50E-07,0.01126434,0
0,0.0033,0.0063,0,0.0145,0
1.16E-05,5.52E-05,9.49E-05,1.13E-06,5.55E-06,0
4.30E-05,8.44E-05,0.00012729,5.19E-06,1.02E-05,0
0.00017237,0.00019597,0.00027483,2.49E-05,2.69E-05,0
0.00060649,0.00043104,0.00056545,0.0001045,6.68E-05,0
0.00187352,0.00089829,0.00110862,0.00038587,0.00015725,0
0.00508132,0.0017737,0.00207127,0.001251,0.00035088,0
0.0120999,0.00331826,0.00368766,0.00356096,0.00074185,0
0.02529778,0.00588178,0.00625642,0.00889961,0.0014861,0
0.04643908,0.00987814,0.01011483,0.0195285,0.00282066,0
0.07484976,0.01571845,0.01558292,0.03762388,0.00507255,0.001
0.10592697,0.02369807,0.02287687,0.06364432,0.00864312,0.002
0.13162396,0.03385204,0.03200383,0.09452885,0.01395347,0.008
0.14360756,0.04581689,0.04266441,0.12327696,0.02134329,0.022
0.13757337,0.05875375,0.05419871,0.14115985,0.03093199,0.05
0.1157193,0.07138628,0.06561029,0.14192403,0.04247394,0.093
0.08546536,0.08217946,0.07568577,0.12528978,0.05525948,0.142
0.05542235,0.08963575,0.08319828,0.09711525,0.06811789,0.175
0.03155635,0.09263364,0.08715135,0.06609553,0.07955826,0.177
0.01577578,0.09070384,0.08699472,0.03949716,0.08803947,0.145
0.00692456,0.08414962,0.08275066,0.02072343,0.09230809,0.097
0.0026686,0.07396872,0.07500829,0.00954672,0.09170033,0.053
0.00090294,0.06160464,0.06478955,0.00386137,0.08631234,0.024
0.00026823,0.0486125,0.05332858,0.00137127,0.07697394,0.009
7.00E-05,0.03634559,0.04182875,0.00042756,0.06504037,0.003
1.60E-05,0.02574687,0.03126433,0.00011705,0.05207056,0.001
3.22E-06,0.01728088,0.02226802,2.81E-05,0.03949768,0
5.70E-07,0.01098945,0.01511374,5.94E-06,0.02838703,0
9.00E-08,0.00662147,0.00977506,1.10E-06,0.01933021,0
1.00E-08,0.00378008,0.00602455,1.80E-07,0.01247155,0
0,0.004,0.0076,0,0.0168,0
1.20E-05,6.32E-05,0.00010861,1.23E-06,6.57E-06,0
4.38E-05,9.37E-05,0.0001408,5.53E-06,1.17E-05,0
0.00017386,0.00021362,0.00029854,2.61E-05,3.01E-05,0
0.00060705,0.00046209,0.00060407,0.00010862,7.34E-05,0
0.00186345,0.00094843,0.00116644,0.00039679,0.00016994,0
0.00502905,0.00184699,0.00214941,0.00127439,0.00037311,0
0.0119328,0.00341282,0.00377971,0.00359866,0.00077729,0
0.02489384,0.00598342,0.00634272,0.00893453,0.00153646,0
0.04566051,0.00995345,0.01015715,0.01950277,0.00288171,0
0.07363654,0.01571034,0.01552193,0.03742964,0.00512827,0
0.10441275,0.02352807,0.02263588,0.06315897,0.00865925,0.001
0.1301739,0.033433,0.03150116,0.09370467,0.01387322,0.003
0.14269421,0.04507683,0.0418345,0.12223579,0.02108927,0.01
0.13753129,0.05766606,0.05301783,0.14019914,0.03041817,0.025
0.11654915,0.06999649,0.06411938,0.14138583,0.04162868,0.053
0.08684161,0.08061603,0.07400076,0.12536588,0.0540557,0.093
0.05689255,0.08809593,0.08150066,0.09773792,0.06660093,0.137
0.03277091,0.0913439,0.08565748,0.06699738,0.07785899,0.167
0.01659674,0.08986541,0.08591116,0.04037943,0.08636249,0.169
0.00739015,0.08388704,0.08222668,0.02139751,0.09089314,0.142
0.00289317,0.0742996,0.07510276,0.00996924,0.09076667,0.099
0.00099581,0.06244063,0.06546014,0.0040837,0.0860026,0.058
0.00030134,0.04978944,0.05444742,0.00147075,0.07731895,0.028
8.02E-05,0.03767004,0.04321731,0.00046571,0.06595511,0.011
1.88E-05,0.02704232,0.0327354,0.00012966,0.0533827,0.004
3.86E-06,0.01841961,0.02366227,3.17E-05,0.04099611,0.001
7.00E-07,0.01190434,0.01632198,6.83E-06,0.02987266,0
1.10E-07,0.00729992,0.01074402,1.29E-06,0.02065348,0
2.00E-08,0.00424736,0.00674899,2.10E-07,0.01354877,0
0,0.0047,0.0089,0,0.0191,0
1.24E-05,7.24E-05,0.00012425,1.33E-06,7.78E-06,0
4.49E-05,0.00010401,0.00015591,5.92E-06,1.34E-05,0
0.0001768,0.00023311,0.00032498,2.76E-05,3.39E-05,0
0.00061235,0.00049633,0.00064726,0.00011335,8.11E-05,0
0.00186699,0.00100402,0.00123183,0.00040967,0.00018452,0
0.00501099,0.00192958,0.00224011,0.00130348,0.00039886,0
0.01184003,0.00352319,0.00389251,0.00365113,0.00081916,0
0.02462831,0.00611172,0.00646301,0.00900331,0.00159838,0
0.0450998,0.01007268,0.01025371,0.01954476,0.0029631,0
0.07270718,0.01577175,0.0155442,0.03735189,0.00521879,0
0.10319205,0.02346221,0.02251628,0.06284255,0.00873268,0
0.12893896,0.03315983,0.03116493,0.09308092,0.01388284,0.001
0.14183804,0.04452563,0.04121709,0.12137723,0.02096825,0.004
0.13736392,0.05680183,0.05208724,0.13934208,0.0300884,0.011
0.11711803,0.06884451,0.06289679,0.14083144,0.04101944,0.027
0.08791132,0.07927405,0.07257189,0.1253108,0.05312944,0.055
0.0580943,0.08672565,0.080011,0.09816269,0.0653787,0.093
0.03379768,0.09014031,0.08428943,0.06769773,0.07643504,0.132
0.01731014,0.08901135,0.08484779,0.04110252,0.08489898,0.16
0.00780495,0.08350772,0.0816111,0.02196963,0.08959155,0.162
0.00309805,0.07443252,0.07500698,0.01033789,0.08982297,0.139
0.00108256,0.06303092,0.06587115,0.00428246,0.08555835,0.101
0.000333,0.05071066,0.05527531,0.00156174,0.07742705,0.062
9.02E-05,0.0387614,0.04432108,0.00050139,0.0665697,0.032
2.15E-05,0.02814843,0.03395724,0.00014171,0.05437703,0.014
4.51E-06,0.01942063,0.02485974,3.53E-05,0.04219977,0.005
8.30E-07,0.01272994,0.0173901,7.72E-06,0.03111426,0.002
1.40E-07,0.00792763,0.01162381,1.49E-06,0.0217953,0
2.00E-08,0.00469045,0.00742396,2.50E-07,0.01450505,0
0,0.0054,0.0102,0,0.0212,0
1.30E-05,8.26E-05,0.00014187,1.45E-06,9.20E-06,0
4.64E-05,0.00011532,0.00017257,6.35E-06,1.54E-05,0
0.00018086,0.0002543,0.00035394,2.92E-05,3.81E-05,0
0.00062125,0.0005334,0.00069446,0.00011855,8.97E-05,0
0.00188082,0.00106421,0.00130356,0.000424,0.00020081,0
0.00501867,0.00201964,0.00234084,0.00133663,0.00042766,0
0.01180323,0.00364579,0.00402134,0.00371393,0.00086636,0
0.02446755,0.00626011,0.00660888,0.00909567,0.00166946,0
0.04470562,0.01022455,0.01039061,0.01963415,0.00306007,0
0.071998,0.0158847,0.01562823,0.03735666,0.00533531,0
0.10220422,0.02347398,0.02248711,0.06264797,0.00884834,0
0.12788214,0.03299648,0.03095373,0.09260521,0.01395841,0
0.14104098,0.04411858,0.04076135,0.12065835,0.02094506,0.002
0.1371121,0.0561111,0.05135009,0.13857073,0.02989504,0.005
0.11749006,0.06788119,0.06188585,0.14027544,0.04058721,0.013
0.08874016,0.07811305,0.07135075,0.12516619,0.05241467,0.03
0.0590787,0.08550102,0.0786976,0.09844308,0.0643859,0.056
0.03466811,0.08902103,0.08303873,0.06824594,0.07523201,0.092
0.0179314,0.08816323,0.08382211,0.04170222,0.08361554,0.128
0.00817482,0.08305313,0.0809453,0.02246083,0.08839842,0.153
0.00328486,0.07442144,0.07477959,0.0106628,0.08889492,0.156
0.00116338,0.06343277,0.06608912,0.00446163,0.08503195,0.136
0.00036315,0.05142837,0.05587704,0.00164548,0.07736807,0.102
9.99E-05,0.03966114,0.0451954,0.0005349,0.06695972,0.065
2.42E-05,0.02909383,0.03497135,0.00015326,0.0551238,0.036
5.18E-06,0.02030064,0.02588733,3.87E-05,0.04316572,0.017
9.70E-07,0.01347384,0.01833233,8.62E-06,0.03215234,0.007
1.60E-07,0.0085064,0.01241949,1.69E-06,0.02278028,0.002
2.00E-08,0.00510826,0.00804905,2.90E-07,0.01535244,0.001
0,0.0061,0.0114,0,0.0232,0
1.37E-05,9.40E-05,0.00016151,1.59E-06,1.08E-05,0
4.81E-05,0.00012759,0.00019071,6.80E-06,1.76E-05,0
0.00018581,0.00027708,0.00038522,3.09E-05,4.28E-05,0
0.00063295,0.00057298,0.0007452,0.00012411,9.92E-05,0
0.00190248,0.0011283,0.0013806,0.00043939,0.00021867,0
0.00504579,0.00211571,0.0024496,0.00137263,0.00045914,0
0.01180872,0.00377779,0.00416249,0.00378386,0.00091801,0
0.02438631,0.00642347,0.00677392,0.00920419,0.00174786,0
0.044439,0.01040046,0.01055736,0.01975631,0.00316899,0
0.07145981,0.01603561,0.0157579,0.03741946,0.00547126,0
0.10140096,0.0235434,0.02252518,0.06254101,0.00899508,0
0.12697185,0.03291575,0.03083655,0.09223897,0.01408228,0
0.14030064,0.04382174,0.04042885,0.12004664,0.02099377,0.001
0.13680417,0.05555543,0.05076287,0.13787015,0.02980283,0.002
0.11771353,0.06706792,0.06104222,0.13972657,0.04028795,0.006
0.08937987,0.07710002,0.07029808,0.12496126,0.05186141,0.015
0.05988765,0.08440061,0.0775326,0.09861822,0.06357197,0.032
0.03540921,0.08798085,0.08189422,0.06867914,0.07420596,0.058
0.0184745,0.08733378,0.08284246,0.04220618,0.08248261,0.091
0.00850555,0.08255204,0.08025637,0.02288781,0.08730453,0.124
0.00345541,0.07430617,0.07446234,0.01095228,0.08799629,0.147
0.00123868,0.06369031,0.06616391,0.0046246,0.08445827,0.15
0.00039181,0.05198442,0.05630332,0.00172312,0.07719207,0.133
0.00010935,0.04040399,0.04588557,0.00056653,0.06718204,0.102
2.69E-05,0.02990381,0.03581357,0.00016437,0.0556782,0.068
5.85E-06,0.0210756,0.02676996,4.21E-05,0.04394094,0.039
1.12E-06,0.01414439,0.01916354,9.51E-06,0.03302214,0.019
1.90E-07,0.00903939,0.01313806,1.89E-06,0.02363154,0.008
3.00E-08,0.00550104,0.00862608,3.30E-07,0.01610381,0.003
0,0.0067,0.0127,0,0.025,0.001
1.44E-05,0.00010656,0.0001832,1.73E-06,1.27E-05,0
5.01E-05,0.00014078,0.00021026,7.29E-06,2.01E-05,0
0.00019146,0.00030133,0.00041863,3.28E-05,4.80E-05,0
0.0006468,0.00061479,0.00079904,0.00012995,0.00010952,0
0.00193011,0.00119566,0.00146208,0.00045554,0.00023798,0
0.00508763,0.00221656,0.00256474,0.00141061,0.00049296,0
0.01184617,0.00391691,0.004313,0.00385856,0.00097338,0
0.02436546,0.00659783,0.00695312,0.0093235,0.00183208,0
0.04427016,0.01059377,0.01074592,0.01990066,0.00328705,0
0.07105449,0.01621409,0.01592097,0.03752254,0.00562161,0
0.10074398,0.02365526,0.02261297,0.06249674,0.0091645,0
0.12618168,0.03289697,0.0307899,0.09195373,0.01424127,0
0.13961264,0.04360912,0.04019039,0.11951759,0.02109505,0
0.13645991,0.05510512,0.05029213,0.1372282,0.02978547,0.001
0.11782494,0.06637431,0.06033124,0.13918994,0.0400886,0.003
0.0898711,0.07620817,0.06938224,0.12471664,0.0514317,0.007
0.06055524,0.08340587,0.0764922,0.09871672,0.06289776,0.017
0.03604371,0.08701322,0.0808442,0.06902517,0.07332184,0.034
0.01895176,0.08653015,0.0819118,0.0426356,0.08147495,0.059
0.00880254,0.08202443,0.07956198,0.02326372,0.08629938,0.09
0.00361159,0.0741161,0.07408502,0.01121302,0.0871338,0.12
0.00130893,0.06383743,0.06613289,0.00477421,0.08386056,0.141
0.00041904,0.05241212,0.05659367,0.00179562,0.07693496,0.144
0.0001185,0.04101865,0.04642826,0.00059657,0.06727936,0.13
2.96E-05,0.03060021,0.03651415,0.00017509,0.05608328,0.102
6.53E-06,0.02176008,0.02752984,4.54E-05,0.0445635,0.07
1.27E-06,0.01474992,0.01989799,1.04E-05,0.03375352,0.042
2.20E-07,0.00953041,0.01378723,2.10E-06,0.02436979,0.022
3.00E-08,0.00586984,0.00915813,3.80E-07,0.01677169,0.01
0,0.0074,0.0139,0,0.0268,0.006
1.52E-05,0.00012023,0.00020693,1.88E-06,1.48E-05,0
5.22E-05,0.00015484,0.00023115,7.80E-06,2.28E-05,0
0.00019768,0.00032692,0.00045398,3.46E-05,5.37E-05,0
0.00066234,0.00065855,0.00085559,0.00013601,0.00012067,0
0.0019623,0.00126575,0.00154725,0.00047223,0.00025862,0
0.00514058,0.00232116,0.00268488,0.00144988,0.00052885,0
0.01190771,0.0040613,0.0044705,0.00393629,0.00103186,0
0.02439039,0.00677999,0.00714255,0.00944968,0.00192093,0
0.04417621,0.01079931,0.01095005,0.02005952,0.003412,0
0.07075243,0.01641217,0.01610807,0.03765302,0.00578245,0
0.10020298,0.02379795,0.02273714,0.06249698,0.00935015,0
0.12548987,0.03292431,0.03079592,0.0917285,0.0144254,0
0.13897192,0.04346078,0.0400236,0.1190527,0.02123437,0
0.13609321,0.05473714,0.04991206,0.13663514,0.02982314,0
0.11785194,0.06577648,0.05972576,0.13866843,0.03996415,0.001
0.09024579,0.07541593,0.0685779,0.12444685,0.05109659,0.004
0.061109,0.08250106,0.0755565,0.09875957,0.06233299,0.009
0.03659054,0.08611127,0.07987755,0.06930492,0.07255183,0.019
0.01937378,0.08575601,0.08103004,0.04300672,0.08057158,0.036
0.00907063,0.08148415,0.0788735,0.0235988,0.08537262,0.06
0.0037552,0.07387301,0.07366894,0.01145038,0.08631004,0.089
0.00137466,0.06390023,0.06602411,0.00491275,0.08325426,0.117
0.00044496,0.05273792,0.05677881,0.00186382,0.07662265,0.136
0.00012735,0.04152861,0.0468529,0.00062526,0.0672838,0.139
3.22E-05,0.03120151,0.03709826,0.00018548,0.05637254,0.126
7.21E-06,0.02236699,0.02818621,4.87E-05,0.04506397,0.102
1.43E-06,0.01529829,0.02054874,1.13E-05,0.03437129,0.072
2.50E-07,0.00998348,0.0143747,2.31E-06,0.025013,0.045
4.00E-08,0.00621618,0.00964888,4.20E-07,0.01736755,0.025
0,0.008,0.0151,0,0.0285,0.021
1.61E-05,0.00013505,0.0002327,2.03E-06,1.72E-05,0
5.44E-05,0.00016973,0.00025329,8.33E-06,2.58E-05,0
0.00020434,0.00035374,0.00049111,3.66E-05,5.99E-05,0
0.00067917,0.00070403,0.0009145,0.00014222,0.00013259,0
0.00199792,0.00133808,0.00163545,0.00048929,0.00028047,0
0.00520185,0.00242863,0.00280886,0.00148996,0.00056655,0
0.0119873,0.00420944,0.00463303,0.00401579,0.00109291,0
0.02444987,0.00696743,0.00733906,0.00957986,0.00201338,0
0.04413948,0.01101303,0.01116489,0.02022733,0.00354204,0
0.07053058,0.01662367,0.01631198,0.03780158,0.00595071,0
0.09975401,0.02396254,0.02288745,0.06252847,0.00954707,0
0.12487866,0.03298564,0.0308409,0.09154781,0.01462704,0
0.1383734,0.04336136,0.03991132,0.11863808,0.02140068,0
0.13571386,0.05443362,0.04960268,0.13608322,0.02990085,0
0.11781561,0.06525561,0.0592045,0.1381635,0.03989563,0.001
0.09052897,0.0747059,0.06786476,0.12416218,0.05083392,0.002
0.06157107,0.08167297,0.07470897,0.09876215,0.06185418,0.004
0.0370653,0.08526842,0.07898418,0.06953404,0.07187391,0.01
0.01974953,0.08501286,0.08019543,0.04333195,0.07975521,0.02
0.00931409,0.0809408,0.07819814,0.02390104,0.08451473,0.037
0.00388788,0.07359306,0.07322938,0.01166859,0.08552524,0.06
0.00143638,0.06389879,0.06585864,0.00504209,0.08264962,0.088
0.00046968,0.05298278,0.05688259,0.00192839,0.07627383,0.113
0.00013593,0.04195302,0.04718307,0.00065279,0.0672195,0.131
3.48E-05,0.03172326,0.03758663,0.00019559,0.05657196,0.134
7.89E-06,0.02290755,0.02875548,5.19E-05,0.04546679,0.123
1.58E-06,0.01579667,0.02112745,1.22E-05,0.03489589,0.101
2.80E-07,0.01040251,0.01490775,2.53E-06,0.02557646,0.074
4.00E-08,0.00654179,0.01010219,4.70E-07,0.0179016,0.048
0,0.0087,0.0162,0,0.03,0.053
1.70E-05,0.000151,0.00026049,2.20E-06,1.99E-05,0
5.68E-05,0.0001854,0.0002766,8.88E-06,2.91E-05,0
0.00021137,0.00038168,0.00052982,3.86E-05,6.65E-05,0
0.00069701,0.00075099,0.00097544,0.00014856,0.00014524,0
0.00203613,0.00141224,0.00172608,0.00050659,0.00030341,0
0.00526927,0.00253822,0.0029357,0.00153046,0.00060582,0
0.01208028,0.00436007,0.00479901,0.0040961,0.0011561,0
0.02453522,0.00715812,0.00754015,0.00971199,0.0021086,0
0.04414629,0.01123177,0.01138662,0.02040007,0.00367571,0
0.07037097,0.01684382,0.01652709,0.03796146,0.00612397,0
0.09937816,0.02414216,0.02305603,0.06258152,0.00975142,0
0.12433364,0.03307159,0.03091432,0.09140022,0.01484037,0
0.13781236,0.04329899,0.0398403,0.11826321,0.0215856,0
0.13532878,0.05418062,0.04934846,0.1355663,0.03000724,0
0.117732,0.06479686,0.05875073,0.13767573,0.0398686,0
0.09074032,0.0740641,0.06722659,0.12386985,0.05062673,0.001
0.06195921,0.08091059,0.073936,0.09873572,0.06144313,0.002
0.03748078,0.08447862,0.07815519,0.06972429,0.0712707,0.005
0.02008655,0.08430089,0.07940541,0.04362075,0.07901174,0.011
0.00953657,0.08040098,0.07754034,0.02417662,0.08371729,0.022
0.00401111,0.07328826,0.07277724,0.01187098,0.08477831,0.039
0.00149457,0.06384859,0.06565234,0.00516374,0.08205333,0.061
0.00049333,0.0531633,0.05692356,0.00198989,0.07590203,0.086
0.00014426,0.0423074,0.04743755,0.00067933,0.0671047,0.11
3.74E-05,0.0321784,0.03799628,0.00020546,0.0567017,0.126
8.57E-06,0.02339139,0.02925149,5.51E-05,0.04579137,0.13
1.74E-06,0.01625141,0.02164424,1.31E-05,0.035344,0.12
3.10E-07,0.01079119,0.01539301,2.75E-06,0.02607301,0.1
5.00E-08,0.00684843,0.01052184,5.10E-07,0.01838271,0.075
0,0.0093,0.0173,0,0.0315,0.111
1.80E-05,0.00016806,0.00029027,2.37E-06,2.28E-05,0
5.93E-05,0.00020179,0.00030101,9.45E-06,3.26E-05,0
0.00021868,0.00041063,0.00056997,4.06E-05,7.35E-05,0
0.0007156,0.00079922,0.0010381,0.00015498,0.00015857,0
0.00207624,0.00148785,0.00181864,0.00052403,0.00032736,0
0.00534117,0.00264931,0.00306456,0.0015711,0.00064644,0
0.01218301,0.00451216,0.00496712,0.00417655,0.001221,0
0.02463973,0.00735044,0.00774381,0.00984454,0.00220589,0
0.04418604,0.01145302,0.01161225,0.02057483,0.00381182,0
0.07025959,0.01706889,0.01674906,0.03812776,0.0063003,0
0.09906051,0.0243315,0.02323682,0.0626491,0.00996019,0
0.12384317,0.033175,0.03100809,0.09127728,0.01506092,0
0.13728454,0.04326447,0.03980031,0.11792016,0.02178276,0
0.13494285,0.05396728,0.04913732,0.13507947,0.03013364,0
0.11761338,0.0643885,0.05835129,0.13720515,0.03987204,0
0.09089527,0.07347927,0.06665042,0.1235749,0.05046198,0
0.06228764,0.08020477,0.0732264,0.09868858,0.06108571,0.001
0.03784741,0.08373641,0.07738287,0.06988451,0.07072844,0.003
0.02039111,0.08361945,0.07865706,0.04388039,0.0783297,0.006
0.00974119,0.07986916,0.07690264,0.02443037,0.08297299,0.013
0.00412615,0.07296755,0.07232033,0.0120602,0.08406748,0.024
0.00154966,0.06376159,0.06541717,0.00527889,0.08146969,0.04
0.00051603,0.05329265,0.05691616,0.00204877,0.07551702,0.061
0.00015236,0.04260437,0.04763137,0.00070503,0.06695315,0.085
3.99E-05,0.03257764,0.03834109,0.00021513,0.05677741,0.107
9.26E-06,0.02382668,0.02968584,5.82E-05,0.04605318,0.122
1.90E-06,0.01666809,0.02210788,1.40E-05,0.03572918,0.126
3.50E-07,0.01115287,0.01583643,2.97E-06,0.02651338,0.117
6.00E-08,0.00713782,0.01091137,5.60E-07,0.0188185,0.099
0,0.0099,0.0183,0,0.0329,0.197
1.89E-05,0.00018622,0.00032199,2.55E-06,2.60E-05,0
6.18E-05,0.00021886,0.00032642,1.00E-05,3.63E-05,0
0.00022622,0.00044048,0.00061138,4.27E-05,8.09E-05,0
0.00073476,0.00084852,0.00110221,0.00016147,0.00017253,0
0.00211771,0.00156458,0.00191266,0.00054152,0.00035221,0
0.00541623,0.00276135,0.00319473,0.00161168,0.00068823,0
0.01229269,0.00466486,0.00513628,0.00425663,0.00128727,0
0.0247582,0.00754307,0.00794843,0.00997646,0.00230464,0
0.04425048,0.01167484,0.01183944,0.02074956,0.00394939,0
0.07018547,0.01729605,0.01697455,0.03829701,0.00647816,0
0.09878925,0.02452651,0.02342514,0.06272611,0.01017106,0
0.12339784,0.0332903,0.03111597,0.09117274,0.01528526,0
0.13678619,0.04325069,0.03978345,0.11760289,0.02198728,0
0.13455951,0.05378508,0.04895984,0.13461879,0.03027348,0
0.11746916,0.06402122,0.05799577,0.13675143,0.03989755,0
0.09100596,0.07294232,0.06612581,0.12328086,0.05032964,0
0.06256777,0.07954791,0.07257096,0.0986268,0.0607709,0.001
0.03817368,0.08303698,0.07666057,0.07002133,0.07023626,0.001
0.0206684,0.08296747,0.07794742,0.04411642,0.07769977,0.003
0.0099306,0.07934832,0.07628636,0.02466603,0.08227554,0.007
0.00423414,0.07263755,0.07186421,0.01223833,0.08339068,0.014
0.00160203,0.06364704,0.06516215,0.00538849,0.08090135,0.025
0.00053788,0.05338124,0.05687161,0.0021054,0.07512588,0.041
0.00016025,0.04285412,0.04777647,0.00073001,0.06677524,0.061
4.24E-05,0.03292986,0.03863238,0.00022462,0.05681128,0.084
9.94E-06,0.02422035,0.03006818,6.13E-05,0.04626449,0.104
2.07E-06,0.01705157,0.02252583,1.49E-05,0.03606244,0.118
3.80E-07,0.01149056,0.0162432,3.20E-06,0.02690642,0.121
6.00E-08,0.00741158,0.01127403,6.10E-07,0.0192154,0.114
0,0.0105,0.0193,0,0.0342,0.306
2.00E-05,0.00020545,0.00035561,2.74E-06,2.95E-05,0
6.44E-05,0.00023656,0.00035276,1.06E-05,4.03E-05,0
0.00023394,0.00047114,0.0006539,4.48E-05,8.87E-05,0
0.00075433,0.00089873,0.0011675,0.00016799,0.00018708,0
0.00216011,0.00164212,0.00200775,0.00055901,0.00037786,0
0.00549342,0.00287387,0.00332559,0.00165204,0.00073101,0
0.01240713,0.00481747,0.00530559,0.00433598,0.00135461,0
0.02488658,0.007735,0.00815273,0.01010697,0.00240435,0
0.0443332,0.01189572,0.01206636,0.02092281,0.00408763,0
0.07014004,0.01752308,0.01720096,0.03846672,0.00665635,0
0.09855508,0.02472406,0.02361742,0.06280885,0.01038222,0
0.12299009,0.03341326,0.03123317,0.09108198,0.01551076,0
0.13631408,0.04325216,0.03978359,0.1173068,0.02219547,0
0.13418113,0.05362737,0.04880865,0.13418108,0.03042177,0
0.11730653,0.06368764,0.05767596,0.13631404,0.03993871,0
0.09108191,0.0724459,0.06564439,0.12299009,0.05022199,0
0.06280868,0.0789337,0.07196212,0.09855483,0.06049012,0
0.03846649,0.08237609,0.07598258,0.0701398,0.06978552,0.001
0.02092271,0.08234361,0.07727359,0.04433314,0.07711436,0.002
0.01010699,0.07884038,0.075692,0.02488652,0.08161958,0.004
0.00433601,0.0723032,0.07141276,0.01240701,0.08274576,0.008
0.00165203,0.06351208,0.0648941,0.00549332,0.08034984,0.015
0.00055898,0.05343738,0.05679869,0.00216008,0.07473367,0.026
0.00016797,0.04306494,0.04788243,0.00075435,0.06657885,0.042
4.48E-05,0.03324241,0.03887938,0.00023396,0.05681276,0.061
1.06E-05,0.02457824,0.03040656,6.44E-05,0.04643506,0.082
2.24E-06,0.017406,0.02290443,1.58E-05,0.03635271,0.101
4.20E-07,0.01180692,0.01661787,3.43E-06,0.02725948,0.114
7.00E-08,0.00767121,0.01161274,6.60E-07,0.01957886,0.118
0,0.011,0.0203,0,0.0355,0.426
2.10E-05,0.00022571,0.00039107,2.93E-06,3.33E-05,0
6.71E-05,0.00025484,0.00037993,1.12E-05,4.45E-05,0
0.00024179,0.00050251,0.00069739,4.70E-05,9.69E-05,0
0.00077419,0.00094968,0.00123374,0.00017454,0.00020218,0
0.0022031,0.00172023,0.00210354,0.00057645,0.00040423,0
0.00557192,0.0029865,0.00345664,0.00169206,0.00077462,0
0.01252462,0.00496943,0.00547433,0.00441435,0.00142275,0
0.02502175,0.0079254,0.0083557,0.01023556,0.00250459,0
0.04442922,0.01211447,0.01229157,0.02109357,0.00422589,0
0.07011661,0.01774831,0.01742631,0.03863516,0.00683391,0
0.09835062,0.0249218,0.02381093,0.06289467,0.01059229,0
0.12261379,0.03354063,0.03135602,0.09100159,0.01573545,0
0.1358654,0.04326461,0.03979601,0.11702835,0.02240457,0
0.13380934,0.05348895,0.04867801,0.13376377,0.03057475,0
0.117131,0.06338189,0.05738535,0.13589233,0.03999066,0
0.09113062,0.07198404,0.0651994,0.12270421,0.05013309,0
0.06301768,0.07835688,0.07139364,0.09847594,0.06023667,0
0.03873145,0.08175003,0.07534404,0.07024372,0.06936935,0
0.02115756,0.08174641,0.07663285,0.04453384,0.07656729,0.001
0.01027222,0.07834647,0.07511948,0.02509416,0.08100056,0.002
0.00443257,0.0719681,0.0709687,0.01256755,0.08213059,0.004
0.00169994,0.06336225,0.06461814,0.00559399,0.07981592,0.009
