"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16"
"1","Survey biomass","0","9.11372417771102","7.34743401407201","7.45573703654","7.197796364505","7.32195885303","7.44056479641","7.158483441767","4.35846267099001","20.611705946233","20.611798712863","0","17.48504444193","138.969622648351","141.809017567712"
"2","Total catch","0.0638756647759919","0.411977610004953","0.00149831359698283","0.00147567410095917","0.0014773576529592","9.88814649645064e-05","4.08889469554197e-05","0","0.0254924042479843","1.86713750167655e-05","0","31.204247887174","31.78812844182","-413.022615960669","-236.178709320073"
"3","Age/length composition data","13.4202200840009","0","49.850361234101","49.7680369228001","49.9678892422016","50.225679675601","50.1357289213993","50.3552630090016","0","32.8405357783013","32.8418534279008","390.004934680401","407.5243298318","-19308.3577041707","-12746.8181693781"
"5","Non-parametric selectivity","9.16297986533201","0","14.916431946215","14.907241976023","14.929396320937","15.03305825271","15.023293176357","15.046562827717","21.181026049209","25.40738300935","25.408291461647","7.292411463717","0","170.671969513908","129.156151856229"
"6","Selectivity random walk deviates","0","0.376600909198999","1.1373530096317","1.1231003097414","1.1577149060027","1.1992316254033","1.1831567636589","1.2221852055926","0.0717898354704971","0","0.000167501888100219","7.848703503693","8.7886551671014","-99.3069105033906","-51.7576855716708"
"8","Selectivity normalization","3.22097636457776e-11","7.8080310523262e-13","1.37646154684909e-11","0","1.26803014420595e-11","1.26465378007143e-11","5.01067778856852e-11","1.04412550688846e-10","0","9.01695767684061e-12","7.44440697288122e-13","6.15628131641824e-13","1.13625884061982e-11","3.87991186911439e-11","1.22970280431491e-09"
"9","Catchability random walk deviates","1.47345069552202","0","0.719562177697014","0.715715336399001","0.724937735293025","0.722516161856021","0.718827466720001","0.727913094884002","1.2229442391195","0","0.000360872442698223","11.7218225511029","10.7079691983026","-148.590391568652","-72.809121511392"
"11","Recruitment deviates","0","0.481387593859012","1.76183109732202","1.65020736636902","1.91881277226102","1.45626751028502","1.346818870134","1.61432856322901","9.1883760532033","11.4835196316493","11.4836298898963","0","1.78783070003929","175.377736475611","101.914258514208"
"12","Initial abundance deviates","0","44.9685450196266","39.6718566194177","39.6640499792993","39.6861842386425","39.3606245387346","39.3794316090643","39.3332392498851","0.849174296565998","23.4625077294987","23.4630519162858","0","24.2590596658005","67.8760659544013","76.5450539566074"
"13","Fishing mortality deviates","0","4.26368111965598","2.63911144126899","2.667411466093","2.599350621962","2.50302212495899","2.54015681515401","2.451676114272","11.209514485136","12.1192881352817","12.119369599857","0","2.6936614458304","147.150971827472","36.0362127542188"
"20","jnll","0","35.4953901178997","93.9249135397986","93.8324497569993","94.0630332418004","93.7019313063975","93.6474929973992","93.7891251955007","0","77.8181788671991","77.8217433480004","399.9653400519","456.927898858299","-19269.2312557829","-12622.102991131"
"21","k","602","602","602","602","602","602","602","602","446","446","446","410","410","602","410"
"131","DAIC","0","71","188","188","188","187","187","188","12783","12897","0","12910","DAIC","0","71"
