ParName   Value   Gradient
ln_q_srv(1)     0.983633  1.48317e-05
natmort_f       0.1569  -1.7599e-05
natmort_m      0.19189 -5.41951e-05
mean_log_rec      6.03164  3.94583e-05
rec_dev(1956)     -3.03337  3.87745e-06
rec_dev(1957)       -1.844  3.91838e-06
rec_dev(1958)     -1.96676  3.45878e-06
rec_dev(1959)     -2.07207  3.01179e-06
rec_dev(1960)     -2.12597  7.75361e-07
rec_dev(1961)     -2.17447 -8.22067e-07
rec_dev(1962)     -2.29665  5.31843e-06
rec_dev(1963)     -2.44132  1.03016e-05
rec_dev(1964)     -1.84556  3.26691e-05
rec_dev(1965)      -1.7394  1.02121e-05
rec_dev(1966)     -1.05572  1.94669e-05
rec_dev(1967)    -0.873078  1.97687e-05
rec_dev(1968)    -0.704744   2.0334e-05
rec_dev(1969)    -0.557977  1.73039e-05
rec_dev(1970)  9.95018e-05   4.3642e-05
rec_dev(1971)     0.296182  5.33601e-05
rec_dev(1972)    -0.409672  8.62698e-06
rec_dev(1973)    -0.709779  3.93999e-06
rec_dev(1974)    -0.661524  2.89939e-06
rec_dev(1975)     -0.35778  2.73438e-05
rec_dev(1976)     0.495019  4.31024e-05
rec_dev(1977)    -0.145726   1.1754e-05
rec_dev(1978)     0.214595  2.18699e-05
rec_dev(1979)     0.136156   3.8832e-06
rec_dev(1980)     0.397038 -1.46035e-05
rec_dev(1981)     0.962279  2.77473e-05
rec_dev(1982)     0.980248  8.07537e-06
rec_dev(1983)     0.899759 -1.05104e-05
rec_dev(1984)      1.54229  2.54604e-05
rec_dev(1985)        1.373  2.35678e-05
rec_dev(1986)      1.28803  1.13936e-05
rec_dev(1987)      1.78217  4.48681e-05
rec_dev(1988)      2.26217  7.98721e-05
rec_dev(1989)      1.26951  2.80933e-05
rec_dev(1990)      1.03145 -3.61543e-06
rec_dev(1991)      1.88895  9.75351e-06
rec_dev(1992)      1.17969  2.18021e-05
rec_dev(1993)     0.635221  1.84188e-06
rec_dev(1994)     0.819471 -2.67557e-06
rec_dev(1995)     0.380703 -2.08386e-06
rec_dev(1996)     0.465022  2.80725e-06
rec_dev(1997)     0.552035 -3.83517e-06
rec_dev(1998)      0.10862  1.83773e-05
rec_dev(1999)     0.633477 -1.45439e-05
rec_dev(2000)     0.385116   1.3241e-05
rec_dev(2001)      1.09571  2.87195e-05
rec_dev(2002)      1.53255   3.2348e-05
rec_dev(2003)      1.65462  2.67125e-05
rec_dev(2004)      1.43742  2.71621e-05
rec_dev(2005)      1.31094  3.37432e-05
rec_dev(2006)      1.50713  4.84466e-05
rec_dev(2007)     0.279677   3.1806e-05
rec_dev(2008)    -0.927999  4.33381e-07
rec_dev(2009)      -1.0698 -3.39296e-06
rec_dev(2010)     -1.35497  6.43929e-06
rec_dev(2011)     -1.07193 -7.58738e-07
rec_dev(2012)    -0.845963  -7.2781e-06
rec_dev(2013)    -0.853869  5.00295e-05
rec_dev(2014)      -1.1651  1.19614e-05
rec_dev(2015)     0.213122  -3.0147e-06
rec_dev(2016)     0.739475 -5.02114e-05
rec_dev(2017)     0.864201 -6.92823e-06
rec_dev(2018)     0.682795  3.87194e-05
rec_dev(2019)     0.622848  1.62785e-05
rec_dev(2020)     0.554106  1.12633e-05
rec_dev(2021)     0.108089  1.28083e-05
rec_dev(2022)    -0.245965 -5.58735e-06
rec_dev(2023)   -0.0298293  6.17003e-07
rec_dev(2024)  2.14331e-05 -7.77593e-07
log_avg_fmort(1)     -2.08349  1.62949e-05
fmort_dev(1,1975)      2.31251 -7.33674e-07
fmort_dev(1,1976)     0.549229  7.39909e-05
fmort_dev(1,1977)   -0.0557517  5.74709e-08
fmort_dev(1,1978)     0.284814  0.000118244
fmort_dev(1,1979)    -0.570175  1.34705e-05
fmort_dev(1,1980)    -0.801081  1.02757e-05
fmort_dev(1,1981)    -0.933417  4.44344e-06
fmort_dev(1,1982)    -0.662367 -2.65222e-06
