"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0
"4",5331,5331,5331,0,0,0,0,5331,0
"5",0,5331,0,0,0,0,0,5331,0
"6",5331,5331,5331,0,0,0,0,0,0
"7",5331,5331,5331,0,0,0,0,0,0
"8",5331,0,5331,0,0,0,0,0,0
"9",5331,0,5331,0,0,0,0,0,0
"10",5331,0,5331,0,0,0,0,0,0
