"","Survey_name","Survey_code","Species","Year","Month","Sample_size","Comp_1","Comp_2","Comp_3","Comp_4","Comp_5","Comp_6","Comp_7","Comp_8","Comp_9","Comp_10","Comp_11","Comp_12","Comp_13","Comp_14","Comp_15","Comp_16","Comp_17","Comp_18","Comp_19","Comp_20"
"20","Pcod_bt_survey",5,2,1987,7,100,"2.48E+06","3.06E+07","5.32E+07","4.23E+07","1.91E+07","2.68E+06","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Pcod_bt_survey",5,2,1990,7,100,"5.98E+06","1.26E+07","4.64E+07","4.91E+07","3.94E+07","2.57E+07","9.62E+06","4.99E+06","1.89E+06","374453","81782","20790.5","0","0","0","0","0","0","0","0"
"22","Pcod_bt_survey",5,2,1993,7,100,"1.35E+07","1.51E+07","4.16E+07","5.78E+07","4.84E+07","2.97E+07","8.59E+06","4.52E+06","790766","220152","28685.8","0","0","0","0","0","0","0","0","0"
"23","Pcod_bt_survey",5,2,1996,7,100,"7.66E+07","2.12E+07","3.89E+07","4.29E+07","5.15E+07","5.04E+07","2.81E+07","4.89E+06","1.65E+06","157912","39024","27884","0","0","0","0","0","0","0","0"
"24","Pcod_bt_survey",5,2,1999,7,100,"8.49E+06","6.44E+06","2.44E+07","3.78E+07","4.41E+07","2.50E+07","8.70E+06","3.65E+06","1.26E+06","292775","117555","0","0","0","0","0","0","0","0","0"
"25","Pcod_bt_survey",5,2,2001,7,100,"2.07E+07","1.73E+07","3.44E+07","3.08E+07","2.31E+07","1.80E+07","8.66E+06","3.21E+06","898642","358845","14658","146403","0","0","0","0","0","0","0","0"
"26","Pcod_bt_survey",5,2,2003,7,100,"5.33E+06","5.44E+06","2.87E+07","4.25E+07","4.35E+07","2.11E+07","7.74E+06","3.59E+06","522705","139581","143500","149697","0","0","0","0","0","0","0","0"
"27","Pcod_bt_survey",5,2,2005,7,100,"9.75E+06","1.04E+07","1.50E+07","2.19E+07","3.73E+07","2.72E+07","7.32E+06","3.14E+06","658592","311308","82492","179423","0","174932","0","0","0","0","0","0"
"28","Pcod_bt_survey",5,2,2007,7,100,"6.02E+07","2.37E+07","4.53E+07","2.12E+07","1.77E+07","7.65E+06","5.97E+06","3.32E+06","389724","12574","94575.8","0","0","0","0","0","0","0","0","0"
"29","Pcod_bt_survey",5,2,2009,7,100,"1.48E+08","4.23E+07","1.47E+08","1.30E+08","7.41E+07","2.14E+07","4.09E+06","2.51E+06","296702","136744","0","0","0","0","0","0","0","0","0","0"
"30","Pcod_bt_survey",5,2,2011,7,100,"8.54E+06","3.66E+07","1.41E+08","9.71E+07","5.15E+07","1.14E+07","1.49E+06","134745","0","0","0","21853","0","0","0","0","0","0","0","0"
"31","Pcod_bt_survey",5,2,2013,7,100,"7.48E+07","2.14E+07","6.93E+07","5.73E+07","6.07E+07","3.32E+07","1.12E+07","3.21E+06","282641","0","122280","0","0","0","0","0","0","0","0","0"
"32","Pcod_bt_survey",5,2,2015,7,100,"1.23E+07","3.49E+07","8.72E+07","4.44E+07","1.03E+07","3.08E+06","2.06E+06","206131","0","98782","0","0","0","0","0","0","0","0","0","0"
"33","Pcod_bt_survey",5,2,2017,7,100,"4.37E+06","545390","3.17E+06","2.23E+07","1.21E+07","958768","168416","0","13311","0","0","0","0","0","0","0","0","0","0","0"
"1154","Pcod_bt_survey",5,2,1987,7,0.14,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1155","Pcod_bt_survey",5,2,1987,7,0.14,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1156","Pcod_bt_survey",5,2,1987,7,0.28,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1157","Pcod_bt_survey",5,2,1987,7,0.7,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1158","Pcod_bt_survey",5,2,1987,7,0.98,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1159","Pcod_bt_survey",5,2,1987,7,0.84,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1160","Pcod_bt_survey",5,2,1987,7,0.56,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1161","Pcod_bt_survey",5,2,1987,7,0.14,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1162","Pcod_bt_survey",5,2,1987,7,0.14,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1163","Pcod_bt_survey",5,2,1987,7,0.56,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1164","Pcod_bt_survey",5,2,1987,7,0.14,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1165","Pcod_bt_survey",5,2,1987,7,0.14,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1166","Pcod_bt_survey",5,2,1987,7,0.42,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1167","Pcod_bt_survey",5,2,1987,7,0.56,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1168","Pcod_bt_survey",5,2,1987,7,0.28,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1169","Pcod_bt_survey",5,2,1987,7,0.56,"0","0.75","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1170","Pcod_bt_survey",5,2,1987,7,0.42,"0","0.333333","0.666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1171","Pcod_bt_survey",5,2,1987,7,0.28,"0","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1172","Pcod_bt_survey",5,2,1987,7,0.28,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1173","Pcod_bt_survey",5,2,1987,7,0.84,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1174","Pcod_bt_survey",5,2,1987,7,0.56,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1175","Pcod_bt_survey",5,2,1987,7,1.54,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1176","Pcod_bt_survey",5,2,1987,7,1.12,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1177","Pcod_bt_survey",5,2,1987,7,1.12,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1178","Pcod_bt_survey",5,2,1987,7,1.26,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1179","Pcod_bt_survey",5,2,1987,7,1.12,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1180","Pcod_bt_survey",5,2,1987,7,0.42,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1181","Pcod_bt_survey",5,2,1987,7,0.14,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1182","Pcod_bt_survey",5,2,1987,7,0.42,"0","0","0.666667","0.333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1183","Pcod_bt_survey",5,2,1987,7,0.7,"0","0","0.8","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1184","Pcod_bt_survey",5,2,1987,7,0.42,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1185","Pcod_bt_survey",5,2,1987,7,0.28,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1186","Pcod_bt_survey",5,2,1987,7,0.14,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1187","Pcod_bt_survey",5,2,1987,7,0.14,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1188","Pcod_bt_survey",5,2,1987,7,0.56,"0","0","0.25","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
