ParName   Value   Gradient
MGparm[1]     0.529734  -0.00622773
MGparm[2]      6.89029   0.00164985
MGparm[3]      116.063   0.00292509
MGparm[4]      0.13125    0.0256447
MGparm[5]      4.15441  0.000317759
MGparm[6]      10.2869     0.001023
MGparm[18]     0.807371  0.000421051
SR_parm[1]      13.4255   0.00626513
SR_parm[6]    -0.622653    0.0130088
recdev_early(1962)   -0.0298141 -0.000169461
recdev_early(1963)   -0.0498665  3.34718e-05
recdev_early(1964)   -0.0814019 -0.000133193
recdev_early(1965)    -0.127536  2.01353e-05
recdev_early(1966)    -0.188706 -0.000103485
recdev_early(1967)     -0.25879 -2.66122e-05
recdev_early(1968)    -0.320243 -2.92815e-05
recdev_early(1969)    -0.343452  7.69188e-05
recdev_early(1970)    -0.297468  0.000231375
recdev_early(1971)   -0.0914386  0.000393104
recdev_early(1972)     0.304377  0.000688358
recdev_early(1973)     0.520148  0.000591985
recdev_early(1974)  -0.00520695  0.000370489
recdev_early(1975)    -0.239185  0.000228235
recdev_early(1976)     0.195875  0.000301832
recdev_early(1977)     0.974919   0.00185561
recdev2(1978)    -0.368974  0.000267187
recdev2(1979)     0.173591  -0.00039574
recdev2(1980)     0.261763 -0.000624977
recdev2(1981)     0.281364   -0.0009796
recdev2(1982)     0.365533  -0.00080485
recdev2(1983)     0.519905 -0.000177079
recdev2(1984)     0.603108   2.8866e-05
recdev2(1985)     0.590493  0.000210253
recdev2(1986)     0.247457  0.000625609
recdev2(1987)     0.299634   0.00030426
recdev2(1988)     0.237278  5.38145e-05
recdev2(1989)     0.283666 -9.24529e-05
recdev2(1990)     0.605277  0.000140815
recdev2(1991)    0.0553425 -6.48046e-06
recdev2(1992)    -0.252585  2.82811e-05
recdev2(1993)   -0.0965398  0.000406841
recdev2(1994)    -0.278769  0.000176347
recdev2(1995)   0.00328376  0.000162898
recdev2(1996)    -0.168628 -0.000294537
recdev2(1997)    -0.465749 -3.65267e-05
recdev2(1998)    -0.223333  9.45258e-05
recdev2(1999)   0.00427004  0.000179651
recdev2(2000)    0.0695498   0.00012323
recdev2(2001)    -0.612283  6.83103e-05
recdev2(2002)    -0.556317  5.80664e-05
recdev2(2003)     -0.54025  8.00049e-05
recdev2(2004)    -0.393427 -4.25249e-05
recdev2(2005)     0.137461  0.000157644
recdev2(2006)     0.357734 -2.52679e-05
recdev2(2007)     0.143893 -5.28525e-05
recdev2(2008)     0.367641 -0.000109649
recdev2(2009)    -0.335645 -0.000230222
recdev2(2010)    0.0103489 -0.000278998
recdev2(2011)      0.39294 -0.000429219
recdev2(2012)     0.818888 -0.000789332
recdev2(2013)     0.398966 -1.04604e-06
recdev2(2014)    -0.709045 -1.77023e-05
Fcast_recruitments(2015)     -1.34687  0.000897495
Fcast_recruitments(2016)    -0.585969   8.7508e-05
Fcast_recruitments(2017)    -0.070796  1.97664e-05
Fcast_recruitments(2018)            0            0
Fcast_recruitments(2019)            0            0
Fcast_recruitments(2020)            0            0
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
init_F[1]   0.00445858  0.000756357
init_F[2]    0.0118465   0.00186079
Q_parm[1]     0.375637  0.000667615
Q_parm[2]     0.477881  0.000696092
Q_parm[5]     0.726413  0.000367852
selparm[1]      59.0099  0.000467857
selparm[2]     -5.82061  2.12168e-06
selparm[3]      5.08266 -0.000442526
selparm[4]    -0.784518  -9.1266e-06
selparm[7]      67.1197    0.0103523
selparm[8]      -5.0383  4.21892e-08
selparm[9]      5.17318   -0.0270677
selparm[13]      71.6803  0.000469373
selparm[14]     -12.2331  5.71265e-06
selparm[15]      4.95536 -0.000940106
selparm[16]      4.07005  9.10477e-05
selparm[18]      0.18505   0.00023232
selparm[19]      63.0844  6.22648e-05
selparm[20]     -11.7136 -6.06445e-05
selparm[21]      5.63775 -0.000106546
selparm[22]      3.91465  4.03551e-05
selparm[23]     -3.63867 -0.000293916
selparm[24]    -0.621804 -0.000175676
selparm[25]      66.3745  4.29691e-05
selparm[26]     -12.2314 -2.23995e-07
selparm[27]      4.67017  0.000351728
selparm[28]      4.79675  6.22698e-05
selparm[30]     -1.03797  7.27671e-05
selparm[31]      80.7411  0.000244455
selparm[32]      89.9875  9.15311e-05
selparm[33]      84.4248  0.000109489
selparm[34]      89.9982 -2.35501e-05
selparm[37]   -0.0519386  1.11595e-05
selparm[38]     -4.81311 -3.10931e-07
selparm[39]     -4.93087 -1.64742e-06
selparm[40]      -4.9924 -6.47973e-08
selparm[41]      5.99866  -0.00129533
selparm[42]      6.05231   0.00183145
selparm[43]       6.3531 -0.000526619
selparm[44]      6.05184  0.000551024
selparm[47]      5.11088  8.24121e-07
