
Initial statistics: 69 variables; iteration 0; function evaluation 0; phase 1
Function value 4.1505200e+03; maximum gradient component mag -3.5204e+04
133  0.04515  5.82924e-01 |134 -0.00680 -1.26653e-01 |135 -0.00184 -8.45062e-03
136  0.00112 -1.22020e+01 |137  0.03626  2.00813e+00 |138 -0.02183  2.74521e-01
139  0.00151 -1.71941e-01 |140 -0.00068  3.43981e-02 |141  0.00572 -1.22325e+01
142 -0.02687 -2.42311e-01 |143  0.00168 -1.30655e+00 |144 -0.01429 -2.47666e+00
145 -0.05591 -6.62251e-01 |146  0.02457 -1.74486e+00 |147  0.03749  6.74581e-01
148  0.00186 -1.85465e-01 |149 -0.01009  7.19077e+00 |150  0.04781 -1.03433e+00
151  0.00000  4.51591e-06 |152 -0.00000 -2.03421e-08 |153  0.00000  9.77258e-10
154  0.00000 -1.11048e-06 |155 -0.00000  1.33313e-06 |156  0.00000  7.28289e-07
157  0.00000  1.38106e-07 |158  0.00000  9.78146e-06 |159 -0.00000 -5.57297e-06
160  0.00000  2.00081e-07 |161 -0.00000 -1.96515e-07 |162  0.00000  7.89436e-08
163 -0.00000 -1.13411e-07 |164 -0.02167 -7.52705e+00 |165 -0.01756 -1.50157e+01
166  0.00360 -1.14416e+01 |167 -0.03120 -4.59365e+00 |168 -0.03878 -3.61264e+00
169 -0.03408 -1.93315e+01 |170  0.00627 -2.28724e+01 |171  0.09459 -2.71177e+01
172  0.08626 -3.73347e+01 |173  0.00015 -6.24170e-02 |174 -0.00560  5.28172e-01
175 -0.00020  1.02957e-01 |176 -0.00999  3.55715e+00 |177 -0.00665  1.35943e+01
178  0.01718  1.03550e+01 |179 -0.03031  6.44386e-02 |180 -0.02592  2.08375e+00
181 -0.04261  8.55689e+00 |182  0.00648  1.64464e+01 |183  0.06552  3.81598e+01
184  0.05851  4.57338e+01 |185 -0.00025  4.67298e-03 |186 -0.00614  9.29466e-01
187 -0.00008 -5.97901e-02 |
Maximum number of function evaluations exceeded

 - final statistics:
187 variables; iteration 99; function evaluation 100
Function value 2.0856e+03; maximum gradient component mag 9.1317e+01
Exit code = 3;  converg criter 1.0000e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.99595  1.02886e+00 |  2 -0.01142  6.61245e+00 |  3 -0.42138  1.66468e+01
  4 -0.23218  1.35326e+01 |  5 -0.03714 -2.14252e+01 |  6 -0.06352 -1.01876e-02
  7 -0.04309 -6.00678e-02 |  8 -0.04301 -1.70965e-01 |  9 -0.03269 -6.18227e-01
 10 -0.01356 -8.71686e-01 | 11  0.01045 -1.19681e+00 | 12  0.08170 -3.22257e+00
 13 -0.00847 -1.68340e+00 | 14 -0.05236 -5.32429e-01 | 15  0.00041 -1.17463e+00
 16  0.11782 -8.25498e+00 | 17 -0.01605 -3.90484e+00 | 18 -0.01888 -1.89615e+00
 19  0.05162  2.82236e+00 | 20  0.05744  4.81711e+00 | 21  0.09881  5.52639e+00
 22  0.04384  1.59625e+00 | 23  0.08123 -1.12265e+00 | 24  0.08263  1.42780e+00
 25  0.03577  3.09404e+00 | 26  0.04716  6.85095e+00 | 27  0.04454  5.26223e+00
 28  0.05211  1.94983e+00 | 29  0.06482 -3.46286e-01 | 30  0.02720  2.06715e-02
 31 -0.00805 -1.03558e+00 | 32 -0.02924 -1.69881e+00 | 33 -0.01095  2.73436e-01
 34  0.01969  2.76580e+00 | 35 -0.01689  3.85121e-01 | 36 -0.03122  7.49678e-01
 37 -0.03754  1.96109e+00 | 38  0.00932  6.38876e-01 | 39  0.00672  2.48574e+00
 40 -0.05502  1.70557e+00 | 41 -0.07204  1.87914e+00 | 42 -0.05445  2.08143e-01
 43 -0.05465 -3.74069e+00 | 44  0.02100 -2.57427e+00 | 45  0.06107  2.23365e+00
 46  0.02447  2.91026e+00 | 47  0.07328  8.68683e-01 | 48  0.00514 -1.16514e+00
 49  0.02632  3.64330e+00 | 50  0.08429 -8.89812e-01 | 51  0.13546 -1.42044e+00
 52  0.07724  1.15572e+00 | 53 -0.06151  7.03652e-01 | 54 -0.04191  1.35303e-01
 55 -0.05861 -1.59066e+00 | 56 -0.05830 -6.05183e+00 | 57 -0.10112  6.16899e-01
 58 -0.12360  2.06215e+00 | 59 -0.11493 -3.31105e-01 | 60 -0.09741 -3.85373e-01
 61 -0.09935 -1.07956e-01 | 62 -0.02232 -4.99138e-02 | 63  0.00000  0.00000e+00
 64  0.00852 -2.35994e+00 | 65  0.00520 -1.67567e+01 | 66  0.03146 -1.44643e+00
 67  0.01971  6.10847e-05 | 68  0.33805 -2.74719e+00 | 69 -0.01704 -2.70300e-05
 70  0.23403 -3.67791e+01 | 71 -0.00209 -3.75444e-05 | 72  0.33773  9.13169e+01
 73  0.33342  7.60030e+00 | 74 -0.30723 -8.50001e-04 | 75  0.33164 -1.93279e+01
 76 -0.12551  8.33292e-01 | 77  0.00412  5.26312e+00 | 78  0.17692  1.24860e-01
 79 -0.29760 -1.75122e-03 | 80  0.36946 -5.43077e-01 | 81  0.05467 -4.24661e-01
 82  0.23253  1.52040e+01 | 83 -0.33467  3.96393e-04 | 84  0.30875 -2.85830e+01
 85 -0.07747  1.35219e+00 | 86 -0.02567  5.41702e+00 | 87  0.44294 -9.79442e-01
 88  0.43427  2.94752e-01 | 89  0.37932 -1.57909e+00 | 90  0.23632 -3.00988e-04
 91  0.00289  1.72618e-06 | 92  0.00866  3.00048e-04 | 93  0.00503 -6.09764e-05
 94  0.40346  9.41066e-01 | 95  0.41363 -1.38720e+00 | 96  0.40657  5.96442e+00
 97  0.41965 -2.35753e+00 | 98  0.01359 -3.14937e-05 | 99  0.02041 -2.06931e-05
100  0.09315  1.78251e-03 |101  0.03430 -1.21562e-04 |102  0.38287 -1.70663e+00
103  0.28392  6.21024e-01 |104  0.35672  1.00942e+01 |105  0.40653 -7.26299e-01
106  0.20920 -5.47886e-04 |107 -0.00451 -4.91499e-07 |108 -0.00493  1.29594e-05
109  0.01333 -3.78444e-05 |110  0.36551  8.89276e+00 |111  0.34929 -1.60648e+00
112  0.35812 -3.42294e+01 |113  0.37296  3.15587e+00 |114  0.40921  1.51725e+00
115  0.82711  1.12125e-02 |116  0.36004 -5.11287e+00 |117  0.22658 -9.17585e-01
118  0.11657 -1.20345e+00 |119  0.03242  6.39317e-04 |120  0.05179  1.78533e-04
121  0.41499  2.51344e+00 |122  0.36506  1.66809e+00 |123  0.09149  6.29715e-01
124  0.13722 -1.10754e+00 |125 -0.03099 -6.75372e-02 |126 -0.01543  9.30938e-01
127  0.00062 -5.17308e-02 |128  0.03410  6.95250e+00 |129 -0.02537 -9.23505e-01
130 -0.01791  1.16525e+00 |131  0.00463  1.26213e+00 |132 -0.02606 -3.92399e+00
133  0.04690 -1.12417e+00 |134 -0.00795  4.25498e-02 |135 -0.00063  5.29610e-01
136  0.00253 -8.86462e+00 |137  0.03687  6.91034e-01 |138 -0.02135 -3.46164e-01
139  0.00283 -2.68853e-01 |140 -0.00058  5.03347e-02 |141  0.00820 -7.34199e+00
142 -0.02592  2.91488e-01 |143  0.00336 -3.52811e-01 |144 -0.01283 -9.35714e-01
145 -0.05400  1.82567e+00 |146  0.02617  7.01701e-01 |147  0.03692 -5.83309e-02
148  0.00250 -3.72203e-01 |149 -0.00950  4.48860e+00 |150  0.04905  2.78346e-01
151 -0.00000  2.90109e-06 |152 -0.00000  4.77583e-07 |153  0.00000 -4.00664e-09
154  0.00000 -1.25762e-06 |155 -0.00000  6.21301e-07 |156  0.00000  4.63313e-07
157  0.00000  2.24571e-07 |158  0.00000  4.97492e-06 |159 -0.00000 -2.74988e-06
160  0.00000  6.01466e-08 |161 -0.00000 -6.16381e-07 |162  0.00000  1.80519e-08
163 -0.00000 -2.06109e-07 |164 -0.02050 -4.77215e+00 |165 -0.01749 -1.18638e+01
166  0.00359 -9.38087e+00 |167 -0.03037 -2.71346e+00 |168 -0.03855 -2.47608e+00
169 -0.03405 -1.57472e+01 |170  0.00635 -1.77849e+01 |171  0.09499 -2.13475e+01
172  0.08699 -2.90184e+01 |173  0.00034 -8.94113e-03 |174 -0.00481  5.01343e-01
175 -0.00023  7.90073e-02 |176 -0.01036  2.78172e+00 |177 -0.00838  1.07186e+01
178  0.01535  8.06288e+00 |179 -0.03057  7.17900e-01 |180 -0.02740  1.48729e+00
181 -0.04460  5.76077e+00 |182  0.00465  1.23639e+01 |183  0.06400  3.06864e+01
184  0.05716  3.61447e+01 |185 -0.00031 -1.07481e-02 |186 -0.00633  1.15803e+00
187 -0.00003 -3.77796e-02 |

Initial statistics: 193 variables; iteration 0; function evaluation 0; phase 5
Function value 2.0856130e+03; maximum gradient component mag 9.1317e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.28278  7.47294e+01 |  2 -0.99595  1.02886e+00 |  3 -0.01142  6.61245e+00
  4 -0.42138  1.66468e+01 |  5 -0.23218  1.35326e+01 |  6 -0.03714 -2.14252e+01
  7 -0.06352 -1.01876e-02 |  8 -0.04309 -6.00678e-02 |  9 -0.04301 -1.70965e-01
 10 -0.03269 -6.18227e-01 | 11 -0.01356 -8.71686e-01 | 12  0.01045 -1.19681e+00
 13  0.08170 -3.22257e+00 | 14 -0.00847 -1.68340e+00 | 15 -0.05236 -5.32429e-01
 16  0.00041 -1.17463e+00 | 17  0.11782 -8.25498e+00 | 18 -0.01605 -3.90484e+00
 19 -0.01888 -1.89615e+00 | 20  0.05162  2.82236e+00 | 21  0.05744  4.81711e+00
 22  0.09881  5.52639e+00 | 23  0.04384  1.59625e+00 | 24  0.08123 -1.12265e+00
 25  0.08263  1.42780e+00 | 26  0.03577  3.09404e+00 | 27  0.04716  6.85095e+00
 28  0.04454  5.26223e+00 | 29  0.05211  1.94983e+00 | 30  0.06482 -3.46286e-01
 31  0.02720  2.06715e-02 | 32 -0.00805 -1.03558e+00 | 33 -0.02924 -1.69881e+00
 34 -0.01095  2.73436e-01 | 35  0.01969  2.76580e+00 | 36 -0.01689  3.85121e-01
 37 -0.03122  7.49678e-01 | 38 -0.03754  1.96109e+00 | 39  0.00932  6.38876e-01
 40  0.00672  2.48574e+00 | 41 -0.05502  1.70557e+00 | 42 -0.07204  1.87914e+00
 43 -0.05445  2.08143e-01 | 44 -0.05465 -3.74069e+00 | 45  0.02100 -2.57427e+00
 46  0.06107  2.23365e+00 | 47  0.02447  2.91026e+00 | 48  0.07328  8.68683e-01
 49  0.00514 -1.16514e+00 | 50  0.02632  3.64330e+00 | 51  0.08429 -8.89812e-01
 52  0.13546 -1.42044e+00 | 53  0.07724  1.15572e+00 | 54 -0.06151  7.03652e-01
 55 -0.04191  1.35303e-01 | 56 -0.05861 -1.59066e+00 | 57 -0.05830 -6.05183e+00
 58 -0.10112  6.16899e-01 | 59 -0.12360  2.06215e+00 | 60 -0.11493 -3.31105e-01
 61 -0.09741 -3.85373e-01 | 62 -0.09935 -1.07956e-01 | 63 -0.02232 -4.99138e-02
 64  0.00000  0.00000e+00 | 65  0.00852 -2.35994e+00 | 66  0.00520 -1.67567e+01
 67  0.07164 -5.94576e+01 | 68  0.03146 -1.44643e+00 | 69  0.01971  6.10847e-05
 70  0.33805 -2.74719e+00 | 71 -0.01704 -2.70300e-05 | 72  0.23403 -3.67791e+01
 73 -0.00209 -3.75444e-05 | 74  0.33773  9.13169e+01 | 75  0.33342  7.60030e+00
 76 -0.30723 -8.50001e-04 | 77  0.33164 -1.93279e+01 | 78 -0.12551  8.33292e-01
 79  0.00412  5.26312e+00 | 80  0.17692  1.24860e-01 | 81 -0.29760 -1.75122e-03
 82  0.36946 -5.43077e-01 | 83 -0.12890 -2.77783e+00 | 84  0.05467 -4.24661e-01
 85 -0.04240  9.67114e+00 | 86  0.23253  1.52040e+01 | 87 -0.33467  3.96393e-04
 88  0.30875 -2.85830e+01 | 89 -0.07747  1.35219e+00 | 90 -0.02567  5.41702e+00
 91  0.44294 -9.79442e-01 | 92  0.43427  2.94752e-01 | 93  0.37932 -1.57909e+00
 94  0.23632 -3.00988e-04 | 95  0.00289  1.72618e-06 | 96  0.00866  3.00048e-04
 97  0.00503 -6.09764e-05 | 98  0.40346  9.41066e-01 | 99  0.41363 -1.38720e+00
100  0.40657  5.96442e+00 |101  0.41965 -2.35753e+00 |102  0.01359 -3.14937e-05
103  0.02041 -2.06931e-05 |104  0.09315  1.78251e-03 |105  0.03430 -1.21562e-04
106  0.38287 -1.70663e+00 |107  0.28392  6.21024e-01 |108  0.35672  1.00942e+01
109  0.40653 -7.26299e-01 |110  0.20920 -5.47886e-04 |111 -0.00451 -4.91499e-07
112 -0.00493  1.29594e-05 |113  0.01333 -3.78444e-05 |114  0.36551  8.89276e+00
115  0.34929 -1.60648e+00 |116  0.35812 -3.42294e+01 |117  0.37296  3.15587e+00
118  0.40921  1.51725e+00 |119  0.82711  1.12125e-02 |120  0.36004 -5.11287e+00
121  0.22658 -9.17585e-01 |122  0.11657 -1.20345e+00 |123  0.03242  6.39317e-04
124  0.05179  1.78533e-04 |125  0.41499  2.51344e+00 |126  0.36506  1.66809e+00
127 -0.10069  8.34595e-04 |128 -0.10294  1.50805e-04 |129  0.09149  6.29715e-01
130  0.13722 -1.10754e+00 |131 -0.03099 -6.75372e-02 |132 -0.01543  9.30938e-01
133  0.00062 -5.17308e-02 |134  0.03410  6.95250e+00 |135 -0.02537 -9.23505e-01
136 -0.01791  1.16525e+00 |137  0.00463  1.26213e+00 |138 -0.02606 -3.92399e+00
139  0.04690 -1.12417e+00 |140 -0.00795  4.25498e-02 |141 -0.00063  5.29610e-01
142  0.00253 -8.86462e+00 |143  0.03687  6.91034e-01 |144 -0.02135 -3.46164e-01
145  0.00283 -2.68853e-01 |146 -0.00058  5.03347e-02 |147  0.00820 -7.34199e+00
148 -0.02592  2.91488e-01 |149  0.00336 -3.52811e-01 |150 -0.01283 -9.35714e-01
151 -0.05400  1.82567e+00 |152  0.02617  7.01701e-01 |153  0.03692 -5.83309e-02
154  0.00250 -3.72203e-01 |155 -0.00950  4.48860e+00 |156  0.04905  2.78346e-01
157 -0.00000  2.90109e-06 |158 -0.00000  4.77583e-07 |159  0.00000 -4.00664e-09
160  0.00000 -1.25762e-06 |161 -0.00000  6.21301e-07 |162  0.00000  4.63313e-07
163  0.00000  2.24571e-07 |164  0.00000  4.97492e-06 |165 -0.00000 -2.74988e-06
166  0.00000  6.01466e-08 |167 -0.00000 -6.16381e-07 |168  0.00000  1.80519e-08
169 -0.00000 -2.06109e-07 |170 -0.02050 -4.77215e+00 |171 -0.01749 -1.18638e+01
172  0.00359 -9.38087e+00 |173 -0.03037 -2.71346e+00 |174 -0.03855 -2.47608e+00
175 -0.03405 -1.57472e+01 |176  0.00635 -1.77849e+01 |177  0.09499 -2.13475e+01
178  0.08699 -2.90184e+01 |179  0.00034 -8.94113e-03 |180 -0.00481  5.01343e-01
181 -0.00023  7.90073e-02 |182 -0.01036  2.78172e+00 |183 -0.00838  1.07186e+01
184  0.01535  8.06288e+00 |185 -0.03057  7.17900e-01 |186 -0.02740  1.48729e+00
187 -0.04460  5.76077e+00 |188  0.00465  1.23639e+01 |189  0.06400  3.06864e+01
190  0.05716  3.61447e+01 |191 -0.00031 -1.07481e-02 |192 -0.00633  1.15803e+00
193 -0.00003 -3.77796e-02 |

Intermediate statistics: 193 variables; iteration 20; function evaluation 24; phase 5
Function value 2.0847296e+03; maximum gradient component mag 1.8932e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.28734  1.25695e+02 |  2 -0.99667  7.41348e-01 |  3 -0.01140  1.89318e+02
  4 -0.42133 -9.33561e+01 |  5 -0.23567 -5.51138e+01 |  6 -0.03802 -1.51502e+01
  7 -0.06445  5.43931e-01 |  8 -0.04359  2.75627e-01 |  9 -0.04360  2.39347e-01
 10 -0.03320 -3.62894e-02 | 11 -0.01422 -2.50113e-01 | 12  0.00964 -6.80103e-01
 13  0.08144 -2.80882e+00 | 14 -0.00803 -1.53214e+00 | 15 -0.05207 -8.72120e-02
 16  0.00099 -4.03057e-01 | 17  0.11586 -5.53901e+00 | 18 -0.01679 -2.64934e+00
 19 -0.01928 -1.30570e+00 | 20  0.05107 -5.36937e-01 | 21  0.05614 -2.79142e+00
 22  0.09578 -6.42764e+00 | 23  0.04152 -5.70093e+00 | 24  0.08103 -1.03925e+01
 25  0.08263 -5.67673e+00 | 26  0.03577 -1.85610e-01 | 27  0.04684 -1.84779e-01
 28  0.04425 -2.20268e+00 | 29  0.05199 -4.60346e+00 | 30  0.06458 -7.88974e+00
 31  0.02651 -5.37779e+00 | 32 -0.00851 -5.21689e+00 | 33 -0.03005 -7.06400e+00
 34 -0.01163 -7.59383e+00 | 35  0.01978 -6.21420e+00 | 36 -0.01720 -4.75545e+00
 37 -0.03175 -2.64497e+00 | 38 -0.03777  1.79383e+00 | 39  0.00910  4.19654e+00
 40  0.00658  4.73903e+00 | 41 -0.05550 -8.81234e-02 | 42 -0.07197 -2.99698e-01
 43 -0.05467 -1.65402e+00 | 44 -0.05399 -4.92581e-01 | 45  0.02129 -1.80539e+00
 46  0.06138  9.96309e-02 | 47  0.02477  2.50446e-01 | 48  0.07365 -2.11691e+00
 49  0.00588 -3.88218e-01 | 50  0.02670  3.29652e+00 | 51  0.08518  1.35125e+00
 52  0.13683  2.64475e-01 | 53  0.07925  4.76437e+00 | 54 -0.06044  2.60153e+00
 55 -0.04076  4.36045e+00 | 56 -0.05755  3.22775e+00 | 57 -0.05726  3.34967e+00
 58 -0.10025  5.46527e+00 | 59 -0.12254  4.07535e+00 | 60 -0.11371  2.27769e+00
 61 -0.09636  1.98146e-01 | 62 -0.09899  5.20759e-01 | 63 -0.02228 -2.49176e-02
 64  0.00000  0.00000e+00 | 65  0.00897  8.72633e+01 | 66  0.00382 -2.32070e+01
 67  0.09338 -8.46302e+00 | 68  0.03124  3.08228e+00 | 69  0.01971  2.60358e-05
 70  0.33828 -4.31948e+00 | 71 -0.01704 -4.38586e-05 | 72  0.23551 -2.56493e+01
 73 -0.00209 -3.50721e-05 | 74  0.33810  6.87461e+01 | 75  0.33294 -4.42397e+01
 76 -0.30723 -1.35822e-03 | 77  0.33185  1.01034e+02 | 78 -0.12497 -2.93407e+00
 79  0.00141 -8.31749e+00 | 80  0.17734 -2.53769e+00 | 81 -0.29760 -1.92098e-03
 82  0.36987  1.40618e+00 | 83 -0.12621 -3.93903e+00 | 84  0.05602  8.61482e-02
 85 -0.04968  3.97264e+00 | 86  0.23047  5.29376e+01 | 87 -0.33467 -4.21993e-04
 88  0.30803 -9.81324e+01 | 89 -0.07323 -2.29974e+00 | 90 -0.02524  1.26048e+01
 91  0.43879 -1.41860e+01 | 92  0.43358  2.16135e+00 | 93  0.37724  5.63294e+00
 94  0.23632 -2.00453e-04 | 95  0.00289  3.25303e-06 | 96  0.00866  3.13506e-04
 97  0.00503 -5.59020e-05 | 98  0.40318  5.12590e+01 | 99  0.41382 -5.69775e+00
100  0.40637 -2.29039e+01 |101  0.42005  4.47199e+00 |102  0.01359 -2.68705e-05
103  0.02041 -9.82564e-06 |104  0.09315  1.87263e-03 |105  0.03430 -8.61970e-05
106  0.37851 -4.99323e+01 |107  0.28305  2.01215e+00 |108  0.35421  2.24417e+00
109  0.40540 -1.05566e+01 |110  0.20920 -4.97896e-04 |111 -0.00451  8.12459e-07
112 -0.00493  1.56922e-05 |113  0.01333 -3.71666e-05 |114  0.36525  1.56751e+02
115  0.34926 -3.25134e+00 |116  0.35774 -1.52265e+01 |117  0.37321  4.47170e+01
118  0.40815 -4.36885e+00 |119  0.82710  1.12113e-02 |120  0.36016  1.89229e+01
121  0.22640 -4.45135e+00 |122  0.11630 -8.74466e+00 |123  0.03242  6.52723e-04
124  0.05179  2.38808e-04 |125  0.41606  1.23822e+01 |126  0.36512  1.77894e+01
127 -0.10069  8.68518e-04 |128 -0.10294  2.22065e-04 |129  0.09278  4.00114e+00
130  0.13943  1.38535e+01 |131 -0.03093 -4.85449e-01 |132 -0.01592  2.68449e-02
133  0.00066 -4.30423e-02 |134  0.03411  2.36713e+00 |135 -0.02491  2.61217e-01
136 -0.01807  1.05370e+00 |137  0.00463  1.76767e+00 |138 -0.02611  1.23513e+01
139  0.04631 -5.61893e+00 |140 -0.00808 -3.21603e-01 |141 -0.00080 -5.95096e-01
142  0.00319 -3.31297e+00 |143  0.03654  5.33112e-01 |144 -0.02113  1.66710e-02
145  0.00272  4.16215e-01 |146 -0.00062  4.13417e-02 |147  0.00891 -2.54836e+00
148 -0.02603 -2.28760e-01 |149  0.00295 -6.83101e-01 |150 -0.01301 -1.66689e+00
151 -0.05446 -5.90896e+00 |152  0.02610  4.32223e+00 |153  0.03693  6.28276e-01
154  0.00260  3.93858e-01 |155 -0.00952  1.29886e+00 |156  0.04867 -1.30365e-01
157 -0.00000  2.41183e-06 |158 -0.00000  3.21840e-07 |159  0.00000 -3.62202e-09
160  0.00000 -9.64911e-07 |161 -0.00000  3.70370e-07 |162  0.00000  3.75787e-07
163  0.00000  1.20165e-07 |164  0.00000  3.69598e-06 |165 -0.00000 -1.46846e-06
166  0.00000  7.41153e-08 |167 -0.00000 -2.40261e-07 |168  0.00000 -1.21100e-08
169 -0.00000 -3.59562e-08 |170 -0.02089 -2.09566e+00 |171 -0.01858 -3.08872e+00
172  0.00238 -1.80591e+01 |173 -0.03072 -1.45519e+00 |174 -0.03889 -2.43464e+00
175 -0.03415 -4.47930e+00 |176  0.00605 -1.28074e+01 |177  0.09509 -9.56907e+00
178  0.08651 -2.38608e+01 |179  0.00036 -1.83723e-01 |180 -0.00549  2.35302e-01
181 -0.00022  8.96262e-02 |182 -0.01056  1.41343e+00 |183 -0.00954  2.09724e+00
184  0.01488  1.70304e+01 |185 -0.03053  1.38157e+00 |186 -0.02756  1.52395e+00
187 -0.04442  1.46527e+00 |188  0.00472  8.80537e+00 |189  0.06421  1.45736e+01
190  0.05724  3.37190e+01 |191 -0.00031  7.62013e-02 |192 -0.00711  9.68089e-01
193 -0.00004 -4.49120e-02 |
193 variables; iteration 40; function evaluation 44; phase 5
Function value 2.0845174e+03; maximum gradient component mag 1.9292e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.28895  1.20035e+02 |  2 -1.00005 -1.07656e-02 |  3 -0.01140  1.92924e+02
  4 -0.42128 -7.70747e+01 |  5 -0.23741 -4.91327e+01 |  6 -0.03810 -1.33655e+01
  7 -0.06767 -5.93694e-01 |  8 -0.04551 -3.31780e-01 |  9 -0.04555 -4.14978e-01
 10 -0.03459 -5.11528e-01 | 11 -0.01568 -7.87898e-01 | 12  0.00767 -1.24858e+00
 13  0.08056 -2.30035e+00 | 14 -0.00775 -7.31097e-01 | 15 -0.05322 -1.56866e-01
 16  0.00036 -7.06917e-01 | 17  0.11605 -6.94780e+00 | 18 -0.01633 -1.13251e+00
 19 -0.01887  7.87653e-01 | 20  0.05224 -7.76544e-02 | 21  0.05714 -1.59365e+00
 22  0.09751 -4.32065e+00 | 23  0.04084 -4.32068e+00 | 24  0.08251 -7.70357e+00
 25  0.08143 -8.74430e+00 | 26  0.03618 -3.89722e+00 | 27  0.04702 -1.70318e+00
 28  0.04406 -3.36015e+00 | 29  0.05222 -5.84640e+00 | 30  0.06493 -7.40616e+00
 31  0.02636 -6.48475e+00 | 32 -0.00825 -5.16845e+00 | 33 -0.02952 -4.34445e+00
 34 -0.01094 -4.24941e+00 | 35  0.01995 -6.09815e+00 | 36 -0.01684 -5.05583e+00
 37 -0.03141 -2.19065e+00 | 38 -0.03748  3.06557e+00 | 39  0.00958  5.71294e+00
 40  0.00655  2.43066e+00 | 41 -0.05533 -8.77354e-01 | 42 -0.07195 -2.86409e-01
 43 -0.05430 -1.26199e+00 | 44 -0.05394 -1.73743e+00 | 45  0.02163 -2.47933e+00
 46  0.06176 -3.81270e-01 | 47  0.02511  9.52452e-02 | 48  0.07420  2.17402e+00
 49  0.00674  4.57748e+00 | 50  0.02758  7.73513e+00 | 51  0.08591  1.03012e+00
 52  0.13750 -2.48330e+00 | 53  0.08020  6.68119e+00 | 54 -0.05963  3.52351e+00
 55 -0.04027  5.15154e+00 | 56 -0.05705  4.53652e+00 | 57 -0.05721  6.26154e-01
 58 -0.10045 -4.40031e-01 | 59 -0.12259  1.09243e+00 | 60 -0.11332  2.61513e+00
 61 -0.09501  3.70872e+00 | 62 -0.09858  8.35549e-01 | 63 -0.02206  1.64563e-01
 64  0.00000  0.00000e+00 | 65  0.00900  9.00921e+01 | 66  0.00370 -6.14760e+01
 67  0.09398 -1.19235e+01 | 68  0.03144  1.84479e+01 | 69  0.01971  9.91763e-05
 70  0.33849 -3.08428e+01 | 71 -0.01703  8.53073e-06 | 72  0.24563 -2.68142e+01
 73 -0.00209 -3.51640e-05 | 74  0.33977  7.44197e+01 | 75  0.33182 -4.80318e+01
 76 -0.30722 -1.16661e-03 | 77  0.33152  9.60174e+01 | 78 -0.11826 -1.31304e+00
 79  0.00001 -6.41537e+00 | 80  0.17894  1.15920e-01 | 81 -0.29759 -1.52852e-03
 82  0.37135  5.02723e+00 | 83 -0.09660 -2.74082e+00 | 84  0.05623  1.53957e-01
 85 -0.06306  1.99794e-01 | 86  0.22894  6.06120e+01 | 87 -0.33467  2.80114e-04
 88  0.30741 -1.02271e+02 | 89 -0.05470  4.88777e+00 | 90 -0.03093  3.43632e+00
 91  0.43681 -1.40196e+01 | 92  0.42633  2.06130e+00 | 93  0.37597  5.19831e+00
 94  0.23632 -1.18453e-04 | 95  0.00289  2.48619e-06 | 96  0.00866  3.16538e-04
 97  0.00503 -5.47109e-05 | 98  0.40294  4.83029e+01 | 99  0.41242 -1.10368e+01
100  0.40618 -2.78412e+01 |101  0.42035  3.75055e+01 |102  0.01359 -2.27100e-05
103  0.02041 -1.68542e-05 |104  0.09313  1.89945e-03 |105  0.03430 -7.67473e-05
106  0.37709 -4.91513e+01 |107  0.28136 -4.77738e+00 |108  0.35390  3.57868e+00
109  0.40346 -3.87113e+00 |110  0.20921 -4.29331e-04 |111 -0.00451  8.48000e-07
112 -0.00493  1.67490e-05 |113  0.01333 -3.67158e-05 |114  0.36500  1.54550e+02
115  0.34916  1.19548e+01 |116  0.35772 -1.77654e+01 |117  0.37260  1.58811e+01
118  0.40665  1.71811e+00 |119  0.82702  1.12049e-02 |120  0.35967 -4.37402e+00
121  0.22444 -5.45547e+00 |122  0.11368 -1.42684e+01 |123  0.03241  6.44440e-04
124  0.05179  1.61951e-04 |125  0.41553  1.44631e+01 |126  0.36427  2.34972e+01
127 -0.10070  8.61263e-04 |128 -0.10295  1.49521e-04 |129  0.09424  4.64005e+00
130  0.13969  8.66638e+00 |131 -0.03036  6.27950e-01 |132 -0.01659  6.35775e-01
133  0.00087 -4.81149e-03 |134  0.03443  7.72873e+00 |135 -0.02479  3.59183e-01
136 -0.01829  2.55301e+00 |137  0.00482  7.08848e+00 |138 -0.02610  1.76880e+01
139  0.04660  7.48362e+00 |140 -0.00845  4.07042e-01 |141 -0.00061  3.83228e-01
142  0.00295  1.87404e+00 |143  0.03579  1.55599e-01 |144 -0.02072 -3.09017e-01
145  0.00145 -8.20021e-01 |146 -0.00081  4.70338e-03 |147  0.00851 -6.91111e+00
148 -0.02588 -1.94388e-01 |149  0.00217 -2.51780e+00 |150 -0.01324 -5.23144e+00
151 -0.05470 -8.36800e+00 |152  0.02591 -8.45298e+00 |153  0.03621 -5.79099e-01
154  0.00230 -3.14648e-01 |155 -0.00999 -2.12176e+00 |156  0.04808 -6.00827e-01
157 -0.00000 -8.52248e-07 |158 -0.00000 -5.95203e-08 |159  0.00000 -3.43301e-10
160  0.00000 -1.02842e-07 |161 -0.00000 -1.12883e-07 |162  0.00000 -8.45045e-08
