 index year n comp_unit obs pred pearson
AI_survey 2024 223.768  15 0.000454228 0.00104212 -0.271264
AI_survey 2024 223.768  16 0.000202497 0.000845956 -0.32914
AI_survey 2024 223.768  17 0.000324685 0.00129343 -0.40165
AI_survey 2024 223.768  18 0.000428978 0.00182116 -0.487113
AI_survey 2024 223.768  19 0.000857246 0.0024404 -0.479002
AI_survey 2024 223.768  20 0.0013527 0.00312111 -0.473494
AI_survey 2024 223.768  21 0.00248151 0.00390083 -0.340169
AI_survey 2024 223.768  22 0.00312918 0.00473574 -0.349685
AI_survey 2024 223.768  23 0.0044339 0.00564396 -0.241414
AI_survey 2024 223.768  24 0.00530123 0.00696645 -0.299279
AI_survey 2024 223.768  25 0.00690051 0.00881247 -0.30585
AI_survey 2024 223.768  26 0.00680437 0.0116535 -0.675605
AI_survey 2024 223.768  27 0.00758217 0.0157964 -0.985169
AI_survey 2024 223.768  28 0.0118448 0.0212073 -0.971857
AI_survey 2024 223.768  29 0.0155781 0.0274554 -1.08711
AI_survey 2024 223.768  30 0.0246571 0.0346435 -0.816759
AI_survey 2024 223.768  31 0.035779 0.0415835 -0.434892
AI_survey 2024 223.768  32 0.0373142 0.0488517 -0.800585
AI_survey 2024 223.768  33 0.0543706 0.056144 -0.115232
AI_survey 2024 223.768  34 0.0747248 0.0635904 0.682503
AI_survey 2024 223.768  35 0.0959483 0.0709283 1.45789
AI_survey 2024 223.768  36 0.113991 0.0775306 2.03933
AI_survey 2024 223.768  37 0.101884 0.0816131 1.10752
AI_survey 2024 223.768  38 0.0920955 0.0819565 0.5529
AI_survey 2024 223.768  39 0.301559 0.326422 -0.793163
fishery 1964 107.586  15 0 0.00185787 -0.446298
fishery 1964 107.586  16 0 0.00129926 -0.372688
fishery 1964 107.586  17 0 0.00176315 -0.434689
fishery 1964 107.586  18 0 0.00216119 -0.481607
fishery 1964 107.586  19 0.000489034 0.00253127 -0.420736
fishery 1964 107.586  20 0.000338562 0.00280005 -0.482313
