 index year n comp_unit obs pred pearson
AI_survey 1994 151.648  10 0.165697 0.143842 0.766919
AI_survey 1994 151.648  11 0.0605127 0.0849257 -1.07837
AI_survey 1994 151.648  12 0.0744278 0.0556259 1.01012
AI_survey 1994 151.648  13 0.0601839 0.0611813 -0.051248
AI_survey 1994 151.648  14 0.0295026 0.0518808 -1.24242
AI_survey 1994 151.648  15 0.0339615 0.0335356 0.0291296
AI_survey 1994 151.648  16 0.0381025 0.0220144 1.34992
AI_survey 1994 151.648  17 0.0254175 0.019107 0.567497
AI_survey 1994 151.648  18 0.0185436 0.0169066 0.156319
AI_survey 1994 151.648  19 0.00444551 0.0125798 -0.898419
AI_survey 1994 151.648  20 0.00977925 0.00945847 0.0407901
AI_survey 1994 151.648  21 0.00444129 0.00878957 -0.573357
AI_survey 1994 151.648  22 0.00293109 0.00904374 -0.794712
AI_survey 1994 151.648  23 0.00620716 0.00875406 -0.336503
AI_survey 1994 151.648  24 0.00256362 0.00756847 -0.710676
AI_survey 1994 151.648  25 0.00215006 0.00596405 -0.609488
AI_survey 1994 151.648  26 0.00489018 0.00455079 0.0620279
AI_survey 1994 151.648  27 0.00488993 0.00363424 0.256618
AI_survey 1994 151.648  28 0.00339267 0.00314175 0.0551268
AI_survey 1994 151.648  29 0.00495826 0.00299675 0.441178
AI_survey 1994 151.648  30 0.00121133 0.00323273 -0.437846
AI_survey 1994 151.648  31 0.00198121 0.0036817 -0.345291
AI_survey 1994 151.648  32 0.00254663 0.00388917 -0.265282
AI_survey 1994 151.648  33 0.00320655 0.00350561 -0.0622221
AI_survey 1994 151.648  34 0.000683161 0.00266497 -0.4725
AI_survey 1994 151.648  35 0.000966931 0.0018026 -0.241934
AI_survey 1994 151.648  36 0.00193512 0.00121538 0.253349
AI_survey 1994 151.648  37 0.00115138 0.000887526 0.108506
AI_survey 1994 151.648  38 0.00201756 0.000731939 0.581446
AI_survey 1994 151.648  39 0.000631028 0.000711938 -0.0370959
AI_survey 1994 151.648  40 0.0416812 0.0397729 0.120239
AI_survey 1997 183.024  3 0.0200808 0.00906832 1.57079
AI_survey 1997 183.024  4 0.0105349 0.00681208 0.611855
AI_survey 1997 183.024  5 0.0141637 0.012365 0.220108
AI_survey 1997 183.024  6 0.0281022 0.0185018 0.963553
AI_survey 1997 183.024  7 0.0478035 0.0447299 0.201136
AI_survey 1997 183.024  8 0.0952138 0.0890132 0.294565
AI_survey 1997 183.024  9 0.139196 0.118964 0.845435
AI_survey 1997 183.024  10 0.116381 0.0811823 1.74344
AI_survey 1997 183.024  11 0.118905 0.0758403 2.20052
AI_survey 1997 183.024  12 0.0646075 0.0839481 -0.943485
AI_survey 1997 183.024  13 0.0896336 0.0995847 -0.449564
AI_survey 1997 183.024  14 0.035363 0.0676692 -1.73992
AI_survey 1997 183.024  15 0.0271009 0.0432117 -1.0718
AI_survey 1997 183.024  16 0.0213526 0.0421254 -1.39885
AI_survey 1997 183.024  17 0.0277823 0.0360047 -0.597002
AI_survey 1997 183.024  18 0.0125296 0.0245865 -1.05307
AI_survey 1997 183.024  19 0.00935576 0.0166783 -0.773329
AI_survey 1997 183.024  20 0.0163271 0.0138146 0.29111
AI_survey 1997 183.024  21 0.0129195 0.0119935 0.11504
AI_survey 1997 183.024  22 0.00763803 0.00933998 -0.23924
AI_survey 1997 183.024  23 0.0047469 0.00727548 -0.402243
AI_survey 1997 183.024  24 0.00222508 0.00662406 -0.733097
AI_survey 1997 183.024  25 0.00158541 0.00663145 -0.840466
AI_survey 1997 183.024  26 0.0078552 0.00637198 0.251983
AI_survey 1997 183.024  27 0.00433992 0.00556654 -0.222842
AI_survey 1997 183.024  28 0.00117309 0.00447123 -0.668034
AI_survey 1997 183.024  29 0.00314951 0.00347044 -0.0737218
AI_survey 1997 183.024  30 0.00285205 0.00278275 0.0177653
AI_survey 1997 183.024  31 0.00480853 0.0024104 0.660251
AI_survey 1997 183.024  32 0.00522099 0.00231119 0.818027
AI_survey 1997 183.024  33 0.000626804 0.00245464 -0.498713
AI_survey 1997 183.024  34 0.00169868 0.00270178 -0.260951
AI_survey 1997 183.024  35 0.000546288 0.00279065 -0.574548
AI_survey 1997 183.024  36 0.00210081 0.00253582 -0.116786
AI_survey 1997 183.024  37 0.00327572 0.00199911 0.385695
AI_survey 1997 183.024  38 0.00114594 0.00145441 -0.109134
AI_survey 1997 183.024  39 0 0.00112288 -0.451586
AI_survey 1997 183.024  40 0.0376585 0.0315919 0.469154
AI_survey 2000 183.024  3 0.0173721 0.00592526 2.01609
AI_survey 2000 183.024  4 0.0495964 0.0278737 1.78499
AI_survey 2000 183.024  5 0.0473867 0.0304533 1.33299
AI_survey 2000 183.024  6 0.0635768 0.0465893 1.09033
AI_survey 2000 183.024  7 0.0276385 0.0309867 -0.261369
AI_survey 2000 183.024  8 0.0504418 0.0311368 1.50345
AI_survey 2000 183.024  9 0.0274793 0.0329907 -0.417391
AI_survey 2000 183.024  10 0.0680719 0.0536679 0.86461
AI_survey 2000 183.024  11 0.0787976 0.0856139 -0.329562
AI_survey 2000 183.024  12 0.135666 0.0985681 1.68362
AI_survey 2000 183.024  13 0.0516208 0.0724752 -1.08809
AI_survey 2000 183.024  14 0.0521243 0.0613066 -0.517796
AI_survey 2000 183.024  15 0.0395737 0.066684 -1.47005
AI_survey 2000 183.024  16 0.0467571 0.0713137 -1.29084
AI_survey 2000 183.024  17 0.028805 0.0532596 -1.4732
AI_survey 2000 183.024  18 0.0190933 0.0357646 -1.21436
AI_survey 2000 183.024  19 0.0224114 0.0317496 -0.72043
AI_survey 2000 183.024  20 0.021309 0.0271702 -0.487635
AI_survey 2000 183.024  21 0.0108244 0.0195307 -0.850948
AI_survey 2000 183.024  22 0.0110573 0.0136674 -0.304024
AI_survey 2000 183.024  23 0.0145527 0.0109553 0.467327
AI_survey 2000 183.024  24 0.00609345 0.00931001 -0.452866
AI_survey 2000 183.024  25 0.00648161 0.00746504 -0.154461
AI_survey 2000 183.024  26 0.00342019 0.00597373 -0.447933
AI_survey 2000 183.024  27 0.00195956 0.00534846 -0.627999
AI_survey 2000 183.024  28 0.00293122 0.00520598 -0.427226
AI_survey 2000 183.024  29 0.00370235 0.00495149 -0.240513
AI_survey 2000 183.024  30 0.00902341 0.00435793 0.957111
AI_survey 2000 183.024  31 0.00130457 0.00356015 -0.511616
AI_survey 2000 183.024  32 0.0017625 0.00281004 -0.267244
AI_survey 2000 183.024  33 0.00194806 0.00226984 -0.0912785
AI_survey 2000 183.024  34 0.00509874 0.00197105 0.951612
AI_survey 2000 183.024  35 0.00521747 0.0018886 1.03454
AI_survey 2000 183.024  36 0.00468313 0.0019765 0.822372
AI_survey 2000 183.024  37 0.00402159 0.00212041 0.557838
AI_survey 2000 183.024  38 7.10415e-005 0.0021841 -0.610961
AI_survey 2000 183.024  39 0.00224808 0.0020863 0.0478513
AI_survey 2000 183.024  40 0.0558774 0.0288379 2.18551
AI_survey 2002 94.1265  3 0.0207811 0.00586027 1.89495
AI_survey 2002 94.1265  4 0.0672494 0.0213203 3.08409
AI_survey 2002 94.1265  5 0.0411937 0.0239294 1.09574
AI_survey 2002 94.1265  6 0.0562695 0.0719631 -0.589134
AI_survey 2002 94.1265  7 0.0638816 0.0654796 -0.0626696
AI_survey 2002 94.1265  8 0.0598368 0.0688509 -0.34537
AI_survey 2002 94.1265  9 0.0412807 0.0409985 0.0138056
AI_survey 2002 94.1265  10 0.0485283 0.030878 0.989748
AI_survey 2002 94.1265  11 0.0270102 0.0308998 -0.218039
AI_survey 2002 94.1265  12 0.0221413 0.0457662 -1.09668
AI_survey 2002 94.1265  13 0.085139 0.0689347 0.62051
AI_survey 2002 94.1265  14 0.065396 0.0767147 -0.412589
AI_survey 2002 94.1265  15 0.0257167 0.0596346 -1.38948
AI_survey 2002 94.1265  16 0.0370482 0.0500815 -0.579679
AI_survey 2002 94.1265  17 0.0449581 0.0532269 -0.357331
AI_survey 2002 94.1265  18 0.0706296 0.0547821 0.675608
AI_survey 2002 94.1265  19 0.0269117 0.0427158 -0.758165
AI_survey 2002 94.1265  20 0.0345652 0.0298502 0.268764
AI_survey 2002 94.1265  21 0 0.0253319 -1.56379
AI_survey 2002 94.1265  22 0.0192856 0.0215364 -0.150392
AI_survey 2002 94.1265  23 0.0115127 0.0159218 -0.341639
AI_survey 2002 94.1265  24 0.00629131 0.0113485 -0.463003
AI_survey 2002 94.1265  25 0.00629131 0.00894476 -0.27327
AI_survey 2002 94.1265  26 0.00491649 0.00749304 -0.289675
AI_survey 2002 94.1265  27 0.00103292 0.00608032 -0.629404
AI_survey 2002 94.1265  28 0.00495702 0.00493792 0.00264127
AI_survey 2002 94.1265  29 0.00592611 0.00438333 0.226318
AI_survey 2002 94.1265  30 0.00764019 0.00419519 0.516497
AI_survey 2002 94.1265  31 2.02032e-005 0.00396104 -0.607933
AI_survey 2002 94.1265  32 0.00165386 0.00349849 -0.302669
AI_survey 2002 94.1265  33 0.00573296 0.00288766 0.51356
AI_survey 2002 94.1265  34 0 0.00230405 -0.465226
AI_survey 2002 94.1265  35 0.00638994 0.00187366 1.01052
AI_survey 2002 94.1265  36 0.00495702 0.00163464 0.795478
AI_survey 2002 94.1265  37 0.00117791 0.00156697 -0.0951272
AI_survey 2002 94.1265  38 0 0.00164657 -0.392818
AI_survey 2002 94.1265  39 0 0.00181118 -0.412132
AI_survey 2002 94.1265  40 0.0736774 0.026756 2.82051
AI_survey 2004 167.336  3 0.00592539 0.00531821 0.10789
AI_survey 2004 167.336  4 0.0270057 0.0290467 -0.157188
AI_survey 2004 167.336  5 0.0187448 0.0233218 -0.392221
AI_survey 2004 167.336  6 0.0516861 0.0542948 -0.148906
AI_survey 2004 167.336  7 0.049296 0.0517452 -0.143014
AI_survey 2004 167.336  8 0.110802 0.0994251 0.491792
AI_survey 2004 167.336  9 0.0844798 0.0805926 0.184716
AI_survey 2004 167.336  10 0.0948309 0.0654129 1.53899
AI_survey 2004 167.336  11 0.0488706 0.0388463 0.671
AI_survey 2004 167.336  12 0.0308364 0.0260779 0.386182
AI_survey 2004 167.336  13 0.0269138 0.0258877 0.0835696
AI_survey 2004 167.336  14 0.0326228 0.0366445 -0.276855
AI_survey 2004 167.336  15 0.0212118 0.0527588 -1.8253
AI_survey 2004 167.336  16 0.0463063 0.0577088 -0.632481
AI_survey 2004 167.336  17 0.0358566 0.0470964 -0.686264
AI_survey 2004 167.336  18 0.0434737 0.0399596 0.232063
AI_survey 2004 167.336  19 0.0409724 0.0413587 -0.0250936
AI_survey 2004 167.336  20 0.045023 0.0414845 0.229521
AI_survey 2004 167.336  21 0.0155763 0.0334095 -1.28353
AI_survey 2004 167.336  22 0.0143906 0.0242294 -0.827566
AI_survey 2004 167.336  23 0.020804 0.0199439 0.0795609
AI_survey 2004 167.336  24 0.0189785 0.0167706 0.222356
AI_survey 2004 167.336  25 0.0102693 0.0126774 -0.278328
AI_survey 2004 167.336  26 0.00604909 0.00919067 -0.425638
AI_survey 2004 167.336  27 0.00736453 0.00715843 0.0316029
AI_survey 2004 167.336  28 0.00843001 0.00591852 0.423199
AI_survey 2004 167.336  29 0.0052884 0.00483718 0.084042
AI_survey 2004 167.336  30 0.00120827 0.0039763 -0.56826
AI_survey 2004 167.336  31 0.00166721 0.0035099 -0.402482
AI_survey 2004 167.336  32 0.000671878 0.00330709 -0.592862
AI_survey 2004 167.336  33 0.00661548 0.00309875 0.817178
AI_survey 2004 167.336  34 0 0.00274469 -0.677409
AI_survey 2004 167.336  35 0.00581219 0.00228772 0.952224
AI_survey 2004 167.336  36 0.0027179 0.00184936 0.260797
AI_survey 2004 167.336  37 0.00137561 0.00152091 -0.0480725
AI_survey 2004 167.336  38 0.00158332 0.00135508 0.0799658
AI_survey 2004 167.336  39 0.00423293 0.00136114 1.00393
AI_survey 2004 167.336  40 0.0521066 0.023873 2.39202
AI_survey 2006 109.814  3 0.00454001 0.00309495 0.272184
AI_survey 2006 109.814  4 0.00564111 0.0100056 -0.45931
AI_survey 2006 109.814  5 0.020117 0.0213709 -0.0908371
AI_survey 2006 109.814  6 0.0967323 0.0736956 0.923897
AI_survey 2006 109.814  7 0.0740622 0.053123 0.978278
AI_survey 2006 109.814  8 0.0784446 0.077248 0.0469619
AI_survey 2006 109.814  9 0.0939416 0.0661011 1.17414
AI_survey 2006 109.814  10 0.0730983 0.0911795 -0.658183
AI_survey 2006 109.814  11 0.0593438 0.0745384 -0.60621
AI_survey 2006 109.814  12 0.0674044 0.0542702 0.607475
AI_survey 2006 109.814  13 0.0303219 0.033234 -0.170223
AI_survey 2006 109.814  14 0.00756303 0.0217542 -1.01919
AI_survey 2006 109.814  15 0.0161531 0.02154 -0.388752
AI_survey 2006 109.814  16 0.0303773 0.0296085 0.047521
AI_survey 2006 109.814  17 0.0210574 0.0410206 -1.05464
AI_survey 2006 109.814  18 0.0412303 0.0444939 -0.165845
AI_survey 2006 109.814  19 0.0328079 0.037855 -0.277102
AI_survey 2006 109.814  20 0.0179731 0.0326369 -0.864693
AI_survey 2006 109.814  21 0.0281437 0.0329065 -0.279742
AI_survey 2006 109.814  22 0.0147398 0.0323548 -1.04309
AI_survey 2006 109.814  23 0.0254843 0.026695 -0.0786985
AI_survey 2006 109.814  24 0.0280418 0.0199539 0.605932
AI_survey 2006 109.814  25 0.014163 0.0160898 -0.160429
AI_survey 2006 109.814  26 0.00636351 0.0133493 -0.637635
AI_survey 2006 109.814  27 0.0109308 0.0102558 0.0701737
AI_survey 2006 109.814  28 0.00613248 0.00755349 -0.171876
AI_survey 2006 109.814  29 0.0134661 0.00583804 1.04837
AI_survey 2006 109.814  30 0.000539911 0.00477125 -0.642802
AI_survey 2006 109.814  31 0.00190704 0.00391784 -0.33688
AI_survey 2006 109.814  32 0.00484725 0.00324928 0.293797
AI_survey 2006 109.814  33 0.00827856 0.0028562 1.06289
AI_survey 2006 109.814  34 0.00294021 0.00265587 0.0577867
AI_survey 2006 109.814  35 0.00106467 0.00246993 -0.296077
AI_survey 2006 109.814  36 0.00156666 0.0021958 -0.140533
AI_survey 2006 109.814  37 0.000539911 0.00185158 -0.318872
AI_survey 2006 109.814  38 0.00212759 0.0015345 0.15827
AI_survey 2006 109.814  39 0 0.00133522 -0.381749
AI_survey 2006 109.814  40 0.0579136 0.0213956 2.64406
AI_survey 2010 162.107  3 0.00423406 0.00443093 -0.0376986
AI_survey 2010 162.107  4 0.00521345 0.0114945 -0.749917
AI_survey 2010 162.107  5 0.0173698 0.0320413 -1.06054
AI_survey 2010 162.107  6 0.0280817 0.0386305 -0.696848
AI_survey 2010 162.107  7 0.00978627 0.0288523 -1.44996
AI_survey 2010 162.107  8 0.0294372 0.0423337 -0.815405
AI_survey 2010 162.107  9 0.0563175 0.0585038 -0.118599
AI_survey 2010 162.107  10 0.144053 0.101136 1.81223
AI_survey 2010 162.107  11 0.0997219 0.0749177 1.19954
AI_survey 2010 162.107  12 0.085765 0.0647165 1.08921
AI_survey 2010 162.107  13 0.0319746 0.0584516 -1.43686
AI_survey 2010 162.107  14 0.0727691 0.0615528 0.594141
AI_survey 2010 162.107  15 0.0350579 0.0530287 -1.02095
AI_survey 2010 162.107  16 0.0449847 0.0373312 0.513963
AI_survey 2010 162.107  17 0.0125169 0.0240055 -0.955426
AI_survey 2010 162.107  18 0.00828511 0.0162594 -0.802545
AI_survey 2010 162.107  19 0.00771675 0.0159279 -0.834788
AI_survey 2010 162.107  20 0.0203305 0.020836 -0.0450482
AI_survey 2010 162.107  21 0.0310586 0.0270788 0.312127
AI_survey 2010 162.107  22 0.0253871 0.029211 -0.289065
AI_survey 2010 162.107  23 0.0217057 0.0264825 -0.378713
AI_survey 2010 162.107  24 0.0266665 0.0235697 0.259858
AI_survey 2010 162.107  25 0.0242023 0.0227768 0.121625
AI_survey 2010 162.107  26 0.0361046 0.0216934 1.25922
AI_survey 2010 162.107  27 0.0213829 0.0184581 0.276584
AI_survey 2010 162.107  28 0.0118395 0.0144368 -0.277135
AI_survey 2010 162.107  29 0.0140637 0.0114308 0.315219
AI_survey 2010 162.107  30 0.00742467 0.00925508 -0.243247
AI_survey 2010 162.107  31 0.00299546 0.00723668 -0.636651
AI_survey 2010 162.107  32 0.00382601 0.00546868 -0.283338
AI_survey 2010 162.107  33 0.00596227 0.00420959 0.34426
AI_survey 2010 162.107  34 0.00293407 0.0033794 -0.0975555
AI_survey 2010 162.107  35 0.00278575 0.00278079 0.00119575
AI_survey 2010 162.107  36 0.00202148 0.00233861 -0.0834159
AI_survey 2010 162.107  37 0 0.00205215 -0.575967
AI_survey 2010 162.107  38 0.00335722 0.00189322 0.427672
AI_survey 2010 162.107  39 0.00522267 0.0017946 1.02837
AI_survey 2010 162.107  40 0.0374439 0.0200032 1.58561
AI_survey 2012 177.795  3 0.00282724 0.00507017 -0.420669
AI_survey 2012 177.795  4 0.0144218 0.0187515 -0.425495
AI_survey 2012 177.795  5 0.0107932 0.0168701 -0.628999
AI_survey 2012 177.795  6 0.0152454 0.0336776 -1.3622
AI_survey 2012 177.795  7 0.0498032 0.0664221 -0.889816
AI_survey 2012 177.795  8 0.053461 0.0627623 -0.511324
AI_survey 2012 177.795  9 0.0256585 0.0395509 -0.950317
AI_survey 2012 177.795  10 0.0549934 0.0430542 0.784217
AI_survey 2012 177.795  11 0.0767677 0.0567647 1.15258
AI_survey 2012 177.795  12 0.10716 0.0830184 1.16664
AI_survey 2012 177.795  13 0.0567801 0.0666142 -0.525836
AI_survey 2012 177.795  14 0.0384157 0.0541079 -0.924814
AI_survey 2012 177.795  15 0.0480797 0.0496519 -0.0964951
AI_survey 2012 177.795  16 0.0486457 0.0497293 -0.0664576
AI_survey 2012 177.795  17 0.0385192 0.0432823 -0.312073
AI_survey 2012 177.795  18 0.0246901 0.030975 -0.48363
AI_survey 2012 177.795  19 0.00760131 0.0203481 -1.20354
AI_survey 2012 177.795  20 0.0089367 0.0142066 -0.593568
AI_survey 2012 177.795  21 0.0105669 0.013834 -0.372839
AI_survey 2012 177.795  22 0.0124311 0.0176127 -0.525111
AI_survey 2012 177.795  23 0.0319456 0.0222707 0.87405
AI_survey 2012 177.795  24 0.024386 0.0239784 0.0355251
AI_survey 2012 177.795  25 0.0130812 0.0222342 -0.827557
AI_survey 2012 177.795  26 0.021501 0.0200302 0.139944
AI_survey 2012 177.795  27 0.0424775 0.01904 2.28612
AI_survey 2012 177.795  28 0.0200259 0.0178947 0.214302
AI_survey 2012 177.795  29 0.0149828 0.0153542 -0.0402642
AI_survey 2012 177.795  30 0.0104291 0.0122115 -0.216316
AI_survey 2012 177.795  31 0.0130743 0.0096589 0.465389
AI_survey 2012 177.795  32 0.011977 0.00774832 0.642648
AI_survey 2012 177.795  33 0.00842952 0.00608086 0.4025
AI_survey 2012 177.795  34 0.0173839 0.00464132 2.49713
AI_survey 2012 177.795  35 0.00411105 0.0035812 0.118106
AI_survey 2012 177.795  36 0.00277866 0.00286519 -0.0215474
AI_survey 2012 177.795  37 0.00537288 0.00236224 0.825191
AI_survey 2012 177.795  38 0.00346442 0.00201275 0.430818
AI_survey 2012 177.795  39 0.00334705 0.00181593 0.478214
AI_survey 2012 177.795  40 0.0454342 0.0199157 2.43488
AI_survey 2014 172.565  3 0.00192822 0.00628027 -0.723112
AI_survey 2014 172.565  4 0.00764481 0.0078091 -0.024503
AI_survey 2014 172.565  5 0.0165638 0.0196765 -0.294338
AI_survey 2014 172.565  6 0.0525226 0.0520725 0.0266116
AI_survey 2014 172.565  7 0.0326069 0.0402344 -0.509829
AI_survey 2014 172.565  8 0.0638929 0.0532051 0.625493
AI_survey 2014 172.565  9 0.114606 0.0788884 1.74051
AI_survey 2014 172.565  10 0.132039 0.0665258 3.45327
AI_survey 2014 172.565  11 0.0650705 0.0404328 1.64294
AI_survey 2014 172.565  12 0.0366909 0.0383422 -0.112953
AI_survey 2014 172.565  13 0.0556186 0.049809 0.350766
AI_survey 2014 172.565  14 0.0632501 0.0659704 -0.143947
AI_survey 2014 172.565  15 0.04775 0.056285 -0.486439
AI_survey 2014 172.565  16 0.0231168 0.0451988 -1.39621
AI_survey 2014 172.565  17 0.0167029 0.0415481 -1.63535
AI_survey 2014 172.565  18 0.0314786 0.0404886 -0.600427
AI_survey 2014 172.565  19 0.0175442 0.0353844 -1.26834
AI_survey 2014 172.565  20 0.0154001 0.0258995 -0.868183
AI_survey 2014 172.565  21 0.00755046 0.0173982 -0.989123
AI_survey 2014 172.565  22 0.00669204 0.012497 -0.686166
AI_survey 2014 172.565  23 0.00970533 0.0120967 -0.287244
AI_survey 2014 172.565  24 0.00584136 0.014947 -0.985456
AI_survey 2014 172.565  25 0.0133306 0.0184234 -0.497354
AI_survey 2014 172.565  26 0.0165756 0.0197881 -0.302941
AI_survey 2014 172.565  27 0.00918943 0.0186654 -0.919517
AI_survey 2014 172.565  28 0.0186455 0.0169788 0.169422
AI_survey 2014 172.565  29 0.00918758 0.0159248 -0.706759
AI_survey 2014 172.565  30 0.0151798 0.0147921 0.0421801
AI_survey 2014 172.565  31 0.0112761 0.0127691 -0.17461
AI_survey 2014 172.565  32 0.00685647 0.0102944 -0.447213
AI_survey 2014 172.565  33 0.0051845 0.00815513 -0.433635
AI_survey 2014 172.565  34 0.00665109 0.00650284 0.0242098
AI_survey 2014 172.565  35 0.00763164 0.00511618 0.462715
AI_survey 2014 172.565  36 0.00453965 0.00394548 0.124351
AI_survey 2014 172.565  37 0.00309185 0.00306193 0.0071039
AI_survey 2014 172.565  38 0.00304949 0.00246315 0.155074
AI_survey 2014 172.565  39 0.00278475 0.00208152 0.202208
AI_survey 2014 172.565  40 0.0426093 0.020048 2.11397
AI_survey 2016 172.565  3 0.00163788 0.0047406 -0.59276
AI_survey 2016 172.565  4 0.00669562 0.0119908 -0.638809
AI_survey 2016 172.565  5 0.00935059 0.0216489 -1.10984
AI_survey 2016 172.565  6 0.0128726 0.0240109 -0.95561
AI_survey 2016 172.565  7 0.034253 0.0430611 -0.569933
AI_survey 2016 172.565  8 0.106861 0.079532 1.32678
AI_survey 2016 172.565  9 0.0513318 0.0562837 -0.282225
AI_survey 2016 172.565  10 0.0738172 0.0562395 1.00219
AI_survey 2016 172.565  11 0.109674 0.0717152 1.93249
AI_survey 2016 172.565  12 0.0742073 0.0592533 0.831967
AI_survey 2016 172.565  13 0.0302067 0.0370918 -0.478521
AI_survey 2016 172.565  14 0.0204052 0.0333052 -0.944289
AI_survey 2016 172.565  15 0.031599 0.0423373 -0.70048
AI_survey 2016 172.565  16 0.0301993 0.0527171 -1.32357
AI_survey 2016 172.565  17 0.0270407 0.0470697 -1.2422
AI_survey 2016 172.565  18 0.0359383 0.0383565 -0.165383
AI_survey 2016 172.565  19 0.027746 0.0350969 -0.524662
AI_survey 2016 172.565  20 0.0352564 0.0336294 0.118538
AI_survey 2016 172.565  21 0.034157 0.0294042 0.369516
AI_survey 2016 172.565  22 0.0179012 0.0219958 -0.366656
AI_survey 2016 172.565  23 0.0116917 0.0151264 -0.369544
AI_survey 2016 172.565  24 0.00598421 0.0111189 -0.642977
AI_survey 2016 172.565  25 0.0181824 0.0106613 0.961568
AI_survey 2016 172.565  26 0.00881111 0.0127663 -0.462628
AI_survey 2016 172.565  27 0.0167903 0.015356 0.153173
AI_survey 2016 172.565  28 0.00823698 0.0164476 -0.847763
AI_survey 2016 172.565  29 0.0137459 0.0157161 -0.208036
AI_survey 2016 172.565  30 0.0189872 0.0144112 0.504216
AI_survey 2016 172.565  31 0.021163 0.0133909 0.887916
AI_survey 2016 172.565  32 0.0124169 0.0123116 0.0125426
AI_survey 2016 172.565  33 0.00946871 0.0106722 -0.153791
AI_survey 2016 172.565  34 0.00916152 0.00870356 0.0647303
AI_survey 2016 172.565  35 0.00894061 0.00692799 0.318516
AI_survey 2016 172.565  36 0.00796818 0.00551378 0.435017
AI_survey 2016 172.565  37 0.0048348 0.0043519 0.096261
AI_survey 2016 172.565  38 0.00852476 0.00339948 1.15503
AI_survey 2016 172.565  39 0.00083472 0.00270187 -0.471641
AI_survey 2016 172.565  40 0.0431059 0.0209427 2.03277
AI_survey 2018 156.877  3 0.00145758 0.00459578 -0.580512
AI_survey 2018 156.877  4 0.0114189 0.0142005 -0.294361
AI_survey 2018 156.877  5 0.00494024 0.0181015 -1.23614
AI_survey 2018 156.877  6 0.0108933 0.0353545 -1.6588
AI_survey 2018 156.877  7 0.024121 0.0475586 -1.37917
AI_survey 2018 156.877  8 0.0202745 0.0414314 -1.32955
AI_survey 2018 156.877  9 0.0405457 0.0540164 -0.746327
AI_survey 2018 156.877  10 0.0978023 0.0788148 0.882561
AI_survey 2018 156.877  11 0.0379113 0.0575819 -1.05754
AI_survey 2018 156.877  12 0.0672163 0.0513309 0.901558
AI_survey 2018 156.877  13 0.0604261 0.0600127 0.021797
