 index year n comp_unit obs pred pearson
AI_survey 1991 167.336  3 0.0267643 0.0185834 0.783417
AI_survey 1991 167.336  4 0.0235792 0.0156231 0.829645
AI_survey 1991 167.336  5 0.0458671 0.0411333 0.308305
AI_survey 1991 167.336  6 0.0500069 0.0658152 -0.824648
AI_survey 1991 167.336  7 0.209272 0.161548 1.67735
AI_survey 1991 167.336  8 0.0946267 0.0842811 0.481705
AI_survey 1991 167.336  9 0.0755436 0.0750422 0.0246183
AI_survey 1991 167.336  10 0.111214 0.096554 0.642062
AI_survey 1991 167.336  11 0.0472233 0.0830806 -1.68048
AI_survey 1991 167.336  12 0.0558384 0.0519848 0.224529
AI_survey 1991 167.336  13 0.0411151 0.0335948 0.539826
AI_survey 1991 167.336  14 0.0367047 0.0313958 0.393753
AI_survey 1991 167.336  15 0.0134379 0.0283652 -1.16294
AI_survey 1991 167.336  16 0.00214396 0.0198545 -1.64189
AI_survey 1991 167.336  17 0.00237372 0.0143795 -1.3041
AI_survey 1991 167.336  18 0.00260942 0.013659 -1.23101
AI_survey 1991 167.336  19 0.00281155 0.0143885 -1.25713
AI_survey 1991 167.336  20 0.00321176 0.0139362 -1.18302
AI_survey 1991 167.336  21 0.00143772 0.0118792 -1.24617
AI_survey 1991 167.336  22 0 0.00914092 -1.24179
AI_survey 1991 167.336  23 0.00251528 0.00683172 -0.677374
AI_survey 1991 167.336  24 0.00681028 0.00545646 0.237516
AI_survey 1991 167.336  25 0.00387777 0.00470956 -0.156994
AI_survey 1991 167.336  26 0 0.00442683 -0.861622
AI_survey 1991 167.336  27 0.0045178 0.00483413 -0.0589355
AI_survey 1991 167.336  28 0.00207745 0.00574151 -0.626785
AI_survey 1991 167.336  29 0.00308604 0.0062379 -0.517435
AI_survey 1991 167.336  30 0 0.0055758 -0.967777
AI_survey 1991 167.336  31 0.00398628 0.00406387 -0.0157572
AI_survey 1991 167.336  32 0.00496519 0.00261734 0.593303
AI_survey 1991 167.336  33 0.00150405 0.00173603 -0.0718765
AI_survey 1991 167.336  34 0.00218975 0.00129312 0.321514
AI_survey 1991 167.336  35 0 0.00100374 -0.408012
AI_survey 1991 167.336  36 0.00110536 0.000754174 0.164402
AI_survey 1991 167.336  37 0.00254308 0.00055588 1.08093
AI_survey 1991 167.336  38 0.00281155 0.000508725 1.30827
AI_survey 1991 167.336  39 0.00103872 0.000676665 0.178793
AI_survey 1991 167.336  40 0.11119 0.0587369 2.8855
AI_survey 1994 151.648  3 0.00264887 0.0031558 -0.111125
AI_survey 1994 151.648  4 0.00919764 0.012046 -0.321397
AI_survey 1994 151.648  5 0.0293964 0.0386386 -0.590455
AI_survey 1994 151.648  6 0.0622371 0.0789042 -0.761293
AI_survey 1994 151.648  7 0.0822603 0.0598407 1.1639
AI_survey 1994 151.648  8 0.099726 0.0833567 0.729213
AI_survey 1994 151.648  9 0.0995231 0.0964608 0.127731
