"","Fleet","Yr","Seas","Sex","Bio_Pattern","BirthSeas","0","1","2","3","4","5","6","7","8","9","10","ceattleflt","fltname"
"48",-2,2021,1,1,1,1,0,9.83033e-06,0.00174652,0.0718558,0.579471,1.54097,2.5227,3.40342,4.20477,4.9424,6.95437,14,"Pcod_spawn_wt"
"135",0,1977,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"132",0,1978,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"142",0,1979,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"139",0,1980,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"149",0,1981,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"159",0,1982,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"169",0,1983,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"153",0,1984,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"150",0,1985,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"160",0,1986,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"123",0,1987,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"119",0,1988,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"122",0,1989,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"131",0,1990,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"141",0,1991,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"138",0,1992,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"148",0,1993,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"145",0,1994,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"155",0,1995,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"152",0,1996,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"162",0,1997,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"172",0,1998,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"120",0,1999,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"124",0,2000,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"133",0,2001,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"143",0,2002,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"127",0,2003,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"128",0,2004,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"134",0,2005,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"144",0,2006,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"154",0,2007,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"151",0,2008,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"161",0,2009,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"158",0,2010,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"125",0,2011,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"126",0,2012,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"121",0,2013,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"129",0,2014,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"130",0,2015,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"136",0,2016,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"146",0,2017,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"156",0,2018,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"140",0,2019,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"137",0,2020,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
"147",0,2021,1,1,1,1,0.000123404,0.0627158,0.292044,0.711257,1.28962,1.97787,2.72634,3.49304,4.246,4.96296,6.95985,15,"Pcod_generic_wt"
