ParName   Value   Gradient
natmort_m     0.125022 -5.98216e-06
q_alpha(1)   0.00220763  1.28035e-06
q_beta[1](1)    0.0597659   2.6467e-06
q_beta[1](2)    0.0109675  3.88562e-06
q_beta[1](3)  -0.00327436   7.0419e-06
mean_log_rec     0.906676  2.56422e-06
rec_dev(1954)    -0.423759 -1.11682e-06
rec_dev(1955)    -0.699128  1.39259e-06
rec_dev(1956)     -1.01151  2.47828e-06
rec_dev(1957)      0.23078 -2.61655e-06
rec_dev(1958)   -0.0554795 -6.88814e-06
rec_dev(1959)    -0.319294 -2.40865e-06
rec_dev(1960)    -0.366656 -2.54346e-06
rec_dev(1961)    -0.885373 -1.25679e-06
rec_dev(1962)    -0.240499 -1.41355e-06
rec_dev(1963)    -0.880069 -1.26082e-06
rec_dev(1964)    -0.956359  -2.6549e-06
rec_dev(1965)    -0.690033 -3.19119e-06
rec_dev(1966)    -0.663007 -1.16724e-06
rec_dev(1967)    0.0861074 -2.05379e-06
rec_dev(1968)     0.515584 -2.90027e-06
rec_dev(1969)     0.581081 -5.68111e-07
rec_dev(1970)     0.838014  2.62493e-06
rec_dev(1971)     0.936612  2.29173e-06
rec_dev(1972)     0.683117  1.58609e-06
rec_dev(1973)     0.315277  1.41898e-06
rec_dev(1974)     0.613999  2.46607e-06
rec_dev(1975)     0.749251  2.18584e-06
rec_dev(1976)     0.337576  1.16651e-06
rec_dev(1977)     0.557671  1.48411e-06
rec_dev(1978)     0.175877  1.35731e-06
rec_dev(1979)    -0.269473  1.18938e-07
rec_dev(1980)     0.402592  3.67037e-06
rec_dev(1981)     0.167331  9.37704e-07
rec_dev(1982)       1.1801  9.34295e-06
rec_dev(1983)     -0.60127 -5.55807e-07
rec_dev(1984)     0.930689  6.57043e-06
rec_dev(1985)    -0.181742  1.56224e-06
rec_dev(1986)    -0.447806  1.40104e-06
rec_dev(1987)   -0.0625161  1.35794e-06
rec_dev(1988)     0.274837  3.06319e-06
rec_dev(1989)     0.332923  3.56954e-06
rec_dev(1990)    -0.405869  8.89154e-07
rec_dev(1991)    -0.285522  2.12477e-06
rec_dev(1992)     0.524615  3.63946e-06
rec_dev(1993)  -0.00604513  6.36753e-07
rec_dev(1994)    -0.188329  1.17214e-06
rec_dev(1995)    -0.231681  3.39483e-07
rec_dev(1996)     0.659007  3.76345e-06
rec_dev(1997)    -0.186742  2.85595e-06
rec_dev(1998)    -0.336362  1.50861e-06
rec_dev(1999)    -0.121576  1.24847e-06
rec_dev(2000)     0.205928  1.92741e-06
rec_dev(2001)    -0.209048  1.48177e-06
rec_dev(2002)      0.11902  6.77092e-07
rec_dev(2003)     0.113199  1.89422e-06
rec_dev(2004)     0.542726  2.09524e-06
rec_dev(2005)    -0.330594  1.94288e-06
rec_dev(2006)    -0.241313  2.46042e-06
rec_dev(2007)    -0.119636  3.22379e-06
rec_dev(2008)    -0.155417  3.74415e-06
rec_dev(2009)   0.00536797   1.7358e-06
rec_dev(2010)     0.308811  3.20598e-06
rec_dev(2011)    -0.693634  1.41771e-06
rec_dev(2012)     -1.45261 -1.28825e-06
rec_dev(2013)    -0.658169 -2.54584e-07
rec_dev(2014)    -0.640913 -4.18761e-07
rec_dev(2015)    -0.022927 -3.88176e-06
rec_dev(2016)     0.242811 -7.29929e-07
rec_dev(2017)      1.02907 -2.90527e-06
rec_dev(2018)     0.139109  2.91228e-07
rec_dev(2019)      1.29281 -2.35289e-07
rec_dev(2020)   -0.0394131 -1.17527e-08
rec_dev(2021)   -0.0119501 -3.46135e-08
rec_dev(2022) -0.000164876    7.077e-09
mean_log_init    -0.567773 -1.47131e-07
init_dev_m(2)     0.757946 -1.47035e-06
init_dev_m(3)     0.161501  1.43263e-06
init_dev_m(4)     0.166501  -1.4417e-07
init_dev_m(5)    0.0358629   1.1714e-08
init_dev_m(6)    -0.029578 -6.67812e-08
init_dev_m(7)   -0.0406815  1.08795e-07
init_dev_m(8)   -0.0443211 -1.88991e-07
init_dev_m(9)   -0.0492912 -1.77795e-07
init_dev_m(10)   -0.0524076 -1.02137e-07
init_dev_m(11)   -0.0543165  4.57517e-08
init_dev_m(12)    -0.056684 -1.43559e-07
init_dev_m(13)   -0.0583547  2.55448e-08
init_dev_m(14)    -0.059425 -7.06229e-08
init_dev_m(15)    -0.059915 -3.19862e-07
init_dev_m(16)   -0.0601038  2.15071e-07
init_dev_m(17)   -0.0602236 -5.69822e-07
init_dev_m(18)   -0.0603187 -1.04704e-07
init_dev_m(19)   -0.0603719  1.36138e-08
init_dev_m(20)   -0.0604068  9.84841e-08
init_dev_f(2)     0.361517  4.04607e-07
init_dev_f(3)    0.0661003 -1.77147e-07
init_dev_f(4)    0.0683832 -1.24701e-07
init_dev_f(5)   0.00496363 -1.92454e-07
init_dev_f(6)   -0.0312167 -9.63524e-08
init_dev_f(7)   -0.0408975  2.07259e-07
init_dev_f(8)    -0.044788 -1.37709e-07
init_dev_f(9)    -0.049838 -2.84673e-08
init_dev_f(10)   -0.0529877 -2.97945e-07
init_dev_f(11)   -0.0549196  4.47457e-08
init_dev_f(12)   -0.0573156 -1.63884e-08
init_dev_f(13)   -0.0590041 -1.75749e-07
init_dev_f(14)   -0.0600843  1.61948e-07
init_dev_f(15)   -0.0605779 -3.26046e-08
init_dev_f(16)   -0.0607676 -3.37968e-07
init_dev_f(17)   -0.0608879  9.10052e-08
init_dev_f(18)   -0.0609832  2.43291e-08
init_dev_f(19)   -0.0610365  -2.1603e-07
init_dev_f(20)   -0.0610714 -1.09643e-07
log_avg_fmort(1)     -2.43604 -8.86847e-07
fmort_dev(1,1954)      -2.6756 -5.24852e-07
fmort_dev(1,1955)     -2.50064    1.039e-07
fmort_dev(1,1956)     -1.94927  6.87823e-07
