"","Wt_name","Wt_index","Species","Yr","Sex","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"363","Pcod_pot_fishery",5,1,2013,0,0.271376,0.757083,1.32848,1.88979,2.4614,3.10048,3.8046,4.53081,5.23786,5.8997,6.50268,7.04105,7.51415,7.92471,8.2776,8.57876,8.83449,9.05086,9.2335,9.55779
"373","Pcod_pot_fishery",5,1,2014,0,0.271376,0.757083,1.32848,1.88979,2.4614,3.10048,3.8046,4.53081,5.23786,5.8997,6.50268,7.04105,7.51415,7.92471,8.2776,8.57876,8.83449,9.05086,9.2335,9.55779
"383","Pcod_pot_fishery",5,1,2015,0,0.271376,0.757083,1.32848,1.88979,2.4614,3.10048,3.8046,4.53081,5.23786,5.8997,6.50268,7.04105,7.51415,7.92471,8.2776,8.57876,8.83449,9.05086,9.2335,9.55779
"393","Pcod_pot_fishery",5,1,2016,0,0.271376,0.757083,1.32848,1.88979,2.4614,3.10048,3.8046,4.53081,5.23786,5.8997,6.50268,7.04105,7.51415,7.92471,8.2776,8.57876,8.83449,9.05086,9.2335,9.55779
"403","Pcod_pot_fishery",5,1,2017,0,0.271376,0.757083,1.32848,1.88979,2.4614,3.10048,3.8046,4.53081,5.23786,5.8997,6.50268,7.04105,7.51415,7.92471,8.2776,8.57876,8.83449,9.05086,9.2335,9.55779
"413","Pcod_pot_fishery",5,1,2018,0,0.271376,0.757083,1.32848,1.88979,2.4614,3.10048,3.8046,4.53081,5.23786,5.8997,6.50268,7.04105,7.51415,7.92471,8.2776,8.57876,8.83449,9.05086,9.2335,9.55779
"423","Pcod_pot_fishery",5,1,2019,0,0.271376,0.757083,1.32848,1.88979,2.4614,3.10048,3.8046,4.53081,5.23786,5.8997,6.50268,7.04105,7.51415,7.92471,8.2776,8.57876,8.83449,9.05086,9.2335,9.55779
"433","Pcod_pot_fishery",5,1,2020,0,0.271376,0.757083,1.32848,1.88979,2.4614,3.10048,3.8046,4.53081,5.23786,5.8997,6.50268,7.04105,7.51415,7.92471,8.2776,8.57876,8.83449,9.05086,9.2335,9.55779
"443","Pcod_pot_fishery",5,1,2021,0,0.271376,0.757083,1.32848,1.88979,2.4614,3.10048,3.8046,4.53081,5.23786,5.8997,6.50268,7.04105,7.51415,7.92471,8.2776,8.57876,8.83449,9.05086,9.2335,9.55779
"453","Pcod_pot_fishery",5,1,2022,0,0.271376,0.757083,1.32848,1.88979,2.4614,3.10048,3.8046,4.53081,5.23786,5.8997,6.50268,7.04105,7.51415,7.92471,8.2776,8.57876,8.83449,9.05086,9.2335,9.55779
"463","Pcod_pot_fishery",5,1,2023,0,0.271376,0.757083,1.32848,1.88979,2.4614,3.10048,3.8046,4.53081,5.23786,5.8997,6.50268,7.04105,7.51415,7.92471,8.2776,8.57876,8.83449,9.05086,9.2335,9.55779
"9","Biomass_begin",6,1,1977,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"19","Biomass_begin",6,1,1978,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"29","Biomass_begin",6,1,1979,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"39","Biomass_begin",6,1,1980,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"49","Biomass_begin",6,1,1981,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"59","Biomass_begin",6,1,1982,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"69","Biomass_begin",6,1,1983,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"79","Biomass_begin",6,1,1984,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"89","Biomass_begin",6,1,1985,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"99","Biomass_begin",6,1,1986,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"109","Biomass_begin",6,1,1987,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"119","Biomass_begin",6,1,1988,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"129","Biomass_begin",6,1,1989,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"139","Biomass_begin",6,1,1990,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"149","Biomass_begin",6,1,1991,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"159","Biomass_begin",6,1,1992,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"169","Biomass_begin",6,1,1993,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"179","Biomass_begin",6,1,1994,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"189","Biomass_begin",6,1,1995,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"199","Biomass_begin",6,1,1996,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"209","Biomass_begin",6,1,1997,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"219","Biomass_begin",6,1,1998,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"229","Biomass_begin",6,1,1999,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"239","Biomass_begin",6,1,2000,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"249","Biomass_begin",6,1,2001,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"259","Biomass_begin",6,1,2002,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"269","Biomass_begin",6,1,2003,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"279","Biomass_begin",6,1,2004,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"289","Biomass_begin",6,1,2005,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"299","Biomass_begin",6,1,2006,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"309","Biomass_begin",6,1,2007,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"319","Biomass_begin",6,1,2008,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"329","Biomass_begin",6,1,2009,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"339","Biomass_begin",6,1,2010,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"349","Biomass_begin",6,1,2011,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"359","Biomass_begin",6,1,2012,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"369","Biomass_begin",6,1,2013,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"379","Biomass_begin",6,1,2014,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"389","Biomass_begin",6,1,2015,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"399","Biomass_begin",6,1,2016,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"409","Biomass_begin",6,1,2017,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"419","Biomass_begin",6,1,2018,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"429","Biomass_begin",6,1,2019,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"439","Biomass_begin",6,1,2020,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"449","Biomass_begin",6,1,2021,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"459","Biomass_begin",6,1,2022,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"469","Biomass_begin",6,1,2023,0,0.0209337,0.178335,0.537094,1.08144,1.76207,2.52348,3.3166,4.10324,4.85643,5.55887,6.2009,6.7784,7.29112,7.74142,8.13336,8.47198,8.76279,9.01135,9.22303,9.61212
"8","Spawn",7,1,1977,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"18","Spawn",7,1,1978,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"28","Spawn",7,1,1979,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"38","Spawn",7,1,1980,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"48","Spawn",7,1,1981,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"58","Spawn",7,1,1982,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"68","Spawn",7,1,1983,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"78","Spawn",7,1,1984,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"88","Spawn",7,1,1985,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"98","Spawn",7,1,1986,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"108","Spawn",7,1,1987,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"118","Spawn",7,1,1988,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"128","Spawn",7,1,1989,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"138","Spawn",7,1,1990,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"148","Spawn",7,1,1991,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"158","Spawn",7,1,1992,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"168","Spawn",7,1,1993,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"178","Spawn",7,1,1994,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"188","Spawn",7,1,1995,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"198","Spawn",7,1,1996,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"208","Spawn",7,1,1997,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"218","Spawn",7,1,1998,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"228","Spawn",7,1,1999,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"238","Spawn",7,1,2000,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"248","Spawn",7,1,2001,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"258","Spawn",7,1,2002,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"268","Spawn",7,1,2003,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"278","Spawn",7,1,2004,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"288","Spawn",7,1,2005,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"298","Spawn",7,1,2006,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"308","Spawn",7,1,2007,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"318","Spawn",7,1,2008,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"328","Spawn",7,1,2009,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"338","Spawn",7,1,2010,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"348","Spawn",7,1,2011,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"358","Spawn",7,1,2012,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"368","Spawn",7,1,2013,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"378","Spawn",7,1,2014,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"388","Spawn",7,1,2015,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"398","Spawn",7,1,2016,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"408","Spawn",7,1,2017,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"418","Spawn",7,1,2018,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"428","Spawn",7,1,2019,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"438","Spawn",7,1,2020,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"448","Spawn",7,1,2021,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"458","Spawn",7,1,2022,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
"468","Spawn",7,1,2023,0,9.92672e-07,0.000457214,0.0333287,0.383167,1.24012,2.2433,3.18129,4.03723,4.82224,5.53976,6.18936,6.77092,7.28595,7.73764,8.13046,8.46966,8.76087,9.00972,9.2216,9.61089
