ParName   Value   Gradient
MGparm[1]     0.504911  2.90081e-05
MGparm[2]      4.91774 -8.15105e-07
MGparm[3]      99.4604 -1.44246e-05
MGparm[4]     0.172776 -4.66948e-05
MGparm[5]      3.13683 -1.32495e-06
MGparm[6]       10.332 -3.91839e-06
MGparm[18]     0.868685 -1.61934e-06
SR_parm[1]      13.4629 -2.08971e-05
SR_parm[6]     -0.47658 -1.16195e-05
recdev_early(1962)   -0.0286745 -4.50045e-07
recdev_early(1963)   -0.0454251 -5.95245e-08
recdev_early(1964)   -0.0700624 -3.95559e-07
recdev_early(1965)    -0.103788 -3.83176e-07
recdev_early(1966)    -0.145756 -6.28603e-07
recdev_early(1967)    -0.190927  1.49024e-07
recdev_early(1968)    -0.226773   6.3311e-08
recdev_early(1969)    -0.232072 -3.92177e-07
recdev_early(1970)    -0.180946 -8.94392e-09
recdev_early(1971)   -0.0540689 -1.93804e-07
recdev_early(1972)     0.194081 -4.49924e-06
recdev_early(1973)     0.586465 -1.74829e-07
recdev_early(1974)    -0.114125  1.45261e-07
recdev_early(1975)     -0.35213 -1.54744e-06
recdev_early(1976)    0.0431827  2.64793e-06
recdev_early(1977)      1.22878 -6.10566e-07
recdev2(1978)    -0.254013 -9.97977e-07
recdev2(1979)    -0.181368  2.49178e-08
recdev2(1980)     0.639561  1.57867e-06
recdev2(1981)     0.517685  3.17864e-06
recdev2(1982)     0.682351  -7.9517e-07
recdev2(1983)     0.175437 -6.21136e-07
recdev2(1984)     0.486124 -5.64307e-08
recdev2(1985)     0.855716 -3.46944e-06
recdev2(1986)    -0.168084 -3.61217e-08
recdev2(1987)     0.452147  5.09787e-08
recdev2(1988)      0.21781 -2.84653e-06
recdev2(1989)     0.423113  1.59054e-06
recdev2(1990)     0.530289 -9.03598e-07
recdev2(1991)    0.0492912  3.54431e-07
recdev2(1992)    -0.177849 -1.62922e-06
recdev2(1993)     -0.53973 -1.06711e-06
recdev2(1994)    -0.345244 -2.53949e-06
recdev2(1995)    0.0677652 -3.25025e-06
recdev2(1996)    -0.451486 -2.98135e-06
recdev2(1997)    -0.358967 -4.07763e-06
recdev2(1998)    -0.704102 -3.18517e-06
recdev2(1999)    0.0397136 -5.37226e-06
recdev2(2000)   -0.0938718 -1.87458e-06
recdev2(2001)    -0.593861  3.06519e-06
recdev2(2002)    -0.768929  4.53441e-06
recdev2(2003)    -0.622313  3.68788e-06
recdev2(2004)    -0.547502  1.55043e-06
recdev2(2005)     0.131392  1.25061e-06
recdev2(2006)     0.299826 -1.49251e-06
recdev2(2007)     0.168052  1.81775e-06
recdev2(2008)     0.381074  1.38777e-07
recdev2(2009)    -0.272843  3.93203e-07
recdev2(2010)    0.0515251 -2.07865e-06
recdev2(2011)     0.429808 -1.53932e-06
recdev2(2012)     0.972919  3.83943e-07
recdev2(2013)     0.440338  8.12329e-07
recdev2(2014)    -0.554319 -8.37214e-08
Fcast_recruitments(2015)     -1.00483  3.38937e-06
Fcast_recruitments(2016)    -0.543131 -1.18061e-06
Fcast_recruitments(2017)   -0.0136119   2.4041e-06
Fcast_recruitments(2018)            0            0
Fcast_recruitments(2019)            0            0
Fcast_recruitments(2020)            0            0
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
init_F[1]   0.00313436 -5.04956e-06
init_F[2]   0.00838765  8.67175e-07
Q_parm[1]    0.0851691  6.58935e-06
Q_parm[2]     0.199735  6.39255e-07
Q_parm[5]      1.37204  1.03065e-06
selparm[1]        57.88 -2.36372e-06
selparm[2]      -4.8606  2.37353e-06
selparm[3]      5.06246  2.55323e-06
selparm[4]     -0.48169 -1.82939e-06
selparm[7]      67.0422  -8.4584e-06
selparm[8]     -5.03977  -1.9315e-08
selparm[9]      5.18265  1.97345e-05
selparm[13]      71.1616  3.60893e-07
selparm[14]     -12.3251 -2.13469e-07
selparm[15]      4.94321 -5.67257e-07
selparm[16]      4.01216  3.92536e-07
selparm[18]     0.115989  9.05934e-08
selparm[19]      60.9555 -1.28274e-06
selparm[20]     -11.8846   1.3859e-07
selparm[21]      5.56498 -3.38699e-07
selparm[22]      3.92793  1.69258e-07
selparm[23]     -3.28537  1.52571e-06
selparm[24]    -0.644236  7.75269e-07
selparm[25]      65.9246  1.57611e-06
selparm[26]     -12.3496 -1.93305e-06
selparm[27]       4.6611 -2.32352e-06
selparm[28]      4.68572 -6.77308e-07
selparm[30]     -1.06789   1.2752e-07
selparm[31]      78.7009 -2.15449e-06
selparm[32]      93.2697 -4.89966e-06
selparm[33]      79.0692 -1.55476e-07
selparm[37]     0.324279  8.48253e-07
selparm[38]     -4.89878 -4.61244e-08
selparm[39]     -5.54069  2.85496e-08
selparm[40]     -4.57132  1.41415e-07
selparm[41]      5.97504  2.60225e-06
selparm[42]      6.21009  5.56767e-05
selparm[43]      6.15251  7.00842e-08
selparm[44]      5.55395    3.061e-06
selparm[47]      5.11279  5.46293e-08
selparm[48]      5.21936 -5.64858e-07
selparm[49]      4.04343 -1.09581e-07
selparm[50]      5.53672 -6.20592e-07
selparm[53]       72.793 -6.24976e-07
selparm[54]      67.7349 -2.36289e-07
selparm[55]       70.349  1.12676e-06
selparm[56]      75.1917 -6.33303e-07
selparm[59]     -0.23776   2.0047e-06
selparm[60]      -5.0814  2.68118e-08
selparm[61]     -5.22909 -9.85471e-08
selparm[62]     -4.91655 -5.17974e-08
selparm[63]      5.39074 -6.62132e-07
selparm[64]      5.01553 -6.93665e-07
selparm[65]      5.15812 -4.15851e-07
selparm[66]      5.70511  2.41762e-06
selparm[73]      64.5431 -2.80107e-07
selparm[74]      3.25252  -5.0136e-07
selparm[75]      4.72846  2.96445e-07
selparm[76]      61.6144 -3.05491e-07
selparm[77]      56.1807 -4.88671e-06
selparm[78]     -4.86433  9.23358e-07
selparm[79]     -4.56481 -1.54111e-06
selparm[80]      5.63361 -5.34934e-07
selparm[81]      5.20724  8.79099e-06
selparm[82]       4.1839  4.61746e-06
selparm[83]      4.56796  2.23923e-06
selparm[84]     -2.49023 -2.41108e-07
selparm[85]     -2.44245 -4.12071e-07
parm_dev[1](1977)    -0.464594 -7.70112e-08
parm_dev[1](1978)    -0.173504  7.50641e-07
parm_dev[1](1979)   0.00788842 -3.55074e-07
parm_dev[1](1980)     0.482561 -6.21146e-07
parm_dev[1](1981)    -0.350023 -1.95876e-07
parm_dev[1](1982)    -0.278381  5.56532e-08
parm_dev[1](1983)    0.0343975 -5.49602e-07
parm_dev[1](1984)    -0.440606  -7.8949e-07
parm_dev[1](1985)       0.6946 -4.55473e-07
parm_dev[1](1986)    -0.162991 -5.34553e-07
parm_dev[1](1987)   -0.0511573 -7.16933e-07
parm_dev[1](1988)      0.11107 -2.80447e-06
parm_dev[1](1989)     0.590858   4.5015e-07
parm_dev[2](1977)    -0.308355 -4.00569e-06
parm_dev[2](1978)    0.0493609  4.39584e-07
parm_dev[2](1979)   -0.0097497  1.26378e-06
parm_dev[2](1980)    0.0414214  7.03844e-07
parm_dev[2](1981)    -0.302737   5.5803e-07
parm_dev[2](1982)    0.0350784  9.27085e-08
parm_dev[2](1983)    -0.241125  5.12589e-07
parm_dev[2](1984)    -0.841331  2.48639e-06
parm_dev[2](1985)     0.446612  1.60318e-06
parm_dev[2](1986)     0.552777  1.47097e-07
parm_dev[2](1987)   -0.0511287 -5.76638e-07
parm_dev[2](1988)    -0.113193  1.19833e-07
parm_dev[2](1989)     0.742508  6.47846e-07
parm_dev[3](1977)  1.59562e-06  2.21399e-05
parm_dev[3](1978)  2.57275e-07  3.68798e-06
parm_dev[3](1979) -1.20386e-06 -1.89183e-05
