"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0.200008010508901,0.2000195428344,0.200046731278284,0.200104656364478,0.200208829348641,0.200365633793029,0.200575957939535,0.200837461260481,0.201105593509086,0.201282853757865,0.201317409200415,0.201307930244184,0.201293220890974,0.201277183999112,0.201261785488197,0.201247470078768,0.201234757096889,0.201223525193593,0.201213460789503,0.201213460789503,0.201213460789503
"2",0.200008132313315,0.200019839994484,0.20004744185436,0.200106247724944,0.200212004719495,0.200371193466022,0.200584715712648,0.20085019534262,0.201122404696923,0.201302360290161,0.201337441168172,0.201327818078937,0.201312885061517,0.201296604319452,0.201280971665285,0.201266438581787,0.201253532291677,0.201242129600805,0.201231912161637,0.201231912161637,0.201231912161637
"3",0.200008244594059,0.200020113920149,0.200048096871756,0.200107714659764,0.200214931813747,0.200376318438067,0.200592788731049,0.200861933769511,0.201137901447865,0.20132034164137,0.201355906871978,0.201346150919242,0.201331011725518,0.201314506199464,0.20129865770929,0.201283923971273,0.201270839487357,0.201259279362486,0.201248920853782,0.201248920853782,0.201248920853782
"4",0.200008334537393,0.200020333350363,0.200048621578366,0.200108889758932,0.200217276584608,0.20038042383546,0.200599255683143,0.200871336924638,0.201150315236735,0.201334745737966,0.201370698962863,0.201360836578821,0.201345532226018,0.20132884663506,0.201312825247829,0.201297930774,0.201284703546598,0.201273017308037,0.201262545794521,0.201262545794521,0.201262545794521
"5",0.20000839543307,0.200020481914474,0.200048976828308,0.200109685353848,0.200218864099797,0.200383203373891,0.200603634100178,0.200877703283008,0.201158719929372,0.201344497958329,0.201380713872787,0.201370779429971,0.201355363257053,0.201338555754067,0.201322417307763,0.20130741400857,0.201294090137415,0.201282318514223,0.201271770491372,0.201271770491372,0.201271770491372
"6",0.200040578467772,0.200098997240457,0.200236724494434,0.200530152948515,0.201057857259518,0.201852174346176,0.202917603734729,0.204242289121394,0.205600554363055,0.206498493480407,0.20667353940185,0.206625522287747,0.20655100979141,0.206469772443371,0.206391768912432,0.206319251999048,0.206254852429455,0.206197955491756,0.206146972701267,0.206146972701267,0.206146972701267
"7",0.200037632965966,0.200091811248317,0.20021954118358,0.200491670310983,0.200981069725672,0.201717729080506,0.202705821291004,0.203934350676423,0.205194022428954,0.206026782118982,0.206189121841647,0.206144590184341,0.206075486386373,0.20600014587891,0.205927804452872,0.205860551382875,0.205800826436522,0.2057480595225,0.205700777460739,0.205700777460739,0.205700777460739
"8",0.200028191203545,0.200068776656917,0.20016446033508,0.200368314786204,0.200734928422949,0.201286766772183,0.202026955803592,0.202947258550835,0.203890890333873,0.204514718334751,0.204636328525381,0.204602969448223,0.20455120315279,0.204494764880479,0.204440573247854,0.204390193349894,0.204345452839117,0.20430592465484,0.204270505224218,0.204270505224218,0.204270505224218
"9",0.200021951457245,0.200053553862691,0.200128059236923,0.200286793228565,0.200572261834379,0.201001958136975,0.201578316214408,0.2022949222428,0.203029693736565,0.203515445743117,0.203610139142632,0.203584163651562,0.20354385513408,0.203499908719391,0.203457711680706,0.203418482700138,0.203383644903737,0.203352865754996,0.203325285942176,0.203325285942176,0.203325285942176
"10",0.200031711556456,0.200077365084297,0.200184997181561,0.200414307786383,0.200826701993695,0.2014474506942,0.202280070210427,0.203315294991768,0.204376762002695,0.205078490002245,0.205215286163488,0.205177761399534,0.205119530831352,0.205056044877097,0.204995086109776,0.20493841506429,0.204888087619735,0.204843623386581,0.204803780984251,0.204803780984251,0.204803780984251
"11",0.200020104977205,0.200049049098501,0.20011728734045,0.200262669182215,0.200524125164326,0.200917676912281,0.201445553757978,0.202101881386038,0.202774846463866,0.203219738705425,0.203306466826365,0.203282676303028,0.203245758397483,0.203205508601958,0.203166861031028,0.203130931855516,0.20309902449307,0.203070834378995,0.20304557448386,0.20304557448386,0.20304557448386
"12",0.200076936848152,0.200187698946629,0.20044883006881,0.20100517094748,0.202005699273819,0.20351172590412,0.205531781948257,0.208043387832858,0.210618661183152,0.21232115537072,0.212653042753789,0.212562002218764,0.212420726391191,0.212266700232648,0.212118805397168,0.211981313198474,0.211859211498264,0.211751334801669,0.211654671338862,0.211654671338862,0.211654671338862
