"","...1","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26"
"1",0.000423799108259375,0.151747874626541,0.229512223435356,0.274721677943403,0.205328450049344,0.0994766095031124,0.0315102633135843,0.00641921426784999,0.000752401783481249,5.3742984534375e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0.00749379088568072,0.0271494858885493,0.0810736546358807,0.164061356578227,0.230120189565765,0.225554613464002,0.155034423898236,0.0754134464515399,0.0263822807089583,0.00645298438617444,0.00117655227857982,0.000114888503362332,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0,0.000416808229815233,0.00218404114907617,0.00959722851969959,0.0316695577123089,0.0773391154246179,0.141927403468151,0.197082521739306,0.206886812629377,0.164209610507045,0.10008408514469,0.0461572637161903,0.0166374606624485,0.00443106832295627,0.00109383100413399,6.10639233949222e-05,0,0,0,0,0,0,0,0,0,0
"4",0,0,0.00023543436937742,0.00111260621626452,0.00479216234256777,0.0155599619827227,0.0409892581549002,0.0847563729758714,0.138632860003575,0.17972639198451,0.186649575134942,0.154335789366696,0.10337974621269,0.0548334050872803,0.02917053891689,0.00530937220673219,0.000616525044980636,6.45656306225795e-05,0,0,0,0,0,0,0,0
"5",0,0,0,0.000132082130082461,0.000760410650412303,0.00287372473173167,0.00944950271552487,0.0248822906343482,0.0546795957077068,0.0979390117891688,0.142091915220076,0.170809271691357,0.169135129951094,0.138135065836933,0.126000866340628,0.0482650947149542,0.0123726660486204,0.00213378248777356,0.000271671479670157,0,0,0,0,0,0,0
"6",0,0,0,0,0.0001289050497375,0.000515620198949998,0.00214919594501249,0.00654992318319998,0.0177271433061624,0.0392410017615374,0.0732485814106123,0.113203175290137,0.146961139023212,0.161466270620337,0.215410836798838,0.136139321877588,0.0618749257046127,0.0200073133116876,0.00456569701575002,0.000710949502625004,7.10949502625004e-05,0,0,0,0,0
"7",0,0,0,0,0,0.000125922510081785,0.000429612550408923,0.00171845020163569,0.00533680817547957,0.0138882842844759,0.0310654062201785,0.0585757385188254,0.0934900375411749,0.12723477916406,0.223447232701918,0.203939482781442,0.137677674373799,0.0689580252108697,0.025538099364565,0.00689289660272117,0.00133339481852788,0.000148154979836431,0,0,0,0
"8",0,0,0,0,0,0,0.000123147521650098,0.000385180173200786,0.00147868804125246,0.00465180173200786,0.0120841270681707,0.026907139266242,0.050218084981868,0.0808244417902375,0.177240044074909,0.210881441385606,0.190960806044753,0.13340631863018,0.0715042124201202,0.0284520723791654,0.00847692014013929,0.00192131195874754,0.000307409913399607,0,0,0
"9",0,0,0,0,0,0,0,6.17611115402842e-05,0.000405870371800947,0.00147937222694313,0.00448222594109004,0.0114732167040047,0.0251081945195497,0.0460666538222985,0.120033429852227,0.175722340882654,0.199653362912607,0.178595677591517,0.126401588699194,0.0696539332148816,0.0292269055036256,0.0090530777614692,0.00214414999613744,0.000397064814099526,7.94129628199053e-05,0
"10",0,0,0,0,0,0,0,1.82425523806356e-05,0.000136485104761271,0.000518910628567628,0.00159388506665115,0.0047086849904309,0.0115936805713193,0.0247583271236002,0.0749617220947265,0.129119790132803,0.17355164636173,0.188937098590757,0.167759192762402,0.118727281943284,0.0652160814859623,0.0269982002667709,0.00874804689527199,0.00212569363810347,0.000490544685716186,0
"11",0,0,0,0,0,0,0,0,1.61108949576585e-05,0.000164443579830634,0.000554439689068488,0.00180831712182439,0.00536717704615063,0.0128204533149725,0.0446996887390283,0.0892634533396819,0.135684140100383,0.171812815172325,0.181396976630718,0.158130924097192,0.10800027235335,0.0573284805338345,0.0234050603068133,0.00729835213868371,0.00201333852101619,8.38891050423415e-05
"12",0,0,0,0,0,0,0,0,0,2.83702129800976e-05,0.00021348085192039,0.000696478727151708,0.00238802767231581,0.00645412343787532,0.0262540192738869,0.0592901321382418,0.10030783851758,0.139634504325022,0.170985819042401,0.176937733850362,0.147182501948638,0.0957403466895558,0.0479705254720627,0.0187076467851694,0.00669356169377619,0.000514889361059707
"13",0,0,0,0,0,0,0,0,0,0,3.73660074562249e-05,0.000286830037281125,0.000972230820761982,0.00312879048465462,0.0151852488786801,0.0392117435778335,0.0719024027931982,0.107274836153695,0.14565523167996,0.175073249257264,0.171472227951847,0.133655434219694,0.0807161803751202,0.0372064822770348,0.0165459415302578,0.00157580395526265
"14",0,0,0,0,0,0,0,0,0,0,1.09096821195613e-05,6.54580927173678e-05,0.000416380781467278,0.0015109747152713,0.0086476546492366,0.0262792211661888,0.0517397609413482,0.0790412161199376,0.113929233390814,0.155904690701527,0.180269758595334,0.163724372039083,0.115906503562451,0.0637886676023941,0.0343888627018493,0.00454360621190237
"15",0,0,0,0,0,0,0,0,0,0,0,1.90698929798219e-05,0.000123954304368842,0.000672096789394657,0.00483351624152046,0.0173214896278462,0.0376448232753358,0.0583952775325812,0.0854426104260958,0.12934715299855,0.171551281799751,0.180634991431567,0.148905478077607,0.0943550508110229,0.0600687955306991,0.0105844112606804
"16",0,0,0,0,0,0,0,0,0,0,0,8.31726964939224e-06,4.15863482469612e-05,0.000241200819832375,0.00257042185007679,0.0115217316348958,0.0282396079856457,0.0436775318139541,0.0620784104087832,0.0998744414896942,0.152175155729052,0.184523874352969,0.173647091284051,0.126613850614189,0.0941581640700742,0.0205369315985361
"17",0,0,0,0,0,0,0,0,0,0,0,0,1.44852970723036e-05,9.41544309699731e-05,0.00135297819675426,0.00756158232274798,0.02149022446179,0.0339283136839394,0.0444194879089886,0.0733729409873726,0.126772865764943,0.175540364860818,0.188575695526003,0.155368563701946,0.135611247840146,0.0358970950165093
