"","Length","Wt"
"1",15.1862391055676,25.1652700977608
"2",22.1646342993593,83.5640547002415
"3",28.0672839830127,177.377393655409
"4",33.0992783257416,300.585713201586
"5",37.4195967038191,445.50810401163
"6",41.1515920487792,604.694726307764
"7",44.3913935128557,771.614119675123
"8",47.2145376077448,940.83449578222
"9",49.6811094408046,1108.00987605851
"10",51.8396534505728,1269.79531453365
"11",53.7300907347307,1423.73654223549
"12",55.3858547533845,1568.15025362778
"13",56.8354287036906,1702.00229482098
"14",58.1034376649496,1824.78879162937
"15",59.2114187618197,1936.42450876224
"16",60.1783649700472,2037.14186248456
"17",61.0211141014945,2127.4028391118
"18",61.7546345849885,2207.82482295336
"19",62.3922439547743,2279.12023852852
"20",62.9457841104424,2342.0490893597
"21",63.4257688395298,2397.38295719195
