"","nll","aic","daic"
"1",9984190.52398779,19969357.0479756,0
"2",9984670.69580976,19970317.3916195,960.343643926084
"3",9984563.16522748,19970102.330455,745.282479371876
"4",9984563.35082681,19970102.7016536,745.653678037226
"5",9984563.02136853,19970102.0427371,744.994761478156
"6",9984558.79880624,19970093.5976125,736.54963690415
"7",9984559.17734429,19970094.3546886,737.306712992489
"8",9984558.40434815,19970092.8086963,735.760720718652
