"","Pred","Pred_species","Prey","Prey_species","PredSex","PreySex","PredAge","PreyAge","propPreyAge"
"3312",3,"P_Cod",2,"Arrowtooth",0,1,"12",20,0
"54",3,"P_Cod",2,"Arrowtooth",0,2,"12",21,0
"3313",3,"P_Cod",2,"Arrowtooth",0,1,"12",21,0
"5966",3,"P_Cod",3,"P_Cod",0,0,"12",1,0
"6048",3,"P_Cod",3,"P_Cod",0,0,"12",2,0
"6211",3,"P_Cod",3,"P_Cod",0,0,"12",3,0
"6172",3,"P_Cod",3,"P_Cod",0,0,"12",4,0
"6338",3,"P_Cod",3,"P_Cod",0,0,"12",5,0
"6299",3,"P_Cod",3,"P_Cod",0,0,"12",6,0
"6260",3,"P_Cod",3,"P_Cod",0,0,"12",7,0
"6221",3,"P_Cod",3,"P_Cod",0,0,"12",8,0
"6262",3,"P_Cod",3,"P_Cod",0,0,"12",9,0
"6223",3,"P_Cod",3,"P_Cod",0,0,"12",10,0
"6184",3,"P_Cod",3,"P_Cod",0,0,"12",11,0
"6185",3,"P_Cod",3,"P_Cod",0,0,"12",12,0
"8084",3,"P_Cod",4,"P_Halibut",0,1,"12",1,0
"9937",3,"P_Cod",4,"P_Halibut",0,2,"12",1,0
"8085",3,"P_Cod",4,"P_Halibut",0,1,"12",2,0
"9938",3,"P_Cod",4,"P_Halibut",0,2,"12",2,0
"9909",3,"P_Cod",4,"P_Halibut",0,1,"12",3,0
"9939",3,"P_Cod",4,"P_Halibut",0,2,"12",3,0
"9910",3,"P_Cod",4,"P_Halibut",0,1,"12",4,0
"9940",3,"P_Cod",4,"P_Halibut",0,2,"12",4,0
"9911",3,"P_Cod",4,"P_Halibut",0,1,"12",5,0
"9941",3,"P_Cod",4,"P_Halibut",0,2,"12",5,0
"9912",3,"P_Cod",4,"P_Halibut",0,1,"12",6,0
"9942",3,"P_Cod",4,"P_Halibut",0,2,"12",6,0
"9913",3,"P_Cod",4,"P_Halibut",0,1,"12",7,0
"9943",3,"P_Cod",4,"P_Halibut",0,2,"12",7,0
"9914",3,"P_Cod",4,"P_Halibut",0,1,"12",8,0
"9944",3,"P_Cod",4,"P_Halibut",0,2,"12",8,0
"9915",3,"P_Cod",4,"P_Halibut",0,1,"12",9,0
"9945",3,"P_Cod",4,"P_Halibut",0,2,"12",9,0
"9916",3,"P_Cod",4,"P_Halibut",0,1,"12",10,0
"9946",3,"P_Cod",4,"P_Halibut",0,2,"12",10,0
"9917",3,"P_Cod",4,"P_Halibut",0,1,"12",11,0
"9947",3,"P_Cod",4,"P_Halibut",0,2,"12",11,0
"9918",3,"P_Cod",4,"P_Halibut",0,1,"12",12,0
"9948",3,"P_Cod",4,"P_Halibut",0,2,"12",12,0
"7488",3,"P_Cod",4,"P_Halibut",0,1,"12",13,0
"9949",3,"P_Cod",4,"P_Halibut",0,2,"12",13,0
"7368",3,"P_Cod",4,"P_Halibut",0,1,"12",14,0
"9950",3,"P_Cod",4,"P_Halibut",0,2,"12",14,0
"9921",3,"P_Cod",4,"P_Halibut",0,1,"12",15,0
"9951",3,"P_Cod",4,"P_Halibut",0,2,"12",15,0
"9922",3,"P_Cod",4,"P_Halibut",0,1,"12",16,0
"9952",3,"P_Cod",4,"P_Halibut",0,2,"12",16,0
"9923",3,"P_Cod",4,"P_Halibut",0,1,"12",17,0
"9953",3,"P_Cod",4,"P_Halibut",0,2,"12",17,0
"9924",3,"P_Cod",4,"P_Halibut",0,1,"12",18,0
"9954",3,"P_Cod",4,"P_Halibut",0,2,"12",18,0
"7115",3,"P_Cod",4,"P_Halibut",0,2,"12",19,0
"9925",3,"P_Cod",4,"P_Halibut",0,1,"12",19,0
"7076",3,"P_Cod",4,"P_Halibut",0,2,"12",20,0
"9926",3,"P_Cod",4,"P_Halibut",0,1,"12",20,0
"7077",3,"P_Cod",4,"P_Halibut",0,2,"12",21,0
"9927",3,"P_Cod",4,"P_Halibut",0,1,"12",21,0
"7118",3,"P_Cod",4,"P_Halibut",0,2,"12",22,0
"9928",3,"P_Cod",4,"P_Halibut",0,1,"12",22,0
"7119",3,"P_Cod",4,"P_Halibut",0,2,"12",23,0
"9929",3,"P_Cod",4,"P_Halibut",0,1,"12",23,0
"7120",3,"P_Cod",4,"P_Halibut",0,2,"12",24,0
"9930",3,"P_Cod",4,"P_Halibut",0,1,"12",24,0
"7161",3,"P_Cod",4,"P_Halibut",0,2,"12",25,0
"9931",3,"P_Cod",4,"P_Halibut",0,1,"12",25,0
"7162",3,"P_Cod",4,"P_Halibut",0,2,"12",26,0
"9932",3,"P_Cod",4,"P_Halibut",0,1,"12",26,0
"7203",3,"P_Cod",4,"P_Halibut",0,2,"12",27,0
"9933",3,"P_Cod",4,"P_Halibut",0,1,"12",27,0
"7124",3,"P_Cod",4,"P_Halibut",0,2,"12",28,0
"9934",3,"P_Cod",4,"P_Halibut",0,1,"12",28,0
"9935",3,"P_Cod",4,"P_Halibut",0,1,"12",29,0
"9965",3,"P_Cod",4,"P_Halibut",0,2,"12",29,0
"9936",3,"P_Cod",4,"P_Halibut",0,1,"12",30,0
"9966",3,"P_Cod",4,"P_Halibut",0,2,"12",30,0
"14464",4,"P_Halibut",1,"W_Pollock",1,0,"1",1,3.09359439728654e-05
"14904",4,"P_Halibut",1,"W_Pollock",2,0,"1",1,3.09359439728654e-05
"14465",4,"P_Halibut",1,"W_Pollock",1,0,"1",2,9.71543229765561e-08
"14905",4,"P_Halibut",1,"W_Pollock",2,0,"1",2,9.71543229765561e-08
"14466",4,"P_Halibut",1,"W_Pollock",1,0,"1",3,5.62543247691475e-07
"14906",4,"P_Halibut",1,"W_Pollock",2,0,"1",3,5.62543247691475e-07
"14831",4,"P_Halibut",1,"W_Pollock",1,0,"1",4,6.16064867801699e-07
"14907",4,"P_Halibut",1,"W_Pollock",2,0,"1",4,6.16064867801699e-07
"14468",4,"P_Halibut",1,"W_Pollock",1,0,"1",5,2.14431290168299e-07
"14908",4,"P_Halibut",1,"W_Pollock",2,0,"1",5,2.14431290168299e-07
"14469",4,"P_Halibut",1,"W_Pollock",1,0,"1",6,7.22852588204165e-08
"14909",4,"P_Halibut",1,"W_Pollock",2,0,"1",6,7.22852588204165e-08
"14470",4,"P_Halibut",1,"W_Pollock",1,0,"1",7,1.01903824442756e-08
"15274",4,"P_Halibut",1,"W_Pollock",2,0,"1",7,1.01903824442756e-08
"14835",4,"P_Halibut",1,"W_Pollock",1,0,"1",8,2.86903444027746e-08
"15275",4,"P_Halibut",1,"W_Pollock",2,0,"1",8,2.86903444027746e-08
"14472",4,"P_Halibut",1,"W_Pollock",1,0,"1",9,0
"14912",4,"P_Halibut",1,"W_Pollock",2,0,"1",9,0
"14473",4,"P_Halibut",1,"W_Pollock",1,0,"1",10,0
"14913",4,"P_Halibut",1,"W_Pollock",2,0,"1",10,0
"2785",4,"P_Halibut",2,"Arrowtooth",2,2,"1",1,3.93218850355479e-07
"3417",4,"P_Halibut",2,"Arrowtooth",1,1,"1",1,3.9564808537858e-07
"3438",4,"P_Halibut",2,"Arrowtooth",1,2,"1",1,3.93218850355479e-07
"3493",4,"P_Halibut",2,"Arrowtooth",2,1,"1",1,3.9564808537858e-07
"2786",4,"P_Halibut",2,"Arrowtooth",2,2,"1",2,1.34165839167447e-08
"3418",4,"P_Halibut",2,"Arrowtooth",1,1,"1",2,1.36574506196259e-08
"3439",4,"P_Halibut",2,"Arrowtooth",1,2,"1",2,1.34165839167447e-08
"3494",4,"P_Halibut",2,"Arrowtooth",2,1,"1",2,1.36574506196259e-08
"2787",4,"P_Halibut",2,"Arrowtooth",2,2,"1",3,0
"3419",4,"P_Halibut",2,"Arrowtooth",1,1,"1",3,0
"3440",4,"P_Halibut",2,"Arrowtooth",1,2,"1",3,0
"3859",4,"P_Halibut",2,"Arrowtooth",2,1,"1",3,0
"2788",4,"P_Halibut",2,"Arrowtooth",2,2,"1",4,0
"3420",4,"P_Halibut",2,"Arrowtooth",1,1,"1",4,0
"3441",4,"P_Halibut",2,"Arrowtooth",1,2,"1",4,0
"3860",4,"P_Halibut",2,"Arrowtooth",2,1,"1",4,0
"2789",4,"P_Halibut",2,"Arrowtooth",2,2,"1",5,0
"3421",4,"P_Halibut",2,"Arrowtooth",1,1,"1",5,0
"3442",4,"P_Halibut",2,"Arrowtooth",1,2,"1",5,0
"3861",4,"P_Halibut",2,"Arrowtooth",2,1,"1",5,0
"2790",4,"P_Halibut",2,"Arrowtooth",2,2,"1",6,0
"3422",4,"P_Halibut",2,"Arrowtooth",1,1,"1",6,0
"3443",4,"P_Halibut",2,"Arrowtooth",1,2,"1",6,0
"3862",4,"P_Halibut",2,"Arrowtooth",2,1,"1",6,0
"2791",4,"P_Halibut",2,"Arrowtooth",2,2,"1",7,0
"3423",4,"P_Halibut",2,"Arrowtooth",1,1,"1",7,0
"3444",4,"P_Halibut",2,"Arrowtooth",1,2,"1",7,0
"3863",4,"P_Halibut",2,"Arrowtooth",2,1,"1",7,0
"2792",4,"P_Halibut",2,"Arrowtooth",2,2,"1",8,0
"3424",4,"P_Halibut",2,"Arrowtooth",1,1,"1",8,0
"3445",4,"P_Halibut",2,"Arrowtooth",1,2,"1",8,0
"3864",4,"P_Halibut",2,"Arrowtooth",2,1,"1",8,0
"2332",4,"P_Halibut",2,"Arrowtooth",1,1,"1",9,0
"2772",4,"P_Halibut",2,"Arrowtooth",2,1,"1",9,0
"2793",4,"P_Halibut",2,"Arrowtooth",2,2,"1",9,0
"3446",4,"P_Halibut",2,"Arrowtooth",1,2,"1",9,0
"167",4,"P_Halibut",2,"Arrowtooth",1,2,"1",10,0
"607",4,"P_Halibut",2,"Arrowtooth",2,2,"1",10,0
"2333",4,"P_Halibut",2,"Arrowtooth",1,1,"1",10,0
"2773",4,"P_Halibut",2,"Arrowtooth",2,1,"1",10,0
"168",4,"P_Halibut",2,"Arrowtooth",1,2,"1",11,0
"608",4,"P_Halibut",2,"Arrowtooth",2,2,"1",11,0
"3427",4,"P_Halibut",2,"Arrowtooth",1,1,"1",11,0
"3867",4,"P_Halibut",2,"Arrowtooth",2,1,"1",11,0
"169",4,"P_Halibut",2,"Arrowtooth",1,2,"1",12,0
"609",4,"P_Halibut",2,"Arrowtooth",2,2,"1",12,0
"3428",4,"P_Halibut",2,"Arrowtooth",1,1,"1",12,0
"3504",4,"P_Halibut",2,"Arrowtooth",2,1,"1",12,0
"170",4,"P_Halibut",2,"Arrowtooth",1,2,"1",13,0
"610",4,"P_Halibut",2,"Arrowtooth",2,2,"1",13,0
"3429",4,"P_Halibut",2,"Arrowtooth",1,1,"1",13,0
"3505",4,"P_Halibut",2,"Arrowtooth",2,1,"1",13,0
"171",4,"P_Halibut",2,"Arrowtooth",1,2,"1",14,0
"611",4,"P_Halibut",2,"Arrowtooth",2,2,"1",14,0
"3430",4,"P_Halibut",2,"Arrowtooth",1,1,"1",14,0
"3506",4,"P_Halibut",2,"Arrowtooth",2,1,"1",14,0
"172",4,"P_Halibut",2,"Arrowtooth",1,2,"1",15,0
"612",4,"P_Halibut",2,"Arrowtooth",2,2,"1",15,0
"3431",4,"P_Halibut",2,"Arrowtooth",1,1,"1",15,0
"3507",4,"P_Halibut",2,"Arrowtooth",2,1,"1",15,0
"173",4,"P_Halibut",2,"Arrowtooth",1,2,"1",16,0
"613",4,"P_Halibut",2,"Arrowtooth",2,2,"1",16,0
"3432",4,"P_Halibut",2,"Arrowtooth",1,1,"1",16,0
"3872",4,"P_Halibut",2,"Arrowtooth",2,1,"1",16,0
"174",4,"P_Halibut",2,"Arrowtooth",1,2,"1",17,0
"614",4,"P_Halibut",2,"Arrowtooth",2,2,"1",17,0
"3433",4,"P_Halibut",2,"Arrowtooth",1,1,"1",17,0
"3873",4,"P_Halibut",2,"Arrowtooth",2,1,"1",17,0
"175",4,"P_Halibut",2,"Arrowtooth",1,2,"1",18,0
"615",4,"P_Halibut",2,"Arrowtooth",2,2,"1",18,0
"3434",4,"P_Halibut",2,"Arrowtooth",1,1,"1",18,0
"3874",4,"P_Halibut",2,"Arrowtooth",2,1,"1",18,0
"176",4,"P_Halibut",2,"Arrowtooth",1,2,"1",19,0
"616",4,"P_Halibut",2,"Arrowtooth",2,2,"1",19,0
"3435",4,"P_Halibut",2,"Arrowtooth",1,1,"1",19,0
"3875",4,"P_Halibut",2,"Arrowtooth",2,1,"1",19,0
"177",4,"P_Halibut",2,"Arrowtooth",1,2,"1",20,0
"617",4,"P_Halibut",2,"Arrowtooth",2,2,"1",20,0
"2783",4,"P_Halibut",2,"Arrowtooth",2,1,"1",20,0
"3436",4,"P_Halibut",2,"Arrowtooth",1,1,"1",20,0
"178",4,"P_Halibut",2,"Arrowtooth",1,2,"1",21,0
"618",4,"P_Halibut",2,"Arrowtooth",2,2,"1",21,0
"2784",4,"P_Halibut",2,"Arrowtooth",2,1,"1",21,0
"3437",4,"P_Halibut",2,"Arrowtooth",1,1,"1",21,0
"5346",4,"P_Halibut",3,"P_Cod",2,0,"1",1,0
"5969",4,"P_Halibut",3,"P_Cod",1,0,"1",1,0
"5347",4,"P_Halibut",3,"P_Cod",2,0,"1",2,0
"6131",4,"P_Halibut",3,"P_Cod",1,0,"1",2,0
"5314",4,"P_Halibut",3,"P_Cod",2,0,"1",3,0
"6335",4,"P_Halibut",3,"P_Cod",1,0,"1",3,0
"5328",4,"P_Halibut",3,"P_Cod",2,0,"1",4,0
"6256",4,"P_Halibut",3,"P_Cod",1,0,"1",4,0
"5885",4,"P_Halibut",3,"P_Cod",2,0,"1",5,0
"6302",4,"P_Halibut",3,"P_Cod",1,0,"1",5,0
"5806",4,"P_Halibut",3,"P_Cod",2,0,"1",6,0
"6263",4,"P_Halibut",3,"P_Cod",1,0,"1",6,0
"6091",4,"P_Halibut",3,"P_Cod",2,0,"1",7,0
"6224",4,"P_Halibut",3,"P_Cod",1,0,"1",7,0
"5848",4,"P_Halibut",3,"P_Cod",2,0,"1",8,0
"6225",4,"P_Halibut",3,"P_Cod",1,0,"1",8,0
"5809",4,"P_Halibut",3,"P_Cod",2,0,"1",9,0
"6186",4,"P_Halibut",3,"P_Cod",1,0,"1",9,0
"6094",4,"P_Halibut",3,"P_Cod",2,0,"1",10,0
"6267",4,"P_Halibut",3,"P_Cod",1,0,"1",10,0
"6095",4,"P_Halibut",3,"P_Cod",2,0,"1",11,0
"6188",4,"P_Halibut",3,"P_Cod",1,0,"1",11,0
"5444",4,"P_Halibut",3,"P_Cod",2,0,"1",12,0
"6189",4,"P_Halibut",3,"P_Cod",1,0,"1",12,0
"7391",4,"P_Halibut",4,"P_Halibut",2,1,"1",1,1.98019142852483e-05
"8208",4,"P_Halibut",4,"P_Halibut",1,1,"1",1,1.98019142852483e-05
"10061",4,"P_Halibut",4,"P_Halibut",1,2,"1",1,1.98019142852483e-05
"12688",4,"P_Halibut",4,"P_Halibut",2,2,"1",1,1.98019142852483e-05
"7392",4,"P_Halibut",4,"P_Halibut",2,1,"1",2,1.98019142852483e-05
"8209",4,"P_Halibut",4,"P_Halibut",1,1,"1",2,1.98019142852483e-05
"10062",4,"P_Halibut",4,"P_Halibut",1,2,"1",2,1.98019142852483e-05
"12689",4,"P_Halibut",4,"P_Halibut",2,2,"1",2,1.98019142852483e-05
"10033",4,"P_Halibut",4,"P_Halibut",1,1,"1",3,0
"10063",4,"P_Halibut",4,"P_Halibut",1,2,"1",3,0
"10473",4,"P_Halibut",4,"P_Halibut",2,1,"1",3,0
"12690",4,"P_Halibut",4,"P_Halibut",2,2,"1",3,0
"10034",4,"P_Halibut",4,"P_Halibut",1,1,"1",4,0
"10064",4,"P_Halibut",4,"P_Halibut",1,2,"1",4,0
"10474",4,"P_Halibut",4,"P_Halibut",2,1,"1",4,0
"12691",4,"P_Halibut",4,"P_Halibut",2,2,"1",4,0
"10035",4,"P_Halibut",4,"P_Halibut",1,1,"1",5,0
"10065",4,"P_Halibut",4,"P_Halibut",1,2,"1",5,0
"10475",4,"P_Halibut",4,"P_Halibut",2,1,"1",5,0
"12692",4,"P_Halibut",4,"P_Halibut",2,2,"1",5,0
"10036",4,"P_Halibut",4,"P_Halibut",1,1,"1",6,0
"10066",4,"P_Halibut",4,"P_Halibut",1,2,"1",6,0
"10476",4,"P_Halibut",4,"P_Halibut",2,1,"1",6,0
"13786",4,"P_Halibut",4,"P_Halibut",2,2,"1",6,0
"10037",4,"P_Halibut",4,"P_Halibut",1,1,"1",7,0
"10067",4,"P_Halibut",4,"P_Halibut",1,2,"1",7,0
"10477",4,"P_Halibut",4,"P_Halibut",2,1,"1",7,0
"13787",4,"P_Halibut",4,"P_Halibut",2,2,"1",7,0
"10038",4,"P_Halibut",4,"P_Halibut",1,1,"1",8,0
"10068",4,"P_Halibut",4,"P_Halibut",1,2,"1",8,0
"10478",4,"P_Halibut",4,"P_Halibut",2,1,"1",8,0
"12695",4,"P_Halibut",4,"P_Halibut",2,2,"1",8,0
"10039",4,"P_Halibut",4,"P_Halibut",1,1,"1",9,0
"10069",4,"P_Halibut",4,"P_Halibut",1,2,"1",9,0
"10479",4,"P_Halibut",4,"P_Halibut",2,1,"1",9,0
"12696",4,"P_Halibut",4,"P_Halibut",2,2,"1",9,0
"10040",4,"P_Halibut",4,"P_Halibut",1,1,"1",10,0
"10070",4,"P_Halibut",4,"P_Halibut",1,2,"1",10,0
"10480",4,"P_Halibut",4,"P_Halibut",2,1,"1",10,0
"12697",4,"P_Halibut",4,"P_Halibut",2,2,"1",10,0
"10041",4,"P_Halibut",4,"P_Halibut",1,1,"1",11,0
"10071",4,"P_Halibut",4,"P_Halibut",1,2,"1",11,0
"10481",4,"P_Halibut",4,"P_Halibut",2,1,"1",11,0
"12698",4,"P_Halibut",4,"P_Halibut",2,2,"1",11,0
"10042",4,"P_Halibut",4,"P_Halibut",1,1,"1",12,0
"10072",4,"P_Halibut",4,"P_Halibut",1,2,"1",12,0
"10482",4,"P_Halibut",4,"P_Halibut",2,1,"1",12,0
"12699",4,"P_Halibut",4,"P_Halibut",2,2,"1",12,0
"7612",4,"P_Halibut",4,"P_Halibut",1,1,"1",13,0
"10073",4,"P_Halibut",4,"P_Halibut",1,2,"1",13,0
"10483",4,"P_Halibut",4,"P_Halibut",2,1,"1",13,0
"12700",4,"P_Halibut",4,"P_Halibut",2,2,"1",13,0
"7492",4,"P_Halibut",4,"P_Halibut",1,1,"1",14,0
"10074",4,"P_Halibut",4,"P_Halibut",1,2,"1",14,0
"10484",4,"P_Halibut",4,"P_Halibut",2,1,"1",14,0
"12701",4,"P_Halibut",4,"P_Halibut",2,2,"1",14,0
"10045",4,"P_Halibut",4,"P_Halibut",1,1,"1",15,0
"10075",4,"P_Halibut",4,"P_Halibut",1,2,"1",15,0
"12702",4,"P_Halibut",4,"P_Halibut",2,2,"1",15,0
"13765",4,"P_Halibut",4,"P_Halibut",2,1,"1",15,0
"10046",4,"P_Halibut",4,"P_Halibut",1,1,"1",16,0
"10076",4,"P_Halibut",4,"P_Halibut",1,2,"1",16,0
"12703",4,"P_Halibut",4,"P_Halibut",2,2,"1",16,0
"13766",4,"P_Halibut",4,"P_Halibut",2,1,"1",16,0
"10047",4,"P_Halibut",4,"P_Halibut",1,1,"1",17,0
"10077",4,"P_Halibut",4,"P_Halibut",1,2,"1",17,0
"12704",4,"P_Halibut",4,"P_Halibut",2,2,"1",17,0
"13646",4,"P_Halibut",4,"P_Halibut",2,1,"1",17,0
"10048",4,"P_Halibut",4,"P_Halibut",1,1,"1",18,0
"10078",4,"P_Halibut",4,"P_Halibut",1,2,"1",18,0
"13647",4,"P_Halibut",4,"P_Halibut",2,1,"1",18,0
"13798",4,"P_Halibut",4,"P_Halibut",2,2,"1",18,0
"7159",4,"P_Halibut",4,"P_Halibut",1,2,"1",19,0
"10049",4,"P_Halibut",4,"P_Halibut",1,1,"1",19,0
"10519",4,"P_Halibut",4,"P_Halibut",2,2,"1",19,0
"13769",4,"P_Halibut",4,"P_Halibut",2,1,"1",19,0
"7160",4,"P_Halibut",4,"P_Halibut",1,2,"1",20,0
"10050",4,"P_Halibut",4,"P_Halibut",1,1,"1",20,0
"10520",4,"P_Halibut",4,"P_Halibut",2,2,"1",20,0
"13406",4,"P_Halibut",4,"P_Halibut",2,1,"1",20,0
"7201",4,"P_Halibut",4,"P_Halibut",1,2,"1",21,0
"10051",4,"P_Halibut",4,"P_Halibut",1,1,"1",21,0
"10521",4,"P_Halibut",4,"P_Halibut",2,2,"1",21,0
"13407",4,"P_Halibut",4,"P_Halibut",2,1,"1",21,0
"7202",4,"P_Halibut",4,"P_Halibut",1,2,"1",22,0
"10052",4,"P_Halibut",4,"P_Halibut",1,1,"1",22,0
"10522",4,"P_Halibut",4,"P_Halibut",2,2,"1",22,0
"13408",4,"P_Halibut",4,"P_Halibut",2,1,"1",22,0
"7243",4,"P_Halibut",4,"P_Halibut",1,2,"1",23,0
"10053",4,"P_Halibut",4,"P_Halibut",1,1,"1",23,0
"10523",4,"P_Halibut",4,"P_Halibut",2,2,"1",23,0
"13409",4,"P_Halibut",4,"P_Halibut",2,1,"1",23,0
"7164",4,"P_Halibut",4,"P_Halibut",1,2,"1",24,0
"10054",4,"P_Halibut",4,"P_Halibut",1,1,"1",24,0
"10524",4,"P_Halibut",4,"P_Halibut",2,2,"1",24,0
"13410",4,"P_Halibut",4,"P_Halibut",2,1,"1",24,0
"7165",4,"P_Halibut",4,"P_Halibut",1,2,"1",25,0
"10055",4,"P_Halibut",4,"P_Halibut",1,1,"1",25,0
"10525",4,"P_Halibut",4,"P_Halibut",2,2,"1",25,0
"13411",4,"P_Halibut",4,"P_Halibut",2,1,"1",25,0
"7166",4,"P_Halibut",4,"P_Halibut",1,2,"1",26,0
"10056",4,"P_Halibut",4,"P_Halibut",1,1,"1",26,0
"10526",4,"P_Halibut",4,"P_Halibut",2,2,"1",26,0
"12683",4,"P_Halibut",4,"P_Halibut",2,1,"1",26,0
"7127",4,"P_Halibut",4,"P_Halibut",1,2,"1",27,0
"10057",4,"P_Halibut",4,"P_Halibut",1,1,"1",27,0
"10527",4,"P_Halibut",4,"P_Halibut",2,2,"1",27,0
"12684",4,"P_Halibut",4,"P_Halibut",2,1,"1",27,0
"7048",4,"P_Halibut",4,"P_Halibut",1,2,"1",28,0
"10058",4,"P_Halibut",4,"P_Halibut",1,1,"1",28,0
"10528",4,"P_Halibut",4,"P_Halibut",2,2,"1",28,0
"12685",4,"P_Halibut",4,"P_Halibut",2,1,"1",28,0
"10059",4,"P_Halibut",4,"P_Halibut",1,1,"1",29,0
"10089",4,"P_Halibut",4,"P_Halibut",1,2,"1",29,0
"12686",4,"P_Halibut",4,"P_Halibut",2,1,"1",29,0
"13809",4,"P_Halibut",4,"P_Halibut",2,2,"1",29,0
"10060",4,"P_Halibut",4,"P_Halibut",1,1,"1",30,0
"10090",4,"P_Halibut",4,"P_Halibut",1,2,"1",30,0
"12687",4,"P_Halibut",4,"P_Halibut",2,1,"1",30,0
"13810",4,"P_Halibut",4,"P_Halibut",2,2,"1",30,0
"14588",4,"P_Halibut",1,"W_Pollock",1,0,"2",1,3.09359439728654e-05
"15028",4,"P_Halibut",1,"W_Pollock",2,0,"2",1,3.09359439728654e-05
"14589",4,"P_Halibut",1,"W_Pollock",1,0,"2",2,9.71543229765561e-08
"15029",4,"P_Halibut",1,"W_Pollock",2,0,"2",2,9.71543229765561e-08
"14590",4,"P_Halibut",1,"W_Pollock",1,0,"2",3,5.62543247691475e-07
"15030",4,"P_Halibut",1,"W_Pollock",2,0,"2",3,5.62543247691475e-07
"14955",4,"P_Halibut",1,"W_Pollock",1,0,"2",4,6.16064867801699e-07
"15031",4,"P_Halibut",1,"W_Pollock",2,0,"2",4,6.16064867801699e-07
"14592",4,"P_Halibut",1,"W_Pollock",1,0,"2",5,2.14431290168299e-07
"15032",4,"P_Halibut",1,"W_Pollock",2,0,"2",5,2.14431290168299e-07
"14593",4,"P_Halibut",1,"W_Pollock",1,0,"2",6,7.22852588204165e-08
"15033",4,"P_Halibut",1,"W_Pollock",2,0,"2",6,7.22852588204165e-08
"14594",4,"P_Halibut",1,"W_Pollock",1,0,"2",7,1.01903824442756e-08
"15034",4,"P_Halibut",1,"W_Pollock",2,0,"2",7,1.01903824442756e-08
"14959",4,"P_Halibut",1,"W_Pollock",1,0,"2",8,2.86903444027746e-08
"15035",4,"P_Halibut",1,"W_Pollock",2,0,"2",8,2.86903444027746e-08
"14596",4,"P_Halibut",1,"W_Pollock",1,0,"2",9,0
"15036",4,"P_Halibut",1,"W_Pollock",2,0,"2",9,0
"14597",4,"P_Halibut",1,"W_Pollock",1,0,"2",10,0
"15037",4,"P_Halibut",1,"W_Pollock",2,0,"2",10,0
"2909",4,"P_Halibut",2,"Arrowtooth",2,2,"2",1,3.93218850355479e-07
"3541",4,"P_Halibut",2,"Arrowtooth",1,1,"2",1,3.9564808537858e-07
"3562",4,"P_Halibut",2,"Arrowtooth",1,2,"2",1,3.93218850355479e-07
"3617",4,"P_Halibut",2,"Arrowtooth",2,1,"2",1,3.9564808537858e-07
"2910",4,"P_Halibut",2,"Arrowtooth",2,2,"2",2,1.34165839167447e-08
"3542",4,"P_Halibut",2,"Arrowtooth",1,1,"2",2,1.36574506196259e-08
"3563",4,"P_Halibut",2,"Arrowtooth",1,2,"2",2,1.34165839167447e-08
"3618",4,"P_Halibut",2,"Arrowtooth",2,1,"2",2,1.36574506196259e-08
"2911",4,"P_Halibut",2,"Arrowtooth",2,2,"2",3,0
"3543",4,"P_Halibut",2,"Arrowtooth",1,1,"2",3,0
"3564",4,"P_Halibut",2,"Arrowtooth",1,2,"2",3,0
"3983",4,"P_Halibut",2,"Arrowtooth",2,1,"2",3,0
"2912",4,"P_Halibut",2,"Arrowtooth",2,2,"2",4,0
"3544",4,"P_Halibut",2,"Arrowtooth",1,1,"2",4,0
"3565",4,"P_Halibut",2,"Arrowtooth",1,2,"2",4,0
"3984",4,"P_Halibut",2,"Arrowtooth",2,1,"2",4,0
"2913",4,"P_Halibut",2,"Arrowtooth",2,2,"2",5,0
"3545",4,"P_Halibut",2,"Arrowtooth",1,1,"2",5,0
"3566",4,"P_Halibut",2,"Arrowtooth",1,2,"2",5,0
"3985",4,"P_Halibut",2,"Arrowtooth",2,1,"2",5,0
"2914",4,"P_Halibut",2,"Arrowtooth",2,2,"2",6,0
"3546",4,"P_Halibut",2,"Arrowtooth",1,1,"2",6,0
"3567",4,"P_Halibut",2,"Arrowtooth",1,2,"2",6,0
"3986",4,"P_Halibut",2,"Arrowtooth",2,1,"2",6,0
"2915",4,"P_Halibut",2,"Arrowtooth",2,2,"2",7,0
"3547",4,"P_Halibut",2,"Arrowtooth",1,1,"2",7,0
"3568",4,"P_Halibut",2,"Arrowtooth",1,2,"2",7,0
"3987",4,"P_Halibut",2,"Arrowtooth",2,1,"2",7,0
"2916",4,"P_Halibut",2,"Arrowtooth",2,2,"2",8,0
"3548",4,"P_Halibut",2,"Arrowtooth",1,1,"2",8,0
"3569",4,"P_Halibut",2,"Arrowtooth",1,2,"2",8,0
"3988",4,"P_Halibut",2,"Arrowtooth",2,1,"2",8,0
"2456",4,"P_Halibut",2,"Arrowtooth",1,1,"2",9,0
"2896",4,"P_Halibut",2,"Arrowtooth",2,1,"2",9,0
"2917",4,"P_Halibut",2,"Arrowtooth",2,2,"2",9,0
"3570",4,"P_Halibut",2,"Arrowtooth",1,2,"2",9,0
"291",4,"P_Halibut",2,"Arrowtooth",1,2,"2",10,0
"731",4,"P_Halibut",2,"Arrowtooth",2,2,"2",10,0
"2457",4,"P_Halibut",2,"Arrowtooth",1,1,"2",10,0
"2897",4,"P_Halibut",2,"Arrowtooth",2,1,"2",10,0
"292",4,"P_Halibut",2,"Arrowtooth",1,2,"2",11,0
