"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41"
"1",0.00564478417413989,0.0396442118333636,0.146897965294788,0.287978902306484,0.299158209641582,0.164693656120976,0.0479816198377136,0.00737806154854954,0.000596733106604757,2.52900969264842e-05,5.59558629149657e-07,6.44165328462805e-09,3.84706951684431e-11,1.18846070516698e-13,2.22142187881679e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1.63490528373241e-09,2.89817313572942e-08,4.03388500125476e-07,4.40933937072192e-06,3.78579191508992e-05,0.000255360215662014,0.00135344121498772,0.00563749809857915,0.0184568993762717,0.0475020870410916,0.0961158406891251,0.152911987921029,0.191283108009948,0.188153398870986,0.1455281481855,0.0885050097023076,0.0423202995385991,0.0159093392583842,0.0047014300098897,0.00109200527291382,0.00019932920671835,2.85888440314863e-05,3.22125221920719e-06,2.85085327144391e-07,1.98136466137847e-08,1.08120978844831e-09,4.63157290332731e-11,1.55719881445602e-12,4.10782519142112e-14,8.88178419766728e-16,0,0,0,0,0,0,0,0,0,0,0
"3",2.42108456107769e-13,3.41959516305683e-12,4.21530807057395e-11,4.53511689062163e-10,4.2585985402679e-09,3.49042464377568e-08,2.49710723290298e-07,1.55939853755019e-06,8.50063263602635e-06,4.04512760209528e-05,0.000168039775580162,0.000609399624499752,0.00192935898001201,0.00533278836718242,0.0128687050168853,0.0271120438862458,0.0498704445722022,0.08009092497211,0.112301823890332,0.137485490201898,0.146958720381958,0.137152243858145,0.111758068810863,0.07950993003097,0.0493886571016506,0.0267850255022794,0.0126826605729166,0.00524294693323629,0.00189225471290172,0.000596230260135684,0.000164009505717271,3.93852904115878e-05,8.25653382530181e-06,1.51094309341908e-06,2.4136395593289e-07,3.36556115199126e-08,4.09628031494704e-09,4.35166014334256e-10,4.03496125400705e-11,3.26527693772515e-12,2.30704344517115e-13
"4",1.19143003471405e-15,1.30671499937572e-14,1.30659561503843e-13,1.19111583836207e-12,9.89973865373654e-12,7.50161494375297e-11,5.18264453060897e-10,3.2645093263913e-09,1.87481476954649e-08,9.81695485514439e-08,4.68680720282299e-07,2.04015427008893e-06,8.09726150700962e-06,2.93025902471461e-05,9.66873890046799e-05,0.000290892636736695,0.000797990293802509,0.0019960305357392,0.00455243692827446,0.00946738742318928,0.0179526207565966,0.0310412255231098,0.0489400840804887,0.0703569030624802,0.0922286631760323,0.110240986467622,0.120154146567835,0.119413432127983,0.108214716502635,0.0894206685739068,0.0673763356610668,0.0462907197573137,0.0289998980531461,0.0165658477147602,0.00862867132330389,0.00409812710106552,0.00177474550622588,0.000700799220215866,0.000252322207455625,8.28359672203456e-05,2.47959693242791e-05
"5",3.72426684795066e-17,3.34554831372705e-16,2.80239519983671e-15,2.18891504766071e-14,1.5942915863792e-13,1.08279879844921e-12,6.8575779544675e-12,4.04984591149627e-11,2.23024590216725e-10,1.14528932505734e-09,5.48438020080809e-09,2.44901472930416e-08,1.01978428833929e-07,3.95986005452994e-07,1.43386225625903e-06,4.84164026484251e-06,1.52453167056415e-05,4.47651997704517e-05,0.000122576150489291,0.000312992527795974,0.000745290519561499,0.00165493859447824,0.0034269185466282,0.00661747279623371,0.011916475622763,0.0200111243988544,0.0313374597376034,0.0457641366434377,0.0623241572823863,0.0791512169922631,0.0937408996883629,0.103531185809185,0.106631110915397,0.102415901227501,0.0917321366332994,0.0766207062313248,0.0596816869423502,0.0433516884106642,0.0293657117949098,0.0185500102929913,0.0109273868666236
"6",3.97967888471698e-18,3.07057738160903e-17,2.23871223802796e-16,1.54235266789229e-15,1.00410067426664e-14,6.17703317998443e-14,3.59081187377367e-13,1.972496928944e-12,1.02388666915621e-11,5.02227163945735e-11,2.32788828511452e-10,1.01962047020167e-09,4.22017305610068e-09,1.65058572460959e-08,6.10046307282984e-08,2.13061595050209e-07,7.03179067344075e-07,2.19303615588144e-06,6.4631677828838e-06,1.79997098465014e-05,4.73703551261718e-05,0.000117806549511688,0.000276856329842151,0.000614840179457785,0.00129030770264223,0.00255886913834492,0.00479542428974099,0.00849240272726274,0.0142121268003327,0.0224756805688059,0.0335886240327321,0.0474348381769055,0.0633036437485584,0.0798337003645416,0.0951415516236143,0.107147177565188,0.114029666831343,0.114678401579431,0.108986339430652,0.097878910517288,0.0830678062882944
"7",1.14735976926394e-18,7.87812533766293e-18,5.15542696472136e-17,3.21532930476175e-16,1.91119905132809e-15,1.08269615219571e-14,5.84558573004551e-14,3.00795125267348e-13,1.47514738206074e-12,6.89481190185892e-12,3.07137145665589e-11,1.303964256281e-10,5.27622066564956e-10,2.03471985347515e-09,7.4784428398745e-09,2.61964885584491e-08,8.74582496175918e-08,2.78281743038523e-07,8.43908392284213e-07,2.43911885076419e-06,6.71889849481601e-06,1.76396936123644e-05,4.41379541475408e-05,0.000105259648054646,0.000239243701592596,0.000518260744041289,0.00107000452897085,0.00210548766156413,0.00394866084920928,0.0070579286294867,0.0120236192854681,0.0195219819572575,0.0302094993336901,0.0445547748072455,0.0626291097935939,0.0839053439398822,0.107135776266912,0.130380017105117,0.151223484336992,0.167170330476104,0.176129035214202
"8",6.37256615191321e-19,3.99637371029378e-18,2.40256283553879e-17,1.38465227126191e-16,7.65005181432336e-16,4.05178220842266e-15,2.05724607199896e-14,1.00134835146506e-13,4.67243520901511e-13,2.09007031194051e-12,8.9626896616031e-12,3.68447840238634e-11,1.45202534714587e-10,5.48571489132395e-10,1.98679673456332e-09,6.89818955751897e-09,2.29603548557819e-08,7.32629070719572e-08,2.24105268366574e-07,6.5717741670727e-07,1.84746454080759e-06,4.97889272993944e-06,1.28633135858006e-05,3.18593284689544e-05,7.56457066721545e-05,0.000172185304056991,0.000375726843842311,0.000785982572246938,0.00157622551172464,0.00303032156513221,0.00558501292293105,0.00986790394256052,0.0167144104120119,0.0271408078073689,0.0422493632267319,0.0630497510084468,0.0902012389150168,0.123710808616664,0.162655551668401,0.205020039813017,0.247736488030652
"9",5.13008899077273e-19,2.99532488872915e-18,1.68358458825795e-17,9.10957663941098e-17,4.74497539804363e-16,2.37926339880528e-15,1.14848184738439e-14,5.33677706048058e-14,2.38730307765764e-13,1.02803968396749e-12,4.26173336065106e-12,1.70073632033835e-11,6.53374613089985e-11,2.41636378165247e-10,8.60275196380544e-10,2.94840902952715e-09,9.72777531197877e-09,3.08969073857478e-08,9.44696665175166e-08,2.78064693008659e-07,7.87908175816435e-07,2.14922483730727e-06,5.6437109930008e-06,1.42667329795664e-05,3.47185297724058e-05,8.13345957671217e-05,0.000183428432525826,0.000398231406626371,0.000832304073170467,0.00167458167132326,0.00324346027593902,0.00604768131757003,0.0108554391898221,0.0187578993159885,0.0312032197806476,0.0499681335914554,0.0770309842800011,0.114318483167077,0.163322577422822,0.224623315343402,0.2974009427318
"10",5.03199260011051e-19,2.77520962199496e-18,1.47797090940496e-17,7.60064562319114e-17,3.7744162622784e-16,1.80993935097809e-15,8.38095230714685e-15,3.74746887494797e-14,1.61807338395065e-13,6.74643128709942e-13,2.71622590074709e-12,1.05602391879408e-11,3.96458644092412e-11,1.43727037808155e-10,5.03147920559089e-10,1.7008643783839e-09,5.55214314581655e-09,1.75012373246745e-08,5.32714042974227e-08,1.56580251443531e-07,4.44423923865228e-07,1.2180794734833e-06,3.22382691581393e-06,8.23921520847069e-06,2.03337814218843e-05,4.84583654581324e-05,0.000111516159583386,0.000247813753076728,0.000531779608861173,0.00110193694487681,0.00220495994790809,0.00426053039220814,0.00794960831039349,0.0143234286429959,0.0249211185380644,0.0418704319615214,0.0679308109675069,0.106425494973524,0.161006774035025,0.235213515128567,0.331818127636904
