"","Area","Bio_Pattern","Sex","BirthSeas","Settlement","Platoon","Morph","Yr","Seas","Time","Beg/Mid","Era","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"32494",1,1,1,1,1,1,1,1987,1,1987.5,"M","TIME",137773,29598.5,23372.2,27194.2,28716.5,14669.9,8944.67,16481.2,14939.8,6039.31,10534.6,4626.02,3366.1,2051.54,1890.06,1237.19,696.77,633.805,363.703,272.028,201.661,162.836,139.821,99.3677,91.2734,36.9501,90.6729,32.9228,20.3945,27.3613,144.009
"32496",1,1,1,1,1,1,1,1988,1,1988.5,"M","TIME",43410.8,114039,24494,19319.3,22423.7,23633,12058.2,7330.96,13414.3,12001.4,4756.18,8126,3526.92,2561.52,1562.47,1442.18,949.629,540.849,498.591,289.45,218.3,162.724,131.893,113.581,80.9173,74.4831,30.2074,74.2388,26.9888,16.7348,140.761
"32498",1,1,1,1,1,1,1,1989,1,1989.5,"M","TIME",41215.7,35932.5,94373.4,20246.8,15928.2,18445.2,19414.5,9878.1,5965.49,10777.7,9456.92,3673.07,6214.77,2696.5,1960.22,1197.69,1112.26,741.193,427.789,398.688,233.185,176.712,132.162,107.402,92.6977,66.1687,61.0099,24.7782,60.966,22.1839,129.586
"32500",1,1,1,1,1,1,1,1990,1,1990.5,"M","TIME",28894.6,34115.5,29734,77982.3,16679.7,13091.1,15140.7,15896.7,8043.38,4806.71,8536.97,7344.79,2821.67,4770.04,2071.65,1507.91,925.715,869.121,586.763,342.42,321.564,188.98,143.665,107.703,87.7006,75.8258,54.2067,50.0438,20.3457,50.1015,124.835
"32502",1,1,1,1,1,1,1,1991,1,1991.5,"M","TIME",22177,23916.9,28229.6,24564.1,64195.2,13689.8,10727.5,12373.9,12922.6,6478.32,3813.02,6645.36,5646.28,2165.06,3664.74,1593.97,1165,722.341,686.999,469.206,276.079,260.606,153.656,117.083,87.9397,71.7227,62.0969,44.4439,41.0702,16.7103,143.795
"32504",1,1,1,1,1,1,1,1992,1,1992.5,"M","TIME",26181.5,18356.6,19790.3,23318.6,20214.1,52657.3,11211.2,8761.62,10052.9,10404.1,5138.43,2966.16,5095.63,4317.6,1657.89,2810.84,1227,905.531,569.102,548.096,377.765,223.555,211.777,125.171,95.5617,71.892,58.7161,50.8958,36.4624,33.7209,131.895
"32506",1,1,1,1,1,1,1,1993,1,1993.5,"M","TIME",16498.4,21671.2,15190.2,16352,19200.9,16590.2,43142.8,9160.64,7124.12,8109.7,8277.88,4005.69,2268.81,3873.7,3286.78,1264.21,2148.05,945.095,707.149,450.793,438.979,304.754,181.162,172.142,101.985,78.0153,58.7916,48.0859,41.731,29.9253,136.058
"32508",1,1,1,1,1,1,1,1994,1,1994.5,"M","TIME",42778.8,13656.2,17932.7,12550.5,13465,15765.4,13600.4,35277.6,7457.83,5762.81,6488.15,6502.35,3079.18,1720.23,2935.54,2495.11,961.399,1640.68,730.615,555.139,358.724,352.68,246.326,147.003,140.083,83.1859,63.7616,48.1318,39.4227,34.2519,136.401
"32510",1,1,1,1,1,1,1,1995,1,1995.5,"M","TIME",39197.1,35409.3,11300.7,14818.2,10337.2,11057.6,12926.7,11126.4,28748.8,6045.4,4632.76,5146,5071.86,2369.79,1317.76,2251.73,1916.98,740.907,1274.43,574.673,442.168,288.499,285.449,200.175,119.793,114.402,68.0594,52.2481,39.4918,32.3805,140.334
"32512",1,1,1,1,1,1,1,1996,1,1996.5,"M","TIME",23687.2,32444.7,29301.9,9338.87,12208.6,8493.23,9071.05,10579,9070.45,23314.9,4864.11,3682.66,4033.78,3934.24,1832.75,1020.48,1746.4,1490.27,579.962,1008.56,459.794,356.768,234.068,232.405,163.369,97.9501,93.6881,55.8104,42.8921,32.4492,142.052
"32514",1,1,1,1,1,1,1,1997,1,1997.5,"M","TIME",20766.9,19606.6,26848.9,24216.9,7695.61,10032.8,6967.12,7419.08,8611.58,7338.38,18695.5,3849.13,2869.9,3103.79,3009.66,1403.24,782.626,1341.88,1152.13,453.954,800.422,369.038,288.501,190.142,189.334,133.368,80.0945,76.7148,45.7514,35.1939,143.323
"32516",1,1,1,1,1,1,1,1998,1,1998.5,"M","TIME",37306.6,17189.4,16224.9,22188.6,19954.5,6324.14,8229.78,5696.92,6035.11,6958.44,5873.33,14751.6,2986.03,2192.31,2345.63,2268.29,1059.44,592.021,1018.33,884.531,354.57,635.465,296.458,233.433,154.49,154.238,108.853,65.4719,62.7873,37.4827,146.407
"32518",1,1,1,1,1,1,1,1999,1,1999.5,"M","TIME",45712.5,30879.8,14224.2,13406.6,18276,16390.2,5185.3,6727.19,4633.39,4876.67,5570.34,4634.88,11439.6,2277.01,1647.81,1746.77,1687.92,789.928,442.433,765.726,676.374,276.79,504.838,238.285,188.896,125.492,125.588,88.7903,53.4791,51.3435,150.551
"32520",1,1,1,1,1,1,1,2000,1,2000.5,"M","TIME",37764.5,37837.7,25552.6,11752.1,11038.3,15000.6,13424.4,4231.97,5460,3735.63,3895.44,4387.87,3590.95,8725.19,1712.05,1224.55,1291.14,1249.3,586.116,329.456,576.995,520.186,217.342,402.658,191.889,152.923,101.897,102.173,72.3392,43.6194,164.867
"32522",1,1,1,1,1,1,1,2001,1,2001.5,"M","TIME",28709.3,31258.9,31309.4,21108.9,9672.7,9055.25,12278.1,10944.3,3428.32,4389.14,2971.79,3052.81,3380.68,2724.24,6526.09,1264.72,898.266,947.387,919.342,432.772,245.744,439.19,405.049,172.356,323.072,154.965,123.93,82.7525,83.098,58.8995,169.948
"32524",1,1,1,1,1,1,1,2002,1,2002.5,"M","TIME",36700.4,23763.6,25865.7,25864,17371.6,7931.96,7406.73,9996,8841.42,2742.68,3466.4,2306.88,2326.31,2532.13,2008.63,4746.12,912.662,647.748,685.356,668.047,318.343,184.853,338.953,319.284,137.76,260.254,125.36,100.5,67.2172,67.5802,186.34
"32526",1,1,1,1,1,1,1,2003,1,2003.5,"M","TIME",27193,30378,19663.2,21364.8,21278.6,14237.2,6479.63,6012.11,8029.87,7010.73,2139.08,2648.41,1726.7,1709.22,1830.11,1433.2,3368.12,648.102,461.866,492.332,487.942,238.713,142.49,266.968,254.947,110.845,210.279,101.54,81.5426,54.6078,206.553
"32528",1,1,1,1,1,1,1,2004,1,2004.5,"M","TIME",39718.2,22508.5,25136,16240,17571.5,17426.9,11613.2,5242.49,4799.75,6307.62,5400.84,1609.93,1947.18,1242.07,1205.33,1272.79,993.383,2342.77,453.134,326.145,355.749,364.527,184.051,112.39,213.452,205.332,89.6285,170.448,82.4489,66.2985,212.621
"32530",1,1,1,1,1,1,1,2005,1,2005.5,"M","TIME",52969.9,32876,18623.7,20756,13349.7,14380.2,14200.7,9379.52,4170.04,3744.82,4808.27,4007.78,1163.61,1372.08,854.914,816.907,859.728,673.949,1599.32,313.991,232.584,263.707,279.914,144.89,89.7849,171.868,166.046,72.6762,138.475,67.0801,227.256
"32532",1,1,1,1,1,1,1,2006,1,2006.5,"M","TIME",18302.4,43844.8,27202.6,15379.8,17063.9,10924.7,11718.4,11469.3,7458.54,3248.47,2841.77,3536.53,2857.76,805.206,923.553,565.772,539.539,571.177,450.896,1089.28,221.661,171.628,202.108,220.059,115.572,72.1725,138.756,134.436,58.9623,112.521,239.55
"32534",1,1,1,1,1,1,1,2007,1,2007.5,"M","TIME",19077.6,15149.4,36277.9,22463.1,12642.9,13964.3,8902.85,9466.36,9126.51,5817.89,2465.95,2082.36,2499.28,1948.53,530.639,595.819,364.097,349.44,372.636,300.188,756.458,161.944,130.81,158.378,175.131,92.7204,58.1615,112.143,108.881,47.8312,286.061
"32536",1,1,1,1,1,1,1,2008,1,2008.5,"M","TIME",23227.7,15791.1,12534.8,29955.8,18462.9,10343.9,11378.5,7193.6,7541.89,7138.08,4429.19,1805.39,1460.21,1680.61,1259.68,334.785,374.224,230.114,222.611,243.142,205.327,547.205,122.695,102.132,125.716,140.191,74.5602,46.9047,90.6271,88.1313,270.713
"32538",1,1,1,1,1,1,1,2009,1,2009.5,"M","TIME",9592.05,19226.3,13065.6,10349.9,24618.4,15104.1,8429.47,9197.71,5735.75,5907.12,5446.08,3249.02,1265.12,979.125,1085.54,797.012,210.987,237.266,147.363,146.469,167.973,149.824,417.109,96.1464,81.2354,100.751,112.811,60.1553,37.9155,73.3674,290.951
"32540",1,1,1,1,1,1,1,2010,1,2010.5,"M","TIME",16754.8,7939.64,15908.1,10788.8,8506.89,20143.6,12314.5,6820.51,7346.41,4504.08,4519.74,4004.68,2280.12,847.968,631.861,688.862,506.404,134.825,153.089,97.9997,102.671,124.252,115.358,328.937,76.7643,65.258,81.2098,91.1356,48.6795,30.7228,295.613
"32542",1,1,1,1,1,1,1,2011,1,2011.5,"M","TIME",34621.9,13868.4,6569.6,13138.4,8872.1,6965.84,16441.1,9986.47,5470.51,5810.77,3486.63,3378.74,2871.08,1568.53,562.281,410.954,448.002,331.066,88.8095,103.243,69.2011,76.1728,95.744,90.9633,262.508,61.6267,52.5593,65.5461,73.674,39.4009,264.486
"32544",1,1,1,1,1,1,1,2012,1,2012.5,"M","TIME",68062,28657.6,11474.9,5424.88,10801.1,7264.37,5686.5,13347.2,8033.4,4352.97,4549.25,2656.27,2489.22,2049.9,1089.97,384.969,281.269,308.008,229.006,62.4948,75.144,52.2842,59.2754,75.8971,72.831,211.27,49.7447,42.5105,53.0947,59.7492,246.762
"32546",1,1,1,1,1,1,1,2013,1,2013.5,"M","TIME",28363.3,56337.1,23711.6,9475.18,4458.95,8839.32,5926.36,4614.06,10742.1,6409.04,3429.23,3504.43,1987.13,1813.57,1460.83,767.235,271.09,198.894,218.885,165.016,46.3007,57.4387,40.9809,47.2139,60.9975,58.8196,171.132,40.3786,34.5626,43.2234,249.856
"32548",1,1,1,1,1,1,1,2014,1,2014.5,"M","TIME",36842.2,23477.2,46612.8,19576.9,7785.7,3647.82,7208.44,4806.39,3711.86,8571.91,5063.54,2663.89,2660.84,1476.64,1325.28,1056.59,554.387,196.667,144.959,161.117,123.973,35.6631,45.1981,32.72,38.0218,49.3646,47.7502,139.238,32.9108,28.2097,239.569
"32550",1,1,1,1,1,1,1,2015,1,2015.5,"M","TIME",32530.8,30495.4,19426.1,38496.8,16097,6372.93,2975.83,5846.23,3864.8,2959.35,6766.71,3936.63,2032.44,1997.97,1096.98,979.693,781.901,411.869,146.786,109.213,123.414,96.7789,28.2873,36.2443,26.4148,30.8222,40.13,38.9004,113.625,26.8933,219.146
"32552",1,1,1,1,1,1,1,2016,1,2016.5,"M","TIME",34331.8,26926.8,25234.1,16047.6,31677.7,13192.8,5205.65,2416.12,4704.36,3082.09,2335.8,5258.81,3002.99,1527.78,1489.3,815.277,729.474,584.467,309.338,111.26,84.0629,96.6293,76.8584,22.6855,29.2456,21.398,25.0376,32.6686,31.7223,92.7864,201.218
"32554",1,1,1,1,1,1,1,2017,1,2017.5,"M","TIME",35110.2,28417.5,22282.3,20851.6,13215.4,25990.2,10786.7,4229.37,1944.61,3750.21,2430.36,1812.85,4006.04,2255.01,1139.12,1109.11,608.749,546.805,440.348,235.317,85.9104,65.942,76.7778,61.6106,18.2889,23.6681,17.3662,20.3659,26.6218,25.8889,240.303
"32556",1,1,1,1,1,1,1,2018,1,2018.5,"M","TIME",33356.8,29061.8,23516.3,18415.3,17180.6,10853.5,21277,8777.91,3410.59,1553.19,2962.76,1889.92,1383.73,3014.08,1684.76,850.334,830.361,457.452,412.827,335.591,182.01,67.4812,52.4408,61.5758,49.6818,14.8026,19.2096,14.1264,16.5967,21.7268,217.604
"32558",1,1,1,1,1,1,1,2019,1,2019.5,"M","TIME",31745.6,27610.5,24049.7,19436.3,15176.4,14116.4,8892.12,17337.3,7093.57,2731.61,1230.78,2310.95,1446.27,1042.66,2254.58,1258.69,636.803,623.893,345.241,314.461,259.384,142.846,53.6188,42.0227,49.6147,40.181,12.0056,15.6152,11.5044,13.5366,195.522
"32560",1,1,1,1,1,1,1,2020,1,2020.5,"M","TIME",31089.4,26276.8,22850.3,19884.5,16032.8,12485.8,11586.1,7265.9,14064.9,5706.21,2174.37,964.625,1777.17,1094.28,782.054,1688.13,944.173,478.984,471.165,263.019,242.982,203.445,113.408,42.9274,33.829,40.0925,32.5634,9.75247,12.7094,9.37844,170.728
"32562",1,1,1,1,1,1,1,2021,1,2021.5,"M","FORE",23238.9,25733.6,21750.1,18910.7,16444.5,13241.8,10304,9549.1,5972.08,11518.4,4654.15,1762.36,774.736,1413.97,865.224,617.039,1332.64,746.174,378.986,373.71,209.893,195.373,164.67,92.2298,35.0191,27.6542,32.8253,26.6947,8.00323,10.4388,148.11
"32752",1,1,2,1,1,1,2,1977,1,1977.5,"M","TIME",79385.2,38476.5,31083.3,20731.6,20595.9,14432.2,8645.31,8265.7,4912.35,3764.86,2857.8,2381.27,2130.02,1593.24,1549.68,664.495,1726.6,663.41,434.589,613.947,745.731,316.117,485.712,428.005,292.381,176.048,350.005,183.064,132.634,107.024,872.671
"32754",1,1,2,1,1,1,2,1978,1,1978.5,"M","TIME",35722.9,67097.3,32509.5,26214.8,17414.1,17244.2,12075,7232.32,6912.8,4106.36,3145.56,2387.23,1989.34,1779.51,1330.83,1294,554.668,1441.07,553.881,363.091,513.336,624.1,264.938,407.835,360.017,246.269,148.416,295.239,154.479,111.956,827.219
"32756",1,1,2,1,1,1,2,1979,1,1979.5,"M","TIME",71029.8,30193.4,56688.6,27409.8,22005.5,14569.9,14417.9,10094.8,6044.81,5775.05,3428.62,2625.79,1993,1660.98,1485.64,1110.78,1079.76,462.817,1202.89,462.686,303.556,429.551,522.976,222.422,342.996,303.194,207.589,125.18,249.117,130.387,792.961
"32758",1,1,2,1,1,1,2,1980,1,1980.5,"M","TIME",63890.2,60035.2,25508.1,47779.8,22986.4,18384.3,12162.7,12034.5,8424.33,5042.59,4815.3,2858.22,2189.29,1662.04,1385.21,1238.83,926.102,900.257,386.021,1004.09,386.568,253.848,359.698,438.755,186.956,288.739,255.499,175.053,105.609,210.243,779.551
"32760",1,1,2,1,1,1,2,1981,1,1981.5,"M","TIME",28468.6,54000.7,50725.6,21512.5,40120.6,19225.5,15362.5,10162.2,10052.6,7033.8,4208.12,4017.47,2384.83,1826.9,1386.9,1155.67,1033.3,772.368,750.97,322.216,838.826,323.213,212.506,301.669,368.689,157.353,243.293,215.439,147.675,89.122,835.576
"32762",1,1,2,1,1,1,2,1982,1,1982.5,"M","TIME",38453.6,24062,45630.6,42803.5,18094.4,33648.9,16113.5,12874.2,8513.99,8418.08,5886.7,3520.6,3360.94,1994.95,1527.83,1159.34,965.548,862.941,644.965,627.343,269.347,701.654,270.648,178.262,253.564,310.419,132.637,205.221,181.803,124.654,780.772
"32764",1,1,2,1,1,1,2,1983,1,1983.5,"M","TIME",62061.3,32501.4,20333.5,38518,36041.7,15202.7,28256.7,13529.5,10806.3,7142.23,7056.19,4931.3,2948.34,2813.89,1669.57,1277.85,968.946,806.473,720.568,538.678,524.238,225.209,587.271,226.927,149.774,213.417,261.583,111.849,173.127,153.409,764.203
"32766",1,1,2,1,1,1,2,1984,1,1984.5,"M","TIME",48514.1,52454.9,27465.8,17167,32451.3,30311.5,12780.2,23750.2,11367.4,9073.01,5991.02,5914.11,4130.85,2468.48,2354.37,1395.83,1067.41,808.791,672.946,601.39,449.815,438.003,188.366,492.124,190.575,126.011,179.775,220.505,94.3215,146.031,774.162
"32768",1,1,2,1,1,1,2,1985,1,1985.5,"M","TIME",34477.5,41004.7,44329.8,23195,14473.6,27318.6,25507.2,10752.5,19972.9,9551.17,7614.28,5022.75,4955.38,3459.11,2065.42,1967.98,1165.5,890.459,674.403,561.232,501.816,375.543,366.097,157.775,413.207,160.34,106.161,151.57,185.984,79.5735,776.471
"32770",1,1,2,1,1,1,2,1986,1,1986.5,"M","TIME",36134.2,29140.7,34652.8,37436.4,19558.1,12189.7,23000.7,21471.1,9046.8,16789.2,8017.95,6383.65,4207.95,4148.8,2893.25,1725.35,1641.63,971.011,741.329,561.494,467.516,418.254,313.39,306.254,132.371,347.535,135.078,89.5167,127.867,156.939,722.508
"32772",1,1,2,1,1,1,2,1987,1,1987.5,"M","TIME",139220,30541,24625.7,29258,31549.6,16460.6,10255.7,19347.1,18051.6,7599.15,14083.9,6716.24,5342.2,3519.27,3466.82,2414.7,1437.96,1366.47,807.63,616.586,467.261,389.295,348.692,261.894,256.707,111.253,292.628,113.857,75.495,107.87,742.092
"32774",1,1,2,1,1,1,2,1988,1,1988.5,"M","TIME",43866.8,117671,25807.7,20785.6,24636.5,26520.5,13830.8,8614.93,16242.9,15141.2,6365.95,11782,5612.51,4460.77,2935.94,2889,2009.94,1195.86,1136.01,671.592,513.056,389.117,324.678,291.523,219.57,215.734,93.6466,246.551,95.9788,63.6602,716.916
"32776",1,1,2,1,1,1,2,1989,1,1989.5,"M","TIME",41648.6,37076.7,99435.2,21783.4,17500.1,20699.4,22270.5,11611.1,7228.26,13615.9,12677.2,5322.92,9840.76,4683.89,3719.31,2445.24,2403.42,1670.72,993.794,944.481,558.776,427.203,324.502,271.475,244.449,184.537,181.583,78.8894,207.797,80.9163,658.265
"32778",1,1,2,1,1,1,2,1990,1,1990.5,"M","TIME",29198.1,35201.9,31328.8,83901.2,18326,14691.4,17368.2,18681.1,9734.35,6054.88,11394.3,10597.7,4445.93,8213.75,3906.48,3099.11,2035.39,1998.88,1388.99,826.505,786.074,465.388,356.255,271.268,227.582,205.412,155.314,152.967,66.491,175.193,623.382
"32780",1,1,2,1,1,1,2,1991,1,1991.5,"M","TIME",22410,24678.5,29743.7,26428.7,70533.2,15365,12309.3,14546.9,15636.6,8140.91,5059.3,9512.7,8841.85,3707.75,6846.62,3253.94,2579.19,1692.62,1661.61,1154.93,687.744,654.609,388.009,297.689,227.316,191.189,172.869,130.846,128.946,56.0694,673.625
"32782",1,1,2,1,1,1,2,1992,1,1992.5,"M","TIME",26456.5,18941.2,20851.7,25088.7,22209.9,59101.5,12865.3,10303,12167.6,13066.8,6796.35,4219.93,7928.87,7366.4,3087.63,5697.69,2705.63,2142.9,1405.67,1380.16,960.034,572.161,545.192,323.864,249.209,190.816,160.806,145.571,110.258,108.699,615.343
"32784",1,1,2,1,1,1,2,1993,1,1993.5,"M","TIME",16671.7,22361.3,16004.9,17593.3,21096.9,18621.5,49513.8,10773.8,8621.58,10171.7,10911.9,5669.66,3517.23,6605.17,6134.02,2569.55,4737.88,2247.96,1779.27,1167,1146.53,798.206,476.12,454.5,270.786,208.996,160.397,135.367,122.642,92.9329,610.51
"32786",1,1,2,1,1,1,2,1994,1,1994.5,"M","TIME",43228.1,14091.1,18894.5,13503.1,14794.6,17695.5,15608.7,41486.1,9020.31,7211.13,8498.8,9107.72,4727.4,2930.82,5502.16,5107.37,2138.02,3938.9,1867.36,1477.31,969.093,952.849,663.903,396.467,379.436,226.789,175.53,134.971,114.035,103.376,593.203
"32788",1,1,2,1,1,1,2,1995,1,1995.5,"M","TIME",39608.8,36536.9,11906.8,15943,11357.9,12411.1,14834.5,13080.4,34743.8,7547.96,6029.08,7099.89,7602.34,3943.71,2444.23,4587.43,4256.37,1780.73,3278.66,1553.66,1229.1,806.675,793.745,553.565,331.162,317.775,190.433,147.683,113.698,96.1267,587.482
"32790",1,1,2,1,1,1,2,1996,1,1996.5,"M","TIME",23936,33477.8,30873.6,10047.8,13414.1,9533.05,10410.4,12438.5,10960.6,29088.6,6314.34,5039.84,5930.57,6347.21,3291.86,2039.81,3827.15,3549.47,1484.37,2732.27,1294.84,1024.87,673.097,662.806,462.956,277.598,266.989,160.276,124.428,95.8513,576.555
"32792",1,1,2,1,1,1,2,1997,1,1997.5,"M","TIME",20985.1,20231,28289,26055.4,8455.85,11262.6,7998.82,8731.09,10423.7,9175.62,24326.8,5275.45,4206.69,4946.91,5292.54,2743.97,1699.55,3187.03,2954.14,1234.85,2272.64,1077.37,853.316,560.79,552.947,387.199,232.83,224.444,134.932,104.836,566.828
"32794",1,1,2,1,1,1,2,1998,1,1998.5,"M","TIME",37698.4,17736.8,17095.2,23873.1,21925.9,7099.66,9450.21,6708.42,7316.12,8724.12,7670.32,20311.7,4399.7,3505.58,4120.45,4406.36,2283.23,1413.24,2648.2,2452.95,1024.85,1886.05,894.546,708.994,466.295,460.812,323.783,195.333,188.736,113.616,566.019
"32796",1,1,2,1,1,1,2,1999,1,1999.5,"M","TIME",46192.7,31863.1,14987.2,14424.4,20081.3,18399.4,5953.87,7921.3,5618.16,6119.73,7288.25,6399.41,16923.9,3662.64,2916.88,3426.92,3662.58,1896.51,1172.91,2195.96,2032.53,848.823,1562.19,741.386,587.988,387.165,383.837,270.791,163.932,158.754,572.503
"32798",1,1,2,1,1,1,2,2000,1,2000.5,"M","TIME",38161.2,39042.5,26923.1,12644.3,12129.1,16841.4,15419.2,4986.6,6627.49,4694.08,5106.08,6072.1,5323.67,14065.1,3042.53,2422.16,2844.42,3038.39,1572.25,971.63,1817.76,1681.54,702.12,1292.61,613.851,487.201,321.499,319.982,226.664,137.64,615.371
"32800",1,1,2,1,1,1,2,2001,1,2001.5,"M","TIME",29010.8,32254.3,32988.8,22711.4,10628.5,10167,14105.6,12905.9,4168.79,5531.52,3911.21,4247.22,5042.45,4416.15,11661.6,2521.71,2006.76,2355.57,2514.79,1300.43,803.089,1501.63,1388.79,580.017,1068.49,507.765,403.73,267.427,267.34,190.055,633.187
"32802",1,1,2,1,1,1,2,2002,1,2002.5,"M","TIME",37085.9,24520.2,27253,27827.5,19088.6,8906.71,8512.35,11801.1,10782.6,3476.31,4603.42,3248.55,3521.45,4175.76,3654.78,9646.11,2084.77,1658.14,1945.1,2074.99,1072.16,661.707,1236.93,1144.23,478.157,881.569,419.836,335.184,223.111,223.955,691.991
"32804",1,1,2,1,1,1,2,2003,1,2003.5,"M","TIME",27478.6,31345.3,20717.8,22987.1,23383.5,15991.7,7454.28,7117.19,9849.16,8977.04,2886.97,3814.16,2686.52,2908.46,3446.13,3014.13,7950.36,1717.32,1365.04,1600.13,1705.81,880.984,543.683,1016.74,941.211,393.818,728.186,348.458,279.654,186.919,769.901
"32806",1,1,2,1,1,1,2,2004,1,2004.5,"M","TIME",40135.4,23225.1,26484.2,17473.3,19311.1,19581.5,13376.5,6227.38,5931.98,8183.27,7435.92,2385.34,3145.61,2212.84,2393.29,2833.22,2476.11,6526.86,1408.82,1118.92,1310.63,1396.55,721.307,445.437,833.776,773.068,324.738,604.116,290.82,234.416,804.591
"32808",1,1,2,1,1,1,2,2005,1,2005.5,"M","TIME",53526.2,33922.8,19622.6,22332.3,14671.7,16160.4,16367.3,11165.5,5184.71,4921.13,6764.9,6130.37,1963.15,2586.01,1817.29,1963.35,2321.8,2027.25,5338.35,1151.04,913.291,1069.16,1139.36,588.916,364.056,683.069,636.429,269.216,504.15,243.843,874.141
"32810",1,1,2,1,1,1,2,2006,1,2006.5,"M","TIME",18494.6,45240.9,28661.6,16547.8,18753.4,12276.5,13505.3,13659.3,9293.54,4299.25,4065.15,5571.75,5040.22,1612.33,2121.5,1488.94,1606.53,1897.5,1654.54,4350.67,936.896,742.841,869.743,927.695,480.068,297.601,561.762,527.592,224.761,422.915,940.886
"32812",1,1,2,1,1,1,2,2007,1,2007.5,"M","TIME",19278,15631.8,38223.9,24169.1,13895,15692.8,10260.3,11271,11368.6,7705.54,3550.69,3346.47,4577.82,4136.6,1321.66,1736.38,1216.66,1310.59,1545.11,1344.59,3529.27,759.139,601.862,705.329,753.22,390.991,244.097,464.974,440.16,188.497,1147.61
"32814",1,1,2,1,1,1,2,2008,1,2008.5,"M","TIME",23471.7,16293.9,13207.2,32231,20291.2,11624,13111.4,8560.26,9378.38,9424.23,6362.62,2921.65,2747.12,3753.11,3386.68,1080.11,1416.22,990.252,1064.17,1251.38,1086.44,2847.28,612.297,485.843,570.099,611.098,319.733,201.625,387.423,368.855,1124.01
