Species,Sex,Species_name,Age,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3,2,ATF,10,3.029825991,3.029825991,3.195084694,3.088196933,3.431103798,2.845073614,3.138964524,3.047325532,2.998064847,3.039017054,3.288078228,3.0859258,2.838957957,2.877003922,2.915402062,3.079374869,2.970172614,2.94519417,2.79637131,2.960625821,2.966250985,3.363318258,2.958820469,2.986186878,3.084276796,2.869600818,3.207184864,3.00329886,3.093348661,3.024679078,2.846794477,2.877518941,2.731673116,3.173564696,2.938524722,2.847463412,2.835155586,3.080421827,3.436319698,3.292939684,3.160926074,3.029825991
3,2,ATF,11,17.19821826,17.20691741,18.15462444,17.5561498,19.51539887,16.19035077,17.87179696,17.35879676,17.08679596,17.32891939,18.75854324,17.61412036,16.21260659,16.43813832,16.66590174,17.61209403,16.99605345,16.86157685,16.01757765,16.96692576,17.00767939,19.2940122,16.98206539,17.14770796,17.71982936,16.4947091,18.44437923,17.28046277,17.8074753,17.42084959,16.40448449,16.58979424,15.75679067,18.31481406,16.96682262,16.44921696,16.38625737,17.81265918,19.88051874,19.06046115,18.30540481,17.55488338
3,2,ATF,12,2.65076092,2.65076092,2.795343914,2.701829006,3.001834392,2.489123129,2.746245005,2.666071073,2.622973451,2.658802079,2.876702919,2.699842017,2.48377261,2.5170586,2.550652703,2.694110681,2.598570847,2.576717486,2.446514028,2.590218465,2.595139858,2.94252958,2.588638983,2.612581548,2.698399322,2.510581706,2.805930218,2.62755263,2.706336196,2.646257944,2.490628693,2.517509184,2.3899103,2.776516308,2.57088246,2.491213937,2.480445957,2.695026653,3.006397725,2.880956152,2.765458919,2.65076092
3,2,ATF,13,2.774954954,2.774954954,2.926311983,2.828415693,3.142476998,2.605744074,2.87491268,2.790982422,2.74586558,2.783372859,3.011482837,2.826335609,2.60014287,2.634988383,2.670156445,2.820335748,2.720319661,2.69744242,2.561138641,2.71157595,2.716727922,3.080393624,2.709922466,2.734986794,2.824825321,2.628208033,2.937394278,2.750659304,2.833134055,2.770241003,2.607320177,2.635460078,2.501882904,2.906602261,2.691334011,2.607932841,2.596660357,2.821294635,3.147254133,3.015935344,2.895026809,2.774954954
3,2,ATF,14,2.882739548,2.882739548,3.039975574,2.938276804,3.264536855,2.70695619,2.986579824,2.899389553,2.852520286,2.891484419,3.128454628,2.936115926,2.701137426,2.737336405,2.773870463,2.929883018,2.825982114,2.802216277,2.660618197,2.816898781,2.822250865,3.200042043,2.815181072,2.841218946,2.934546975,2.730292693,3.051488327,2.857500207,2.943178436,2.877842497,2.708593512,2.737826422,2.599060853,3.019500289,2.795870605,2.709229974,2.697519645,2.93087915,3.269499543,3.133080079,3.007475224,2.882739548
3,2,ATF,15,3.842903028,3.842903028,4.052510171,3.91693826,4.351866811,3.608570934,3.981329724,3.865098705,3.802618538,3.854560583,4.170459233,3.914057651,3.600814094,3.649069986,3.697772561,3.905748728,3.76724121,3.735559609,3.546798994,3.755132462,3.762267182,4.265890502,3.75284263,3.787553024,3.911966124,3.639680201,4.067857515,3.809257138,3.923472494,3.836374901,3.610753603,3.649723213,3.464738543,4.025215117,3.727100363,3.611602053,3.595991327,3.907076645,4.358482438,4.176625298,4.009184824,3.842903028
3,2,ATF,16,3.946490123,3.946490123,4.161747317,4.022521006,4.469173243,3.705841507,4.088648169,3.969284094,3.905119747,3.958461912,4.282875746,4.019562749,3.697875578,3.747432228,3.797447602,4.011029856,3.868788808,3.836253216,3.642404477,3.856353664,3.863680703,4.380879405,3.854002108,3.889648136,4.017414844,3.737789338,4.177508354,3.911937294,4.029231374,3.939786028,3.708083011,3.748103064,3.558132052,4.133716512,3.827565947,3.708954331,3.692922811,4.012393567,4.475967196,4.28920802,4.117254116,3.946490123
3,2,ATF,17,4.035439909,4.035439909,4.255548776,4.11318445,4.569903763,3.789367323,4.18080205,4.058747633,3.993137088,4.04768153,4.379407315,4.110159516,3.781221851,3.831895456,3.883038125,4.101434301,3.955987288,3.922718377,3.724500489,3.943271868,3.950764051,4.479619875,3.940867311,3.977316763,4.1079632,3.822035225,4.271665052,4.000108295,4.120046062,4.028584711,3.791659349,3.832581412,3.638328651,4.226886186,3.913835306,3.792550308,3.776157454,4.102828749,4.576850846,4.385882311,4.210052745,4.035439909
3,2,ATF,18,4.111637796,4.111637796,4.335902798,4.190850323,4.656193491,3.860918824,4.259744691,4.13538562,4.068536206,4.124110565,4.462100055,4.187768272,3.852619548,3.904249981,3.956358334,4.178878305,4.030684936,3.996787836,3.794827163,4.017729422,4.025363073,4.564204846,4.015279461,4.052417159,4.185530485,3.894203567,4.352323383,4.075639044,4.197841497,4.104653157,3.863254128,3.904948889,3.707028214,4.306698996,3.987737034,3.86416191,3.847459524,4.180299084,4.663271749,4.468697313,4.289547702,4.111637796
3,2,ATF,19,4.176781696,4.176781696,4.404599904,4.25724925,4.729965214,3.922090388,4.327235165,4.200905776,4.132997214,4.189452082,4.532796603,4.254118367,3.913659619,3.966108074,4.019042021,4.24508755,4.094546237,4.060112079,3.854951585,4.081385458,4.089140056,4.636519121,4.078896681,4.11662278,4.251845125,3.955902487,4.421280654,4.140212588,4.26435119,4.169686394,3.924462692,3.966818055,3.765761567,4.374933404,4.050917878,3.925384856,3.908417841,4.246530839,4.737155619,4.539498388,4.357510369,4.176781696
3,2,ATF,20,4.232382504,4.232382504,4.4632334,4.313921232,4.792929933,3.974300776,4.384838791,4.256827721,4.188015168,4.245221556,4.593136638,4.310748671,3.965757778,4.01890442,4.072543017,4.301597637,4.149052337,4.114159795,3.906268229,4.135716363,4.143574189,4.698239897,4.133194456,4.17142276,4.308445168,4.008562978,4.480136202,4.195326593,4.321117712,4.22519275,3.97670466,4.019623853,3.815890926,4.433171983,4.104843201,3.9776391,3.960446222,4.303060139,4.800216056,4.599927636,4.415517015,4.232382504
3,2,ATF,21,4.33329136,4.33329136,4.569646224,4.416774141,4.907203413,4.069056423,4.489382524,4.358319401,4.287866213,4.346436522,4.702646627,4.41352594,4.060309742,4.114723511,4.169640965,4.404156726,4.247974427,4.212249974,3.999401838,4.234320495,4.242365668,4.810255768,4.231738461,4.270878208,4.411167517,4.104135507,4.586952024,4.295351958,4.424142201,4.325930187,4.071517621,4.115460097,3.90686975,4.53886808,4.202711253,4.07247434,4.054871548,4.405654097,4.914663252,4.709599537,4.52079218,4.33329136
4,1,Halibut,1,2.708865785,2.710235975,2.864951739,2.767441717,3.082473653,2.541375607,2.81883691,2.734848952,2.689997366,2.72981863,2.962047134,2.776501019,2.544517269,2.582066301,2.619883803,2.775951132,2.674469887,2.652134147,2.511376191,2.669442669,1.696396646,2.497134369,2.189331962,2.211722537,2.54245586,2.358072012,3.169386634,2.720713944,2.807237725,2.743721841,2.575087286,2.135393822,2.245005919,2.367929518,2.428905328,2.350428883,2.799841712,3.548284542,4.239872694,4.063878767,3.899252738,3.733418193
4,1,Halibut,2,0.385266234,0.385266234,0.407053643,0.393000789,0.437517095,0.360533261,0.399693757,0.387589324,0.381040794,0.386486811,0.419154591,0.39270062,0.35970854,0.364833276,0.369990778,0.391834446,0.377320623,0.373981796,0.353955775,0.376045322,0.256537686,0.331752133,0.30794911,0.328228828,0.357261702,0.331186877,0.444912289,0.398726063,0.411201106,0.38458229,0.360765261,0.315638774,0.314208322,0.331247679,0.339608574,0.328472691,0.391083807,0.495380723,0.5916405,0.584831143,0.560861673,0.536742214
4,1,Halibut,3,1.402406537,1.402406537,1.481714823,1.430561069,1.59260475,1.31237611,1.454924122,1.410862812,1.387025523,1.406849557,1.52576345,1.429468423,1.309374047,1.328028583,1.346802392,1.426315466,1.373483741,1.361330085,1.288433422,1.368841521,1.453986262,1.56106876,1.301779812,1.23031904,1.376873339,1.292412701,1.612420064,1.489681389,1.604657579,1.433632784,1.265605213,1.085165122,1.042040111,1.202137838,1.24283186,1.137824687,1.260098646,1.426819495,1.729003452,1.674648872,1.779695933,1.867438612
4,1,Halibut,4,2.665930104,2.665930104,2.816692625,2.719450971,3.027490841,2.494785133,2.765764357,2.682005211,2.636691286,2.674376143,2.90042766,2.717373886,2.489078307,2.524539984,2.560228396,2.711380215,2.610948791,2.587845078,2.449270845,2.602124078,2.484509003,2.862781056,2.539297564,2.50205328,2.699914852,2.664948964,3.222861687,3.132559386,3.246232245,3.063900688,2.627887181,2.316410837,2.00606387,2.298864877,2.13724616,2.097134773,2.191501493,2.504338647,2.889259284,2.938865906,3.062158357,3.161512958
4,1,Halibut,5,6.293716763,6.293716763,6.649636299,6.420068605,7.147287856,5.889678423,6.529405056,6.33166681,6.224689883,6.313656138,6.847317625,6.41516503,5.876205772,5.959923553,6.044176608,6.401015198,6.163917106,6.109373957,5.782228482,6.143083761,6.471831912,7.630818823,6.659625144,7.149443688,6.969420598,6.972911321,7.802086393,6.806302163,6.947865003,6.591549851,5.853809063,5.679557652,5.232542702,5.662339667,5.08660408,4.919812563,4.964361908,5.840270113,6.626038909,6.192415108,6.31045149,6.420570096
4,1,Halibut,6,17.51390851,17.22673061,17.92336172,17.06169302,18.73771464,15.40542199,16.8307981,15.87707481,15.1833679,15.00564273,15.78901788,14.32341759,12.56850785,12.12386805,11.23215009,11.53499812,10.14999017,9.659331968,9.264676981,9.881893345,10.30468183,12.18490178,10.49716157,11.6484411,10.98998458,11.11951513,12.14105301,10.25564849,10.48140396,9.813069177,8.790962702,8.789813183,8.338976328,8.927755566,8.002237103,7.727048887,7.691506452,9.277304627,10.27882146,9.404458646,9.697364149,10.01753099
4,1,Halibut,7,20.08655201,19.76724647,20.56010721,19.58625929,21.51041817,17.67926776,19.3043596,18.20813426,17.42048369,17.21860317,18.11523113,16.43362644,14.42796306,13.91183814,12.87830527,13.2317415,11.63406126,11.0859689,10.62496349,11.33922773,11.82224087,13.9770552,12.04523276,13.37263193,12.60631814,12.76139373,13.93612311,11.77026113,12.03160844,11.25587701,10.08947603,10.07982021,9.570745776,10.24437827,9.182368769,8.868694231,8.827900522,10.65222887,11.78713656,10.79866203,11.13440476,11.49924289
4,1,Halibut,8,25.51324607,25.09561691,26.1106118,24.86712168,27.31608088,22.45346591,24.51822011,23.12101901,22.13246464,21.86472886,23.01104924,20.87387853,18.31814088,17.66756925,16.35152446,16.80679932,14.78664154,14.07502992,13.48535087,14.40153924,15.01426014,15.09909877,13.04294569,13.96648233,14.83630258,14.70114719,17.19395384,14.20244965,14.35919228,14.15510336,12.21888868,11.10248608,11.13374258,12.17554327,11.09765581,10.91801439,10.47606564,11.55244674,11.92306187,14.24597007,15.41770315,14.70372868
4,1,Halibut,9,29.89252117,29.41256314,30.59259834,29.14092378,32.00075963,26.30388455,28.73277318,27.08949433,25.92787612,25.61799065,26.95191669,24.45680035,21.45783558,20.69723622,19.16047615,19.69115235,17.3236335,16.50360398,15.80375243,16.87541168,17.59172654,19.16177544,16.58401872,15.94146609,17.93088456,17.82960817,19.86748969,17.19275203,16.65478797,15.96806992,14.29234613,13.49134042,12.46399969,14.81135386,14.20197317,12.82543604,11.01425142,13.18378918,14.50234844,15.43680353,15.28457025,15.47841007
4,1,Halibut,10,35.96209423,35.37822662,36.79719872,35.04625438,38.49321893,31.6446319,34.55537105,32.5899327,31.1902652,30.81881484,32.43281368,29.43010029,25.81427235,24.89253438,23.05399828,23.69320419,20.83379236,19.84323527,19.01670209,20.29892041,21.16200786,23.90962784,19.60519095,19.77162451,19.79903618,19.9166114,22.01923011,19.06160831,21.21345974,19.92837436,17.62118291,14.87593949,14.40003724,16.8238055,14.73144359,15.58387414,14.04082429,14.68720392,15.79273752,16.29842393,17.96165865,17.93739766
4,1,Halibut,11,47.13792081,46.38443341,48.23336823,45.95556396,50.46530024,41.49170715,45.31524191,42.72699107,40.89460578,40.40562213,42.51747644,38.57362961,33.84328267,32.64326866,30.22996018,31.05548856,27.32086438,26.02344012,24.93452836,26.60609058,27.74381559,28.89015163,25.1655134,24.09279766,22.51308501,20.99591176,21.66892623,22.97518999,24.01413272,22.74873959,21.12479626,17.18941964,16.59400906,18.36318608,17.68327356,18.06506769,15.80440415,18.55304893,20.03281465,17.9782444,21.02763393,19.52120346
4,1,Halibut,12,54.08596668,53.21407869,55.34659475,52.7217034,57.89730402,47.59701962,51.98101699,49.02261733,46.91642996,46.35331847,48.77159507,44.26038477,38.83607696,37.44663476,34.67898181,35.63151394,31.34054834,29.85559599,28.59927961,30.52036877,31.82968033,32.97485451,30.09200092,30.13198116,25.90611057,23.632074,26.71914695,27.05571949,26.27749602,26.08581827,25.458538,20.36725471,20.69956779,20.76635873,18.67750973,19.42174183,19.51462578,22.44682367,24.51267066,21.84607869,22.45746417,23.0669208
4,1,Halibut,13,62.60995216,61.59268701,64.0669935,61.02196755,67.01720333,55.09402228,60.17178283,56.75018641,54.31043334,53.65618088,56.45652804,51.22832761,44.95023684,43.34625194,40.14041302,41.23996573,36.27146603,34.55327827,33.10250527,35.33571919,36.84465717,41.21259426,34.71047085,32.51010011,33.09575641,26.27773155,28.83661759,27.62902445,27.69674193,28.41102696,26.80571553,25.39166282,24.53915238,25.76661002,20.94199605,22.43978316,19.90116357,24.04460405,30.82740564,24.48835914,24.36807558,25.15532922
4,1,Halibut,14,66.31966007,65.24563029,67.85469026,64.64110931,70.99194002,58.36027279,63.74351785,60.10596437,57.52382403,56.83863712,59.8019784,54.26317646,47.61101756,45.91464262,42.51585374,43.68487815,38.42921031,36.60250618,35.07055209,37.42542877,39.0282572,47.20099621,40.59575806,40.18149584,35.18743822,32.03253944,33.55990016,29.87356123,32.16559725,30.95767353,28.25418876,28.07979045,26.68830865,29.35636339,24.02463023,24.73234671,22.66103657,26.12710257,29.19355225,27.33102116,28.75510099,27.21118402
4,1,Halibut,15,82.76869389,81.44344331,84.70110427,80.68509749,88.60702193,72.8405693,79.55132756,75.02771675,71.79899205,70.93524513,74.64458502,67.7293411,59.43437857,57.30996902,53.0693163,54.53163796,47.96131636,45.68202473,43.77456877,46.7221972,48.71295027,50.43288194,43.03150573,41.83056938,39.47728403,36.85281632,36.33065151,35.89327861,31.4758851,33.11060607,32.60202878,29.46172183,29.2007521,29.4676593,26.67160976,26.13970575,24.76241538,25.99375894,37.17298505,32.59619856,29.54375794,29.27190947
4,1,Halibut,16,1107.509133,1090.130311,1134.354849,1081.206472,1187.929986,977.0771425,1067.659521,1007.409467,964.5917846,953.5406577,1003.812704,911.2947017,800.0575698,771.8898166,715.0998901,735.11026,646.8849531,616.5124798,590.9901972,631.0227245,658.3615962,638.3114278,527.2235829,530.9595792,509.329401,410.4243875,507.3214022,456.1394293,416.3523178,364.5810682,385.5663146,359.7800982,322.4681921,417.8388146,336.0194223,465.6909173,313.8177434,411.6035754,427.6524838,407.077967,447.3008723,319.676805
4,1,Halibut,17,90.07531954,88.63118711,92.18073784,87.81185197,96.42531002,79.27399673,86.58032487,81.64865828,78.142906,77.20528857,81.23813181,73.71078072,64.67615291,62.3671065,57.7570102,59.3472588,52.19616153,49.72182394,47.63693141,50.84205455,53.01357415,50.71292536,43.35349956,40.54147406,41.44415218,36.99062919,37.91197377,33.78430609,31.51698743,33.1952247,34.2434568,24.88195122,27.93392979,36.47848104,33.31929081,39.11273731,27.25852021,35.28034459,35.05641428,29.94897869,31.31701063,30.11257526
4,1,Halibut,18,115.1972468,113.3367804,117.8714586,112.2843802,123.3107073,101.3792006,110.7168314,104.4121168,99.92600048,98.72644846,103.8915603,94.26137411,82.711814,79.75860283,73.86003997,75.89207725,66.74889715,63.58251341,60.92012296,65.01227117,67.79422376,65.06616546,55.4998646,55.85820545,50.60637896,40.36258866,41.85850265,41.15880613,41.16931968,42.19402254,34.00689464,33.17159164,35.18667197,47.87621284,25.27171729,28.93865693,29.07689763,37.01835513,50.38965231,41.32060538,38.12738182,30.25479957
4,1,Halibut,19,133.8287209,131.6693767,136.9433973,130.4549907,143.2575381,117.7744531,128.6267694,121.3063952,116.0940159,114.6943566,120.6914326,109.5155951,96.09277029,92.65777331,85.80482,88.1660817,77.54735888,73.86612308,70.77406223,75.53705466,78.7605058,88.83266733,61.18701286,56.7423651,55.22104267,44.80864869,45.24909549,41.83749708,51.50217313,41.19609811,40.70289765,36.47765345,38.0724972,39.08596496,30.60688615,41.52878454,36.45657266,42.30807876,36.43520792,34.26028846,34.52723978,41.4155656
4,1,Halibut,20,160.7440802,158.1636314,164.4978079,156.6954285,172.0879284,141.4659924,154.5045645,145.7082317,139.4439194,137.7723671,144.9736791,131.5452003,115.4186063,111.2968249,103.0668013,105.9036818,93.14414431,88.72724563,85.00818807,90.73160066,94.60490991,102.0413325,66.05697626,58.37848556,52.36212251,54.38615057,61.20855635,50.60287379,39.79470192,43.189109,37.96998237,39.82234164,39.17533134,32.77177501,35.56656609,43.71548213,35.27194836,54.22920923,72.67948631,33.86739357,35.05799337,36.01927437
4,1,Halibut,21,101.5186529,99.88216245,103.8838308,98.96321396,108.6737669,89.34266268,97.57946508,92.01732407,88.06328977,87.00409141,91.55553135,83.06785296,72.88794876,70.28537338,65.08603001,66.87737072,58.81898518,56.02841313,53.68276122,57.29612302,59.74574052,91.34945288,60.8008661,64.74397401,76.4655909,56.47336622,59.08424912,44.98026939,40.39606819,69.84861658,37.54746232,43.606923,36.6431017,44.5503577,48.03122609,30.97046818,34.62473765,36.92538239,37.31769722,39.37095899,56.98265011,33.52728172
4,1,Halibut,22,116.1608726,114.2923423,118.86191,113.2319957,124.3446761,102.2314722,111.6425855,105.2926126,100.7644857,99.55929993,104.7538835,95.0516055,83.40112147,80.42292362,74.48107114,76.52023881,67.30860839,64.10897,61.42740682,65.56127753,68.36234812,84.86681043,75.3054742,94.74289599,93.00203385,58.65245323,61.83838254,56.32258047,52.48847421,53.20672133,48.26396211,35.71389836,44.28108379,49.8188498,40.55268522,56.58448977,59.16046839,48.98208755,50.40233695,142.4746904,146.6668717,28.308568
4,1,Halibut,23,193.7751366,190.663494,198.2903425,188.890279,207.4380047,170.5420276,186.2535452,175.6475284,168.1005529,166.0816772,174.7586123,158.5704769,139.1379509,134.1738592,124.248613,127.6594246,112.2859146,106.9571646,102.4774529,109.3693918,114.0441882,115.6626736,75.46824508,54.12759479,80.1653838,80.50515799,68.05042538,46.98034311,51.25524329,60.84096048,41.3930704,42.8701414,34.45574057,57.4454561,38.4582231,50.8833318,47.81906194,37.355146,95.72312461,73.94914789,41.87571537,40.13131893
4,1,Halibut,24,144.3997331,142.0761475,147.7637872,140.7592928,154.5812601,127.0808648,138.7897291,130.887887,125.2610983,123.763683,130.2280411,118.1594678,103.6863877,99.98622333,92.58404505,95.13224787,83.67026523,79.70149686,76.36512438,81.50414693,84.98366834,127.4222032,138.5583784,62.73956272,67.18297375,87.65117964,69.27091691,58.41978044,62.15980004,44.77109808,39.07642363,37.73206247,45.96364826,53.21698519,44.42395302,41.80025822,38.07791776,70.53548435,43.07976306,50.83014986,63.41880151,60.56265157
4,1,Halibut,25,164.0531278,161.4122677,167.8759958,159.9133826,175.6217359,144.3788429,157.679729,148.7004536,142.3089052,140.5997701,147.945133,134.2400745,117.7896277,113.5850242,105.18215,108.0805476,95.05447519,90.55048043,86.74998738,92.59101391,96.54835261,133.1753665,124.9572034,66.92874998,71.56299941,97.41451599,69.30478226,70.34559024,62.09398044,51.66883928,57.30419135,41.26495954,50.30838121,66.99326827,54.58513255,50.27132706,45.57524264,62.53400701,43.00219368,63.1491765,76.06597488,56.96219461
4,1,Halibut,26,183.4165041,180.4723096,187.6910531,178.7940281,196.3510204,161.4209506,176.3000059,166.2587058,159.1133039,157.2051783,165.4198019,150.0910912,131.7006613,126.9990169,117.6004096,120.8338886,106.2859857,101.2347761,96.99590691,103.5294524,107.9479345,138.8877495,111.1844216,71.08653456,75.91091493,107.061049,69.32735805,82.02093545,62.02815244,58.46769826,74.84559025,44.77218939,54.61788935,80.44448514,64.53204396,58.57278911,52.91589818,54.40672671,42.92460743,75.18303036,88.45248631,53.33406484
4,1,Halibut,27,202.5452604,199.2828696,207.2663588,197.4367829,216.8298093,178.2571358,194.6759128,183.5957123,175.7059467,173.591813,182.6638825,165.7423722,145.4363768,140.2439608,129.8715694,133.4365765,117.366198,111.7941774,107.1126914,114.320316,119.2038815,144.5828393,97.19228721,75.21518328,80.22899035,116.6037441,69.36122007,93.50859268,61.962316,65.1616787,91.9093204,48.23617626,58.87720685,93.6176806,74.28652313,66.73423144,60.14527992,46.12968793,42.84700426,86.98791294,100.6431619,49.66490194
4,1,Halibut,28,221.4582725,217.8905913,226.6111333,215.8693147,237.0671103,194.8947595,212.8542929,200.7372067,192.1114641,189.8031085,199.7237768,181.2171493,159.0083163,153.3304874,141.995001,145.8971171,128.3214874,122.2344691,117.1063431,124.9895392,130.3328992,150.2401462,82.95192283,79.32689165,84.51920849,126.0530741,69.3950801,104.8181312,61.88549617,71.7735915,108.5876556,51.67039683,63.10910524,106.5702642,83.89842707,74.77673142,67.27109544,37.66838107,42.7564458,98.60206865,112.6473899,45.97382831
4,1,Halibut,29,240.1691472,236.3083943,245.7681924,234.1230721,257.1083466,211.3712116,230.8471288,217.703761,208.3404061,205.8489218,216.5993905,196.5339947,172.4505747,166.2924717,153.9947245,158.2304695,139.1649955,132.5587346,127.0070006,135.5594013,141.3483426,155.882683,68.4190029,83.40289006,88.78331553,135.4176679,69.41765234,115.9919288,61.81964145,78.31274961,124.9613552,55.08751408,67.29765569,119.3352396,93.36919768,82.71603936,74.30685213,28.9689781,42.67880586,110.0641537,124.5093417,42.24662711
4,1,Halibut,30,258.7147056,254.5545248,264.737108,252.1973811,276.962757,227.6855665,248.6722469,234.512181,224.4272204,221.735936,233.3177626,211.7080803,185.7675236,179.1336261,165.8826222,170.4391921,149.9074587,142.7962032,136.8153576,146.0213004,152.2611221,161.4899337,53.48981566,87.45499984,93.01244721,144.7047523,69.45150905,127.0274775,61.75377827,84.79693227,141.0795477,58.46909518,71.45498405,131.9476339,102.7350308,90.56435432,81.25346939,19.93616425,42.60114888,121.3729263,136.2261129,38.47928781
4,2,Halibut,1,0.262303948,0.262303948,0.277137647,0.267569928,0.297878327,0.245464796,0.272126756,0.263885596,0.259427107,0.263134964,0.285376434,0.267365561,0.244903295,0.24839241,0.251903835,0.266775837,0.256894273,0.254621072,0.240986593,0.256025999,0.256537686,0.271851184,0.202452097,0.167510336,0.192463019,0.178416063,0.220138702,0.205648775,0.21208296,0.1885889,0.176909664,0.161085049,0.152380714,0.198226716,0.200989543,0.194399026,0.227694834,0.35679772,0.438180692,0.457050847,0.473709726,0.486904732
4,2,Halibut,2,0.470157581,0.470157581,0.496745728,0.479596404,0.533921639,0.43997483,0.487764131,0.472992552,0.465001087,0.471647106,0.511513056,0.479230094,0.438968386,0.44522233,0.45151626,0.478173063,0.460461197,0.456386677,0.43194803,0.458904891,0.476201042,0.485820465,0.375804043,0.328228828,0.357261702,0.331186877,0.426820136,0.381737913,0.411201106,0.350070324,0.328390607,0.299015983,0.298583027,0.367960631,0.37308916,0.376914273,0.422661165,0.678703526,0.813377968,0.865592262,0.879329149,0.903822531
4,2,Halibut,3,1.317529868,1.317529868,1.392038245,1.343980427,1.496216875,1.232948277,1.366868976,1.325474351,1.303079746,1.321703987,1.433420954,1.34295391,1.230127905,1.247653428,1.265291006,1.339991777,1.290357542,1.278939452,1.210454651,1.285996279,1.371577252,1.466589511,1.201730407,1.128449688,1.272550189,1.228142191,1.559018922,1.439727204,1.553415262,1.366102839,1.169712643,0.98612343,0.948528647,1.09242019,1.14301405,1.073129617,1.196549717,1.305737274,1.595020306,1.546468046,1.640923693,1.719672412
4,2,Halibut,4,2.445680031,2.445680031,2.583987066,2.494779187,2.777369851,2.288674475,2.537266319,2.460427068,2.418856825,2.453428288,2.660804198,2.492873703,2.283439128,2.315971082,2.348711039,2.487375209,2.395241087,2.374046124,2.246920423,2.387145442,2.391916329,2.739971553,2.416443807,2.315122852,2.475372001,2.413917941,2.893946875,2.749809965,2.899424171,2.723605896,2.378800343,2.090349057,1.818797816,2.061927028,1.934470255,1.931637977,2.042721253,2.32670233,2.727556054,2.802236385,2.932465846,3.023143035
4,2,Halibut,5,4.832281924,4.832281924,5.105555031,4.929294189,5.487649224,4.522063456,5.013242129,4.861419766,4.779283456,4.847591268,5.257333691,4.925529251,4.511719227,4.57599729,4.640686333,4.914665086,4.732622444,4.690744507,4.439563969,4.716626714,4.882476629,5.959135656,4.996809514,5.272753778,5.424414649,5.123592968,5.693448503,5.332946595,5.631862066,5.185671062,4.701909347,4.383184944,3.975330084,4.454092963,4.039169264,3.976099015,3.722407216,4.379140342,5.096512803,4.786308107,4.713137969,4.875964212
4,2,Halibut,6,11.60416665,11.4204743,11.87186242,11.3142324,12.41606327,10.20666629,11.15073757,10.51974788,10.06586826,9.942118642,10.46212318,9.486863676,8.324413938,8.031742559,7.435488212,7.636056487,6.727542871,6.396241456,6.131036142,6.541007078,6.827352409,8.78675228,7.269730437,8.017670722,8.181293016,7.545344639,8.109831716,7.54870543,8.1362337,7.301359486,6.771272937,6.400221543,6.029303534,6.854756839,6.122116084,5.987378432,5.245340256,6.345816012,7.222293933,6.58014041,6.414086553,6.841277001
4,2,Halibut,7,13.29400378,13.08748655,13.60899233,12.96737296,14.2446671,11.70176653,12.78394474,12.05582551,11.54169761,11.4039407,11.99546119,10.88819022,9.552058703,9.207772296,8.523370894,8.764488753,7.703994204,7.34176166,7.037322325,7.503402591,7.827514326,10.07506328,8.339624541,9.206704609,9.385542594,8.662341185,9.313020649,8.659712469,9.331530952,8.384931871,7.76347695,7.346267889,6.912308178,7.863247269,7.029454241,6.876855959,6.025455847,7.286378658,8.287403309,7.545481603,7.367278545,7.852485914
4,2,Halibut,8,16.31136216,16.04690065,16.68774927,15.90533599,17.46256577,14.35434198,15.67658554,14.79238967,14.15123385,13.98106862,14.71562233,13.35320055,11.71137874,11.29853371,10.46172389,10.74290256,9.457331414,9.008515063,8.625032255,9.202667235,9.601335001,12.28770995,9.183650949,10.02404578,11.31274092,10.15040415,10.5118664,9.634416628,10.0998877,9.866449156,9.017276984,8.23925051,8.073116149,8.870621445,7.710651977,8.198697634,6.638207315,7.891252097,8.962235316,8.944229569,8.506206107,8.888804888
4,2,Halibut,9,19.68117365,19.36107504,20.13014425,19.18307706,21.06082131,17.32025791,18.90561728,17.83268918,17.06251561,16.86694743,17.74612392,16.09932645,14.13201373,13.62191071,12.618197,12.96843922,11.40335195,10.85620048,10.4078317,11.10867251,11.57955274,12.78560929,11.37029828,11.50664428,11.13805446,10.74803514,12.50249417,11.1856607,10.49499825,10.62343998,10.49719716,9.069879577,8.867680619,9.963045925,9.09126583,9.420294698,7.564033374,8.379473863,9.522513564,10.03840294,9.908161053,10.23074315
4,2,Halibut,10,21.49169682,21.15062193,21.98565743,20.95225436,23.00570884,18.91182666,20.66046419,19.47781905,18.64820595,18.41785061,19.37981277,17.58462759,15.4288356,14.88508304,13.77767217,14.16147674,12.44999344,11.86045239,11.36885737,12.12913134,12.64804735,14.53938244,13.1811242,13.23319039,12.77843665,12.8950033,12.62731358,11.78321191,12.3919835,13.39905153,11.75794268,10.44286397,9.925832269,11.62386623,10.3828897,9.40780236,8.551832432,9.606124285,10.57025969,9.626170525,10.49556663,10.53630275
