"","nll","aic","daic"
"1",9984732.66125711,19970441.3225142,1187.25449671969
"2",9984613.10168913,19970202.2033783,948.135360758752
"3",9984782.41032321,19970540.8206464,1286.75262892991
"4",9984781.7082368,19970539.4164736,1285.34845611081
"5",9984783.85912344,19970543.7182469,1289.65022938699
"6",9984783.69469031,19970543.3893806,1289.32136311755
"7",9984782.79204952,19970541.584099,1287.5160815455
"8",9984139.03400875,19969254.0680175,0
