"","nll","aic","daic"
"1",83307.1493178821,167340.298635764,900.036307688395
"2",82950.601391934,166627.202783868,186.940455792123
"3",82899.5826041616,166525.165208323,84.9028802473331
"4",82898.1757851788,166522.351570358,82.0892422817706
"5",82856.1311640379,166440.262328076,0
