Survey,Year,Cruise Join ID,Haul Join ID,Cruise Number,Vessel Number,Haul Number,Starting Latitude (dd),Starting Longitude (dd),Ending Latitude (dd),Ending Longitude (dd),Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Domain,Density,Gear Performance,Satifactory Gear Performance,Gear Performance Description,Gear Depth,Bottom Depth,Specimen ID,Biostratum,Species Code,Common Name,Scientific Name,Length (mm),Sex,Weight (gm),Age (years),Maturity,Maturity Table,Gonad Weight,Specimen Subsample Method,Specimen Sample Type,Age Determination Method,AKFIN Load Date
GOA,2019,-730,-19589,201901,143,226,59.03709,-148.5839,59.03977,-148.60903,230,Kodiak,201,300,Kenai Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,231,237,369,0,10110,arrowtooth flounder,Atheresthes stomias,510,Female,1440,,,,,1,1,,5-Oct-20
GOA,2019,-730,-19596,201901,143,233,59.46183,-147.2066,59.4614,-147.18038,230,Kodiak,201,300,Kenai Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,208,214,377,0,10110,arrowtooth flounder,Atheresthes stomias,470,Female,1009,,,,,1,1,,5-Oct-20
GOA,2019,-730,-19601,201901,143,238,59.89973,-144.01405,59.90861,-143.99398,40,Yakutat,1,100,Yakutat Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,59,65,384,0,10110,arrowtooth flounder,Atheresthes stomias,560,Female,1788,,,,,1,1,,5-Oct-20
GOA,2019,-730,-19602,201901,143,239,59.80403,-143.69802,59.79124,-143.69014,240,Yakutat,201,300,Yakutat Gullies,EASTERN GOA,GULLY,,,0,Y,Good performance,211,217,387,0,10110,arrowtooth flounder,Atheresthes stomias,390,Male,545,,,,,1,1,,5-Oct-20
GOA,2019,-730,-19615,201901,143,252,58.796,-140.23491,58.79616,-140.25782,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,,,1.11,Y,Completed tow,181,187,411,0,10110,arrowtooth flounder,Atheresthes stomias,550,Female,1489,,,,,1,1,,5-Oct-20
GOA,2019,-730,-19618,201901,143,255,59.47393,-140.19152,59.48441,-140.20733,240,Yakutat,201,300,Yakutat Gullies,EASTERN GOA,GULLY,,,0,Y,Good performance,213,219,416,0,10110,arrowtooth flounder,Atheresthes stomias,750,Female,4203,,,,,1,1,,5-Oct-20
GOA,2019,-730,-19623,201901,143,261,58.53971,-137.78492,58.5393,-137.76469,143,Yakutat,101,200,Fairweather Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,130,136,424,0,10110,arrowtooth flounder,Atheresthes stomias,470,Female,989,,,,,1,1,,5-Oct-20
GOA,2019,-730,-19629,201901,143,267,57.27037,-136.29678,57.2578,-136.28974,351,Southeastern,301,500,Southeastern Slope,EASTERN GOA,SLOPE,,,0,Y,Good performance,325,332,434,0,10110,arrowtooth flounder,Atheresthes stomias,420,Male,705,,,,,1,1,,5-Oct-20
GOA,2019,-730,-19643,201901,143,281,54.94879,-133.57161,54.95291,-133.59313,151,Southeastern,101,200,Prince of Wales Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,134,141,458,0,10110,arrowtooth flounder,Atheresthes stomias,260,Male,149,,,,,1,1,,5-Oct-20
GOA,2019,-730,-19645,201901,143,283,54.77772,-134.08834,54.78919,-134.09981,251,Southeastern,201,300,Prince of Wales Slope/Gullies,EASTERN GOA,SLOPE,,,0,Y,Good performance,203,210,463,0,10110,arrowtooth flounder,Atheresthes stomias,230,Female,85,,,,,1,1,,5-Oct-20
GOA,2019,-730,-19649,201901,143,287,54.48071,-133.44197,54.4773,-133.46332,251,Southeastern,201,300,Prince of Wales Slope/Gullies,EASTERN GOA,SLOPE,,,0,Y,Good performance,278,285,471,0,10110,arrowtooth flounder,Atheresthes stomias,480,Male,1017,,,,,1,1,,5-Oct-20
GOA,2019,-731,-18849,201901,148,10,53.04126,-167.53874,53.03401,-167.55642,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,104,111,9,0,10110,arrowtooth flounder,Atheresthes stomias,190,Male,46,,,,,1,1,,5-Oct-20
GOA,2019,-731,-18859,201901,148,20,53.6129,-165.45714,53.62076,-165.44047,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,243,250,22,0,10110,arrowtooth flounder,Atheresthes stomias,440,Male,825,,,,,1,1,,5-Oct-20
GOA,2019,-731,-18861,201901,148,22,53.79474,-165.30446,53.80019,-165.28425,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,123,130,24,0,10110,arrowtooth flounder,Atheresthes stomias,470,Female,912,,,,,1,1,,5-Oct-20
GOA,2019,-731,-18717,201901,148,24,54.28408,-165.333,54.2972,-165.33238,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,,,0,Y,Good performance,69,76,28,0,10110,arrowtooth flounder,Atheresthes stomias,280,Female,176,,,,,1,1,,5-Oct-20
GOA,2019,-731,-18898,201901,148,29,54.18759,-164.25241,54.17893,-164.27124,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,73,80,35,0,10110,arrowtooth flounder,Atheresthes stomias,260,Female,152,,,,,1,1,,5-Oct-20
GOA,2019,-731,-18902,201901,148,32,54.5316,-164.26535,54.52042,-164.27833,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,30,38,41,0,10110,arrowtooth flounder,Atheresthes stomias,520,Female,1160,,,,,1,1,,5-Oct-20
GOA,2019,-731,-18902,201901,148,32,54.5316,-164.26535,54.52042,-164.27833,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,30,38,42,0,10110,arrowtooth flounder,Atheresthes stomias,320,Male,265,,,,,1,1,,5-Oct-20
GOA,2011,-667,-7416,201101,143,2,52.54725,-169.6057,52.54265,-169.62622,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,152,160,3,0,10110,arrowtooth flounder,Atheresthes stomias,370,Female,432,6,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7417,201101,143,3,52.4613,-169.57082,52.45372,-169.58282,310,Shumagin,301,500,Shumagin Slope,WESTERN GOA,SLOPE,,,1.12,Y,Hauled back early due to hang(s),345,352,6,0,10110,arrowtooth flounder,Atheresthes stomias,490,Female,1106,8,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7417,201101,143,3,52.4613,-169.57082,52.45372,-169.58282,310,Shumagin,301,500,Shumagin Slope,WESTERN GOA,SLOPE,,,1.12,Y,Hauled back early due to hang(s),345,352,9,0,10110,arrowtooth flounder,Atheresthes stomias,480,Male,1012,8,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7417,201101,143,3,52.4613,-169.57082,52.45372,-169.58282,310,Shumagin,301,500,Shumagin Slope,WESTERN GOA,SLOPE,,,1.12,Y,Hauled back early due to hang(s),345,352,12,0,10110,arrowtooth flounder,Atheresthes stomias,440,Male,646,10,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7418,201101,143,4,52.46475,-169.8192,52.4523,-169.81133,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,238,246,14,0,10110,arrowtooth flounder,Atheresthes stomias,350,Female,358,6,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7418,201101,143,4,52.46475,-169.8192,52.4523,-169.81133,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,238,246,16,0,10110,arrowtooth flounder,Atheresthes stomias,460,Male,846,8,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7419,201101,143,5,52.65722,-169.4304,52.64363,-169.4291,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,243,250,24,0,10110,arrowtooth flounder,Atheresthes stomias,580,Female,1690,11,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7419,201101,143,5,52.65722,-169.4304,52.64363,-169.4291,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,243,250,25,0,10110,arrowtooth flounder,Atheresthes stomias,560,Female,1408,10,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7419,201101,143,5,52.65722,-169.4304,52.64363,-169.4291,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,243,250,28,0,10110,arrowtooth flounder,Atheresthes stomias,470,Female,922,9,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7419,201101,143,5,52.65722,-169.4304,52.64363,-169.4291,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,243,250,29,0,10110,arrowtooth flounder,Atheresthes stomias,530,Female,1374,8,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7423,201101,143,9,52.95737,-168.58937,52.94923,-168.60705,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,,,0,Y,Good performance,71,79,31,0,10110,arrowtooth flounder,Atheresthes stomias,220,Female,80,2,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7423,201101,143,9,52.95737,-168.58937,52.94923,-168.60705,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,,,0,Y,Good performance,71,79,36,0,10110,arrowtooth flounder,Atheresthes stomias,260,Female,122,3,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7423,201101,143,9,52.95737,-168.58937,52.94923,-168.60705,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,,,0,Y,Good performance,71,79,37,0,10110,arrowtooth flounder,Atheresthes stomias,190,Male,48,2,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7423,201101,143,9,52.95737,-168.58937,52.94923,-168.60705,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,,,0,Y,Good performance,71,79,39,0,10110,arrowtooth flounder,Atheresthes stomias,200,Male,64,2,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7423,201101,143,9,52.95737,-168.58937,52.94923,-168.60705,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,,,0,Y,Good performance,71,79,41,0,10110,arrowtooth flounder,Atheresthes stomias,220,Male,80,2,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7423,201101,143,9,52.95737,-168.58937,52.94923,-168.60705,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,,,0,Y,Good performance,71,79,45,0,10110,arrowtooth flounder,Atheresthes stomias,270,Male,148,3,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7425,201101,143,11,53.01093,-168.06722,53.00568,-168.08742,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,119,127,70,0,10110,arrowtooth flounder,Atheresthes stomias,320,Male,250,5,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7435,201101,143,21,53.94598,-165.6344,53.94512,-165.65732,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,,,0,Y,Good performance,87,95,87,0,10110,arrowtooth flounder,Atheresthes stomias,540,Male,1294,21,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14916,201501,143,255,60.13737,-146.04044,60.14243,-146.06409,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,80,86,568,0,10110,arrowtooth flounder,Atheresthes stomias,570,Female,1502,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14916,201501,143,255,60.13737,-146.04044,60.14243,-146.06409,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,80,86,567,0,10110,arrowtooth flounder,Atheresthes stomias,280,Male,170,3,,,,6,1,3,5-Oct-20
GOA,2015,-699,-14917,201501,143,256,60.29758,-145.96569,60.29775,-145.99225,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,38,45,576,0,10110,arrowtooth flounder,Atheresthes stomias,520,Female,1434,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14917,201501,143,256,60.29758,-145.96569,60.29775,-145.99225,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,38,45,577,0,10110,arrowtooth flounder,Atheresthes stomias,210,Female,66,2,,,,6,1,3,5-Oct-20
GOA,2015,-699,-14918,201501,143,257,59.90447,-146.08595,59.90405,-146.11214,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,85,91,586,0,10110,arrowtooth flounder,Atheresthes stomias,420,Female,642,5,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14918,201501,143,257,59.90447,-146.08595,59.90405,-146.11214,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,85,91,588,0,10110,arrowtooth flounder,Atheresthes stomias,530,Female,1146,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14920,201501,143,259,59.7783,-146.03509,59.78044,-146.00962,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,86,92,596,0,10110,arrowtooth flounder,Atheresthes stomias,420,Male,676,,,,,6,1,,5-Oct-20
GOA,2015,-699,-14920,201501,143,259,59.7783,-146.03509,59.78044,-146.00962,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,86,92,597,0,10110,arrowtooth flounder,Atheresthes stomias,460,Male,800,12,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14920,201501,143,259,59.7783,-146.03509,59.78044,-146.00962,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,86,92,603,0,10110,arrowtooth flounder,Atheresthes stomias,450,Female,770,7,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14922,201501,143,261,60.0006,-145.13466,60.00083,-145.16002,140,Yakutat,101,200,Middleton Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,118,125,609,0,10110,arrowtooth flounder,Atheresthes stomias,650,Female,2458,17,,,,6,1,6,5-Oct-20
GOA,2015,-699,-14922,201501,143,261,60.0006,-145.13466,60.00083,-145.16002,140,Yakutat,101,200,Middleton Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,118,125,620,0,10110,arrowtooth flounder,Atheresthes stomias,410,Male,664,,,,,6,1,,5-Oct-20
GOA,2017,-715,-16849,201701,143,143,57.75265,-151.68137,57.76544,-151.69019,31,Kodiak,1,100,Albatross Banks,CENTRAL GOA,SHELF,,,0,Y,Good performance,47,54,250,0,10110,arrowtooth flounder,Atheresthes stomias,420,Female,616,5,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16854,201701,143,148,57.40108,-151.78678,57.40115,-151.8119,31,Kodiak,1,100,Albatross Banks,CENTRAL GOA,SHELF,,,0,Y,Good performance,62,69,259,0,10110,arrowtooth flounder,Atheresthes stomias,410,Female,604,5,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16857,201701,143,151,57.61677,-151.28831,57.60742,-151.27023,31,Kodiak,1,100,Albatross Banks,CENTRAL GOA,SHELF,,,0,Y,Good performance,63,70,266,0,10110,arrowtooth flounder,Atheresthes stomias,210,Female,78,2,,,,1,1,3,5-Oct-20
GOA,2017,-715,-16866,201701,143,160,57.84071,-150.14496,57.85154,-150.15973,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,187,195,279,0,10110,arrowtooth flounder,Atheresthes stomias,450,Female,800,7,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16869,201701,143,163,58.03563,-149.54971,58.03601,-149.57489,134,Kodiak,101,200,Kodiak Outer Shelf,CENTRAL GOA,SHELF,,,1.11,Y,Completed tow,180,187,284,0,10110,arrowtooth flounder,Atheresthes stomias,620,Female,1974,12,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16874,201701,143,168,58.40541,-151.01681,58.4003,-151.00065,31,Kodiak,1,100,Albatross Banks,CENTRAL GOA,SHELF,,,1.12,Y,Hauled back early due to hang(s),61,68,292,0,10110,arrowtooth flounder,Atheresthes stomias,210,Female,74,2,,,,1,1,3,5-Oct-20
GOA,2017,-715,-16875,201701,143,169,58.45268,-151.30641,58.4408,-151.31754,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,,,0,Y,Good performance,115,122,294,0,10110,arrowtooth flounder,Atheresthes stomias,410,Female,578,5,,,,1,1,6,5-Oct-20
GOA,2017,-715,-16888,201701,143,183,59.17163,-153.86577,59.17721,-153.89307,32,Kodiak,1,100,Lower Cook Inlet,CENTRAL GOA,SHELF,,,0,Y,Good performance,12,19,320,0,10110,arrowtooth flounder,Atheresthes stomias,130,Female,16,1,,,,1,1,3,5-Oct-20
GOA,2011,-667,-7439,201101,143,25,53.8911,-164.31228,53.88263,-164.3298,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,87,95,96,0,10110,arrowtooth flounder,Atheresthes stomias,550,Female,1324,10,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7439,201101,143,25,53.8911,-164.31228,53.88263,-164.3298,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,87,95,109,0,10110,arrowtooth flounder,Atheresthes stomias,300,Male,226,4,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7440,201101,143,26,53.9844,-164.303,53.98245,-164.32658,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,97,105,124,0,10110,arrowtooth flounder,Atheresthes stomias,220,Male,82,2,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7441,201101,143,27,54.04588,-164.3546,54.04028,-164.37473,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,89,98,125,0,10110,arrowtooth flounder,Atheresthes stomias,510,Female,1202,8,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7441,201101,143,27,54.04588,-164.3546,54.04028,-164.37473,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,89,98,132,0,10110,arrowtooth flounder,Atheresthes stomias,410,Female,618,5,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7448,201101,143,34,54.20235,-164.37743,54.20222,-164.40013,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,90,99,149,0,10110,arrowtooth flounder,Atheresthes stomias,460,Female,850,7,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7450,201101,143,36,54.37277,-164.07378,54.36993,-164.0511,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,95,102,155,0,10110,arrowtooth flounder,Atheresthes stomias,500,Female,1178,7,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7450,201101,143,36,54.37277,-164.07378,54.36993,-164.0511,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,95,102,157,0,10110,arrowtooth flounder,Atheresthes stomias,280,Female,156,3,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7452,201101,143,38,54.50073,-163.99055,54.5033,-164.0133,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,73,81,161,0,10110,arrowtooth flounder,Atheresthes stomias,510,Male,1000,16,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7452,201101,143,38,54.50073,-163.99055,54.5033,-164.0133,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,73,81,162,0,10110,arrowtooth flounder,Atheresthes stomias,570,Female,1476,13,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7453,201101,143,39,54.53818,-163.73453,54.53592,-163.75712,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,88,96,163,0,10110,arrowtooth flounder,Atheresthes stomias,640,Female,2128,17,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7456,201101,143,42,55.27668,-161.57502,55.28573,-161.55715,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,,,0,Y,Good performance,92,100,167,0,10110,arrowtooth flounder,Atheresthes stomias,760,Female,4748,24,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7458,201101,143,44,55.17223,-161.24537,55.17937,-161.26495,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,59,67,173,0,10110,arrowtooth flounder,Atheresthes stomias,630,Female,1854,19,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7459,201101,143,45,55.02773,-161.07583,55.03865,-161.06305,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,131,138,175,0,10110,arrowtooth flounder,Atheresthes stomias,710,Female,3272,20,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7459,201101,143,45,55.02773,-161.07583,55.03865,-161.06305,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,131,138,179,0,10110,arrowtooth flounder,Atheresthes stomias,730,Female,3512,21,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7460,201101,143,46,55.83557,-159.79417,55.84063,-159.7718,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,,,0,Y,Good performance,38,46,182,0,10110,arrowtooth flounder,Atheresthes stomias,660,Female,2294,14,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7461,201101,143,47,55.82253,-159.81467,55.81118,-159.8284,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,,,0,Y,Good performance,84,92,184,0,10110,arrowtooth flounder,Atheresthes stomias,760,Female,3424,22,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7466,201101,143,52,55.1615,-159.87543,55.17482,-159.87238,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,82,89,198,0,10110,arrowtooth flounder,Atheresthes stomias,320,Male,262,4,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7466,201101,143,52,55.1615,-159.87543,55.17482,-159.87238,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,82,89,200,0,10110,arrowtooth flounder,Atheresthes stomias,560,Female,1432,13,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7466,201101,143,52,55.1615,-159.87543,55.17482,-159.87238,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,82,89,201,0,10110,arrowtooth flounder,Atheresthes stomias,670,Female,2464,17,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7466,201101,143,52,55.1615,-159.87543,55.17482,-159.87238,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,82,89,202,0,10110,arrowtooth flounder,Atheresthes stomias,480,Female,950,9,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7466,201101,143,52,55.1615,-159.87543,55.17482,-159.87238,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,82,89,211,0,10110,arrowtooth flounder,Atheresthes stomias,510,Female,1140,11,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7466,201101,143,52,55.1615,-159.87543,55.17482,-159.87238,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,82,89,213,0,10110,arrowtooth flounder,Atheresthes stomias,700,Female,3296,17,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7466,201101,143,52,55.1615,-159.87543,55.17482,-159.87238,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,82,89,214,0,10110,arrowtooth flounder,Atheresthes stomias,640,Female,2370,17,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7466,201101,143,52,55.1615,-159.87543,55.17482,-159.87238,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,82,89,219,0,10110,arrowtooth flounder,Atheresthes stomias,780,Female,4308,20,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7470,201101,143,56,54.94417,-160.28308,54.95715,-160.27637,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,63,71,235,0,10110,arrowtooth flounder,Atheresthes stomias,420,Female,678,6,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7470,201101,143,56,54.94417,-160.28308,54.95715,-160.27637,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,63,71,225,0,10110,arrowtooth flounder,Atheresthes stomias,360,Male,412,5,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7470,201101,143,56,54.94417,-160.28308,54.95715,-160.27637,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,63,71,228,0,10110,arrowtooth flounder,Atheresthes stomias,460,Male,760,14,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7470,201101,143,56,54.94417,-160.28308,54.95715,-160.27637,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,63,71,232,0,10110,arrowtooth flounder,Atheresthes stomias,520,Male,1224,23,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7474,201101,143,60,54.59932,-161.16078,54.59148,-161.17918,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,88,96,252,0,10110,arrowtooth flounder,Atheresthes stomias,220,Female,86,3,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7474,201101,143,60,54.59932,-161.16078,54.59148,-161.17918,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,88,96,254,0,10110,arrowtooth flounder,Atheresthes stomias,200,Female,56,2,,,,6,1,3,5-Oct-20
GOA,2011,-667,-7474,201101,143,60,54.59932,-161.16078,54.59148,-161.17918,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,88,96,257,0,10110,arrowtooth flounder,Atheresthes stomias,290,Female,192,3,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7474,201101,143,60,54.59932,-161.16078,54.59148,-161.17918,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,88,96,258,0,10110,arrowtooth flounder,Atheresthes stomias,290,Male,186,3,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7475,201101,143,61,54.66043,-161.78693,54.64812,-161.78718,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,1.11,Y,Completed tow,121,128,264,0,10110,arrowtooth flounder,Atheresthes stomias,310,Male,234,4,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7475,201101,143,61,54.66043,-161.78693,54.64812,-161.78718,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,1.11,Y,Completed tow,121,128,266,0,10110,arrowtooth flounder,Atheresthes stomias,330,Male,274,4,,,,6,1,3,5-Oct-20
GOA,2011,-667,-7476,201101,143,62,54.5603,-161.69933,54.57402,-161.70078,110,Shumagin,101,200,Sanak Gully,WESTERN GOA,GULLY,,,0,Y,Good performance,126,134,279,0,10110,arrowtooth flounder,Atheresthes stomias,320,Female,280,4,,,,6,1,6,5-Oct-20
GOA,2011,-667,-7477,201101,143,63,54.45053,-162.39413,54.45715,-162.41372,110,Shumagin,101,200,Sanak Gully,WESTERN GOA,GULLY,,,0,Y,Good performance,138,146,281,0,10110,arrowtooth flounder,Atheresthes stomias,210,Male,64,2,,,,6,1,3,5-Oct-20
