ParName   Value   Gradient
rec_dev(2016)    0.0286474 -2.46608e-05
rec_dev(2017)    -0.289175 -1.51287e-05
rec_dev(2018)     0.533231 -2.17032e-05
rec_dev(2019)   0.00807388  1.35292e-05
rec_dev(2020)   -0.0955897  6.82415e-06
rec_dev(2021)   -0.0273023  5.98901e-07
rec_dev(2022)  0.000503375  2.00037e-05
log_sigmar    -0.749977  2.98591e-07
fmort(1,1977)    0.0530101  2.38192e-05
fmort(1,1978)    0.0561024   1.9306e-05
fmort(1,1979)     0.033077  4.66497e-05
fmort(1,1980)    0.0261104  4.42965e-05
fmort(1,1981)    0.0208154  4.15673e-05
fmort(1,1982)    0.0169856  6.37424e-05
fmort(1,1983)    0.0110534   2.1263e-05
fmort(1,1984)    0.0422606 -8.54204e-07
fmort(1,1985)      0.06633  2.34153e-05
fmort(1,1986)    0.0728627  7.93596e-06
fmort(1,1987)    0.0559588  -6.6795e-06
fmort(1,1988)    0.0489978 -3.19436e-05
fmort(1,1989)    0.0304275 -4.82409e-05
fmort(1,1990)    0.0268131 -5.00072e-05
fmort(1,1991)    0.0438505 -4.49963e-05
fmort(1,1992)      0.05973 -4.94326e-05
fmort(1,1993)    0.0893086 -1.23477e-05
fmort(1,1994)     0.115293 -2.69972e-06
fmort(1,1995)     0.186592  9.40675e-06
fmort(1,1996)     0.268003 -1.31798e-05
fmort(1,1997)     0.161689 -4.70289e-06
fmort(1,1998)     0.196273 -1.60372e-05
fmort(1,1999)     0.144446 -1.14827e-05
fmort(1,2000)     0.131861  1.58971e-05
fmort(1,2001)     0.174123  7.72362e-05
fmort(1,2002)     0.125315  6.63174e-06
fmort(1,2003)     0.106744 -2.83052e-05
fmort(1,2004)    0.0853149 -2.40652e-05
fmort(1,2005)    0.0816002 -1.98637e-05
fmort(1,2006)    0.0918603 -2.46411e-05
fmort(1,2007)    0.0913846 -9.65457e-06
fmort(1,2008)     0.114697 -1.96312e-05
fmort(1,2009)     0.174722 -1.76873e-05
fmort(1,2010)     0.168737 -6.06186e-06
fmort(1,2011)       0.1165  8.99997e-06
fmort(1,2012)     0.139835  8.87621e-06
fmort(1,2013)      0.05862  1.99409e-05
fmort(1,2014)    0.0646491  4.14173e-05
fmort(1,2015)     0.140754  5.04459e-06
fmort(1,2016)     0.136786 -1.11525e-05
fmort(1,2017)     0.155208 -1.72459e-05
fmort(1,2018)     0.163152  1.53037e-05
fmort(1,2019)     0.140802  5.56827e-06
fmort(1,2020)     0.157149 -3.01726e-05
fmort(1,2021)     0.166198 -6.18098e-06
fmort(1,2022)     0.194064  7.58502e-06
log_selcoffs_fsh[1](1,1)     -4.01931 -1.95964e-07
log_selcoffs_fsh[1](1,2)     -1.63112 -2.27392e-07
log_selcoffs_fsh[1](1,3)     0.338582 -4.09645e-07
log_selcoffs_fsh[1](1,4)     0.950672 -3.92618e-08
log_selcoffs_fsh[1](1,5)      0.88608  8.46852e-07
log_selcoffs_fsh[1](1,6)     0.365343    2.068e-07
log_selcoffs_fsh[1](1,7)    -0.139779  4.97436e-08
log_selcoffs_fsh[1](1,8)    -0.653567  6.33217e-07
log_selcoffs_fsh[1](1,9)     -1.15438 -3.61637e-07
log_selcoffs_fsh[1](1,10)     -1.49468  4.11017e-08
log_selcoffs_fsh[1](2,1)     -4.06482  1.45885e-07
log_selcoffs_fsh[1](2,2)     -1.73009 -7.25862e-07
log_selcoffs_fsh[1](2,3)     0.410997  1.55915e-06
log_selcoffs_fsh[1](2,4)     0.813614 -1.68437e-07
log_selcoffs_fsh[1](2,5)     0.871731  -2.0253e-07
log_selcoffs_fsh[1](2,6)     0.456867 -5.57164e-07
log_selcoffs_fsh[1](2,7)   -0.0375572 -3.84056e-07
log_selcoffs_fsh[1](2,8)    -0.589328 -1.57556e-07
log_selcoffs_fsh[1](2,9)       -1.124  3.78691e-07
log_selcoffs_fsh[1](2,10)     -1.47745  1.32408e-07
log_selcoffs_fsh[1](3,1)     -4.07272  4.54471e-07
log_selcoffs_fsh[1](3,2)     -2.02474  4.90014e-07
log_selcoffs_fsh[1](3,3)   -0.0241301 -6.00813e-07
log_selcoffs_fsh[1](3,4)     0.932332 -1.65152e-07
log_selcoffs_fsh[1](3,5)     0.881028  2.60375e-07
log_selcoffs_fsh[1](3,6)     0.504189  2.29981e-07
log_selcoffs_fsh[1](3,7)    0.0905491  2.84197e-08
log_selcoffs_fsh[1](3,8)      -0.5072 -8.06001e-07
log_selcoffs_fsh[1](3,9)     -1.09013 -1.39192e-07
log_selcoffs_fsh[1](3,10)     -1.46012  -2.2661e-07
log_selcoffs_fsh[1](4,1)     -4.07208 -2.44163e-07
log_selcoffs_fsh[1](4,2)     -2.06392 -1.99784e-07
log_selcoffs_fsh[1](4,3)    -0.221831  1.37797e-06
log_selcoffs_fsh[1](4,4)     0.760049  3.64057e-07
log_selcoffs_fsh[1](4,5)     0.872723  1.48655e-07
log_selcoffs_fsh[1](4,6)     0.598521 -6.66802e-07
log_selcoffs_fsh[1](4,7)     0.344879  -4.0741e-07
log_selcoffs_fsh[1](4,8)    -0.365498  -8.0996e-07
log_selcoffs_fsh[1](4,9)     -1.03033 -8.73062e-08
log_selcoffs_fsh[1](4,10)     -1.42226  3.32109e-07
log_selcoffs_fsh[1](5,1)     -4.08846 -4.33002e-07
log_selcoffs_fsh[1](5,2)     -2.10317  3.05707e-07
log_selcoffs_fsh[1](5,3)     -0.27851  1.86386e-08
log_selcoffs_fsh[1](5,4)     0.434947  9.78172e-08
log_selcoffs_fsh[1](5,5)     0.696061 -8.93834e-08
log_selcoffs_fsh[1](5,6)     0.715876 -8.81574e-08
log_selcoffs_fsh[1](5,7)     0.746377 -4.32574e-07
log_selcoffs_fsh[1](5,8)     -0.25679  7.57141e-07
log_selcoffs_fsh[1](5,9)    -0.986531 -4.99772e-07
log_selcoffs_fsh[1](5,10)     -1.37904  2.54002e-07
log_selcoffs_fsh[1](6,1)     -4.11584  6.25212e-07
log_selcoffs_fsh[1](6,2)      -2.1838 -1.96296e-07
log_selcoffs_fsh[1](6,3)    -0.566111  3.10278e-07
log_selcoffs_fsh[1](6,4)     0.299344 -6.29286e-07
log_selcoffs_fsh[1](6,5)      0.96688  1.13247e-06
log_selcoffs_fsh[1](6,6)     0.869995  -1.0376e-06
log_selcoffs_fsh[1](6,7)     0.435301 -1.72633e-07
log_selcoffs_fsh[1](6,8)    -0.307033 -5.97308e-07
log_selcoffs_fsh[1](6,9)    -0.939808  2.00128e-07
log_selcoffs_fsh[1](6,10)     -1.32429 -2.48615e-07
log_selcoffs_fsh[1](7,1)     -4.17888  2.33191e-07
log_selcoffs_fsh[1](7,2)     -2.20567  6.96241e-08
log_selcoffs_fsh[1](7,3)    -0.474804 -6.54662e-07
log_selcoffs_fsh[1](7,4)     0.331462  9.39408e-07
log_selcoffs_fsh[1](7,5)     0.766997 -5.61669e-07
log_selcoffs_fsh[1](7,6)     0.938762 -2.15273e-07
log_selcoffs_fsh[1](7,7)     0.506745  2.64535e-07
log_selcoffs_fsh[1](7,8)    -0.256598 -8.57125e-08
log_selcoffs_fsh[1](7,9)    -0.853085  -6.4717e-07
log_selcoffs_fsh[1](7,10)     -1.23878 -3.17124e-07
log_selcoffs_fsh[1](8,1)     -4.26368   6.2136e-08
log_selcoffs_fsh[1](8,2)     -2.23447 -7.72127e-07
log_selcoffs_fsh[1](8,3)    -0.475709  3.66467e-07
log_selcoffs_fsh[1](8,4)     0.387971  3.94316e-08
log_selcoffs_fsh[1](8,5)     0.711675  4.19288e-07
log_selcoffs_fsh[1](8,6)     0.823159  5.58026e-07
log_selcoffs_fsh[1](8,7)     0.560793 -5.98343e-07
log_selcoffs_fsh[1](8,8)    -0.111004  5.19223e-08
log_selcoffs_fsh[1](8,9)    -0.695545 -5.47227e-07
log_selcoffs_fsh[1](8,10)     -1.13145  3.00634e-07
log_selcoffs_fsh[1](9,1)     -4.36692 -5.69899e-07
log_selcoffs_fsh[1](9,2)     -2.21589 -8.20219e-08
log_selcoffs_fsh[1](9,3)    -0.112319 -1.06658e-07
log_selcoffs_fsh[1](9,4)     0.495281 -2.49266e-07
log_selcoffs_fsh[1](9,5)     0.636222  4.55356e-07
log_selcoffs_fsh[1](9,6)     0.639012 -6.07052e-07
log_selcoffs_fsh[1](9,7)      0.43617 -2.77781e-07
log_selcoffs_fsh[1](9,8)    0.0184284  1.33736e-06
log_selcoffs_fsh[1](9,9)    -0.481071  2.70059e-07
log_selcoffs_fsh[1](9,10)    -0.977889  3.18435e-07
log_selcoffs_fsh[1](10,1)     -4.43706  4.67497e-07
log_selcoffs_fsh[1](10,2)     -2.29354 -2.83826e-07
log_selcoffs_fsh[1](10,3)    -0.191583  3.41907e-07
log_selcoffs_fsh[1](10,4)     0.396357  6.65249e-07
log_selcoffs_fsh[1](10,5)      0.55298 -1.07162e-06
log_selcoffs_fsh[1](10,6)     0.537009  -5.8052e-08
log_selcoffs_fsh[1](10,7)       0.4568  3.91104e-07
log_selcoffs_fsh[1](10,8)     0.221632 -8.15243e-07
log_selcoffs_fsh[1](10,9)    -0.180364  7.68996e-07
log_selcoffs_fsh[1](10,10)    -0.768282   3.9934e-08
log_selcoffs_fsh[1](11,1)     -4.47634  6.81917e-07
log_selcoffs_fsh[1](11,2)     -2.32286  2.97147e-07
log_selcoffs_fsh[1](11,3)    -0.279013  2.39298e-07
log_selcoffs_fsh[1](11,4)      0.50652 -7.44642e-07
log_selcoffs_fsh[1](11,5)      0.56131  5.40208e-08
log_selcoffs_fsh[1](11,6)     0.457655  6.92398e-07
log_selcoffs_fsh[1](11,7)     0.391189  8.44508e-08
log_selcoffs_fsh[1](11,8)     0.207073  2.45048e-07
log_selcoffs_fsh[1](11,9)    -0.157462 -5.01161e-07
log_selcoffs_fsh[1](11,10)    -0.547934 -7.02109e-07
log_selcoffs_fsh[1](12,1)     -4.50073 -9.94865e-07
log_selcoffs_fsh[1](12,2)     -2.36466  7.13726e-07
log_selcoffs_fsh[1](12,3)     -0.27328 -2.81947e-07
log_selcoffs_fsh[1](12,4)     0.754477 -1.38495e-06
log_selcoffs_fsh[1](12,5)     0.606875  9.50906e-07
log_selcoffs_fsh[1](12,6)     0.362382  2.62447e-07
log_selcoffs_fsh[1](12,7)     0.282099  8.80747e-07
log_selcoffs_fsh[1](12,8)    0.0819974  4.38638e-07
log_selcoffs_fsh[1](12,9)    -0.235446  2.42513e-07
log_selcoffs_fsh[1](12,10)    -0.626385 -2.12152e-07
log_selcoffs_fsh[1](13,1)     -4.49421   5.0049e-09
log_selcoffs_fsh[1](13,2)      -2.3252  -1.5741e-08
log_selcoffs_fsh[1](13,3)    -0.343471 -1.39036e-07
log_selcoffs_fsh[1](13,4)     0.666045 -3.50039e-08
log_selcoffs_fsh[1](13,5)     0.662551  2.47506e-08
log_selcoffs_fsh[1](13,6)     0.419816 -2.87562e-07
log_selcoffs_fsh[1](13,7)     0.278554 -2.72372e-07
log_selcoffs_fsh[1](13,8)    0.0744984  2.48425e-07
log_selcoffs_fsh[1](13,9)    -0.230129  -2.0428e-07
log_selcoffs_fsh[1](13,10)    -0.543304  6.51765e-07
log_selcoffs_fsh[1](14,1)     -4.51449  2.60716e-07
log_selcoffs_fsh[1](14,2)     -2.36882 -8.96298e-07
log_selcoffs_fsh[1](14,3)     -0.30102 -4.70364e-07
log_selcoffs_fsh[1](14,4)      0.67948  5.88946e-08
log_selcoffs_fsh[1](14,5)     0.634492  2.90066e-07
log_selcoffs_fsh[1](14,6)     0.388719  8.21195e-07
log_selcoffs_fsh[1](14,7)     0.274848 -7.25339e-07
log_selcoffs_fsh[1](14,8)    0.0731905  9.75352e-07
log_selcoffs_fsh[1](14,9)    -0.202278  4.05945e-08
log_selcoffs_fsh[1](14,10)    -0.490605  4.46132e-07
log_selcoffs_fsh[1](15,1)      -4.5154 -1.16745e-07
log_selcoffs_fsh[1](15,2)     -2.47541  2.72589e-07
log_selcoffs_fsh[1](15,3)    -0.665037 -2.67665e-07
log_selcoffs_fsh[1](15,4)     0.429609 -3.27049e-08
log_selcoffs_fsh[1](15,5)     0.647445  -6.0029e-07
log_selcoffs_fsh[1](15,6)      0.53974 -1.84331e-07
log_selcoffs_fsh[1](15,7)     0.382416  7.34739e-07
log_selcoffs_fsh[1](15,8)     0.157631  1.78837e-07
log_selcoffs_fsh[1](15,9)    -0.116291  6.09833e-07
log_selcoffs_fsh[1](15,10)    -0.355194 -1.65261e-07
log_selcoffs_fsh[1](16,1)     -4.54626  2.95408e-07
log_selcoffs_fsh[1](16,2)     -2.59671  1.19783e-07
log_selcoffs_fsh[1](16,3)    -0.880609  4.23661e-07
log_selcoffs_fsh[1](16,4)     0.246877  -1.1348e-06
log_selcoffs_fsh[1](16,5)     0.603958 -3.45881e-07
log_selcoffs_fsh[1](16,6)     0.585116 -3.69736e-07
log_selcoffs_fsh[1](16,7)     0.441876  2.36504e-07
log_selcoffs_fsh[1](16,8)     0.236271  8.15767e-07
log_selcoffs_fsh[1](16,9)   -0.0183649 -1.28362e-07
log_selcoffs_fsh[1](16,10)    -0.233404  4.35017e-08
log_selcoffs_fsh[1](17,1)     -4.60839 -4.40733e-07
log_selcoffs_fsh[1](17,2)     -2.73231 -9.40342e-08
log_selcoffs_fsh[1](17,3)      -1.0485   -2.693e-07
log_selcoffs_fsh[1](17,4)    0.0445571 -3.45154e-07
log_selcoffs_fsh[1](17,5)     0.512586 -7.93019e-07
log_selcoffs_fsh[1](17,6)     0.623041  3.52366e-08
log_selcoffs_fsh[1](17,7)     0.498537  4.33638e-07
log_selcoffs_fsh[1](17,8)     0.324351  1.13203e-07
log_selcoffs_fsh[1](17,9)    0.0833992   6.3817e-07
log_selcoffs_fsh[1](17,10)     -0.12974   5.4958e-07
log_selcoffs_fsh[1](18,1)     -4.69674   6.1147e-07
log_selcoffs_fsh[1](18,2)     -2.89332 -2.31624e-07
log_selcoffs_fsh[1](18,3)     -1.20221  7.82756e-08
log_selcoffs_fsh[1](18,4)    -0.107137 -2.65232e-07
log_selcoffs_fsh[1](18,5)     0.446553  2.25918e-07
log_selcoffs_fsh[1](18,6)     0.600503 -1.61084e-07
log_selcoffs_fsh[1](18,7)     0.518762 -7.23703e-07
log_selcoffs_fsh[1](18,8)     0.418348 -2.88697e-07
log_selcoffs_fsh[1](18,9)     0.186332  1.82698e-07
log_selcoffs_fsh[1](18,10)   -0.0551091  2.87229e-10
log_selcoffs_fsh[1](19,1)     -4.79151    8.596e-08
log_selcoffs_fsh[1](19,2)     -2.98654 -3.14596e-07
log_selcoffs_fsh[1](19,3)      -1.3208 -3.37856e-07
log_selcoffs_fsh[1](19,4)    -0.129557  6.73302e-07
log_selcoffs_fsh[1](19,5)      0.32703 -2.54202e-07
log_selcoffs_fsh[1](19,6)     0.530276  3.51756e-07
log_selcoffs_fsh[1](19,7)     0.574907  -5.9579e-08
log_selcoffs_fsh[1](19,8)     0.476971  -1.7907e-07
log_selcoffs_fsh[1](19,9)      0.25654 -9.50048e-09
log_selcoffs_fsh[1](19,10)    0.0285714 -3.48239e-07
log_selcoffs_fsh[1](20,1)     -4.90379  3.22399e-07
log_selcoffs_fsh[1](20,2)     -3.07783  9.12333e-08
log_selcoffs_fsh[1](20,3)     -1.42319 -7.68574e-07
log_selcoffs_fsh[1](20,4)    -0.220587  2.92691e-07
log_selcoffs_fsh[1](20,5)     0.267003 -6.84978e-07
log_selcoffs_fsh[1](20,6)     0.493789 -2.85762e-07
log_selcoffs_fsh[1](20,7)     0.597776  4.80718e-07
log_selcoffs_fsh[1](20,8)     0.560499 -1.21424e-07
log_selcoffs_fsh[1](20,9)     0.286235  4.28875e-07
log_selcoffs_fsh[1](20,10)    0.0563339  5.50734e-09
log_selcoffs_fsh[1](21,1)       -5.017 -2.23628e-07
log_selcoffs_fsh[1](21,2)     -3.14753 -2.20108e-07
log_selcoffs_fsh[1](21,3)     -1.43441  4.27972e-07
log_selcoffs_fsh[1](21,4)    -0.238586 -4.02761e-07
log_selcoffs_fsh[1](21,5)     0.318529  6.60788e-08
log_selcoffs_fsh[1](21,6)     0.461576  1.86587e-07
log_selcoffs_fsh[1](21,7)     0.570075 -3.36731e-07
log_selcoffs_fsh[1](21,8)     0.544314  2.76142e-07
log_selcoffs_fsh[1](21,9)     0.320467 -1.03342e-10
log_selcoffs_fsh[1](21,10)    0.0890618 -7.77314e-08
log_selcoffs_fsh[1](22,1)     -5.15477  8.39567e-08
log_selcoffs_fsh[1](22,2)     -3.22045 -1.38086e-07
log_selcoffs_fsh[1](22,3)     -1.49687 -2.40234e-07
log_selcoffs_fsh[1](22,4)    -0.175141 -7.13638e-07
log_selcoffs_fsh[1](22,5)     0.291794  1.80237e-08
log_selcoffs_fsh[1](22,6)     0.429394  -4.5761e-07
log_selcoffs_fsh[1](22,7)     0.557847  3.73633e-07
log_selcoffs_fsh[1](22,8)     0.566829 -2.63296e-07
log_selcoffs_fsh[1](22,9)     0.346197  5.10134e-07
log_selcoffs_fsh[1](22,10)    0.0886631  3.30561e-07
log_selcoffs_fsh[1](23,1)     -5.31977 -9.97036e-08
log_selcoffs_fsh[1](23,2)     -3.27155 -1.45564e-07
log_selcoffs_fsh[1](23,3)     -1.40301  1.24192e-07
log_selcoffs_fsh[1](23,4)   -0.0474598 -5.53301e-07
log_selcoffs_fsh[1](23,5)      0.22766 -1.53885e-07
log_selcoffs_fsh[1](23,6)     0.400821 -4.20074e-07
log_selcoffs_fsh[1](23,7)     0.520699  4.42348e-08
log_selcoffs_fsh[1](23,8)     0.627707  1.99653e-07
log_selcoffs_fsh[1](23,9)     0.349919  1.18347e-07
log_selcoffs_fsh[1](23,10)    0.0329292  6.21053e-07
log_selcoffs_fsh[1](24,1)     -5.47172  4.31515e-07
log_selcoffs_fsh[1](24,2)     -3.36786 -4.56922e-07
log_selcoffs_fsh[1](24,3)     -1.13941 -5.97632e-07
log_selcoffs_fsh[1](24,4)    -0.123051 -1.70441e-07
log_selcoffs_fsh[1](24,5)     0.216335  8.20924e-07
log_selcoffs_fsh[1](24,6)     0.411615  7.32723e-07
log_selcoffs_fsh[1](24,7)      0.55879 -6.10339e-07
log_selcoffs_fsh[1](24,8)     0.669431  7.88123e-08
log_selcoffs_fsh[1](24,9)     0.308041 -4.23456e-07
log_selcoffs_fsh[1](24,10)   -0.0577383 -1.42275e-07
log_selcoffs_fsh[1](25,1)      -5.4847   1.4886e-07
log_selcoffs_fsh[1](25,2)     -3.41495  5.58323e-07
log_selcoffs_fsh[1](25,3)     -1.18086  4.02081e-07
log_selcoffs_fsh[1](25,4)    -0.104735  1.19776e-06
log_selcoffs_fsh[1](25,5)     0.268041 -2.04616e-07
log_selcoffs_fsh[1](25,6)     0.450091  2.25911e-06
log_selcoffs_fsh[1](25,7)     0.638079 -8.31267e-07
log_selcoffs_fsh[1](25,8)     0.600651 -1.97063e-06
log_selcoffs_fsh[1](25,9)     0.249648 -1.10381e-06
log_selcoffs_fsh[1](25,10)     -0.12804 -8.37478e-07
log_selcoffs_fsh[1](26,1)      -5.4217 -2.94897e-07
log_selcoffs_fsh[1](26,2)     -3.31558  4.81953e-07
log_selcoffs_fsh[1](26,3)     -1.28593  8.59115e-07
log_selcoffs_fsh[1](26,4)   -0.0856941  4.18976e-07
log_selcoffs_fsh[1](26,5)     0.281212 -2.97063e-07
log_selcoffs_fsh[1](26,6)     0.468401 -9.50163e-07
log_selcoffs_fsh[1](26,7)      0.70346 -3.60425e-07
log_selcoffs_fsh[1](26,8)     0.564972  1.23818e-07
log_selcoffs_fsh[1](26,9)     0.191111  6.82876e-08
log_selcoffs_fsh[1](26,10)    -0.160051 -9.64604e-08
log_selcoffs_fsh[1](27,1)     -5.32411  2.80874e-07
log_selcoffs_fsh[1](27,2)     -3.21393 -9.12192e-07
log_selcoffs_fsh[1](27,3)     -1.04655   5.4298e-07
log_selcoffs_fsh[1](27,4)   -0.0768788 -4.84682e-07
log_selcoffs_fsh[1](27,5)     0.339968  -6.0278e-07
log_selcoffs_fsh[1](27,6)     0.497201  4.91013e-07
log_selcoffs_fsh[1](27,7)     0.636884  2.29147e-07
log_selcoffs_fsh[1](27,8)     0.566482 -2.08661e-07
log_selcoffs_fsh[1](27,9)     0.143465  2.63727e-07
log_selcoffs_fsh[1](27,10)    -0.196185  3.96857e-07
log_selcoffs_fsh[1](28,1)     -5.20856  2.97175e-07
log_selcoffs_fsh[1](28,2)     -2.91494  3.54238e-07
log_selcoffs_fsh[1](28,3)    -0.876665 -3.99044e-07
log_selcoffs_fsh[1](28,4)     0.073938 -4.39165e-07
log_selcoffs_fsh[1](28,5)     0.401071 -5.64183e-07
log_selcoffs_fsh[1](28,6)     0.497667   1.6301e-07
log_selcoffs_fsh[1](28,7)     0.567089  6.62261e-07
log_selcoffs_fsh[1](28,8)     0.472368 -1.60519e-07
log_selcoffs_fsh[1](28,9)     0.128774 -2.12265e-07
log_selcoffs_fsh[1](28,10)    -0.217206 -6.16057e-07
log_selcoffs_fsh[1](29,1)     -5.11755 -4.39644e-07
log_selcoffs_fsh[1](29,2)     -2.61835 -4.92227e-07
log_selcoffs_fsh[1](29,3)      -0.6746  7.74739e-08
log_selcoffs_fsh[1](29,4)     0.136098 -3.34857e-07
log_selcoffs_fsh[1](29,5)     0.404425  8.38535e-08
log_selcoffs_fsh[1](29,6)     0.491104 -1.08884e-07
log_selcoffs_fsh[1](29,7)     0.585173 -3.75635e-08
log_selcoffs_fsh[1](29,8)     0.383188  3.26452e-07
log_selcoffs_fsh[1](29,9)    0.0761668  4.37659e-07
log_selcoffs_fsh[1](29,10)    -0.233226 -2.86532e-07
log_selcoffs_fsh[1](30,1)     -5.08052  3.30156e-08
log_selcoffs_fsh[1](30,2)     -2.35054   1.9643e-07
log_selcoffs_fsh[1](30,3)    -0.193262  5.79612e-07
log_selcoffs_fsh[1](30,4)     0.111025  5.21528e-07
log_selcoffs_fsh[1](30,5)     0.339181 -7.89808e-07
log_selcoffs_fsh[1](30,6)      0.42116 -6.66875e-07
log_selcoffs_fsh[1](30,7)      0.54027 -2.48505e-07
log_selcoffs_fsh[1](30,8)     0.346833 -5.68805e-07
log_selcoffs_fsh[1](30,9)    0.0885206  3.96626e-07
log_selcoffs_fsh[1](30,10)    -0.216111  2.17815e-07
log_selcoffs_fsh[1](31,1)     -5.10739 -9.56582e-08
log_selcoffs_fsh[1](31,2)     -2.33358 -5.42014e-08
log_selcoffs_fsh[1](31,3)    -0.153187  3.39837e-07
log_selcoffs_fsh[1](31,4)     0.208663  3.35389e-07
log_selcoffs_fsh[1](31,5)     0.202759  5.13438e-08
log_selcoffs_fsh[1](31,6)     0.315304   -2.495e-07
log_selcoffs_fsh[1](31,7)     0.548503  2.15654e-07
log_selcoffs_fsh[1](31,8)     0.402897   1.2395e-07
log_selcoffs_fsh[1](31,9)     0.153015 -9.40234e-07
log_selcoffs_fsh[1](31,10)    -0.199193  2.56553e-07
log_selcoffs_fsh[1](32,1)     -5.14789  1.91025e-07
log_selcoffs_fsh[1](32,2)     -2.48146 -1.23003e-08
log_selcoffs_fsh[1](32,3)    -0.386819 -5.45361e-07
log_selcoffs_fsh[1](32,4)     0.108262 -5.05542e-07
log_selcoffs_fsh[1](32,5)     0.170973 -6.45814e-07
log_selcoffs_fsh[1](32,6)     0.352682   6.6462e-07
log_selcoffs_fsh[1](32,7)     0.524362 -4.60704e-07
log_selcoffs_fsh[1](32,8)     0.453734   3.7166e-07
log_selcoffs_fsh[1](32,9)     0.329327  8.70899e-07
log_selcoffs_fsh[1](32,10)    -0.157727  1.73405e-08
log_selcoffs_fsh[1](33,1)     -5.18766  5.35944e-07
log_selcoffs_fsh[1](33,2)     -2.73354  8.44756e-08
log_selcoffs_fsh[1](33,3)    -0.767025 -8.25413e-07
log_selcoffs_fsh[1](33,4)     0.035495 -6.05694e-08
log_selcoffs_fsh[1](33,5)      0.30237  -2.7564e-08
log_selcoffs_fsh[1](33,6)     0.382535 -3.71057e-07
log_selcoffs_fsh[1](33,7)     0.555177  4.85897e-07
log_selcoffs_fsh[1](33,8)     0.465305  1.99829e-07
log_selcoffs_fsh[1](33,9)     0.283348 -4.18165e-07
log_selcoffs_fsh[1](33,10)   -0.0538996 -1.50133e-07
log_selcoffs_fsh[1](34,1)     -5.28122 -3.64078e-07
log_selcoffs_fsh[1](34,2)     -2.92444  -5.2495e-07
log_selcoffs_fsh[1](34,3)     -1.07737 -1.08544e-08
log_selcoffs_fsh[1](34,4)    0.0266007 -1.12965e-07
log_selcoffs_fsh[1](34,5)     0.320565  1.15156e-06
log_selcoffs_fsh[1](34,6)     0.496219 -1.59216e-07
log_selcoffs_fsh[1](34,7)     0.518368  -5.9099e-08
log_selcoffs_fsh[1](34,8)      0.42561  2.44393e-07
log_selcoffs_fsh[1](34,9)     0.306716 -8.84482e-08
log_selcoffs_fsh[1](34,10)   -0.0155176  8.64252e-08
log_selcoffs_fsh[1](35,1)     -5.36957  2.63076e-08
log_selcoffs_fsh[1](35,2)     -3.10543  7.73408e-07
log_selcoffs_fsh[1](35,3)     -1.26122 -4.52476e-07
log_selcoffs_fsh[1](35,4)    -0.315505  -4.9813e-07
log_selcoffs_fsh[1](35,5)      0.22937  7.43426e-08
log_selcoffs_fsh[1](35,6)     0.501162 -4.57369e-07
