"","Pred","Prey","Pred_sex","Prey_sex","Pred_age","Prey_age","Year","Sample_size","Stomach_proportion_by_weight"
"56",1,1,0,0,6,6,0,20,0
"57",1,1,0,0,6,7,0,20,0
"58",1,1,0,0,6,8,0,20,0
"59",1,1,0,0,6,9,0,20,0
"60",1,1,0,0,6,10,0,20,0
"61",1,1,0,0,7,1,0,20,0.00878851224968246
"62",1,1,0,0,7,2,0,20,0
"63",1,1,0,0,7,3,0,20,0
"64",1,1,0,0,7,4,0,20,0
"65",1,1,0,0,7,5,0,20,0
"66",1,1,0,0,7,6,0,20,0
"67",1,1,0,0,7,7,0,20,0
"68",1,1,0,0,7,8,0,20,0
"69",1,1,0,0,7,9,0,20,0
"70",1,1,0,0,7,10,0,20,0
"71",1,1,0,0,8,1,0,20,0.00310717485613543
"72",1,1,0,0,8,2,0,20,0
"73",1,1,0,0,8,3,0,20,0
"74",1,1,0,0,8,4,0,20,0
"75",1,1,0,0,8,5,0,20,0
"76",1,1,0,0,8,6,0,20,0
"77",1,1,0,0,8,7,0,20,0
"78",1,1,0,0,8,8,0,20,0
"79",1,1,0,0,8,9,0,20,0
"80",1,1,0,0,8,10,0,20,0
"81",1,1,0,0,9,1,0,20,0.00241021460461189
"82",1,1,0,0,9,2,0,20,0
"83",1,1,0,0,9,3,0,20,0
"84",1,1,0,0,9,4,0,20,0
"85",1,1,0,0,9,5,0,20,0
"86",1,1,0,0,9,6,0,20,0
"87",1,1,0,0,9,7,0,20,0
"88",1,1,0,0,9,8,0,20,0
"89",1,1,0,0,9,9,0,20,0
"90",1,1,0,0,9,10,0,20,0
"91",1,1,0,0,10,1,0,20,0.0207856811746903
"92",1,1,0,0,10,2,0,20,0
"93",1,1,0,0,10,3,0,20,0
"94",1,1,0,0,10,4,0,20,0
"95",1,1,0,0,10,5,0,20,0
"96",1,1,0,0,10,6,0,20,0
"97",1,1,0,0,10,7,0,20,0
"98",1,1,0,0,10,8,0,20,0
"99",1,1,0,0,10,9,0,20,0
"100",1,1,0,0,10,10,0,20,0
"101",1,2,0,0,1,1,0,20,0
"102",1,2,0,0,1,2,0,20,0
"103",1,2,0,0,1,3,0,20,0
"104",1,2,0,0,1,4,0,20,0
"105",1,2,0,0,1,5,0,20,0
"106",1,2,0,0,1,6,0,20,0
"107",1,2,0,0,1,7,0,20,0
"108",1,2,0,0,1,8,0,20,0
"109",1,2,0,0,1,9,0,20,0
"110",1,2,0,0,1,10,0,20,0
"111",1,2,0,0,1,11,0,20,0
"112",1,2,0,0,1,12,0,20,0
"113",1,2,0,0,2,1,0,20,0
"114",1,2,0,0,2,2,0,20,0
"115",1,2,0,0,2,3,0,20,0
"116",1,2,0,0,2,4,0,20,0
"117",1,2,0,0,2,5,0,20,0
"118",1,2,0,0,2,6,0,20,0
"119",1,2,0,0,2,7,0,20,0
"120",1,2,0,0,2,8,0,20,0
"121",1,2,0,0,2,9,0,20,0
"122",1,2,0,0,2,10,0,20,0
"123",1,2,0,0,2,11,0,20,0
"124",1,2,0,0,2,12,0,20,0
"125",1,2,0,0,3,1,0,20,0
"126",1,2,0,0,3,2,0,20,0
"127",1,2,0,0,3,3,0,20,0
"128",1,2,0,0,3,4,0,20,0
"129",1,2,0,0,3,5,0,20,0
"130",1,2,0,0,3,6,0,20,0
"131",1,2,0,0,3,7,0,20,0
"132",1,2,0,0,3,8,0,20,0
"133",1,2,0,0,3,9,0,20,0
"134",1,2,0,0,3,10,0,20,0
"135",1,2,0,0,3,11,0,20,0
"136",1,2,0,0,3,12,0,20,0
"137",1,2,0,0,4,1,0,20,0.000269886021349912
"138",1,2,0,0,4,2,0,20,0
"139",1,2,0,0,4,3,0,20,0
"140",1,2,0,0,4,4,0,20,0
"141",1,2,0,0,4,5,0,20,0
"142",1,2,0,0,4,6,0,20,0
"143",1,2,0,0,4,7,0,20,0
"144",1,2,0,0,4,8,0,20,0
"145",1,2,0,0,4,9,0,20,0
"146",1,2,0,0,4,10,0,20,0
"147",1,2,0,0,4,11,0,20,0
"148",1,2,0,0,4,12,0,20,0
"149",1,2,0,0,5,1,0,20,0
"150",1,2,0,0,5,2,0,20,0
"151",1,2,0,0,5,3,0,20,0
"152",1,2,0,0,5,4,0,20,0
"153",1,2,0,0,5,5,0,20,0
"154",1,2,0,0,5,6,0,20,0
"155",1,2,0,0,5,7,0,20,0
"156",1,2,0,0,5,8,0,20,0
"157",1,2,0,0,5,9,0,20,0
"158",1,2,0,0,5,10,0,20,0
"159",1,2,0,0,5,11,0,20,0
"160",1,2,0,0,5,12,0,20,0
"161",1,2,0,0,6,1,0,20,0.000789508537017166
"162",1,2,0,0,6,2,0,20,0
"163",1,2,0,0,6,3,0,20,0
"164",1,2,0,0,6,4,0,20,0
"165",1,2,0,0,6,5,0,20,0
"166",1,2,0,0,6,6,0,20,0
"167",1,2,0,0,6,7,0,20,0
"168",1,2,0,0,6,8,0,20,0
"169",1,2,0,0,6,9,0,20,0
"170",1,2,0,0,6,10,0,20,0
"171",1,2,0,0,6,11,0,20,0
"172",1,2,0,0,6,12,0,20,0
"173",1,2,0,0,7,1,0,20,0
"174",1,2,0,0,7,2,0,20,0
"175",1,2,0,0,7,3,0,20,0
"176",1,2,0,0,7,4,0,20,0
"177",1,2,0,0,7,5,0,20,0
"178",1,2,0,0,7,6,0,20,0
"179",1,2,0,0,7,7,0,20,0
"180",1,2,0,0,7,8,0,20,0
"181",1,2,0,0,7,9,0,20,0
"182",1,2,0,0,7,10,0,20,0
"183",1,2,0,0,7,11,0,20,0
"184",1,2,0,0,7,12,0,20,0
"185",1,2,0,0,8,1,0,20,0
"186",1,2,0,0,8,2,0,20,0
"187",1,2,0,0,8,3,0,20,0
"188",1,2,0,0,8,4,0,20,0
"189",1,2,0,0,8,5,0,20,0
"190",1,2,0,0,8,6,0,20,0
"191",1,2,0,0,8,7,0,20,0
"192",1,2,0,0,8,8,0,20,0
"193",1,2,0,0,8,9,0,20,0
"194",1,2,0,0,8,10,0,20,0
"195",1,2,0,0,8,11,0,20,0
"196",1,2,0,0,8,12,0,20,0
"197",1,2,0,0,9,1,0,20,0
"198",1,2,0,0,9,2,0,20,0
"199",1,2,0,0,9,3,0,20,0
"200",1,2,0,0,9,4,0,20,0
"201",1,2,0,0,9,5,0,20,0
"202",1,2,0,0,9,6,0,20,0
"203",1,2,0,0,9,7,0,20,0
"204",1,2,0,0,9,8,0,20,0
"205",1,2,0,0,9,9,0,20,0
"206",1,2,0,0,9,10,0,20,0
"207",1,2,0,0,9,11,0,20,0
"208",1,2,0,0,9,12,0,20,0
"209",1,2,0,0,10,1,0,20,3.58838870399564e-06
"210",1,2,0,0,10,2,0,20,0
"211",1,2,0,0,10,3,0,20,0
"212",1,2,0,0,10,4,0,20,0
"213",1,2,0,0,10,5,0,20,0
"214",1,2,0,0,10,6,0,20,0
"215",1,2,0,0,10,7,0,20,0
"216",1,2,0,0,10,8,0,20,0
"217",1,2,0,0,10,9,0,20,0
"218",1,2,0,0,10,10,0,20,0
"219",1,2,0,0,10,11,0,20,0
"220",1,2,0,0,10,12,0,20,0
"221",1,3,0,1,1,1,0,20,0.000119549187872169
"222",1,3,0,1,1,2,0,20,0
"223",1,3,0,1,1,3,0,20,0
"224",1,3,0,1,1,4,0,20,0
"225",1,3,0,1,1,5,0,20,0
"226",1,3,0,1,1,6,0,20,0
"227",1,3,0,1,1,7,0,20,0
"228",1,3,0,1,1,8,0,20,0
"229",1,3,0,1,1,9,0,20,0
"230",1,3,0,1,1,10,0,20,0
"231",1,3,0,1,1,11,0,20,0
"232",1,3,0,1,1,12,0,20,0
"233",1,3,0,1,1,13,0,20,0
"234",1,3,0,1,1,14,0,20,0
"235",1,3,0,1,1,15,0,20,0
"236",1,3,0,1,1,16,0,20,0
"237",1,3,0,1,1,17,0,20,0
"238",1,3,0,1,1,18,0,20,0
"239",1,3,0,1,1,19,0,20,0
"240",1,3,0,1,1,20,0,20,0
"241",1,3,0,1,1,21,0,20,0
"242",1,3,0,1,2,1,0,20,0.000517799352750809
"243",1,3,0,1,2,2,0,20,0
"244",1,3,0,1,2,3,0,20,0
"245",1,3,0,1,2,4,0,20,0
"246",1,3,0,1,2,5,0,20,0
"247",1,3,0,1,2,6,0,20,0
"248",1,3,0,1,2,7,0,20,0
"249",1,3,0,1,2,8,0,20,0
"250",1,3,0,1,2,9,0,20,0
"251",1,3,0,1,2,10,0,20,0
"252",1,3,0,1,2,11,0,20,0
"253",1,3,0,1,2,12,0,20,0
"254",1,3,0,1,2,13,0,20,0
"255",1,3,0,1,2,14,0,20,0
"256",1,3,0,1,2,15,0,20,0
"257",1,3,0,1,2,16,0,20,0
"258",1,3,0,1,2,17,0,20,0
"259",1,3,0,1,2,18,0,20,0
"260",1,3,0,1,2,19,0,20,0
"261",1,3,0,1,2,20,0,20,0
"262",1,3,0,1,2,21,0,20,0
"263",1,3,0,1,3,1,0,20,2.98764381745694e-05
"264",1,3,0,1,3,2,0,20,0
"265",1,3,0,1,3,3,0,20,0
"266",1,3,0,1,3,4,0,20,0
"267",1,3,0,1,3,5,0,20,0
"268",1,3,0,1,3,6,0,20,0
"269",1,3,0,1,3,7,0,20,0
"270",1,3,0,1,3,8,0,20,0
"271",1,3,0,1,3,9,0,20,0
"272",1,3,0,1,3,10,0,20,0
"273",1,3,0,1,3,11,0,20,0
"274",1,3,0,1,3,12,0,20,0
"275",1,3,0,1,3,13,0,20,0
"276",1,3,0,1,3,14,0,20,0
"277",1,3,0,1,3,15,0,20,0
"278",1,3,0,1,3,16,0,20,0
"279",1,3,0,1,3,17,0,20,0
"280",1,3,0,1,3,18,0,20,0
"281",1,3,0,1,3,19,0,20,0
"282",1,3,0,1,3,20,0,20,0
"283",1,3,0,1,3,21,0,20,0
"284",1,3,0,1,4,1,0,20,0.000433199045493629
"285",1,3,0,1,4,2,0,20,0
"286",1,3,0,1,4,3,0,20,0
"287",1,3,0,1,4,4,0,20,0
"288",1,3,0,1,4,5,0,20,0
"289",1,3,0,1,4,6,0,20,0
"290",1,3,0,1,4,7,0,20,0
"291",1,3,0,1,4,8,0,20,0
"292",1,3,0,1,4,9,0,20,0
"293",1,3,0,1,4,10,0,20,0
"294",1,3,0,1,4,11,0,20,0
"295",1,3,0,1,4,12,0,20,0
"296",1,3,0,1,4,13,0,20,0
"297",1,3,0,1,4,14,0,20,0
"298",1,3,0,1,4,15,0,20,0
"299",1,3,0,1,4,16,0,20,0
"300",1,3,0,1,4,17,0,20,0
"301",1,3,0,1,4,18,0,20,0
"302",1,3,0,1,4,19,0,20,0
"303",1,3,0,1,4,20,0,20,0
"304",1,3,0,1,4,21,0,20,0
"305",1,3,0,1,5,1,0,20,0.00076051449477284
"306",1,3,0,1,5,2,0,20,0
"307",1,3,0,1,5,3,0,20,0
"308",1,3,0,1,5,4,0,20,0
"309",1,3,0,1,5,5,0,20,0
"310",1,3,0,1,5,6,0,20,0
"311",1,3,0,1,5,7,0,20,0
"312",1,3,0,1,5,8,0,20,0
"313",1,3,0,1,5,9,0,20,0
"314",1,3,0,1,5,10,0,20,0
"315",1,3,0,1,5,11,0,20,0
"316",1,3,0,1,5,12,0,20,0
"317",1,3,0,1,5,13,0,20,0
"318",1,3,0,1,5,14,0,20,0
"319",1,3,0,1,5,15,0,20,0
"320",1,3,0,1,5,16,0,20,0
"321",1,3,0,1,5,17,0,20,0
"322",1,3,0,1,5,18,0,20,0
"323",1,3,0,1,5,19,0,20,0
"324",1,3,0,1,5,20,0,20,0
"325",1,3,0,1,5,21,0,20,0
"326",1,3,0,1,6,1,0,20,0
"327",1,3,0,1,6,2,0,20,0
"328",1,3,0,1,6,3,0,20,0
"329",1,3,0,1,6,4,0,20,0
"330",1,3,0,1,6,5,0,20,0
"331",1,3,0,1,6,6,0,20,0
"332",1,3,0,1,6,7,0,20,0
"333",1,3,0,1,6,8,0,20,0
"334",1,3,0,1,6,9,0,20,0
"335",1,3,0,1,6,10,0,20,0
"336",1,3,0,1,6,11,0,20,0
"337",1,3,0,1,6,12,0,20,0
"338",1,3,0,1,6,13,0,20,0
"339",1,3,0,1,6,14,0,20,0
"340",1,3,0,1,6,15,0,20,0
"341",1,3,0,1,6,16,0,20,0
"342",1,3,0,1,6,17,0,20,0
"343",1,3,0,1,6,18,0,20,0
"344",1,3,0,1,6,19,0,20,0
"345",1,3,0,1,6,20,0,20,0
"346",1,3,0,1,6,21,0,20,0
"347",1,3,0,1,7,1,0,20,0
"348",1,3,0,1,7,2,0,20,0
"349",1,3,0,1,7,3,0,20,0
"350",1,3,0,1,7,4,0,20,0
"351",1,3,0,1,7,5,0,20,0
"352",1,3,0,1,7,6,0,20,0
"353",1,3,0,1,7,7,0,20,0
"354",1,3,0,1,7,8,0,20,0
"355",1,3,0,1,7,9,0,20,0
"356",1,3,0,1,7,10,0,20,0
"357",1,3,0,1,7,11,0,20,0
"358",1,3,0,1,7,12,0,20,0
"359",1,3,0,1,7,13,0,20,0
"360",1,3,0,1,7,14,0,20,0
"361",1,3,0,1,7,15,0,20,0
"362",1,3,0,1,7,16,0,20,0
"363",1,3,0,1,7,17,0,20,0
"364",1,3,0,1,7,18,0,20,0
"365",1,3,0,1,7,19,0,20,0
"366",1,3,0,1,7,20,0,20,0
"367",1,3,0,1,7,21,0,20,0
"368",1,3,0,1,8,1,0,20,0.00133909872399737
"369",1,3,0,1,8,2,0,20,0
"370",1,3,0,1,8,3,0,20,0
"371",1,3,0,1,8,4,0,20,0
"372",1,3,0,1,8,5,0,20,0
"373",1,3,0,1,8,6,0,20,0
"374",1,3,0,1,8,7,0,20,0
"375",1,3,0,1,8,8,0,20,0
"376",1,3,0,1,8,9,0,20,0
"377",1,3,0,1,8,10,0,20,0
"378",1,3,0,1,8,11,0,20,0
"379",1,3,0,1,8,12,0,20,0
"380",1,3,0,1,8,13,0,20,0
"381",1,3,0,1,8,14,0,20,0
"382",1,3,0,1,8,15,0,20,0
"383",1,3,0,1,8,16,0,20,0
"384",1,3,0,1,8,17,0,20,0
"385",1,3,0,1,8,18,0,20,0
"386",1,3,0,1,8,19,0,20,0
"387",1,3,0,1,8,20,0,20,0
"388",1,3,0,1,8,21,0,20,0
"389",1,3,0,1,9,1,0,20,0.000193548387096774
"390",1,3,0,1,9,2,0,20,0
"391",1,3,0,1,9,3,0,20,0
"392",1,3,0,1,9,4,0,20,0
"393",1,3,0,1,9,5,0,20,0
"394",1,3,0,1,9,6,0,20,0
"395",1,3,0,1,9,7,0,20,0
"396",1,3,0,1,9,8,0,20,0
"397",1,3,0,1,9,9,0,20,0
"398",1,3,0,1,9,10,0,20,0
"399",1,3,0,1,9,11,0,20,0
"400",1,3,0,1,9,12,0,20,0
"401",1,3,0,1,9,13,0,20,0
"402",1,3,0,1,9,14,0,20,0
"403",1,3,0,1,9,15,0,20,0
"404",1,3,0,1,9,16,0,20,0
"405",1,3,0,1,9,17,0,20,0
"406",1,3,0,1,9,18,0,20,0
"407",1,3,0,1,9,19,0,20,0
"408",1,3,0,1,9,20,0,20,0
"409",1,3,0,1,9,21,0,20,0
"410",1,3,0,1,10,1,0,20,0.00145724982686333
"411",1,3,0,1,10,2,0,20,0
"412",1,3,0,1,10,3,0,20,0
"413",1,3,0,1,10,4,0,20,0
"414",1,3,0,1,10,5,0,20,0
"415",1,3,0,1,10,6,0,20,0
"416",1,3,0,1,10,7,0,20,0
"417",1,3,0,1,10,8,0,20,0
"418",1,3,0,1,10,9,0,20,0
"419",1,3,0,1,10,10,0,20,0
"420",1,3,0,1,10,11,0,20,0
"421",1,3,0,1,10,12,0,20,0
"422",1,3,0,1,10,13,0,20,0
"423",1,3,0,1,10,14,0,20,0
"424",1,3,0,1,10,15,0,20,0
"425",1,3,0,1,10,16,0,20,0
"426",1,3,0,1,10,17,0,20,0
"427",1,3,0,1,10,18,0,20,0
"428",1,3,0,1,10,19,0,20,0
"429",1,3,0,1,10,20,0,20,0
"430",1,3,0,1,10,21,0,20,0
"431",1,3,0,2,1,1,0,20,0.000119549187872169
"432",1,3,0,2,1,2,0,20,0
"433",1,3,0,2,1,3,0,20,0
"434",1,3,0,2,1,4,0,20,0
"435",1,3,0,2,1,5,0,20,0
"436",1,3,0,2,1,6,0,20,0
"437",1,3,0,2,1,7,0,20,0
"438",1,3,0,2,1,8,0,20,0
"439",1,3,0,2,1,9,0,20,0
"440",1,3,0,2,1,10,0,20,0
"441",1,3,0,2,1,11,0,20,0
"442",1,3,0,2,1,12,0,20,0
"443",1,3,0,2,1,13,0,20,0
"444",1,3,0,2,1,14,0,20,0
"445",1,3,0,2,1,15,0,20,0
"446",1,3,0,2,1,16,0,20,0
"447",1,3,0,2,1,17,0,20,0
"448",1,3,0,2,1,18,0,20,0
"449",1,3,0,2,1,19,0,20,0
"450",1,3,0,2,1,20,0,20,0
"451",1,3,0,2,1,21,0,20,0
"452",1,3,0,2,2,1,0,20,0.000517799352750809
"453",1,3,0,2,2,2,0,20,0
"454",1,3,0,2,2,3,0,20,0
"455",1,3,0,2,2,4,0,20,0
"456",1,3,0,2,2,5,0,20,0
"457",1,3,0,2,2,6,0,20,0
"458",1,3,0,2,2,7,0,20,0
"459",1,3,0,2,2,8,0,20,0
"460",1,3,0,2,2,9,0,20,0
"461",1,3,0,2,2,10,0,20,0
"462",1,3,0,2,2,11,0,20,0
"463",1,3,0,2,2,12,0,20,0
"464",1,3,0,2,2,13,0,20,0
"465",1,3,0,2,2,14,0,20,0
"466",1,3,0,2,2,15,0,20,0
"467",1,3,0,2,2,16,0,20,0
"468",1,3,0,2,2,17,0,20,0
"469",1,3,0,2,2,18,0,20,0
"470",1,3,0,2,2,19,0,20,0
"471",1,3,0,2,2,20,0,20,0
"472",1,3,0,2,2,21,0,20,0
"473",1,3,0,2,3,1,0,20,2.98764381745694e-05
"474",1,3,0,2,3,2,0,20,0
"475",1,3,0,2,3,3,0,20,0
"476",1,3,0,2,3,4,0,20,0
"477",1,3,0,2,3,5,0,20,0
"478",1,3,0,2,3,6,0,20,0
"479",1,3,0,2,3,7,0,20,0
"480",1,3,0,2,3,8,0,20,0
"481",1,3,0,2,3,9,0,20,0
"482",1,3,0,2,3,10,0,20,0
"483",1,3,0,2,3,11,0,20,0
"484",1,3,0,2,3,12,0,20,0
"485",1,3,0,2,3,13,0,20,0
"486",1,3,0,2,3,14,0,20,0
"487",1,3,0,2,3,15,0,20,0
"488",1,3,0,2,3,16,0,20,0
"489",1,3,0,2,3,17,0,20,0
"490",1,3,0,2,3,18,0,20,0
"491",1,3,0,2,3,19,0,20,0
"492",1,3,0,2,3,20,0,20,0
"493",1,3,0,2,3,21,0,20,0
"494",1,3,0,2,4,1,0,20,0.000433199045493629
"495",1,3,0,2,4,2,0,20,0
"496",1,3,0,2,4,3,0,20,0
"497",1,3,0,2,4,4,0,20,0
"498",1,3,0,2,4,5,0,20,0
"499",1,3,0,2,4,6,0,20,0
"500",1,3,0,2,4,7,0,20,0
"501",1,3,0,2,4,8,0,20,0
"502",1,3,0,2,4,9,0,20,0
"503",1,3,0,2,4,10,0,20,0
"504",1,3,0,2,4,11,0,20,0
"505",1,3,0,2,4,12,0,20,0
"506",1,3,0,2,4,13,0,20,0
"507",1,3,0,2,4,14,0,20,0
"508",1,3,0,2,4,15,0,20,0
"509",1,3,0,2,4,16,0,20,0
"510",1,3,0,2,4,17,0,20,0
"511",1,3,0,2,4,18,0,20,0
"512",1,3,0,2,4,19,0,20,0
"513",1,3,0,2,4,20,0,20,0
"514",1,3,0,2,4,21,0,20,0
"515",1,3,0,2,5,1,0,20,0.00076051449477284
"516",1,3,0,2,5,2,0,20,0
"517",1,3,0,2,5,3,0,20,0
"518",1,3,0,2,5,4,0,20,0
"519",1,3,0,2,5,5,0,20,0
"520",1,3,0,2,5,6,0,20,0
"521",1,3,0,2,5,7,0,20,0
"522",1,3,0,2,5,8,0,20,0
"523",1,3,0,2,5,9,0,20,0
"524",1,3,0,2,5,10,0,20,0
"525",1,3,0,2,5,11,0,20,0
"526",1,3,0,2,5,12,0,20,0
"527",1,3,0,2,5,13,0,20,0
"528",1,3,0,2,5,14,0,20,0
"529",1,3,0,2,5,15,0,20,0
"530",1,3,0,2,5,16,0,20,0
"531",1,3,0,2,5,17,0,20,0
"532",1,3,0,2,5,18,0,20,0
"533",1,3,0,2,5,19,0,20,0
"534",1,3,0,2,5,20,0,20,0
"535",1,3,0,2,5,21,0,20,0
"536",1,3,0,2,6,1,0,20,0
"537",1,3,0,2,6,2,0,20,0
"538",1,3,0,2,6,3,0,20,0
"539",1,3,0,2,6,4,0,20,0
"540",1,3,0,2,6,5,0,20,0
"541",1,3,0,2,6,6,0,20,0
"542",1,3,0,2,6,7,0,20,0
"543",1,3,0,2,6,8,0,20,0
"544",1,3,0,2,6,9,0,20,0
"545",1,3,0,2,6,10,0,20,0
"546",1,3,0,2,6,11,0,20,0
"547",1,3,0,2,6,12,0,20,0
"548",1,3,0,2,6,13,0,20,0
"549",1,3,0,2,6,14,0,20,0
"550",1,3,0,2,6,15,0,20,0
"551",1,3,0,2,6,16,0,20,0
"552",1,3,0,2,6,17,0,20,0
"553",1,3,0,2,6,18,0,20,0
"554",1,3,0,2,6,19,0,20,0
"555",1,3,0,2,6,20,0,20,0
"556",1,3,0,2,6,21,0,20,0
"557",1,3,0,2,7,1,0,20,0
"558",1,3,0,2,7,2,0,20,0
"559",1,3,0,2,7,3,0,20,0
"560",1,3,0,2,7,4,0,20,0
"561",1,3,0,2,7,5,0,20,0
"562",1,3,0,2,7,6,0,20,0
"563",1,3,0,2,7,7,0,20,0
"564",1,3,0,2,7,8,0,20,0
"565",1,3,0,2,7,9,0,20,0
"566",1,3,0,2,7,10,0,20,0
"567",1,3,0,2,7,11,0,20,0
"568",1,3,0,2,7,12,0,20,0
"569",1,3,0,2,7,13,0,20,0
"570",1,3,0,2,7,14,0,20,0
"571",1,3,0,2,7,15,0,20,0
"572",1,3,0,2,7,16,0,20,0
"573",1,3,0,2,7,17,0,20,0
"574",1,3,0,2,7,18,0,20,0
"575",1,3,0,2,7,19,0,20,0
"576",1,3,0,2,7,20,0,20,0
"577",1,3,0,2,7,21,0,20,0
"578",1,3,0,2,8,1,0,20,0.00133909872399737
"579",1,3,0,2,8,2,0,20,0
"580",1,3,0,2,8,3,0,20,0
"581",1,3,0,2,8,4,0,20,0
"582",1,3,0,2,8,5,0,20,0
"583",1,3,0,2,8,6,0,20,0
"584",1,3,0,2,8,7,0,20,0
"585",1,3,0,2,8,8,0,20,0
"586",1,3,0,2,8,9,0,20,0
"587",1,3,0,2,8,10,0,20,0
"588",1,3,0,2,8,11,0,20,0
"589",1,3,0,2,8,12,0,20,0
"590",1,3,0,2,8,13,0,20,0
"591",1,3,0,2,8,14,0,20,0
"592",1,3,0,2,8,15,0,20,0
"593",1,3,0,2,8,16,0,20,0
"594",1,3,0,2,8,17,0,20,0
"595",1,3,0,2,8,18,0,20,0
"596",1,3,0,2,8,19,0,20,0
"597",1,3,0,2,8,20,0,20,0
"598",1,3,0,2,8,21,0,20,0
"599",1,3,0,2,9,1,0,20,0.000193548387096774
"600",1,3,0,2,9,2,0,20,0
"601",1,3,0,2,9,3,0,20,0
"602",1,3,0,2,9,4,0,20,0
"603",1,3,0,2,9,5,0,20,0
"604",1,3,0,2,9,6,0,20,0
"605",1,3,0,2,9,7,0,20,0
"606",1,3,0,2,9,8,0,20,0
"607",1,3,0,2,9,9,0,20,0
"608",1,3,0,2,9,10,0,20,0
"609",1,3,0,2,9,11,0,20,0
"610",1,3,0,2,9,12,0,20,0
"611",1,3,0,2,9,13,0,20,0
"612",1,3,0,2,9,14,0,20,0
"613",1,3,0,2,9,15,0,20,0
"614",1,3,0,2,9,16,0,20,0
"615",1,3,0,2,9,17,0,20,0
"616",1,3,0,2,9,18,0,20,0
"617",1,3,0,2,9,19,0,20,0
"618",1,3,0,2,9,20,0,20,0
"619",1,3,0,2,9,21,0,20,0
"620",1,3,0,2,10,1,0,20,0.00145724982686333
"621",1,3,0,2,10,2,0,20,0
"622",1,3,0,2,10,3,0,20,0
"623",1,3,0,2,10,4,0,20,0
"624",1,3,0,2,10,5,0,20,0
"625",1,3,0,2,10,6,0,20,0
"626",1,3,0,2,10,7,0,20,0
"627",1,3,0,2,10,8,0,20,0
"628",1,3,0,2,10,9,0,20,0
"629",1,3,0,2,10,10,0,20,0
"630",1,3,0,2,10,11,0,20,0
"631",1,3,0,2,10,12,0,20,0
"632",1,3,0,2,10,13,0,20,0
"633",1,3,0,2,10,14,0,20,0
"634",1,3,0,2,10,15,0,20,0
"635",1,3,0,2,10,16,0,20,0
"636",1,3,0,2,10,17,0,20,0
"637",1,3,0,2,10,18,0,20,0
"638",1,3,0,2,10,19,0,20,0
"639",1,3,0,2,10,20,0,20,0
"640",1,3,0,2,10,21,0,20,0
"641",1,4,0,1,1,1,0,20,0
"642",1,4,0,1,1,2,0,20,0
"643",1,4,0,1,1,3,0,20,0
"644",1,4,0,1,1,4,0,20,0
"645",1,4,0,1,1,5,0,20,0
"646",1,4,0,1,1,6,0,20,0
"647",1,4,0,1,1,7,0,20,0
"648",1,4,0,1,1,8,0,20,0
"649",1,4,0,1,1,9,0,20,0
"650",1,4,0,1,1,10,0,20,0
"651",1,4,0,1,1,11,0,20,0
