ParName   Value   Gradient
log_avgrec      9.82719  3.69194e-06
log_avginit      4.81598  3.92323e-06
log_avg_F      -1.4191 -3.29468e-05
log_q_ats    -0.615556 -2.76342e-05
log_Rzero       10.073  2.84469e-06
steepness     0.622121  6.65139e-07
log_q_cpue     0.101014  4.56741e-06
log_q_avo     -8.18719   1.5828e-05
log_initdevs(2)      3.31651  2.19357e-05
log_initdevs(3)      2.83296  2.31783e-05
log_initdevs(4)      1.29811  5.44685e-06
log_initdevs(5)     0.470947  6.58774e-06
log_initdevs(6)      1.14532  2.27971e-05
log_initdevs(7)     0.351402 -3.33315e-06
log_initdevs(8)    -0.786218 -2.95715e-06
log_initdevs(9)     -1.24264 -5.95679e-06
log_initdevs(10)     -1.23564  9.68399e-06
log_initdevs(11)     -1.23066 -9.33411e-07
log_initdevs(12)     -1.22754  5.75047e-06
log_initdevs(13)     -1.22916 -4.73013e-06
log_initdevs(14)     -1.23075 -4.23753e-06
log_initdevs(15)     -1.23265  8.58656e-06
log_rec_devs(1964)     -1.06894  1.83596e-05
log_rec_devs(1965)     0.121472  3.13796e-05
log_rec_devs(1966)    -0.209934  1.31103e-05
log_rec_devs(1967)     0.317835  1.25785e-05
log_rec_devs(1968)     0.174811  1.42768e-05
log_rec_devs(1969)     0.342332  1.45417e-05
log_rec_devs(1970)     0.236008  3.90391e-05
log_rec_devs(1971)    -0.252933  1.58621e-05
log_rec_devs(1972)    -0.455349  1.14164e-05
log_rec_devs(1973)     0.366148   0.00012026
log_rec_devs(1974)    0.0484023  3.75737e-05
log_rec_devs(1975)    -0.121294  7.20451e-06
log_rec_devs(1976)    -0.384488  8.63389e-06
log_rec_devs(1977)    -0.332271  1.54818e-05
log_rec_devs(1978)      0.27308  -2.9549e-05
log_rec_devs(1979)       1.1241  4.87094e-05
log_rec_devs(1980)     0.385981  3.74208e-05
log_rec_devs(1981)     0.542735  4.28626e-05
log_rec_devs(1982)   -0.0156215  9.23121e-07
log_rec_devs(1983)      1.01399  6.60782e-05
log_rec_devs(1984)    -0.278935  5.53812e-05
log_rec_devs(1985)     0.562854  9.86428e-06
log_rec_devs(1986)    -0.391817  6.43397e-05
log_rec_devs(1987)    -0.963238 -3.85692e-05
